,PEX5L (51555)
ACH-000004,0.17838135798127724
ACH-000005,-0.3489454451693436
ACH-000007,-0.10200999595462527
ACH-000009,0.10611468535065244
ACH-000011,0.06391237966413785
ACH-000012,0.09820250691679223
ACH-000013,0.12269264200875694
ACH-000014,-0.06814271089214986
ACH-000015,0.0031532499106844986
ACH-000017,0.059027896642301486
ACH-000018,-0.22034726524758705
ACH-000019,0.0500095682039449
ACH-000021,0.033962152258294916
ACH-000022,-0.09059103574028793
ACH-000025,-0.07350263835543909
ACH-000028,0.21616973083318167
ACH-000030,-0.012148234805660213
ACH-000035,0.10769601523165806
ACH-000036,0.15338422000770435
ACH-000037,0.2270317905832103
ACH-000039,0.2866742587599289
ACH-000040,0.03874315954029255
ACH-000041,0.005824968709588158
ACH-000042,-0.01933643507494213
ACH-000045,-0.08742968520334675
ACH-000047,0.02478993718615721
ACH-000052,-0.058682163500246916
ACH-000053,0.029739849676015288
ACH-000054,0.039474439643948304
ACH-000055,-0.08392543573529983
ACH-000060,-0.07492012514512549
ACH-000067,0.04604071449193268
ACH-000070,0.07462407736679005
ACH-000075,0.21436396400693766
ACH-000078,0.15782911428541074
ACH-000082,-0.08913727189483941
ACH-000085,0.06679834422016499
ACH-000086,-0.07491392796111637
ACH-000087,0.1904309319912
ACH-000092,0.045493493580042337
ACH-000095,-0.02709825801955296
ACH-000097,0.02082418941571286
ACH-000098,0.10153932047535136
ACH-000099,0.02009959254170825
ACH-000108,-0.09281385241139073
ACH-000113,0.014481021775752853
ACH-000116,0.1299664676965103
ACH-000118,0.019522122679799137
ACH-000120,-0.00143554884449356
ACH-000123,-0.02961883488686275
ACH-000127,0.12334388279595787
ACH-000128,-0.0896446834960743
ACH-000132,0.017844792367045798
ACH-000133,0.10679726110241253
ACH-000137,0.3142105725240174
ACH-000138,-0.06812741269569811
ACH-000142,-0.03916604828059786
ACH-000143,0.04583481923475527
ACH-000146,0.08127651744111045
ACH-000148,-0.0020399442987132843
ACH-000150,0.02055866177039525
ACH-000152,0.0003023640503377609
ACH-000153,-0.028337539673700143
ACH-000159,-0.027452564446709182
ACH-000160,-0.028439314093536783
ACH-000163,0.09147339606996603
ACH-000167,0.19166522407511424
ACH-000168,0.053902293086554885
ACH-000169,0.0940290371269506
ACH-000178,0.026583741737064872
ACH-000183,0.11788464605859032
ACH-000188,0.03597865894146119
ACH-000189,0.09822322195739012
ACH-000190,-0.07276778267103964
ACH-000198,-0.023519434878675863
ACH-000203,-0.40965892614132815
ACH-000204,0.18917780391040684
ACH-000206,-0.04143496343955087
ACH-000207,0.015085669729673797
ACH-000208,0.3162891757891305
ACH-000210,0.1046586148603689
ACH-000211,0.118961256669655
ACH-000215,0.042958528891742544
ACH-000221,0.002010679136170181
ACH-000222,-0.03845035023882433
ACH-000223,0.037604203969902265
ACH-000226,0.06088854684462897
ACH-000227,0.2657256923476428
ACH-000228,0.22178972742395567
ACH-000231,0.1201279525381784
ACH-000232,0.006228640930283676
ACH-000233,0.038823638631942985
ACH-000234,-0.1285586847002418
ACH-000235,0.11302071667826705
ACH-000237,-0.04103639717279692
ACH-000238,0.044859840634126735
ACH-000242,0.01525498672164472
ACH-000243,0.1827220013453976
ACH-000244,-0.09387037292028516
ACH-000246,0.08571819848454554
ACH-000248,0.1281795472940786
ACH-000250,0.08608179123484046
ACH-000251,0.11402621843683484
ACH-000252,0.06622679295952423
ACH-000253,0.09678541431970562
ACH-000255,0.11435913785576092
ACH-000256,-0.06943500944660029
ACH-000257,0.08835616028826222
ACH-000258,-0.19141280512692133
ACH-000259,0.033868018971071945
ACH-000260,-0.055214065826459005
ACH-000261,0.06319934387983657
ACH-000262,0.10198074282389914
ACH-000263,0.19803258933101456
ACH-000264,0.09708360935137422
ACH-000265,0.09067666523636576
ACH-000266,0.021749119750914026
ACH-000272,0.0060365112330889705
ACH-000274,-0.09999512457893027
ACH-000277,0.10249388609815044
ACH-000278,-0.07607516102290401
ACH-000279,-0.062313029810346435
ACH-000280,-0.10139320474166748
ACH-000281,0.06104609324921108
ACH-000288,0.15350966914131198
ACH-000291,0.1599687035674829
ACH-000293,0.11130201019537334
ACH-000294,0.14252579028370185
ACH-000295,-0.1288312812845787
ACH-000296,-0.12754720173681972
ACH-000302,-0.05931237786495695
ACH-000304,0.5235469039350611
ACH-000307,-0.017930059481732336
ACH-000308,0.09003870736345157
ACH-000310,-0.06851178701414358
ACH-000311,0.25750725784335776
ACH-000312,0.1420816538822504
ACH-000315,-0.03908013111950726
ACH-000316,0.1020530490638266
ACH-000317,0.040677084178651735
ACH-000318,-0.05213692768553474
ACH-000319,0.059370741087202535
ACH-000320,0.08079394627806648
ACH-000322,0.17845028403125693
ACH-000323,0.042660519633551934
ACH-000324,0.036375079830614
ACH-000329,0.11249269897828444
ACH-000330,0.1250376678346286
ACH-000331,0.13248474306659647
ACH-000332,0.05966368708053992
ACH-000334,-0.0263318355227654
ACH-000335,0.1298170633933414
ACH-000336,-0.2973496871653193
ACH-000337,0.11050039969056877
ACH-000338,-0.4672629699662136
ACH-000339,-0.06060597195761011
ACH-000341,0.041026285817971055
ACH-000348,-0.01794588791438158
ACH-000350,-0.005213001605218022
ACH-000352,0.003942269600708428
ACH-000356,0.20184605359457264
ACH-000361,0.21367014312489024
ACH-000362,-0.005352405847827044
ACH-000363,-0.08736929082223466
ACH-000364,-0.06420534023181469
ACH-000365,-0.14348623204550665
ACH-000366,0.04491181144036251
ACH-000368,0.048360325289462935
ACH-000374,0.05685643737966375
ACH-000375,-0.1110222274514642
ACH-000376,0.0730872068862557
ACH-000381,-0.01838321198031951
ACH-000383,0.04414159032712271
ACH-000387,-0.05706571938694461
ACH-000389,0.0656407430051236
ACH-000390,0.15880478169515302
ACH-000393,0.03464245805915958
ACH-000395,-0.19808070312595127
ACH-000396,0.15798192075974762
ACH-000397,-0.15129921643320868
ACH-000401,-0.17386567021974514
ACH-000402,0.27599237528095405
ACH-000403,0.027836368325057426
ACH-000404,0.12310788296893728
ACH-000406,0.07452188008740504
ACH-000407,-0.02101131427107033
ACH-000408,-0.04846876465194228
ACH-000410,0.03663780978156784
ACH-000411,0.031764055009063645
ACH-000414,-0.03493218592297927
ACH-000415,0.12160807175687037
ACH-000416,0.028707182143767
ACH-000420,0.13510432368955544
