,CNTNAP4 (85445)
ACH-000004,0.20592904830979905
ACH-000005,0.2546693895094297
ACH-000007,0.26253265787882724
ACH-000009,0.16055756210554425
ACH-000011,0.2259499218485649
ACH-000012,0.15227428234523294
ACH-000013,0.24213800651896095
ACH-000014,0.2119976480808992
ACH-000015,0.2198697512503137
ACH-000017,0.3314924332615328
ACH-000018,0.23923073273908066
ACH-000019,0.04213543618181302
ACH-000021,0.18986832524324648
ACH-000022,0.2273311801418948
ACH-000025,0.11746623641811885
ACH-000028,0.29691911282705385
ACH-000030,0.1951289496206408
ACH-000035,0.14530867938560976
ACH-000036,0.2369020956302684
ACH-000037,0.14741872285084826
ACH-000039,0.103453323008474
ACH-000040,0.1853166797596706
ACH-000041,0.30106827314776985
ACH-000042,0.167698649682144
ACH-000045,0.2262743588771857
ACH-000047,0.08373749692519147
ACH-000052,0.12206893453602632
ACH-000053,0.180736240898854
ACH-000054,0.16981497335347903
ACH-000055,0.3311509296525574
ACH-000060,0.3192157395265097
ACH-000067,0.20986007959492006
ACH-000070,0.2904497547680703
ACH-000075,0.2505383553669478
ACH-000078,0.2440367839632735
ACH-000082,0.12889884637583854
ACH-000085,0.261379434378806
ACH-000086,0.11520739383385573
ACH-000087,-0.011013887870014396
ACH-000092,0.2176728929073992
ACH-000095,0.20355476500497474
ACH-000097,0.24902809098870984
ACH-000098,0.24847462900423925
ACH-000099,0.22091264579685246
ACH-000108,0.10477121875981514
ACH-000113,0.22528347550096356
ACH-000116,0.17611912008902886
ACH-000118,0.14469100716150554
ACH-000120,0.2095978782612799
ACH-000123,0.17426743920595306
ACH-000127,0.2476091475589945
ACH-000128,0.15900794531007054
ACH-000132,0.18299735265731
ACH-000133,0.2023780920996748
ACH-000137,0.08971500906360913
ACH-000138,0.2189396109416986
ACH-000142,0.1590538932994714
ACH-000143,0.10833623285632082
ACH-000146,0.23953451441151444
ACH-000148,0.14292734221970602
ACH-000150,0.2162485939377261
ACH-000152,0.07477598274920623
ACH-000153,0.29507785189054303
ACH-000159,0.3702820873427681
ACH-000160,0.1960044025103894
ACH-000163,0.3019624591356557
ACH-000167,-0.03481987927570314
ACH-000168,0.31054254485367905
ACH-000169,0.15372986064864924
ACH-000178,0.08457851043095374
ACH-000183,0.2129616678733728
ACH-000188,0.1705882094164467
ACH-000189,0.2895126605568877
ACH-000190,0.16802516108221432
ACH-000198,0.14395264709605496
ACH-000203,0.2863216539445951
ACH-000204,0.25461004137174065
