,MOCS3 (27304)
ACH-000004,-0.7681181351442862
ACH-000005,-0.5967857864553774
ACH-000007,-0.5509148666249154
ACH-000009,-0.7665635208505029
ACH-000011,-1.0667306146241309
ACH-000012,-0.6997001687438736
ACH-000013,-0.5610264503909625
ACH-000014,-1.0382784751671232
ACH-000015,-0.5683986720998019
ACH-000017,-0.6353093315759513
ACH-000018,-0.7786480644675826
ACH-000019,-0.7336203502613516
ACH-000021,-0.8120084218425081
ACH-000022,-0.7129973642576561
ACH-000025,-0.9411450032027316
ACH-000028,-0.7512383700624051
ACH-000030,-0.921594430678374
ACH-000035,-0.5453443156956491
ACH-000036,-0.8868097634954495
ACH-000037,-0.419139743850431
ACH-000039,-0.5670565350517085
ACH-000040,-0.9400620014458896
ACH-000041,-0.7705629058997038
ACH-000042,-0.7077620504626404
ACH-000045,-0.6702123119488863
ACH-000047,-0.6406576124171489
ACH-000052,-0.8332087900004698
ACH-000053,-0.7898748280596947
ACH-000054,-0.8205378092379337
ACH-000055,-0.7699459997024936
ACH-000060,-0.8811778308147367
ACH-000067,-0.6774440305301774
ACH-000070,-0.8984936163594847
ACH-000075,-0.6777322369553078
ACH-000078,-0.5704222049979268
ACH-000082,-0.6347029067109173
ACH-000085,-0.6379325664737312
ACH-000086,-0.976558885087867
ACH-000087,-1.0536999552372124
ACH-000092,-0.6904422727269414
ACH-000095,-0.7898871009482679
ACH-000097,-0.6640747799603015
ACH-000098,-0.8912803613966991
ACH-000099,-0.663343345242958
ACH-000108,-0.8076453009848629
ACH-000113,-0.7300369679466933
ACH-000116,-0.7964610484719434
ACH-000118,-0.6161459373815149
ACH-000120,-0.7262441170605481
ACH-000123,-0.7781217265652199
ACH-000127,-0.8321726562296075
ACH-000128,-0.6767026632958612
ACH-000132,-0.6953660367557271
ACH-000133,-0.7291211357618381
ACH-000137,-0.6712516258823112
ACH-000138,-0.7493287228580748
ACH-000142,-0.8273092495633428
ACH-000143,-0.6549201119312159
ACH-000146,-0.5782660016763759
ACH-000148,-0.7500389261889779
ACH-000150,-0.7771203067841805
ACH-000152,-0.5372128072490635
ACH-000153,-0.8129301040429835
ACH-000159,-0.6398610034247245
ACH-000160,-0.5802273680172765
ACH-000163,-0.8002367423545325
ACH-000167,-0.9207244963913976
ACH-000168,-0.868803202437912
ACH-000169,-0.7577158711874996
ACH-000178,-0.6794704146678158
ACH-000183,-0.8631981923079259
ACH-000188,-0.5410317097103337
ACH-000189,-0.9444165008971868
ACH-000190,-1.0369452698149355
ACH-000198,-0.7341536097824148
ACH-000203,-0.7228352307575864
ACH-000204,-0.5236629693788005
ACH-000206,-0.6205155606942169
ACH-000207,-0.7048111322789876
ACH-000208,-0.8773954871698029
ACH-000210,-0.5441413714327333
ACH-000211,-0.8156130307976137
ACH-000215,-0.7747782119769377
ACH-000221,-0.6657286844333182
ACH-000222,-0.809837872609116
ACH-000223,-0.5637926614776104
ACH-000226,-0.6202686064469628
ACH-000227,-0.6025140762498448
ACH-000228,-0.6844730299999756
