,ALAD (210)
ACH-000004,-0.042795865375323615
ACH-000005,-0.25743154393768697
ACH-000007,0.2857810346079004
ACH-000009,-0.1357918798804422
ACH-000011,0.040885474143476784
ACH-000012,-0.11504992463979825
ACH-000013,0.02914043620111009
ACH-000014,0.06499581830806256
ACH-000015,-0.09911871559124937
ACH-000017,-0.1762082127973063
ACH-000018,-0.14551452910815454
ACH-000019,-0.14164209845755973
ACH-000021,-0.1534963778664262
ACH-000022,-0.12794007260642248
ACH-000025,0.12734809751858675
ACH-000028,-0.1523323677161812
ACH-000030,-0.6611533743677166
ACH-000035,-0.12226534794301863
ACH-000036,0.10472212663681264
ACH-000037,-0.1758872853060359
ACH-000039,0.21931320460579734
ACH-000040,-0.15587688534976715
ACH-000041,-0.14360506104430715
ACH-000042,-0.17891639261430814
ACH-000045,-0.6422727707157261
ACH-000047,-0.4187345541290272
ACH-000052,0.22270750305976464
ACH-000053,-0.04901480005365885
ACH-000054,0.10764140586796507
ACH-000055,0.1253310119993065
ACH-000060,0.11089068840965458
ACH-000067,0.013312842166445257
ACH-000070,0.14110668748614094
ACH-000075,-0.07456145665901498
ACH-000078,0.03229396798739866
ACH-000082,-0.0220604919851201
ACH-000085,0.020771046796127585
ACH-000086,0.07932534033301368
ACH-000087,-0.3338484220141995
ACH-000092,-0.18745328283608886
ACH-000095,-0.013166920932091802
ACH-000097,-0.011203609495216
ACH-000098,0.08432889153148003
ACH-000099,0.05285768628041178
ACH-000108,-0.1709819056237171
ACH-000113,-0.7418473050267806
ACH-000116,0.05195958640988619
ACH-000118,-0.31539477126843285
ACH-000120,-0.15613658150305465
ACH-000123,0.23470637679552397
ACH-000127,0.008684157662824005
ACH-000128,-0.2649575241038831
ACH-000132,-0.034039142469065815
ACH-000133,-0.14083498197671074
ACH-000137,-0.09032083070882294
ACH-000138,-0.2724070678239722
ACH-000142,-0.08981562369231333
ACH-000143,-0.07732990125053026
ACH-000146,-0.19163881779172254
ACH-000148,-0.021545563585582697
ACH-000150,-0.21671179782892336
ACH-000152,-0.13276263751691725
ACH-000153,-0.20603932089427812
ACH-000159,-0.18053537974183104
ACH-000160,-0.273652788507132
ACH-000163,-0.18550922224855346
ACH-000167,-0.21521993216765206
ACH-000168,0.075606987419383
ACH-000169,0.009989688940118296
ACH-000178,-0.0902511100017772
ACH-000183,-0.5294714352468267
ACH-000188,0.07974959344432586
ACH-000189,-0.31165935609921314
ACH-000190,0.01031541629948983
ACH-000198,-0.5883843748057004
ACH-000203,-0.13591215753089622
ACH-000204,0.12137644934479612
ACH-000206,-0.3168192474702149
ACH-000207,-0.08735626608654032
ACH-000208,-0.07556652618923325
ACH-000210,-0.3803975840389664
ACH-000211,-0.0747799091889598
ACH-000215,-0.05989824010296602
ACH-000221,-0.09204739841669736
ACH-000222,-0.18246938293893086
ACH-000223,-0.054250652802690334
ACH-000226,-0.4069016028390145
ACH-000227,-0.10779197328157054
ACH-000228,-0.2896252160673867
ACH-000231,-0.07580008691867772
ACH-000232,0.12097182516863038
ACH-000233,-0.2572330532573112
ACH-000234,-0.15376801186554392
ACH-000235,-0.13113197656442888
ACH-000237,0.12990140670463488
ACH-000238,-0.039874768498688935
ACH-000242,0.1847027871871004
ACH-000243,-0.11885732800668394
ACH-000244,-0.2157802134417459
ACH-000246,-0.056674464052284726
ACH-000248,0.07665660537759526
ACH-000250,-0.10701175989486646
ACH-000251,-0.23465387891339035
ACH-000252,0.14141806280386338
ACH-000253,-0.016682980685888527
ACH-000255,-0.2126626614196892
ACH-000256,0.0919242256970403
ACH-000257,0.05603790675118722
ACH-000258,-0.16701685223556365
ACH-000259,-0.1006026604712246
ACH-000260,-0.041241825573790664
ACH-000261,-0.08942507112567702
ACH-000262,0.03457682063733554
ACH-000263,0.057183657679339216
ACH-000264,-0.1402857880128246
ACH-000265,0.04092547730601913
ACH-000266,-0.14659270120259707
ACH-000272,-0.021819273091601758
ACH-000274,-0.12321604390960192
ACH-000277,-0.20838027659132186
ACH-000278,0.03062853957957074
ACH-000279,-0.16831405388057913
ACH-000280,-0.1930738034714234
ACH-000281,-0.19210486571300853
ACH-000288,-0.0048419697672261505
ACH-000291,0.05331384560777274
ACH-000293,-0.1440262852189053
ACH-000294,0.28435510271372955
ACH-000295,-0.2371683500354287
ACH-000296,0.318030483302752
ACH-000302,-0.07657751033922597
ACH-000304,0.010081883903849944
ACH-000307,-0.1679460255481439
ACH-000308,-0.050454849166444216
ACH-000310,0.09914947685300723
ACH-000311,-0.13749122810842088
ACH-000312,-0.13991439611538065
ACH-000315,-0.4757349836219585
ACH-000316,-0.16974101737373962
ACH-000317,-0.2979453803088162
ACH-000318,-0.203564999949472
ACH-000319,0.02070323561016572
ACH-000320,-0.2797183293014307
ACH-000322,-0.04700104584661713
ACH-000323,-0.013986119491161832
ACH-000324,0.026449355423951253
ACH-000329,-0.20309730802167794
ACH-000330,-0.1325095975917142
ACH-000331,-0.04679185903244063
ACH-000332,-0.062048969667077326
ACH-000334,-0.21378376334765098
ACH-000335,-0.1894078729548944
ACH-000336,-0.07043009893870476
ACH-000337,-0.2131962477757864
ACH-000338,-0.4490383490845738
ACH-000339,-0.1608560996843067
ACH-000341,0.00792081099976358
ACH-000348,-0.12190414071437725
ACH-000350,-0.16734498028328162
ACH-000352,-0.22987146318434254
ACH-000356,0.12909694316523315
ACH-000361,-0.05807196974187604
ACH-000362,-0.6472871407943388
ACH-000363,-0.12664298419056186
ACH-000364,-0.07502470744391446
ACH-000365,-0.4733234547183453
ACH-000366,0.060679362603777626
ACH-000368,-0.021419292756346502
ACH-000374,-0.06429597235974438
ACH-000375,0.08217121166252653
ACH-000376,-0.1219732516417542
ACH-000381,-0.20794385958292705
ACH-000383,-0.2245695000807958
