,GLE1 (2733)
ACH-000004,-0.7663616184740918
ACH-000005,-0.7736678463172814
ACH-000007,-0.6778049509535277
ACH-000009,-0.5632091431975416
ACH-000011,-0.6771362746776035
ACH-000012,-0.6165995686405121
ACH-000013,-0.7667793529849912
ACH-000014,-0.6638572035034683
ACH-000015,-0.8842996172126341
ACH-000017,-0.665202156220619
ACH-000018,-0.5771804114257836
ACH-000019,-0.4559772305156206
ACH-000021,-0.7572017941557915
ACH-000022,-0.5796331555298776
ACH-000025,-0.4347246803661462
ACH-000028,-0.4295424068308711
ACH-000030,-0.3449912615454514
ACH-000035,-0.6530298145679907
ACH-000036,-0.4564108368095284
ACH-000037,-0.2468867915808109
ACH-000039,-0.416249235342758
ACH-000040,-0.497484768878585
ACH-000041,-0.7704150529347767
ACH-000042,-0.6063405890499849
ACH-000045,-0.5994506210986257
ACH-000047,-0.629970467761954
ACH-000052,-0.4670164922466662
ACH-000053,-0.4854339226273161
ACH-000054,-0.6167599694510804
ACH-000055,-0.8507565051287267
ACH-000060,-0.5916266808160147
ACH-000067,-0.5194790043033265
ACH-000070,-0.5260663296299981
ACH-000075,-0.4063791306993529
ACH-000078,-0.5540193295378324
ACH-000082,-0.913505644204772
ACH-000085,-0.7410146285666921
ACH-000086,-0.5503746550277321
ACH-000087,-0.3533865870545648
ACH-000092,-0.5117186049693578
ACH-000095,-0.6914496815750517
ACH-000097,-0.571560287058905
ACH-000098,-0.4139101948953789
ACH-000099,-0.6214422833361792
ACH-000108,-0.8046025376847316
ACH-000113,-0.4916067312454496
ACH-000116,-0.7093981579432455
ACH-000118,-0.7114017804087016
ACH-000120,-0.51105668187541
ACH-000123,-0.6232335128912946
ACH-000127,-0.4766827350340819
ACH-000128,-0.5960620639312894
ACH-000132,-0.934056376723177
ACH-000133,-0.5839651017247963
ACH-000137,-0.33006683878358434
ACH-000138,-0.7129771366701704
ACH-000142,-0.5720976390686179
ACH-000143,-0.6671055364366819
ACH-000146,-0.4685283578377559
ACH-000148,-0.6822792076511682
ACH-000150,-0.6559097878095121
ACH-000152,-0.7130988141235218
ACH-000153,-0.6161681914964935
ACH-000159,-0.6738139307290425
ACH-000160,-0.5668190983578731
ACH-000163,-0.5915973314886899
ACH-000167,-0.5509352718339096
ACH-000168,-0.6623112780832373
ACH-000169,-0.7485144344479537
ACH-000178,-0.6972988716528549
ACH-000183,-0.7360607659774173
ACH-000188,-0.4965699843790452
ACH-000189,-0.4688088502457347
ACH-000190,-0.7378285201728592
ACH-000198,-0.6624081087098522
ACH-000203,-0.8604714713703501
ACH-000204,-0.5129130273497151
ACH-000206,-0.6787518225238973
ACH-000207,-0.5514001598702917
ACH-000208,-0.8389477163110309
ACH-000210,-0.6029361631953295
ACH-000211,-0.4562265984076807
ACH-000215,-0.678350972067191
ACH-000221,-0.8830176599172312
ACH-000222,-0.7715115652668215
ACH-000223,-0.5860903051263018
ACH-000226,-0.5706038466226764
ACH-000227,-0.533907769257023
ACH-000228,-0.6799308818236157
ACH-000231,-0.5079357741077796
ACH-000232,-0.5558918711772142
ACH-000233,-0.5961341515759696
ACH-000234,-0.6104800145864956
ACH-000235,-0.7254920188944863
ACH-000237,-0.6948409768545077
ACH-000238,-0.4325545336711499
ACH-000242,-0.6883866824234237
ACH-000243,-0.5007431488451255
ACH-000244,-0.4533155202827521
ACH-000246,-0.5860263831950244
ACH-000248,-0.6785802212547889
ACH-000250,-0.4958529786919027
ACH-000251,-0.3065125381201734
ACH-000252,-0.6108455768466203
ACH-000253,-0.5828018359039979
ACH-000255,-0.6375482283235324
ACH-000256,-0.8377251245246755
ACH-000257,-0.3478098943086827
ACH-000258,-0.6431278538493849
ACH-000259,-0.7607883130980359
ACH-000260,-0.8213751226821799
ACH-000261,-0.6229873484249796
ACH-000262,-0.3558740387692916
ACH-000263,-0.5895999462243123
ACH-000264,-0.5568130312120475
ACH-000265,-0.6232750385543703
ACH-000266,-0.8381433084105684
ACH-000272,-0.5673222145979276
ACH-000274,-0.5067473258797576
ACH-000277,-0.6638537068606608
ACH-000278,-0.6272209379276115
ACH-000279,-0.4017146407720074
ACH-000280,-0.6856904390218275
ACH-000281,-0.5494379903446436
ACH-000288,-0.38447321561480097
ACH-000291,-0.8008977516224778
ACH-000293,-0.9776050633994088
ACH-000294,-0.4187902658608792
ACH-000295,-0.4768910735137497
ACH-000296,-0.6633148501719154
ACH-000302,-0.7818954494358146
ACH-000304,-0.7502748962042145
ACH-000307,-0.4592175888944321
ACH-000308,-0.8414575592608567
ACH-000310,-0.6238597182711629
ACH-000311,-0.6191906211227699
ACH-000312,-0.6073493129670452
ACH-000315,-0.886372255805823
ACH-000316,-0.6093111078479189
ACH-000317,-0.5038798652824201
ACH-000318,-0.9718499438703434
ACH-000319,-0.5212032702267491
ACH-000320,-0.4895575433556456
ACH-000322,-0.7730759898387358
ACH-000323,-0.6813195206667092
ACH-000324,-0.5784152107460804
ACH-000329,-0.4747077607341607
ACH-000330,-0.4447554431825228
ACH-000331,-0.7851228674963538
ACH-000332,-0.6793335012532784
ACH-000334,-0.40163004054599205
ACH-000335,-0.2754285546560224
ACH-000336,-0.33384364101818953
ACH-000337,-0.9229092749527348
ACH-000338,-0.4701021111097696
ACH-000339,-0.6291738957281542
ACH-000341,-0.6888833328791409
ACH-000348,-0.6823409058725649
ACH-000350,-0.8167655073901217
ACH-000352,-0.6106627491709616
ACH-000356,-0.6070072522231338
ACH-000361,-0.4714371190705301
ACH-000362,-0.5631315569426726
ACH-000363,-0.6626773534031241
ACH-000364,-0.6731071816702493
ACH-000365,-0.6212901004330036
ACH-000366,-0.5293516325711058
ACH-000368,-0.5430743089571451
ACH-000374,-0.6211727591736889
ACH-000375,-0.6957299323348478
ACH-000376,-0.5502708827216741
ACH-000381,-0.6688613941733017
ACH-000383,-0.4251458322860104
ACH-000387,-0.8207535958104367
ACH-000389,-0.5504574275762929
ACH-000390,-0.6407311461235944
ACH-000393,-0.7116686579823507
ACH-000395,-0.502809989298985
ACH-000396,-0.2981260159795648
ACH-000397,-0.9464789043251306
ACH-000401,-0.8250894669369121
ACH-000402,-0.6297419014771514
ACH-000403,-0.3221078584290161
ACH-000404,-0.6854468752269243
ACH-000406,-0.5861887636054195
ACH-000407,-0.7361599815167572
ACH-000408,-0.5402704142010974
ACH-000410,-0.8729815372826858
ACH-000411,-0.793302335420729
ACH-000414,-0.6746172483741648
ACH-000415,-0.3559692533715849
ACH-000416,-0.7201195196677982
ACH-000420,-0.6288063776668082
ACH-000421,-0.7596062871010847
ACH-000424,-0.5371972617477629
ACH-000425,-0.6443639062033026
ACH-000426,-0.7199969154865681
ACH-000427,-0.5144431391717332
ACH-000433,-0.5763812668422538
ACH-000435,-0.6430924069296713
ACH-000436,-0.4392379736529957
ACH-000444,-0.7589209099409632
ACH-000445,-0.7813950697096703
ACH-000448,-0.6313344731577181
ACH-000450,-0.6718439507764553
ACH-000452,-0.43454609797208577
ACH-000454,-0.2848085572671965
ACH-000458,-0.7936093106390114
ACH-000459,-0.5106155233811381
ACH-000460,-0.7478556408438876
ACH-000461,-0.27664204866413594
ACH-000463,-0.5416404570318234
ACH-000464,-0.5314122695584252
ACH-000466,-0.5272927001767019
ACH-000467,-0.6471955622790717
ACH-000468,-0.3791056812020677
ACH-000469,-0.5428672096943904
ACH-000470,-0.4799797618482801
ACH-000471,-0.6180168214411579
ACH-000472,-0.5268516762103845
ACH-000473,-0.8172476215247487
ACH-000475,-0.4399461631666274
ACH-000476,-0.8680967702624958
ACH-000477,-0.7441404719835567
ACH-000479,-0.4952627526388285
ACH-000480,-0.6349850357238653
ACH-000481,-0.6200090417490196
ACH-000483,-1.140555387255618
ACH-000484,-0.7462391724047576
ACH-000485,-0.5211971399582057
ACH-000486,-0.5118549357304323
ACH-000487,-0.6454417382364793
ACH-000488,-0.6497481014893839
ACH-000490,-0.40630757870061407
ACH-000491,-0.8632830346171826
ACH-000495,-0.6610444518578626
ACH-000496,-0.5060966951087513
ACH-000499,-0.4236559962784305
ACH-000500,-0.6770671684802423
ACH-000502,-0.532614833184023
ACH-000503,-0.4324547655795376
ACH-000505,-0.6514741167806277
ACH-000507,-0.4292941735813621
ACH-000510,-0.4134845135544236
ACH-000511,-0.5233049336978306
ACH-000512,-0.06850649990060094
ACH-000516,-0.7362460521133871
ACH-000517,-0.6140524750291422
ACH-000518,-0.5686757201003281
ACH-000520,-0.5557038715558269
ACH-000521,-0.9245243654437948
ACH-000522,-0.7792212273975867
ACH-000524,-0.911597627042616
ACH-000527,-0.9132488472514294
ACH-000528,-0.5886617977026857
ACH-000537,-0.646802834897906
ACH-000541,-0.43924725629827627
ACH-000542,-0.5154076892368965
ACH-000544,-0.6128603301106514
ACH-000545,-0.4961068804053378
ACH-000547,-0.6801392578628074
ACH-000548,-0.520491670373906
ACH-000549,-0.5152546049911433
ACH-000550,-0.4339653064669769
ACH-000552,-0.5852674171069295
ACH-000556,-0.4492311415804793
ACH-000557,-0.5079379738106236
ACH-000569,-0.6871521218497828
ACH-000570,-0.6608375089513036
ACH-000571,-0.4528973694474812
ACH-000573,-0.575635646191456
ACH-000576,-0.6170872073936567
ACH-000579,-0.5262754411646303
ACH-000580,-0.6356622118448048
ACH-000584,-0.9485201511103456
ACH-000585,-0.6178733356997922
ACH-000588,-0.3570844510070971
ACH-000589,-0.9427361261173864
ACH-000591,-0.4333038231450236
ACH-000593,-0.5340906711708685
ACH-000600,-0.5738598876949126
ACH-000601,-0.4661812389793462
ACH-000605,-0.5699535105375427
ACH-000606,-0.5950795537518624
ACH-000608,-0.6503781955520404
ACH-000614,-0.6663985210176414
ACH-000616,-0.5114912900562693
ACH-000618,-0.5766642459859191
ACH-000619,-0.4926115512160695
ACH-000620,-0.6256807779957639
ACH-000621,-0.7232594482905026
ACH-000622,-0.8056171566294316
ACH-000623,-0.5048014404451131
ACH-000624,-0.7321953269796587
ACH-000627,-0.3155451188152376
ACH-000630,-0.5074693635908138
ACH-000631,-0.6989769453725246
ACH-000632,-0.5437033032564714
ACH-000633,-0.4591059222021844
ACH-000637,-0.6815884851780253
ACH-000638,-0.77466674713361
ACH-000646,-0.7775007322465471
ACH-000647,-0.6087622305677471
ACH-000648,-0.4213215853904505
ACH-000649,-0.3881812839084209
ACH-000651,-0.6983025294336639
ACH-000652,-0.7870029286335714
ACH-000653,-0.6186752119245555
ACH-000657,-0.6827843710995952
ACH-000658,-0.469573354643642
ACH-000661,-0.8577874623549177
ACH-000662,-0.3302709329345774
ACH-000663,-0.8748512622600345
ACH-000665,-0.5629240414546963
ACH-000671,-0.6549883994491559
ACH-000672,-0.7816250857138037
ACH-000673,-0.4134413476728875
ACH-000676,-0.6552691765518488
ACH-000677,-0.6801685542150776
ACH-000681,-0.7109994400563827
ACH-000683,-0.5751860623974308
ACH-000684,-0.52872365946907
ACH-000688,-0.6670387797354786
ACH-000693,-0.6148144758761889
ACH-000694,-0.5648724944743324
ACH-000695,-0.2578006110574819
ACH-000696,-0.6480518690377638
ACH-000697,-0.5928677569860947
ACH-000699,-0.7270964467193857
ACH-000701,-0.5801157575336054
ACH-000706,-0.8760209082913044
ACH-000711,-0.5978968350434988
ACH-000713,-0.5634410779802782
ACH-000714,-0.4549342550769647
ACH-000718,-0.5104555212325644
ACH-000720,-0.4661075542334473
ACH-000721,-0.4676183006194466
ACH-000724,-0.4144490426796848
ACH-000725,-0.7121345577988929
ACH-000732,-0.6825439453486952
ACH-000734,-0.4898303838052868
ACH-000735,-0.4654814387269794
ACH-000736,-0.6317193596507689
ACH-000738,-0.6120703025537657
ACH-000746,-0.7349080635997292
ACH-000747,-0.8426774394477743
ACH-000748,-0.6076445527714978
ACH-000753,-0.5690488534734548
ACH-000756,-0.7693994985764852
ACH-000757,-0.7462679320390583
ACH-000758,-0.8636851584720143
ACH-000760,-0.7478582865659673
ACH-000762,-0.2973440164066651
ACH-000763,-0.4591277955383293
ACH-000764,-0.6553337251743262
ACH-000765,-0.6745996830777019
ACH-000766,-0.5758979559003483
ACH-000767,-0.8335515499162249
ACH-000768,-0.6859944437502651
ACH-000769,-0.5400807770971887
ACH-000770,-0.4781441826503415
ACH-000771,-0.7114576245867971
ACH-000773,-0.3868878974373732
ACH-000776,-0.5733812148246127
ACH-000777,-0.5116961338481629
ACH-000778,-0.6480168846157545
ACH-000781,-0.6255305623377029
ACH-000782,-0.6717709282515675
ACH-000783,-0.5640821324374218
ACH-000784,-0.4548494670678301
ACH-000785,-0.4542664372868929
ACH-000787,-0.6230838524164809
ACH-000788,-0.6826325449123728
ACH-000791,-0.5389746531164162
ACH-000792,-0.5279428843382155
ACH-000794,-0.27632215383904185
ACH-000796,-0.6672885048485334
ACH-000798,-0.4357422699603299
ACH-000799,-0.7566265680071617
ACH-000800,-0.7934612257522178
ACH-000802,-0.5324531221950276
ACH-000804,-0.3228274140951823
ACH-000805,-0.6606239638309759
ACH-000809,-0.5222781147340946
ACH-000810,-0.7471891485820317
ACH-000811,-0.5170091489233766
ACH-000817,-0.3872000759907955
ACH-000819,-0.7207360481497074
ACH-000820,-0.7059693839282659
ACH-000821,-0.3382361672547171
ACH-000822,-0.6569867096692149
ACH-000823,-0.6189257150584261
ACH-000824,-0.4876318224761987
ACH-000827,-0.8137160876816069
ACH-000829,-0.4868212614014696
ACH-000831,-0.7764576401295334
ACH-000832,-0.4835369468669106
ACH-000833,-0.6313591742530378
ACH-000834,-0.7053715633864459
ACH-000835,-0.7574904142151537
ACH-000836,-0.565089491143807
ACH-000837,-0.7756989912376686
ACH-000838,-0.5346850342885452
ACH-000839,-0.4944364071180694
ACH-000840,-0.7278927779719155
ACH-000841,-0.6226561816488311
ACH-000843,-0.4660004673716943
ACH-000846,-0.4157879759041688
ACH-000847,-0.7254912081119567
ACH-000848,-0.7424733382318155
ACH-000849,-0.5665788478146602
ACH-000851,-0.6527045583927887
ACH-000855,-0.5580902031010807
ACH-000856,-0.6701201443650091
ACH-000858,-0.8385970742431037
ACH-000859,-0.3816567529078171
ACH-000861,-0.7274399373557364
ACH-000862,-0.5667489829913597
ACH-000865,-0.6376790642875229
ACH-000866,-0.559437307940391
ACH-000867,-0.6487297305299612
ACH-000869,-1.0433534969134175
ACH-000872,-1.0375889912124632
ACH-000873,-0.4661427723584328
ACH-000876,-0.7706917393992417
ACH-000878,-0.5107113014499192
ACH-000880,-0.6364747126086042
ACH-000881,-0.5758708920459518
ACH-000882,-0.9089765272209656
ACH-000884,-0.6174195433986388
ACH-000885,-0.6757570864772929
ACH-000887,-0.6523400007569543
ACH-000889,-0.3500807719971117
ACH-000896,-0.6775967922721724
ACH-000898,-0.6387706007257554
ACH-000900,-0.6617600831300382
ACH-000901,-0.6902253915566308
ACH-000905,-0.4385958838595822
ACH-000906,-0.4675263508214248
ACH-000907,-0.8134045006216496
ACH-000910,-0.4692885049205359
ACH-000911,-0.5020034936400756
ACH-000912,-0.6342350502704219
ACH-000913,-0.6066426386364275
ACH-000915,-0.700295545291771
ACH-000916,-1.1732153042838391
ACH-000917,-0.557806909249125
ACH-000920,-0.6938922304863305
ACH-000921,-0.6533662500308539
ACH-000924,-0.6080900687821915
ACH-000926,-0.4361932625506717
ACH-000928,-0.7161352253865318
ACH-000929,-0.7564068300420089
ACH-000932,-0.6657413467048879
ACH-000935,-0.5019033372755406
ACH-000936,-0.3971412462775829
ACH-000937,-0.5233916641982927
ACH-000938,-0.6146123155875693
ACH-000939,-0.6636169246924304
ACH-000941,-0.6050607869039138
ACH-000943,-0.3438038241904192
ACH-000946,-0.6886636130019101
ACH-000947,-0.7989659852973368
ACH-000948,-0.7824823980054622
ACH-000950,-0.7207956007751763
ACH-000953,-0.4552123576599835
ACH-000954,-0.6636274908906286
ACH-000957,-0.6765596301962452
ACH-000958,-0.5989646691890301
ACH-000960,-0.6904204926774848
ACH-000963,-0.7271073924638191
ACH-000968,-0.7482345338357115
ACH-000969,-0.6454101677124101
ACH-000972,-0.4613487227514095
ACH-000973,-0.4212967979472081
ACH-000974,-0.4943264286297024
ACH-000978,-0.6089309795561639
ACH-000984,-0.7486541851604113
ACH-000986,-0.4829257845807368
ACH-000988,-1.0500780298601882
ACH-000993,-1.0467549636190936
ACH-000994,-0.6494666589498757
ACH-000996,-0.6685632012590805
ACH-001001,-0.6689309661409816
ACH-001020,-0.4522663249429426
ACH-001028,-0.5979786230885171
ACH-001031,-0.8613513555640179
ACH-001038,-0.6062592141838924
ACH-001048,-0.4937044281139802
ACH-001050,-0.5770165814933921
ACH-001053,-0.6764623485201929
ACH-001054,-0.4103497883732452
ACH-001061,-0.6342057952090072
ACH-001067,-0.713068959332297
ACH-001075,-0.6083314571753675
