,GLE1 (2733)
ACH-001096,-0.6515234419244498
ACH-001111,-0.3355122876460665
ACH-001119,-0.6647445379192713
ACH-001128,-0.6264207682592927
ACH-001134,-0.5749707049098767
ACH-001151,-0.7636193278380783
ACH-001163,-0.5276580200290745
ACH-001164,-0.8262264122387009
ACH-001183,-0.6369202492675063
ACH-001192,-0.6394649938655479
ACH-001193,-0.60723703268661
ACH-001196,-0.5020428471386471
ACH-001197,-0.5567714323485158
ACH-001205,-0.4662105657298466
ACH-001211,-0.8275517278913501
ACH-001212,-0.6211819641683415
ACH-001228,-0.4588707841934237
ACH-001232,-0.5166383494066713
ACH-001239,-0.5198318678123315
ACH-001270,-0.4959106007689035
ACH-001274,-0.5554946357810306
ACH-001275,-0.6956548780806762
ACH-001277,-0.6065815117867103
ACH-001278,-0.7015598992859657
ACH-001280,-0.576473809704428
ACH-001283,-0.6803672202637598
ACH-001289,-0.6372220944306876
ACH-001300,-0.5734653012416189
ACH-001301,-0.736179625742748
ACH-001302,-0.6246972372780654
ACH-001306,-0.4075895383243893
ACH-001318,-0.7821008175808732
ACH-001322,-0.6795790087587552
ACH-001328,-0.6562263995932374
ACH-001332,-0.3971596654859468
ACH-001336,-0.462894768008438
ACH-001346,-0.5888325965905145
ACH-001353,-0.7537439464247927
ACH-001354,-0.6791557703493672
ACH-001367,-0.7250370047878499
ACH-001368,-0.5876435437252638
ACH-001374,-0.7724230704403072
ACH-001377,-0.6771280904276976
ACH-001380,-0.8644641860148609
ACH-001391,-0.594660992199578
ACH-001408,-0.5130058335667149
ACH-001430,-0.4043823285851493
ACH-001431,-0.7494555593582336
ACH-001450,-0.6611461786688166
ACH-001496,-0.5780499954340533
ACH-001500,-0.6831548290857608
ACH-001523,-0.4448732074512707
ACH-001532,-0.7622638302771941
ACH-001550,-0.6051095687703725
ACH-001552,-0.4736967554384346
ACH-001554,-0.5383698182067371
ACH-001654,-0.6604751042649026
ACH-001735,-0.5714312858826515
ACH-001736,-0.6389893161579081
ACH-001737,-0.6521478118999346
ACH-001740,-0.5298708973962707
ACH-001745,-0.5376702765468363
ACH-001765,-0.4070075012748296
