,ASIC4 (55515)
ACH-000004,-0.3326641217448161
ACH-000005,-0.1427549453637333
ACH-000007,-0.15176050283660752
ACH-000009,-0.2506738959143625
ACH-000011,0.025711282364476
ACH-000012,-0.15975809369254704
ACH-000013,-0.16602249448091824
ACH-000014,-0.2023655662662311
ACH-000015,-0.14939648523023605
ACH-000017,-0.12939899195372426
ACH-000018,-0.014910388344162109
ACH-000019,-0.10611275292026577
ACH-000021,-0.13706048957065806
ACH-000022,-0.1857674377657529
ACH-000025,-0.0780297122142964
ACH-000028,-0.09013492356950537
ACH-000030,-0.1635437802206034
ACH-000035,0.04315270115817027
ACH-000036,-0.14450392807801074
ACH-000037,-0.2398287390186772
ACH-000039,-0.23340227700170915
ACH-000040,-0.13347748406782484
ACH-000041,-0.11537845904815383
ACH-000042,-0.152460558504535
ACH-000045,-0.09299850123152448
ACH-000047,-0.13977711828875733
ACH-000052,-0.037875180059491455
ACH-000053,-0.11719629440776685
ACH-000054,-0.22637380130952164
ACH-000055,-0.17546188768584214
ACH-000060,-0.1105843687399692
ACH-000067,-0.2800426612045688
ACH-000070,-0.19118178169821406
ACH-000075,-0.12316811470603167
ACH-000078,-0.23986029308792106
ACH-000082,-0.04483265231229381
ACH-000085,-0.04047766769601386
ACH-000086,-0.09082163387353387
ACH-000087,-0.11295986851024045
ACH-000092,-0.0962285432879447
ACH-000095,-0.16973442666760258
ACH-000097,-0.10920005391288584
ACH-000098,-0.14169644923926705
ACH-000099,-0.1520961855294282
ACH-000108,-0.2413520826906938
ACH-000113,-0.02076923213359301
ACH-000116,-0.14021244095890814
ACH-000118,-0.07642557190933409
ACH-000120,-0.00493781591330736
ACH-000123,-0.0339437936448122
ACH-000127,-0.2108186646588049
ACH-000128,-0.06643604939796381
ACH-000132,-0.09788049305790282
ACH-000133,-0.1685291934378079
ACH-000137,-0.12885905398994393
ACH-000138,-0.05135548047634396
ACH-000142,-0.07742320004075633
ACH-000143,-0.15783529684624584
ACH-000146,-0.2052223195673166
ACH-000148,-0.13175486326917635
ACH-000150,-0.1139488838176378
ACH-000152,-0.19884863985502807
ACH-000153,-0.3444614180603061
ACH-000159,-0.11382020468518066
ACH-000160,-0.07389694995541977
ACH-000163,-0.08836820792215483
ACH-000167,-0.2782727850850761
ACH-000168,0.0010059399946757675
ACH-000169,-0.11428161440910085
ACH-000178,-0.1893707675913196
ACH-000183,-0.08687646145296611
ACH-000188,-0.11962538217214055
ACH-000189,-0.16178810253006692
ACH-000190,-0.15883496876915146
ACH-000198,-0.1439627140321211
ACH-000203,-0.3717219405115629
ACH-000204,-0.18546847082824028
ACH-000206,-0.07902097394220307
ACH-000207,-0.0194273155550714
ACH-000208,-0.16874255471275082
ACH-000210,0.012483428950196008
ACH-000211,-0.16330513853448236
ACH-000215,-0.15165319994113266
ACH-000221,0.04793405740644867
ACH-000222,-0.22138646072322046
ACH-000223,-0.05631156747185441
ACH-000226,-0.08350456032046266
ACH-000227,-0.16259633947705224
ACH-000228,-0.15416872615432756
ACH-000231,-0.1175989924835655
ACH-000232,-0.04961361047475033
ACH-000233,-0.1381794748670142
ACH-000234,-0.33482456611360983
ACH-000235,-0.1121672132332101
ACH-000237,-0.19173967634625488
ACH-000238,-0.1032792801039321
ACH-000242,-0.3069847063885837
ACH-000243,-0.1142717435338059
ACH-000244,-0.05934997092349334
ACH-000246,-0.09994937885675602
ACH-000248,-0.1885226488278191
ACH-000250,-0.1265152829252055
ACH-000251,-0.3075156117881903
ACH-000252,-0.3300212511262681
ACH-000253,-0.16296890126549213
ACH-000255,-0.29331573244127784
ACH-000256,-0.10534791617068948
ACH-000257,-0.05720323309875047
ACH-000258,-0.1322328855402074
ACH-000259,-0.17934243055145827
ACH-000260,-0.1529226708933213
ACH-000261,-0.12031145387274406
ACH-000262,-0.35919980326833834
ACH-000263,-0.2130775387309272
ACH-000264,-0.08869760954805711
ACH-000265,-0.13936353291748454
ACH-000266,-0.12319255849893206
ACH-000272,-0.1285340279251475
ACH-000274,-0.19450022374225556
ACH-000277,-0.07922890860050995
ACH-000278,-0.18937118745165246
ACH-000279,-0.1527949747320388
ACH-000280,-0.006186839315609362
ACH-000281,-0.3665034267634319
ACH-000288,-0.14992475282348736
ACH-000291,-0.1116689976667644
ACH-000293,-0.08584992842370029
ACH-000294,-0.2560227702474216
ACH-000295,-0.08043823917257087
ACH-000296,-0.024599850726193428
ACH-000302,-0.12568876271777785
ACH-000304,-0.10947732708066764
ACH-000307,-0.1507751621958159
ACH-000308,-0.2695981337954466
ACH-000310,-0.2140866998984527
ACH-000311,0.003353989978510451
ACH-000312,-0.16552630652267222
ACH-000315,-0.03591041069104901
ACH-000316,-0.13448306811564742
ACH-000317,-0.05810947692997503
ACH-000318,-0.3094027889572842
ACH-000319,-0.041225684330702464
ACH-000320,-0.3291987587553505
ACH-000322,-0.0586476885202745
ACH-000323,-0.13264999183399473
ACH-000324,-0.13733565174765616
ACH-000329,-0.2464701291884369
ACH-000330,-0.03373874916264728
ACH-000331,-0.1422991564096404
ACH-000332,-0.1956012815065916
ACH-000334,-0.019443802943584616
ACH-000335,-0.04539768943619595
ACH-000336,-0.1851073637962376
ACH-000337,-0.32900978889554305
ACH-000338,-0.3005246500235765
ACH-000339,-0.13914206197257598
ACH-000341,-0.1426441457639806
ACH-000348,-0.10615830135440196
ACH-000350,-0.09858789686077216
ACH-000352,-0.04963224547398117
ACH-000356,-0.22101693140039486
ACH-000361,-0.05573723411132532
ACH-000362,-0.09129573155698027
ACH-000363,-0.05308191495679064
ACH-000364,-0.08044516740596715
ACH-000365,-0.05230262108773888
ACH-000366,-0.14959877901697516
ACH-000368,-0.024640981054349025
ACH-000374,-0.14106546013735755
ACH-000375,-0.2310327842257177
ACH-000376,-0.1487818167225516
ACH-000381,-0.13651708999039114
ACH-000383,-0.2333980324601915
ACH-000387,-0.13834136305911002
ACH-000389,-0.4091363903006561
ACH-000390,-0.2337159291878813
ACH-000393,-0.15243337455397585
ACH-000395,-0.07917356141709853
ACH-000396,0.023544554422128137
ACH-000397,-0.009830168128918656
ACH-000401,-0.2583547148907598
ACH-000402,-0.030753227424306962
ACH-000403,-0.12125263551446645
ACH-000404,-0.1117403539687196
ACH-000406,-0.2219666467576136
ACH-000407,-0.0319669730334837
ACH-000408,-0.2856466069893949
ACH-000410,-0.1365703458657535
ACH-000411,-0.1894171427506597
ACH-000414,-0.10610300547656083
ACH-000415,-0.17145202722567188
ACH-000416,-0.1533697493549364
ACH-000420,-0.1905664691871247
ACH-000421,-0.10468365286090342
ACH-000424,-0.02968240666458212
ACH-000425,-0.1864106704714832
ACH-000426,-0.033696482613518354
ACH-000427,-0.17249010593506092
ACH-000433,-0.028306723683621998
ACH-000435,0.011051145123080405
ACH-000436,-0.1407182632129941
ACH-000444,-0.23490185766162286
ACH-000445,-0.09047109301583008
ACH-000448,-0.19022155436227048
ACH-000450,0.051873949389554266
ACH-000452,-0.12654614699816644
ACH-000454,-0.07627420366955581
ACH-000458,-0.14288105241489402
ACH-000459,-0.07385082530740808
ACH-000460,-0.2080458776451108
ACH-000461,-0.12189977677670365
ACH-000463,-0.11948125122583896
ACH-000464,-0.14817108715603494
ACH-000466,-0.07151701762654443
ACH-000467,-0.15221210782931466
ACH-000468,-0.1744582088190855
ACH-000469,-0.19546853829313726
ACH-000470,-0.2678859005210041
ACH-000471,-0.10608511686009127
ACH-000472,-0.19948418235384052
ACH-000473,-0.2274492149337194
ACH-000475,-0.1488515304394697
ACH-000476,0.025635514800959484
ACH-000477,-0.07188652261126507
ACH-000479,-0.27499886009642843
ACH-000480,-0.09674498336841346
ACH-000481,-0.06256260833947552
ACH-000483,-0.03966881269048225
ACH-000484,-0.14006177796657934
ACH-000485,-0.0853625272224607
ACH-000486,-0.1062290943528624
ACH-000487,-0.18553177135019652
ACH-000488,-0.15531736042004052
ACH-000490,-0.21654957779626494
ACH-000491,-0.2723230697497933
ACH-000495,-0.18586572929378564
ACH-000496,-0.1381823941168316
ACH-000499,-0.08200387784984196
ACH-000500,0.0856114314888978
ACH-000502,-0.13616782518571122
ACH-000503,-0.1453611231978545
ACH-000505,-0.009187022350499287
ACH-000507,-0.18874464292917625
ACH-000510,-0.17422361738155528
ACH-000511,-0.12868205833485669
ACH-000512,-0.18209786156495886
ACH-000516,-0.06814010427813502
ACH-000517,-0.11691838450253304
ACH-000518,-0.06843065650586064
ACH-000520,-0.16641342829722414
ACH-000521,-0.30674182705301634
ACH-000522,-0.1119437068808068
ACH-000524,-0.12061734823376186
ACH-000527,-0.20338723664354635
ACH-000528,-0.21807384952692874
ACH-000537,-0.14279385198301398
ACH-000541,-0.2138805152409827
ACH-000542,-0.09961812466189944
ACH-000544,-0.2416446278572673
ACH-000545,-0.07792819007144529
ACH-000547,-0.12272044186265935
ACH-000548,-0.21361001698841767
ACH-000549,-0.08533614077259684
ACH-000550,-0.28093363385600484
ACH-000552,-0.03996077908474578
ACH-000556,-0.18271760918768395
ACH-000557,-0.12603837045408728
ACH-000569,-0.11489061176075185
ACH-000570,-0.09271632506262856
ACH-000571,-0.033936360485875665
ACH-000573,-0.0898937326497779
ACH-000576,-0.14476169193632746
ACH-000579,-0.34001686296668104
ACH-000580,-0.20827347174524186
ACH-000584,-0.12118080202812245
ACH-000585,-0.2024626744617881
ACH-000588,-0.17315093102063212
ACH-000589,-0.13232498382828728
ACH-000591,-0.2587300220793824
ACH-000593,-0.26601860108932635
ACH-000600,-0.21130097401218165
ACH-000601,-0.08828179654292143
ACH-000605,-0.185790320017009
ACH-000606,-0.2901992067636984
ACH-000608,-0.16995294859835713
ACH-000614,0.017332730465972758
ACH-000616,-0.17755601022181622
ACH-000618,-0.08173951873275058
ACH-000619,0.004770478082847687
ACH-000620,-0.15659377133330227
ACH-000621,-0.18469682489325254
ACH-000622,-0.2373797744155406
ACH-000623,-0.15247857731027925
ACH-000624,-0.11442724657449985
ACH-000627,-0.2319189880470061
ACH-000630,-0.11289170334473812
ACH-000631,-0.1988410227519828
ACH-000632,-0.1358705349261577
ACH-000633,-0.1505594982274669
ACH-000637,-0.3194708646784413
ACH-000638,-0.08559128730245433
ACH-000646,-0.028954835601542838
ACH-000647,-0.1235153422366067
ACH-000648,-0.1833663907034813
ACH-000649,-0.1449943679896471
ACH-000651,-0.2541071504641825
ACH-000652,-0.2484940094683846
ACH-000653,-0.1860478833735685
ACH-000657,-0.17087686562974802
ACH-000658,-0.1892960830983232
ACH-000661,-0.14483839514899058
ACH-000662,-0.4416601333031575
ACH-000663,-0.2556866061238757
ACH-000665,-0.16386180476832327
ACH-000671,-0.15132050431176558
ACH-000672,-0.10142262630692796
ACH-000673,-0.1802126626987006
ACH-000676,-0.20790219505974286
ACH-000677,-0.06400118090576935
ACH-000681,-0.11935278226513366
ACH-000683,-0.22556896963968265
ACH-000684,-0.12871151178402018
ACH-000688,-0.12354980865132625
ACH-000693,-0.16665286790308725
ACH-000694,-0.09966673910436
ACH-000695,0.04706903650635075
ACH-000696,-0.21122603255860198
ACH-000697,-0.1224508041516186
ACH-000699,-0.09333404425240244
ACH-000701,-0.32047902700091185
ACH-000706,-0.1673865963227876
ACH-000711,-0.1757351928975291
ACH-000713,-0.06673411290132426
ACH-000714,-0.17169500338852434
ACH-000718,-0.20689110929928187
ACH-000720,-0.09349276321580392
ACH-000721,-0.14315109195540693
ACH-000724,0.04432410187815993
ACH-000725,-0.0735866445205338
ACH-000732,-0.1720430580023047
ACH-000734,-0.11693849794046668
ACH-000735,-0.16850136119991713
ACH-000736,-0.10963835892987678
ACH-000738,-0.21235826184479828
ACH-000746,-0.3147956661206631
ACH-000747,-0.1877566135885641
ACH-000748,-0.10358144586214704
ACH-000753,-0.14501327832063554
ACH-000756,-0.18594286384297248
ACH-000757,-0.1936786495237849
ACH-000758,-0.3195842663957064
ACH-000760,-0.28075399255710426
ACH-000762,-0.2469423597760803
ACH-000763,0.00669062171874044
ACH-000764,-0.22218814311481488
ACH-000765,-0.2897024718701595
ACH-000766,-0.044617422351934666
ACH-000767,-0.14621469388744965
ACH-000768,-0.13211006780288562
ACH-000769,-0.08325030594962685
ACH-000770,-0.08273414510869634
ACH-000771,-0.1555820915923615
ACH-000773,-0.10052909338468123
ACH-000776,-0.208302302880882
ACH-000777,-0.2496231102608332
ACH-000778,-0.05143468838240002
ACH-000781,-0.21485772218351668
ACH-000782,-0.19287213424156213
ACH-000783,-0.05904423460791625
ACH-000784,-0.07052297351618217
ACH-000785,-0.1744829634860237
ACH-000787,-0.2659631830105589
ACH-000788,-0.15701914131575473
ACH-000791,-0.11933981764032807
ACH-000792,0.011878725250603106
ACH-000794,-0.2746073049702487
ACH-000796,-0.17588017381057405
ACH-000798,-0.2655956795436125
ACH-000799,-0.1098517005768853
ACH-000800,-0.14874777725075225
ACH-000802,-0.14239601277559233
ACH-000804,-0.1092286556162098
ACH-000805,0.042647114379040126
ACH-000809,-0.16114701413919005
ACH-000810,-0.22841689035558285
ACH-000811,-0.12783152959081806
ACH-000817,0.09709949741055386
ACH-000819,-0.1921814532493488
ACH-000820,0.07231041585836394
ACH-000821,0.04593810949578785
ACH-000822,-0.06908170077316089
ACH-000823,-0.1158634143855376
ACH-000824,-0.14348303441841373
ACH-000827,-0.12138243877049075
ACH-000829,-0.10481555618803336
ACH-000831,-0.17714152872690578
ACH-000832,-0.04133133569970281
ACH-000833,-0.15934582930466945
ACH-000834,-0.08995129345889101
ACH-000835,-0.1683617126672605
ACH-000836,-0.12738270435779114
ACH-000837,-0.2163571076591176
ACH-000838,-0.09315289619924452
ACH-000839,-0.05585546918160703
ACH-000840,-0.22438972644852115
ACH-000841,-0.11336558638598422
ACH-000843,-0.13251610691511045
ACH-000846,0.056926845662723526
ACH-000847,0.07777693899325593
ACH-000848,-0.10841677051373076
ACH-000849,-0.13165367646914303
ACH-000851,-0.13572669776402013
ACH-000855,-0.2417960725793421
ACH-000856,-0.16286157856769146
ACH-000858,-0.10439456576592533
ACH-000859,0.10878880313438488
ACH-000861,-0.1607370848650653
ACH-000862,-0.05314015653996545
ACH-000865,-0.19401506184681516
ACH-000866,-0.1286769582377702
ACH-000867,-0.10871232445219
ACH-000869,-0.17432587428308038
ACH-000872,-0.12106333203654067
ACH-000873,0.042761043054397714
ACH-000876,-0.08664536504256283
ACH-000878,-0.1498473243713345
ACH-000880,-0.09773812572605388
ACH-000881,-0.09560001083705186
ACH-000882,-0.08928785618490588
ACH-000884,-0.15835146554334864
ACH-000885,-0.14566109614591122
ACH-000887,-0.10543210275065706
ACH-000889,-0.13086001597397529
ACH-000896,-0.019407229842601518
ACH-000898,-0.13481636067624175
ACH-000900,-0.06142599899121968
ACH-000901,-0.12939988144431513
ACH-000905,-0.07659482504524967
ACH-000906,-0.15965525810793454
ACH-000907,-0.12937476849140858
ACH-000910,-0.2886202269935869
ACH-000911,-0.17230043362054212
ACH-000912,0.04850983120681762
ACH-000913,-0.20204165787924105
ACH-000915,-0.1176015785907696
ACH-000916,-0.2821565185120207
ACH-000917,-0.2066712934914939
ACH-000920,-0.11388161921729902
ACH-000921,-0.19867710781935574
ACH-000924,-0.28055982453159384
ACH-000926,-0.06158446884563217
ACH-000928,-0.21731448496922026
ACH-000929,-0.1260203710799832
ACH-000932,-0.1387361744922411
ACH-000935,-0.11312329988460065
ACH-000936,0.05713232862088759
ACH-000937,-0.0375046638300214
ACH-000938,-0.16494882457573312
ACH-000939,0.059944308438452276
ACH-000941,-0.05167498407614745
ACH-000943,-0.1351396545984794
ACH-000946,0.007620782552813565
ACH-000947,-0.1789580569441266
ACH-000948,-0.039335644209385436
ACH-000950,-0.20687573607500054
ACH-000953,-0.08004256326085979
