,BRIP1 (83990)
ACH-000004,-0.686299075591121
ACH-000005,-0.3296649382601739
ACH-000007,-0.12334673539685095
ACH-000009,-0.4051527734692963
ACH-000011,-0.4211420892648476
ACH-000012,-0.18980220372555826
ACH-000013,-0.233360752332914
ACH-000014,-0.39933059420404826
ACH-000015,-0.3382104244066096
ACH-000017,-0.3530866798513521
ACH-000018,-0.28839044491368016
ACH-000019,-0.6719461272345797
ACH-000021,-0.370240487651946
ACH-000022,-0.3124482430567833
ACH-000025,-0.21506636569925106
ACH-000028,-0.7265323901566402
ACH-000030,-0.2515918294651652
ACH-000035,-0.4383687449864245
ACH-000036,-0.3869374912234482
ACH-000037,-0.433420882206729
ACH-000039,-0.3897480139389929
ACH-000040,-0.3887220351357252
ACH-000041,-0.3867631515843164
ACH-000042,-0.33202546987785064
ACH-000045,-0.6507321515820436
ACH-000047,-0.33067524377649704
ACH-000052,-0.5172589524119957
ACH-000053,-0.259564909852035
ACH-000054,-0.4303307760403084
ACH-000055,-0.4498655637902743
ACH-000060,-0.4460581507439066
ACH-000067,-0.3449107472419862
ACH-000070,-0.7236912041725156
ACH-000075,-0.3432093845554717
ACH-000078,-0.4364809909953196
ACH-000082,-0.3801448395801421
ACH-000085,-0.28621321057397514
ACH-000086,-0.3820532559226788
ACH-000087,-0.4834528336669627
ACH-000092,-0.18179324713785905
ACH-000095,-0.530334556848967
ACH-000097,-0.3691369460088935
ACH-000098,-0.4224310144354777
ACH-000099,-0.4659967311156121
ACH-000108,-0.34662001705492496
ACH-000113,-0.7613087341441718
ACH-000116,-0.3123148493911472
ACH-000118,-0.6758682342187742
ACH-000120,-0.5972620516358543
ACH-000123,-0.3354650294314689
ACH-000127,-0.2302549457290301
ACH-000128,-0.2204886466292146
ACH-000132,-0.2720697088489133
ACH-000133,-0.24600966646870776
ACH-000137,-0.3278130119303329
ACH-000138,-0.3820244161836636
ACH-000142,-0.40053780662391897
ACH-000143,-0.30174440114548123
ACH-000146,-0.33669002510552315
ACH-000148,-0.4759521191942247
ACH-000150,-0.4844702445352291
ACH-000152,-0.2956321414801523
ACH-000153,-0.4454635881328977
ACH-000159,-0.32621125150260905
ACH-000160,-0.27829982267016184
ACH-000163,-0.43176542965524783
ACH-000167,-0.5119412798449804
ACH-000168,-0.8549518923260552
ACH-000169,-0.3497654086640096
ACH-000178,-0.2201879518244737
ACH-000183,-0.2257348200762451
ACH-000188,-0.3446123020332463
ACH-000189,-0.4073299221970133
ACH-000190,-0.15483765237273164
ACH-000198,-0.6536608452155402
ACH-000203,-0.2823338512229193
ACH-000204,-0.4596556957544182
ACH-000206,-0.4773556453520649
ACH-000207,-0.2487324393102576
ACH-000208,-0.4568367350742562
ACH-000210,-0.2468193032090571
ACH-000211,-0.34552799935974704
ACH-000215,-0.3688184974492472
ACH-000221,-0.2208859369251427
ACH-000222,-0.3632462743378178
ACH-000223,-0.5331555914194024
ACH-000226,-0.3823871041676093
ACH-000227,-0.3645082934924004
ACH-000228,-0.4841986213100719
ACH-000231,-0.3289057116329207
ACH-000232,-0.446289168269377
ACH-000233,-0.6444365404801697
ACH-000234,-0.33291647963015103
ACH-000235,-0.3371071833242358
ACH-000237,-0.28677819566542057
ACH-000238,-0.6719938121844278
ACH-000242,-0.2337857987520463
ACH-000243,-0.4489275988903508
ACH-000244,-0.5840921275800846
ACH-000246,-0.3624585909656906
ACH-000248,-0.3771818607769961
ACH-000250,-0.2892672481005772
ACH-000251,-0.32644389121138984
ACH-000252,-0.3023320737638453
ACH-000253,-0.2677535507895095
ACH-000255,-0.3811122430858115
ACH-000256,-0.2713289008037953
ACH-000257,-0.1530124628449422
ACH-000258,-0.4560774286233658
ACH-000259,-0.3815788813545555
ACH-000260,-0.31855183342248083
ACH-000261,-0.4541492144258221
ACH-000262,-0.6643936889872882
ACH-000263,-0.31133858468678155
ACH-000264,-0.39594176674615705
ACH-000265,-0.33848061339991525
ACH-000266,-0.4124415308047274
ACH-000272,-0.3080693719561544
ACH-000274,-0.5046700915120997
ACH-000277,-0.38987024581963137
ACH-000278,-0.3869896527139521
ACH-000279,-0.4669273519679591
ACH-000280,-0.1556823059170237
ACH-000281,-0.5387690107519613
ACH-000288,-0.4664564429419071
ACH-000291,-0.1732884545003224
ACH-000293,-0.23994627511349514
ACH-000294,-0.3600448633739897
ACH-000295,-0.6338283931415123
ACH-000296,-0.30102399060432955
ACH-000302,-0.2689279220557466
ACH-000304,-0.4383484563726845
ACH-000307,-0.16083488283639474
ACH-000308,-0.28068267350253634
ACH-000310,-0.4826577479304419
ACH-000311,-0.28127024343845103
ACH-000312,-0.2240200589335813
ACH-000315,-0.2393359053754324
ACH-000316,-0.4454214785542333
ACH-000317,-0.51573811989301
ACH-000318,-0.4185111434166365
ACH-000319,-0.38643513627873616
ACH-000320,-0.5087524721086089
ACH-000322,-0.2950875004985426
ACH-000323,-0.3451268097855382
ACH-000324,-0.3317970233631892
ACH-000329,-0.3931775762111857
ACH-000330,-0.3707557951880421
ACH-000331,-0.22771911191810384
ACH-000332,-0.2833778227854166
ACH-000334,-0.35791988065716795
ACH-000335,-0.23362929050102446
ACH-000336,-0.5571791432790466
ACH-000337,-0.5975713823648728
ACH-000338,-0.4302277814857968
ACH-000339,-0.3851618912979604
ACH-000341,-0.332289925421192
ACH-000348,-0.4664041807801811
ACH-000350,-0.2463700149744856
ACH-000352,-0.5378085606925224
ACH-000356,-0.22131420992820666
ACH-000361,-0.3878161314002837
ACH-000362,-0.6849412178150333
ACH-000363,-0.3592800833930963
ACH-000364,-0.3779241880944466
ACH-000365,-0.8518524466442701
ACH-000366,-0.3968272539192262
ACH-000368,-0.19787483542017567
ACH-000374,-0.6390280416852343
ACH-000375,-0.5662592611910271
ACH-000376,-0.3378465273436048
ACH-000381,-0.27406052590594776
ACH-000383,-0.30600510465701425
ACH-000387,-0.5436581070601975
ACH-000389,-0.09018213208152058
ACH-000390,-0.3882473837861594
ACH-000393,-0.4094162506856641
ACH-000395,-0.15087678648059347
ACH-000396,-0.2365209178760827
ACH-000397,-0.4541198447351148
ACH-000401,-0.3808717109090762
ACH-000402,-0.084865616861881
ACH-000403,-0.29687386258156045
ACH-000404,-0.11119973205612818
ACH-000406,-0.3744224960301041
ACH-000407,-0.4092963592910048
ACH-000408,-0.33051133435104424
ACH-000410,-0.3842033052690072
ACH-000411,-0.3390935034864056
ACH-000414,-0.32431480612280084
ACH-000415,-0.4633037589377533
ACH-000416,-0.1829393752823842
ACH-000420,-0.20693503410415925
ACH-000421,-0.26105632127437783
ACH-000424,-0.3470566836024838
ACH-000425,-0.4635424236050778
ACH-000426,-0.5079213633011692
ACH-000427,-0.314159387057018
ACH-000433,-0.4046255054805095
ACH-000435,-0.7624392921710996
ACH-000436,-0.14313543249894733
ACH-000444,-0.5767166550499975
ACH-000445,-0.23734210576373155
ACH-000448,-0.2838457924226189
ACH-000450,-0.2515927021929846
ACH-000452,-0.3460854313203735
ACH-000454,-0.00813656285533512
ACH-000458,-0.2840898266143833
ACH-000459,-0.5182145667624032
ACH-000460,-0.30302971856644395
ACH-000461,-0.2263990602651673
ACH-000463,-0.35396804684750977
ACH-000464,-0.42581639758916706
ACH-000466,-0.4697274476949904
ACH-000467,-0.209610499534531
ACH-000468,-0.3380814233934304
ACH-000469,-0.5110873968717032
ACH-000470,-0.2187099477480751
ACH-000471,-0.3542768773540855
ACH-000472,-0.5000453738915039
ACH-000473,-0.5755781156030148
ACH-000475,-0.24291669128103505
ACH-000476,-0.2299987247214769
ACH-000477,-0.4078834750272076
ACH-000479,-0.3961947482852667
ACH-000480,-0.25713031035929085
ACH-000481,-0.1862366217137349
ACH-000483,-0.31017825386269504
ACH-000484,-0.2325153603365865
ACH-000485,-0.2918473170152729
ACH-000486,-0.2727579698745844
ACH-000487,-0.2881041358763753
ACH-000488,-0.09786169903513617
ACH-000490,-0.16582486654728756
ACH-000491,-0.2855632427534584
ACH-000495,-0.4585116446423753
ACH-000496,-0.3774034550763915
ACH-000499,-0.15584316815278354
ACH-000500,-0.809837148048944
ACH-000502,-0.3491426787724303
ACH-000503,-0.1912515928584297
ACH-000505,-0.4378818152869168
ACH-000507,-0.3805282008009702
ACH-000510,-0.4427998914926996
ACH-000511,-0.6122055201972565
ACH-000512,-0.27833230879908705
ACH-000516,-0.3520657977081392
ACH-000517,-0.44065041130675503
ACH-000518,-0.3547547639032617
ACH-000520,-0.2128706835117196
ACH-000521,-0.4979681910606886
ACH-000522,-0.28273940246247803
ACH-000524,-0.2973422111098863
ACH-000527,-0.3714037177220721
ACH-000528,-0.7620393668524058
ACH-000537,-0.5141129331736486
ACH-000541,-0.2498780987584542
ACH-000542,-0.6253045409520954
ACH-000544,-0.4736896975198403
ACH-000545,-0.2972659662981608
ACH-000547,-0.42961593109323737
ACH-000548,-0.34777217635717783
ACH-000549,-0.3985695799399018
ACH-000550,-0.42958131450587295
ACH-000552,-0.3009651016670376
ACH-000556,-0.27401426603783896
ACH-000557,-0.19436433610978046
ACH-000569,-0.16869820141129868
ACH-000570,-0.3745780948420708
ACH-000571,-0.40617411128629904
ACH-000573,-0.3278677574059593
ACH-000576,-0.1505911179309291
ACH-000579,-0.2568056403915139
ACH-000580,-0.4314083938566475
ACH-000584,-0.5078309307952209
ACH-000585,-0.28840528807602017
ACH-000588,-0.4952242637796394
ACH-000589,-0.2848712046820913
ACH-000591,-0.36852484959584536
ACH-000593,-0.30984803670340033
ACH-000600,-0.21726444315928775
ACH-000601,-0.2007603867055844
ACH-000605,-0.24345798987283065
ACH-000606,-0.25948490858420925
ACH-000608,-0.42880198991156665
ACH-000614,-0.27012839399898503
ACH-000616,-0.3320965950785047
ACH-000618,-0.3844278799089397
ACH-000619,-0.2395915896026561
ACH-000620,-0.2328103573545395
ACH-000621,-0.4578686353188431
ACH-000622,-0.35888931854652784
ACH-000623,-0.3752349394482895
ACH-000624,-0.3022741511299474
ACH-000627,-0.3459593438985968
ACH-000630,-0.2746526953546632
ACH-000631,-0.33563312237575105
ACH-000632,-0.3420000438289864
ACH-000633,-0.4452136714245071
ACH-000637,-0.6449348160848977
ACH-000638,-0.6317068006923579
ACH-000646,-0.4117988723929672
ACH-000647,-0.4053726675063724
ACH-000648,-0.27477607984237273
ACH-000649,-0.5412965012377868
ACH-000651,-0.16400657204749114
ACH-000652,-0.4251185595133384
ACH-000653,-0.4417635395247454
ACH-000657,-0.2719126714807546
ACH-000658,-0.26612629545741384
ACH-000661,-0.3679878419286847
ACH-000662,-0.20427168905866933
ACH-000663,-0.5864233710951172
ACH-000665,-0.22284270389969466
ACH-000671,-0.2109392173385165
ACH-000672,-0.7380007568767829
ACH-000673,-0.3935543346626527
ACH-000676,-0.4491258261719576
ACH-000677,-0.4266166571944489
ACH-000681,-0.3521043601427773
ACH-000683,-0.33730279206271124
ACH-000684,-0.5043873830380375
ACH-000688,-0.5249339478824645
ACH-000693,-0.28137040923402584
ACH-000694,-0.26406422977824395
ACH-000695,-0.4518020857073353
ACH-000696,-0.4240802944257462
ACH-000697,-0.2072377648314257
ACH-000699,-0.3005198294147345
ACH-000701,-0.4373679490014133
ACH-000706,-0.3196670147154775
ACH-000711,-0.2345386761187121
ACH-000713,-0.13686024369131194
ACH-000714,-0.2847787098981769
ACH-000718,-0.2229061100032652
ACH-000720,-0.31376541188857754
ACH-000721,-0.2905816895260536
ACH-000724,-0.511114377422555
ACH-000725,-0.12826179080005745
ACH-000732,-0.436535383233175
