,AS3MT (57412)
ACH-000004,-0.030689540218550845
ACH-000005,0.17955673817213488
ACH-000007,0.12810222631022955
ACH-000009,-0.07061007861746968
ACH-000011,0.018377024920316933
ACH-000012,-0.015611893273382676
ACH-000013,0.0642706191169651
ACH-000014,0.18787754636444795
ACH-000015,-0.0574448396755084
ACH-000017,0.04287282433680298
ACH-000018,0.061574356712288614
ACH-000019,-0.017561060264176073
ACH-000021,0.06381573477945353
ACH-000022,-0.05198795333880176
ACH-000025,-0.07107781407713812
ACH-000028,0.030184489882803013
ACH-000030,-0.04454074298344289
ACH-000035,-0.10440412677253502
ACH-000036,-0.015609595057934491
ACH-000037,0.04332414039881493
ACH-000039,-0.0033368100337574967
ACH-000040,-0.02090626938890687
ACH-000041,0.06242811745350073
ACH-000042,-0.07208795532927388
ACH-000045,0.06655491636926893
ACH-000047,0.0014683425973250402
ACH-000052,0.07160080368191962
ACH-000053,0.007424977946404855
ACH-000054,0.050719392448383714
ACH-000055,0.15495680810695822
ACH-000060,-0.0617819393348899
ACH-000067,0.034272195289652765
ACH-000070,0.013927304791137957
ACH-000075,-0.07980014259235947
ACH-000078,0.0010718587353482551
ACH-000082,0.06400280558388337
ACH-000085,-0.031215284913604632
ACH-000086,-0.030692773534394445
ACH-000087,0.13341917069743486
ACH-000092,0.02352944169615714
ACH-000095,-0.027761886348025643
ACH-000097,-0.006662536766016515
ACH-000098,-0.028212845580715795
ACH-000099,-0.1260545189608876
ACH-000108,0.003383333955731575
ACH-000113,0.010012365514637802
ACH-000116,-0.010313041208228318
ACH-000118,-0.02019790898616175
ACH-000120,-0.044437756147033054
ACH-000123,0.06073312390714696
ACH-000127,-0.04054936455126892
ACH-000128,-0.0420153385752126
ACH-000132,-0.015061864389978957
ACH-000133,0.03855236453081489
ACH-000137,0.10432344371202038
ACH-000138,0.08049555313376892
ACH-000142,0.01642226368635815
ACH-000143,-0.044657816779788986
ACH-000146,0.03509618058926755
ACH-000148,-0.0733243777586852
ACH-000150,-0.16874807216349266
ACH-000152,0.004279892601775432
ACH-000153,0.1557804369669935
ACH-000159,0.0625822299326228
ACH-000160,0.1079417428963602
ACH-000163,-0.0010588279170533382
ACH-000167,0.1570815554976246
ACH-000168,-0.10396733431729724
ACH-000169,-0.21946799934105374
ACH-000178,0.04487994061911778
ACH-000183,0.031485051630250296
ACH-000188,0.05535288627036555
ACH-000189,-0.1970465045071156
ACH-000190,0.1123527885112484
ACH-000198,0.004359943085628538
ACH-000203,0.17422644313089247
ACH-000204,0.1691805546578866
ACH-000206,0.057432433564641776
ACH-000207,-0.11098486131692832
ACH-000208,0.12016190287301527
ACH-000210,-0.23215963133204065
ACH-000211,-0.007511011383368894
ACH-000215,-0.008620698778812384
ACH-000221,-0.07628199836807494
ACH-000222,0.09502456949719773
ACH-000223,-0.0379647605646859
ACH-000226,-0.0810705702734962
ACH-000227,-0.09719952123770696
ACH-000228,-0.11398583723760113
ACH-000231,0.0047814897571274535
ACH-000232,0.03051371621985495
ACH-000233,-0.1099039953379463
ACH-000234,0.03286361632544268
ACH-000235,0.06868119534602378
ACH-000237,-0.10907427270548767
ACH-000238,0.020197802277088058
ACH-000242,-0.08086489152742016
ACH-000243,-0.049798380328660234
ACH-000244,0.15830164883944542
ACH-000246,0.043332197190083334
ACH-000248,-0.04251184359091527
ACH-000250,0.03955465703608934
ACH-000251,-0.006255071841746932
ACH-000252,0.08120120113641674
ACH-000253,0.0010270429731357358
ACH-000255,-0.04832618106249483
ACH-000256,0.04170028472044463
ACH-000257,-0.17052373242089866
ACH-000258,0.0534577902381247
ACH-000259,-0.009585277124471795
ACH-000260,0.01921101061842816
ACH-000261,0.0530621517150557
ACH-000262,0.11937112611135922
ACH-000263,-0.023482222978619374
ACH-000264,-0.049691247945543436
ACH-000265,0.000805146938498119
ACH-000266,0.0206161497480247
ACH-000272,-0.04624450490438725
ACH-000274,-0.04911227484760208
ACH-000277,0.047915906517428115
ACH-000278,0.0008737472256337539
ACH-000279,-0.10228366830010098
ACH-000280,0.004814346167699956
ACH-000281,-0.09254260472570056
ACH-000288,-0.06275092842875027
ACH-000291,-0.0909595803111158
ACH-000293,-0.07853967409520403
ACH-000294,-0.09068709797288614
ACH-000295,-0.098337499133556
ACH-000296,-7.821133004976393e-05
ACH-000302,-0.033193597201791505
ACH-000304,0.07603139726221685
ACH-000307,-0.02877422575935793
ACH-000308,-0.04686354204515203
ACH-000310,-0.09994350480301666
ACH-000311,0.0066089028754008315
ACH-000312,-0.04339185094358454
ACH-000315,-0.05831986658792796
ACH-000316,-0.02382059689548516
ACH-000317,-0.0810306310452139
ACH-000318,-0.0033076024064797823
ACH-000319,0.02305008055491584
ACH-000320,-0.05336605128462455
ACH-000322,0.02668075695043173
ACH-000323,-0.09050825625335236
