,POTEG (404785)
ACH-000183,-0.5793333321813635
ACH-000188,-0.6723247197322588
ACH-000189,-0.442827045600796
ACH-000190,-0.4793512433654119
ACH-000198,-0.7903925222819582
ACH-000203,-0.4194497559755913
ACH-000204,-0.5906782234192969
ACH-000206,-0.6986627429967722
ACH-000207,-0.8178673479313542
ACH-000208,-0.3781537253911323
ACH-000210,-0.7645505428634439
ACH-000211,-0.5222095658586066
ACH-000215,-0.6606742428775569
ACH-000221,-0.7845292596050102
ACH-000222,-0.7122855875226728
ACH-000223,-0.6462645336221832
ACH-000226,-0.6099091118163932
ACH-000227,-0.8926574974758124
ACH-000228,-0.5438652278003074
ACH-000231,-0.7750435821707011
ACH-000232,-0.7575968007276295
ACH-000233,-0.6037376038476049
ACH-000234,-0.6536205524953449
ACH-000235,-0.6649703411976515
ACH-000237,-0.6316301803479095
ACH-000238,-0.7368404462119311
ACH-000242,-0.7470468179848414
ACH-000243,-0.6944538058370159
ACH-000244,-0.4688661578436671
ACH-000246,-0.7629497593119154
ACH-000248,-0.5601825829854009
ACH-000250,-0.5545302521151275
ACH-000251,-0.6124733158486723
ACH-000252,-0.7085767624670704
ACH-000253,-0.7015939278431338
ACH-000255,-0.6221921810943924
ACH-000256,-0.6109308538132555
ACH-000257,-0.7620126878965849
ACH-000258,-0.557991525443394
ACH-000259,-0.6186928273512721
ACH-000260,-0.6292793703121358
ACH-000261,-0.7649723927896471
ACH-000262,-0.4772379624887064
ACH-000263,-0.9695028978774066
ACH-000264,-0.5561131119766561
ACH-000265,-0.6247744515002072
ACH-000266,-0.7030503171694471
ACH-000272,-0.8404101124506814
ACH-000274,-0.812647705069271
ACH-000277,-0.6593176077945908
ACH-000278,-0.8333139756140728
ACH-000279,-0.9418723760346264
ACH-000280,-0.6109489566231356
ACH-000281,-0.4786866339274501
ACH-000288,-0.7431180658619108
ACH-000291,-0.7308186380245909
ACH-000293,-0.6405628415081386
ACH-000294,-0.911790376681336
ACH-000295,-0.8296984583879641
ACH-000296,-0.6597884741951956
ACH-000302,-0.6823475193776597
ACH-000304,-0.6937930843622466
ACH-000307,-0.7845172089659129
ACH-000308,-0.5408285830125458
ACH-000310,-0.8813651176276986
ACH-000311,-0.5905750086062774
ACH-000312,-0.6606391339472026
ACH-000315,-0.4599406392448913
ACH-000316,-0.5105874217001233
ACH-000317,-0.745506438635813
ACH-000318,-0.92391369080473
ACH-000319,-0.6503712332030461
ACH-000320,-0.6371528305170179
ACH-000322,-0.4886293970999189
ACH-000323,-0.6753824233897445
ACH-000324,-0.7205251127283585
ACH-000329,-0.6634245278713261
ACH-000330,-0.6208104582996828
ACH-000331,-0.5347391006992501
ACH-000332,-0.6168857694703103
ACH-000334,-0.9240033500401408
ACH-000335,-0.4357538716705034
ACH-000336,-0.6378418109575557
ACH-000337,-0.7043183218793999
ACH-000338,-0.013269729981325824
ACH-000339,-0.7531975804706629
ACH-000341,-0.9532295914888818
ACH-000348,-0.46663955628330794
ACH-000350,-0.8052607554912141
ACH-000352,-0.5768117795542737
ACH-000356,-0.5901931924717176
ACH-000361,-0.5817718253972552
ACH-000362,-0.6663266326879436
ACH-000363,-0.6426449346635744
ACH-000364,-0.7186536534216991
ACH-000365,-0.8562919914077325
ACH-000366,-0.8064386425389133
ACH-000368,-0.6220458568551892
ACH-000374,-0.861932277185622
ACH-000375,-0.6724731240791022
ACH-000376,-0.6628593696486963
ACH-000381,-0.5396210142187186
ACH-000383,-0.7609446663656757
ACH-000387,-0.6390934962824419
ACH-000389,-0.4805284340285619
ACH-000390,-0.9005247222766029
ACH-000393,-0.660285168943304
ACH-000395,-0.8849185621628404
ACH-000396,-0.5160488615165637
ACH-000397,-0.6245430799171263
ACH-000401,-0.5378233202246712
ACH-000402,-0.3741885645836546
ACH-000403,-0.8643907768836683
ACH-000404,-0.9201919476203524
ACH-000406,-0.7475635880186996
ACH-000407,-0.7238295963795355
ACH-000408,-0.5459181763563442
ACH-000410,-0.6433395981360776
ACH-000411,-0.542174805155711
ACH-000414,-0.7880769270663948
ACH-000415,-0.8209187646248081
ACH-000416,-0.723792329667547
ACH-000420,-0.4828884679667973
ACH-000421,-0.6012136936381693
ACH-000424,-0.7237767026570544
ACH-000425,-0.6396734217213061
ACH-000426,-0.7793487528852578
ACH-000427,-0.6584492923875289
ACH-000433,-0.51472692346602
ACH-000435,-0.7030210847924139
ACH-000436,-0.6012931148238942
ACH-000444,-0.5141964118254277
ACH-000445,-0.5644828413393876
ACH-000448,-0.6504198803695819
ACH-000450,-0.5031486438977613
ACH-000452,-0.6821588429394267
ACH-000454,-0.7034778363512585
ACH-000458,-0.61943913603161
ACH-000459,-0.6928035703696943
ACH-000460,-0.5691258376669129
ACH-000461,-0.6359392739604272
ACH-000463,-0.6581940644632963
ACH-000464,-0.6815084933724572
ACH-000466,-1.0300670594801329
ACH-000467,-0.7137730709067601
ACH-000468,-0.7224651133339751
ACH-000469,-0.6801757042953828
ACH-000470,-0.7275987459209156
ACH-000471,-0.6682907226597535
ACH-000472,-0.6195935939638929
ACH-000473,-0.7992130979624432
ACH-000475,-0.7308625917667472
ACH-000476,-0.4603716691866192
ACH-000477,-0.605803368592571
ACH-000479,-0.5542908257308448
ACH-000480,-0.4823249765652219
ACH-000481,-0.8700131460734984
ACH-000483,-0.7619518525580449
ACH-000484,-0.7263310526631876
ACH-000485,-0.5973278679705413
ACH-000486,-0.612597542379447
ACH-000487,-0.6152916431114761
ACH-000488,-0.6412445321170934
ACH-000490,-0.6556104198592815
ACH-000491,-0.7997929676554307
ACH-000495,-0.8928068734218618
ACH-000496,-0.6100881213820063
ACH-000499,-0.8611534849006203
ACH-000500,-0.8333463291994003
ACH-000502,-0.5730675167638191
ACH-000503,-0.8575681660727824
ACH-000505,-0.6786106276673199
ACH-000507,-0.7286131732525615
ACH-000510,-0.7837904946375825
ACH-000511,-0.7122240156283809
ACH-000512,-0.6232222632536858
ACH-000516,-0.5333289365547879
ACH-000517,-0.6168862629885761
ACH-000518,-0.7446006420508653
ACH-000520,-0.7440456635386383
ACH-000521,-0.6207111043489769
ACH-000522,-0.7804766434393217
ACH-000524,-0.432552918738168
ACH-000527,-0.4722424313595704
ACH-000528,-0.5301549965608208
ACH-000537,-0.5654022783265732
ACH-000541,-0.6309971254232968
ACH-000542,-0.8015128323067199
ACH-000544,-0.6266530921678517
ACH-000545,-0.77648978257101
ACH-000547,-0.5102616151164366
ACH-000548,-0.5269470951535732
ACH-000549,-0.7793694978558197
ACH-000550,-0.4366570268772089
ACH-000552,-0.6075893018823463
ACH-000556,-0.6464442067520466
ACH-000557,-1.036844323822404
ACH-000569,-0.44109421047997177
ACH-000570,-0.7408921781985504
ACH-000571,-0.7380021997369872
ACH-000573,-0.7427654179881896
ACH-000576,-0.6686989163336522
ACH-000579,-0.8578451120722427
ACH-000580,-0.5316104348559553
ACH-000584,-0.6001860076898676
ACH-000585,-0.7114515145738102
ACH-000588,-0.6525508626502505
ACH-000589,-0.6847755771168069
ACH-000591,-0.6119316666291041
ACH-000593,-0.7180414037073171
ACH-000600,-0.6755646698995398
ACH-000601,-0.6646789303035984
ACH-000605,-0.7484173920848534
ACH-000606,-0.8369452532379883
ACH-000608,-0.7380666032334651
ACH-000614,-0.717754049932018
ACH-000616,-0.6641533058268682
ACH-000618,-0.6314363004812454
ACH-000619,-0.813865042162016
ACH-000620,-0.7475354390821549
ACH-000621,-0.513990386995241
ACH-000622,-0.8468716732745247
ACH-000623,-0.6961037416916149
ACH-000624,-0.7428216410241979
ACH-000627,-0.5646283228487272
ACH-000630,-0.8627617321249167
ACH-000631,-0.915611782725042
ACH-000632,-0.9631866835580376
ACH-000633,-0.643329203150478
ACH-000637,-0.6876093687087943
ACH-000638,-0.6099687860599619
ACH-000646,-0.51109236851661
ACH-000647,-0.6207869398755105
ACH-000648,-0.8624228977233498
ACH-000649,-0.8427425253110196
ACH-000651,-0.7908627273652437
ACH-000652,-0.4667075253572311
ACH-000653,-0.8032885410663665
ACH-000657,-0.6959827267475309
ACH-000658,-1.0245159309094116
ACH-000661,-0.3701985324403364
ACH-000662,-0.609757719863624
ACH-000663,-0.560634219148501
ACH-000665,-0.5985311067153507
ACH-000671,-0.6119271826389443
ACH-000672,-0.9228496601375143
ACH-000673,-0.9160452890300472
ACH-000676,-0.4926694271612824
ACH-000677,-0.7999176816486434
ACH-000681,-0.7419171947185693
ACH-000683,-0.5731810656982286
ACH-000684,-0.550202223663016
ACH-000688,-0.6897555676488997
ACH-000693,-0.6879450605573462
ACH-000694,-0.6767797494780594
ACH-000695,-0.6456540375682653
ACH-000696,-0.6503067355933705
ACH-000697,-0.4945285571867805
ACH-000699,-0.7805242010913602
ACH-000701,-0.8397185991073597
ACH-000706,-0.8161496367141169
ACH-000711,-0.6237094020255258
ACH-000713,-0.6040290887497132
ACH-000714,-0.6755714931346816
ACH-000718,-0.7097918805543445
ACH-000720,-0.7147194578967047
ACH-000721,-1.0059840484053053
ACH-000724,-0.9893088622973256
ACH-000725,-0.6606503307773681
ACH-000732,-0.7139344031896991
ACH-000734,-0.5452414571619265
ACH-000735,-0.4733660231644758
ACH-000736,-0.4877572728630926
ACH-000738,-0.6392907765903282
ACH-000746,-0.63196229126456
ACH-000747,-0.7459207570241726
ACH-000748,-0.5051910730063246
ACH-000753,-0.8559900322934917
ACH-000756,-0.7521773961024203
ACH-000757,-0.6288233185478395
ACH-000758,-0.7698676681503719
ACH-000760,-0.4134645182506677
ACH-000762,-0.7771845360880492
ACH-000763,-0.8483378315938188
ACH-000764,-0.4925199188177951
ACH-000765,-0.6386905232156179
ACH-000766,-0.7049647193358759
ACH-000767,-0.545924973024445
ACH-000768,-0.8453056739258513
ACH-000769,-0.6918886944741093
ACH-000770,-0.8109783584915718
ACH-000771,-0.6422418878342807
ACH-000773,-0.64052145238943
ACH-000776,-0.6242421239450372
ACH-000777,-0.8683745009620432
ACH-000778,-1.0377507484010609
ACH-000781,-0.5830137920679905
ACH-000782,-0.624919618773591
ACH-000783,-0.6717852298231763
ACH-000784,-0.6863595372141598
ACH-000785,-0.6835257348770647
ACH-000787,-0.7242325816643579
ACH-000788,-0.6114925186104758
ACH-000791,-0.830314650604134
ACH-000792,-0.8140471688545103
ACH-000794,-0.6030538430878255
ACH-000796,-0.8755255010187406
ACH-000798,-0.6720445287823008
ACH-000799,-0.5821599657765798
ACH-000800,-0.5688768001724688
ACH-000802,-0.712223450175271
ACH-000804,-0.6185257607336707
ACH-000805,-0.7723089439734393
ACH-000809,-0.5347945786959212
ACH-000810,-0.5829361957923768
ACH-000811,-0.5331361382859663
ACH-000817,-0.6304299732525831
ACH-000819,-0.5937999141362599
ACH-000820,-0.446058787705331
ACH-000821,-0.9044482252723184
ACH-000822,-0.40937680288862266
ACH-000823,-0.6103098094822097
ACH-000824,-0.8340956174085442
ACH-000827,-0.5181540113166407
ACH-000829,-0.7139503128734574
ACH-000831,-0.7077962237510348
ACH-000832,-0.7521584552073037
ACH-000833,-0.2338117765997292
ACH-000834,-0.7451442841906474
ACH-000835,-0.6713940287060252
ACH-000836,-0.9522004430365338
ACH-000837,-0.604722880808541
ACH-000838,-0.9826594730189356
ACH-000839,-0.5291210562003512
ACH-000840,-0.773295674180828
ACH-000841,-0.6978531327123126
ACH-000843,-0.7667555825404145
ACH-000846,-0.4797704584258345
ACH-000847,-0.5926374916232164
ACH-000848,-0.581820790138724
ACH-000849,-0.8192802286643105
ACH-000851,-0.7001613540893198
ACH-000855,-0.5982600211319361
ACH-000856,-0.7817262348277301
ACH-000858,-0.7065633146854899
ACH-000859,-0.7290131938589383
ACH-000861,-0.6853330785395121
ACH-000862,-0.7487596214435179
ACH-000865,-0.5159597344511129
ACH-000866,-0.8373226185180478
ACH-000867,-0.7419449314976251
ACH-000869,-0.7243453830886766
ACH-000872,-0.7189660499214469
ACH-000873,-0.4882496287705663
ACH-000876,-0.8129335958992188
ACH-000878,-0.5426160025241114
ACH-000880,-0.5865468415167298
ACH-000881,-0.7282150527304591
ACH-000882,-0.6245945880561977
ACH-000884,-0.6690939292375601
ACH-000885,-0.7084653511787957
ACH-000887,-0.5822395522885349
ACH-000889,-0.9266051261517496
ACH-000896,-0.697757858089402
ACH-000898,-1.0139781350607706
ACH-000900,-0.6924270186312177
ACH-000901,-0.7349758536646868
ACH-000905,-0.579231438649818
ACH-000906,-0.7697921137027264
ACH-000907,-0.7191055707629094
ACH-000910,-0.7563388754228477
ACH-000911,-0.5531986820333461
ACH-000912,-0.7322839153018885
ACH-000913,-0.5534429720283313
ACH-000915,-0.6384024591666075
ACH-000916,-0.7810526413741743
ACH-000917,-0.5886259196658833
ACH-000920,-0.7089182191047906
ACH-000921,-0.7172827163389157
ACH-000924,-0.7618635492842227
ACH-000926,-0.6472760482596761
ACH-000928,-0.4732414557595136
ACH-000929,-0.6223378974800949
ACH-000932,-0.7461942844041789
ACH-000935,-0.6329348964469979
ACH-000936,-0.5727235967280132
ACH-000937,-0.8282166301631997
ACH-000938,-0.8076555973133518
ACH-000939,-0.9284022207501198
ACH-000941,-0.9302075458218864
ACH-000943,-0.6947238730514477
ACH-000946,-0.6159930089165871
ACH-000947,-0.6354801851376947
ACH-000948,-0.6030243084803985
ACH-000950,-0.5230160840272736
ACH-000953,-0.9093032432450052
ACH-000954,-0.4438590022405492
ACH-000957,-0.5436980479024225
ACH-000958,-0.607434236823819
ACH-000960,-0.9253159431011224
ACH-000963,-0.8825386386675532
ACH-000968,-0.5245042370303572
ACH-000969,-0.7109323890898614
ACH-000972,-0.8137344775015042
ACH-000973,-0.6712679342785945
ACH-000974,-0.5819086661376001
ACH-000978,-0.8949767778247523
ACH-000984,-0.5582744843945832
ACH-000986,-0.7997226143912725
ACH-000988,-0.6031833181625867
ACH-000993,-0.6153819474986598
ACH-000994,-0.6252142659251358
ACH-000996,-0.4778648655405858
ACH-001001,-0.7876599407612824
ACH-001020,-0.5237504971668024
ACH-001028,-0.716637189716507
ACH-001031,-0.7898531343185765
ACH-001038,-0.6688565400625007
ACH-001048,-0.7139893565777817
ACH-001050,-0.7095730116665693
ACH-001053,-0.7221171824831384
ACH-001054,-0.6362279177202512
ACH-001061,-0.5991692209651586
ACH-001067,-0.6559183670947062
ACH-001075,-0.7189418970855268
ACH-001096,-0.8658502039231912
ACH-001111,-0.602575138841303
ACH-001119,-0.6476751393437671
ACH-001128,-0.5218089119821072
ACH-001134,-0.5341393671968651
ACH-001151,-0.5542732713739764
ACH-001163,-0.7535760329744523
ACH-001164,-0.6452245153055309
ACH-001183,-0.7457802670267253
ACH-001192,-0.7680955261922452
ACH-001193,-0.5834064075334693
ACH-001196,-0.7752034543752948
ACH-001197,-0.6272536160781486
ACH-001205,-0.7549842434616358
ACH-001211,-0.6807807987705335
ACH-001212,-0.6416164777362842
ACH-001228,-0.9264585381123372
ACH-001232,-0.5950982732874613
ACH-001239,-0.6605169395399825
ACH-001270,-0.6756153284395026
ACH-001274,-0.7390936238627276
ACH-001275,-0.7258849865022636
ACH-001277,-0.5275607258145788
ACH-001278,-0.6320213272513803
ACH-001280,-0.8531817432854261
ACH-001283,-0.6033003599988239
ACH-001289,-0.8908082088172494
ACH-001300,-0.7061655553126487
ACH-001301,-0.6852760561945093
ACH-001302,-0.7119685626674623
ACH-001306,-0.5543186244044895
ACH-001318,-0.7216219004472874
ACH-001322,-0.5842390704435818
ACH-001328,-0.7004451186652172
ACH-001332,-0.5566664634520021
ACH-001336,-0.6119268853918967
ACH-001346,-0.6105678782041084
ACH-001353,-0.7987424758132208
ACH-001354,-0.992393740896392
ACH-001367,-0.6568922495871024
ACH-001368,-0.7420233436835201
ACH-001374,-0.7952457501423733
ACH-001377,-0.819012789660282
ACH-001380,-0.6079062894094199
ACH-001391,-0.5563597174397731
ACH-001408,-0.8289944381827113
ACH-001430,-0.8247412579316841
ACH-001431,-0.6659547014466036
ACH-001450,-0.747626167497668
ACH-001496,-0.5332829502856671
ACH-001500,-0.7352918597529655
ACH-001523,-0.7910233797895383
ACH-001532,-0.6990173015404202
ACH-001550,-0.7957393907058554
ACH-001552,-0.5574276730329982
ACH-001554,-0.7094781231913388
ACH-001654,-0.7720136698987348
ACH-001735,-0.9332476524162328
ACH-001736,-0.7352718208104292
ACH-001737,-0.9671470347249124
ACH-001740,-0.7762325494025997
ACH-001745,-0.8680773022813444
ACH-001765,-0.7784572661735899
