,POLG2 (11232)
ACH-000004,-0.4408338461376883
ACH-000005,-0.3433479716633457
ACH-000007,-0.867205327763691
ACH-000009,-0.5995849812693569
ACH-000011,-0.31830863552188216
ACH-000012,-0.5751127367034921
ACH-000013,-0.5362783803032831
ACH-000014,-0.6420177279908258
ACH-000015,-0.4754789214767686
ACH-000017,-0.3702179810124027
ACH-000018,-0.6936996358750818
ACH-000019,-0.753371060142797
ACH-000021,-0.4303466736439686
ACH-000022,-0.5733373849866938
ACH-000025,-0.5648151849798809
ACH-000028,-0.26804376183935125
ACH-000030,-0.4936447144236488
ACH-000035,-0.5927788282478221
ACH-000036,-0.28086572430425416
ACH-000037,-0.3103399749325572
ACH-000039,-0.5729071427296663
ACH-000040,-0.4127698288539344
ACH-000041,-0.4900652975032229
ACH-000042,-0.4445640628798923
ACH-000045,-0.6084939101372394
ACH-000047,-0.6830226433630779
ACH-000052,-0.5187787540298985
ACH-000053,-0.3469918907100577
ACH-000054,-0.2688990576324137
ACH-000055,-0.5049102722796145
ACH-000060,-0.3979774059827934
ACH-000067,-0.4674213701614235
ACH-000070,-0.4383549433909029
ACH-000075,-0.2093873103517652
ACH-000078,-0.2416502667148577
ACH-000082,-0.4310496897206221
ACH-000085,-0.5247013722488647
ACH-000086,-0.5312647247463725
ACH-000087,-0.5373216255508902
ACH-000092,-0.3917962751881422
ACH-000095,-0.26522940614826235
ACH-000097,-0.32127278908267365
ACH-000098,-0.4707034360690548
ACH-000099,-0.3777761710971822
ACH-000108,-0.3976852201769847
ACH-000113,-0.4305060556202249
ACH-000116,-0.5181346579533128
ACH-000118,-0.5502960244692694
ACH-000120,-0.4414333034090701
ACH-000123,-0.5647695128782976
ACH-000127,-0.4711680281038706
ACH-000128,-0.4267601565758389
ACH-000132,-0.3816655388220797
ACH-000133,-0.3992176579126177
ACH-000137,-0.34509394845671315
ACH-000138,-0.4723674018432091
ACH-000142,-0.5832359957071931
ACH-000143,-0.8755496184698788
ACH-000146,-0.4175944970116396
ACH-000148,-0.5971124905600675
ACH-000150,-0.6275598859916621
ACH-000152,-0.5420963411576284
ACH-000153,-0.6607279604301187
ACH-000159,-0.5094959916985996
ACH-000160,-0.7050605047510377
ACH-000163,-0.6915350001580368
ACH-000167,-0.4632795234927177
ACH-000168,-0.2841706601510953
ACH-000169,-0.5877653357907057
ACH-000178,-0.4897013139036002
ACH-000183,-0.5115545822289952
ACH-000188,-0.5811797525792771
ACH-000189,-0.6180884396321398
ACH-000190,-0.8520551393353767
ACH-000198,-0.4950085832243339
ACH-000203,-0.3695605986840055
ACH-000204,-0.6896061784204678
ACH-000206,-0.6525325102796085
ACH-000207,-0.528789491333686
ACH-000208,-0.4667824969650431
ACH-000210,-0.5180511808359871
ACH-000211,-0.4914250410901789
ACH-000215,-0.4549944187596422
ACH-000221,-0.8045223592016538
ACH-000222,-0.3568039365490715
ACH-000223,-0.573857557013916
ACH-000226,-0.3688923875242889
ACH-000227,-0.6528271678106062
ACH-000228,-0.4527958165313455
ACH-000231,-0.5691169872931486
ACH-000232,-0.5075033262321341
