,NHLRC2 (374354)
ACH-000004,-1.1078373373447314
ACH-000005,-1.184795650206505
ACH-000007,-0.644508229770399
ACH-000009,-1.1959472501898931
ACH-000011,-0.6941786500727234
ACH-000012,-0.952376209857278
ACH-000013,-0.8680487233254783
ACH-000014,-1.1785679899320496
ACH-000015,-0.9715112655609742
ACH-000017,-0.8572548792957901
ACH-000018,-1.0728598791584991
ACH-000019,-0.4578272994644462
ACH-000021,-0.941860239147088
ACH-000022,-1.0015081159648966
ACH-000025,-1.1715259230762411
ACH-000028,-0.5563048097350627
ACH-000030,-0.21718942372103564
ACH-000035,-1.0986845521027762
ACH-000036,-0.8695460708296129
ACH-000037,-1.2304574886583963
ACH-000039,-0.8059779257603004
ACH-000040,-1.1086955449556268
ACH-000041,-0.4189011813648648
ACH-000042,-0.3170403626983087
ACH-000045,-0.4992816820083023
ACH-000047,-0.8652457268623714
ACH-000052,-0.9753646307810548
ACH-000053,-0.2302281720135811
ACH-000054,-1.0563430396354896
ACH-000055,-0.30658547331324804
ACH-000060,-0.5577644409470245
ACH-000067,-0.9960909813697636
ACH-000070,-0.7263594335052951
ACH-000075,-1.243935395517126
ACH-000078,-1.2003073825615775
ACH-000082,-0.6894498025137
ACH-000085,-0.6536989758757437
ACH-000086,-1.143080166599094
ACH-000087,-0.7538662563124872
ACH-000092,-1.1614168950807526
ACH-000095,-0.5577044377489005
ACH-000097,-1.0559783526490525
ACH-000098,-1.148024755360198
ACH-000099,-1.0983965819091908
ACH-000108,-0.9672698890157384
ACH-000113,-0.2993352973034241
ACH-000116,-0.5517490601924572
ACH-000118,-1.11890862441423
ACH-000120,-0.8554656197869175
ACH-000123,-0.8192069274540215
ACH-000127,-0.923083846288684
ACH-000128,-0.6365438389324647
ACH-000132,-0.7271305399638125
ACH-000133,-0.9100391347132796
ACH-000137,-0.4338405485099821
ACH-000138,-0.5755522991960184
ACH-000142,-0.835223910321602
ACH-000143,-0.841556999791765
ACH-000146,-0.4428080703556414
ACH-000148,-1.1403370476853751
ACH-000150,-0.9193993231540268
ACH-000152,-1.2751399159203822
ACH-000153,-0.6542999223329782
ACH-000159,-0.9303005891558678
ACH-000160,-0.5390215156740583
ACH-000163,-1.1716367433284347
ACH-000167,-1.6006770437413842
ACH-000168,-0.4934262121361988
ACH-000169,-0.4903638666020457
ACH-000178,-0.4718291769396653
ACH-000183,-0.8479992197286254
ACH-000188,-1.012552656597114
ACH-000189,-0.8890228646096076
ACH-000190,-0.6135798620140177
ACH-000198,-0.9202427780467446
ACH-000203,-0.5375332755779251
ACH-000204,-0.8221536948279136
ACH-000206,-0.5825578132632937
ACH-000207,-0.7576963869297073
ACH-000208,-0.8396685929324905
ACH-000210,-0.5627821283735662
ACH-000211,-0.9945125986789476
ACH-000215,-0.990626718154792
ACH-000221,-0.7886041954420081
ACH-000222,-1.0045593496761795
ACH-000223,-0.6732579682884303
ACH-000226,-0.29901553344072945
ACH-000227,-0.6493845545141218
ACH-000228,-0.6264732310724345
ACH-000231,-1.180053618627959
ACH-000232,-0.7083539663102727
ACH-000233,-0.3847077488570619
ACH-000234,-0.5103872606400687
ACH-000235,-0.8647296659852507
ACH-000237,-0.5795218243551904
ACH-000238,-0.8760130152298866
ACH-000242,-0.7522383034507101
ACH-000243,-0.3847508079823749
ACH-000244,-1.377908406689299
ACH-000246,-0.3826143569186584
ACH-000248,-1.1514015556615955
ACH-000250,-1.1134595842128192
ACH-000251,-0.6358202652889764
ACH-000252,-0.9226658729885684
ACH-000253,-0.20292605443861333
ACH-000255,-1.1537104956632749
ACH-000256,-0.4034677270295205
ACH-000257,-0.5290522134916613
ACH-000258,-0.6809734950675018
ACH-000259,-0.831753945893645
ACH-000260,-0.9953289504522032
ACH-000261,-1.112985334564791
ACH-000262,-1.0475759050769171
ACH-000263,-0.7625270271824147
ACH-000264,-0.5886290763212311
ACH-000265,-1.1651792309079294
ACH-000266,-0.5934563337207569
ACH-000272,-0.6083519665689552
ACH-000274,-0.8227725609986434
ACH-000277,-0.6762393294203388
ACH-000278,-0.6024559170655408
ACH-000279,-0.6891357269928785
ACH-000280,-0.4662424110777921
ACH-000281,-0.9268101460421052
ACH-000288,-1.306872214417107
ACH-000291,-0.7088026875275749
ACH-000293,-0.5145295545110677
ACH-000294,-0.6003618764527291
ACH-000295,-0.693160625165731
ACH-000296,-0.9003069041421631
ACH-000302,-0.7336813515200306
ACH-000304,-0.7581761105020625
ACH-000307,-0.8357177148391662
ACH-000308,-0.3313196328839354
ACH-000310,-0.5011358972921579
ACH-000311,-0.8291825271583388
ACH-000312,-1.157718865449079
ACH-000315,-1.0490062058597909
ACH-000316,-1.151698141388496
ACH-000317,-1.2437797257742598
ACH-000318,-0.7008656690459728
ACH-000319,-1.1880188798675588
ACH-000320,-0.9578788650391916
ACH-000322,-0.9296729939329516
ACH-000323,-0.8434443200789873
ACH-000324,-1.0493926719948174
ACH-000329,-1.0080383546267966
ACH-000330,-0.6291703639330601
ACH-000331,-1.093010751065106
ACH-000332,-0.465821424577436
ACH-000334,-0.6420359417752037
ACH-000335,-0.3109497185360676
ACH-000336,-0.407200829534938
ACH-000337,-0.8530390161374336
ACH-000338,-0.9798720738757368
ACH-000339,-0.6864370720644825
ACH-000341,-0.9790208228912476
ACH-000348,-1.0958430657148457
ACH-000350,-0.4460317572568816
ACH-000352,-0.5940911241613203
ACH-000356,-0.5161071567799324
ACH-000361,-1.0461435256355691
ACH-000362,-0.4004419910364836
ACH-000363,-0.3261211643364526
ACH-000364,-1.1274216967758015
ACH-000365,-0.764568480845569
ACH-000366,-1.0653983578712056
ACH-000368,-1.232221133059438
ACH-000374,-1.1063958434092205
ACH-000375,-1.0497194434022366
ACH-000376,-1.0224188175969178
ACH-000381,-1.335726595503158
ACH-000383,-0.7429376717046137
ACH-000387,-0.6362160938672263
ACH-000389,-0.6471681452642479
ACH-000390,-0.6114497534924124
ACH-000393,-0.5693625534219255
ACH-000395,-1.055814276963024
ACH-000396,-1.140228168930452
ACH-000397,-1.0311358861343989
ACH-000401,-1.0500829151628244
ACH-000402,-1.147348521892978
ACH-000403,-0.8098065693641613
ACH-000404,-1.3384724921461582
ACH-000406,-0.2489580697485225
ACH-000407,-0.9571134461642008
ACH-000408,-0.8284152426179722
ACH-000410,-1.0147021117339414
ACH-000411,-0.7578338950574879
ACH-000414,-0.5753497170327239
ACH-000415,-0.6991195862276325
ACH-000416,-0.5203391018998248
ACH-000420,-1.0762718838187513
ACH-000421,-0.4630508122078946
ACH-000424,-0.81492205250983
ACH-000425,-0.7721336555545153
ACH-000426,-0.5032419417351843
ACH-000427,-0.5525384208639578
ACH-000433,-0.988920380011612
ACH-000435,-0.6059200221919854
ACH-000436,-0.4906649979152092
ACH-000444,-0.3490071253279408
ACH-000445,-1.3210397827940563
ACH-000448,-0.4173334140571736
ACH-000450,-0.7731282057753991
ACH-000452,-0.9004157659836952
ACH-000454,-1.0064974309225028
ACH-000458,-0.6284513453022403
ACH-000459,-0.4292428224588054
ACH-000460,-1.090405220100959
ACH-000461,-1.0998718336281037
ACH-000463,-0.6760356664851473
ACH-000464,-1.1319723269858053
ACH-000466,-0.8364335242371007
ACH-000467,-0.8896968895025503
ACH-000468,-0.9113615063728492
ACH-000469,-1.1222273075564115
ACH-000470,-0.6248458047706286
ACH-000471,-0.7760740276913601
ACH-000472,-0.8163510926623249
ACH-000473,-0.34972147162871964
ACH-000475,-1.0288749002276378
ACH-000476,-0.6346341609247867
ACH-000477,-0.6714075013008431
ACH-000479,-1.100734393293852
ACH-000480,-0.9857733151690532
ACH-000481,-0.5332522878271634
ACH-000483,-0.5877354018678805
ACH-000484,-0.6271146296448005
ACH-000485,-1.0227231094233429
ACH-000486,-0.4369719582074496
ACH-000487,-1.081342985292037
ACH-000488,-0.3555368479736785
ACH-000490,-0.7861292962579902
ACH-000491,-0.7196632209032744
ACH-000495,-0.7605498656812546
ACH-000496,-0.8724931115138371
ACH-000499,-0.6750751474525051
ACH-000500,-0.9577970404330826
ACH-000502,-0.8578248436055198
ACH-000503,-0.5189218098536726
ACH-000505,-1.138970727233214
ACH-000507,-0.8727991655480508
ACH-000510,-1.0165229357639352
ACH-000511,-1.0691243040683207
ACH-000512,-0.9526405253994948
ACH-000516,-0.4270905078107403
ACH-000517,-0.6894391167645235
ACH-000518,-0.741160247464042
ACH-000520,-0.6601539670119928
ACH-000521,-0.8687158545164398
ACH-000522,-0.9627419371233872
ACH-000524,-0.3952200437742793
ACH-000527,-0.7932913637116965
ACH-000528,-0.4938223785530405
ACH-000537,-1.0219063555616803
ACH-000541,-0.4268231457603409
ACH-000542,-1.1493037400008783
ACH-000544,-1.053485779470986
ACH-000545,-0.9304107920809116
ACH-000547,-0.6640949477973872
ACH-000548,-0.9044379571347338
ACH-000549,-0.5238864068372523
ACH-000550,-1.3191733534341972
ACH-000552,-0.8325476889601746
ACH-000556,-0.2423520480666139
ACH-000557,-0.21395643950450888
ACH-000569,-1.4320176149597283
ACH-000570,-0.7701539204331458
ACH-000571,-0.43554257857403617
ACH-000573,-0.8189566781919879
ACH-000576,-1.2360625959804938
ACH-000579,-1.5225799031177467
ACH-000580,-1.215138111427919
ACH-000584,-0.33720586337393565
ACH-000585,-1.3516186226893112
ACH-000588,-1.0853272918848271
ACH-000589,-0.8107067880520282
ACH-000591,-0.9147653771925992
ACH-000593,-0.8271524142404365
ACH-000600,-0.4565105760448493
ACH-000601,-1.0070546047825806
ACH-000605,-0.498992398695785
ACH-000606,-0.672320991091769
ACH-000608,-1.1783231741124596
ACH-000614,-1.3595533638459276
ACH-000616,-0.8098133821577521
ACH-000618,-0.7422307000793994
ACH-000619,-0.44695909537407663
ACH-000620,-0.8897019140955716
ACH-000621,-0.6838376239847013
ACH-000622,-0.5554564996695935
ACH-000623,-0.654636163144237
ACH-000624,-0.17768984057649073
ACH-000627,-1.0478494739735822
ACH-000630,-0.3539664168958995
ACH-000631,-0.8867033667385216
ACH-000632,-1.0823340057769146
ACH-000633,-0.8663144821363302
ACH-000637,-0.6361729605839495
ACH-000638,-0.8735781920444916
ACH-000646,-0.4467371623207123
ACH-000647,-1.2715008673428037
ACH-000648,-0.7763325022373609
ACH-000649,-1.0470976673116332
ACH-000651,-0.5600624631965114
ACH-000652,-0.8851581678933345
ACH-000653,-0.784695520364393
ACH-000657,-0.3619922712712109
ACH-000658,-0.32813205683768953
ACH-000661,-1.007462433293245
ACH-000662,-0.8924341541227692
ACH-000663,-0.6826041237456402
ACH-000665,-0.6315650183204109
ACH-000671,-1.023231140719058
ACH-000672,-0.8859119788891444
ACH-000673,-1.2372013008436569
ACH-000676,-1.2399993970102523
ACH-000677,-0.6951064491438035
ACH-000681,-0.7116426207419614
ACH-000683,-0.541518270696795
ACH-000684,-1.284822189161585
ACH-000688,-0.8511435256176161
ACH-000693,-0.3222504245793303
ACH-000694,-0.3953210033132193
ACH-000695,-0.6434415090342719
ACH-000696,-0.4721708019114871
ACH-000697,-0.6184675046206743
ACH-000699,-0.8248912183528078
ACH-000701,-0.6187549333837495
ACH-000706,-1.1547416022212065
ACH-000711,-0.854268422860811
ACH-000713,-1.3856222562096197
ACH-000714,-0.9374175582937769
ACH-000718,-1.1937919689841334
ACH-000720,-0.8608534906624972
ACH-000721,-0.3601348713550413
ACH-000724,-0.7552230231893803
ACH-000725,-0.4704370461290793
ACH-000732,-0.7719470440561711
ACH-000734,-1.0923688403530334
ACH-000735,-0.28082816805431393
ACH-000736,-0.9392416313952694
ACH-000738,-1.0988499130168243
ACH-000746,-0.6504247638397708
ACH-000747,-0.7977321350271025
ACH-000748,-0.650611325925468
ACH-000753,-1.1126535944942637
ACH-000756,-1.1363385510837032
ACH-000757,-0.6645734983420709
ACH-000758,-0.7763499415723413
ACH-000760,-1.0895470677680816
ACH-000762,-1.0499766457787671
ACH-000763,-0.6400684104326274
ACH-000764,-0.8624083830634144
ACH-000765,-1.4581073185579505
ACH-000766,-0.5154863090364696
ACH-000767,-0.448895829304241
ACH-000768,-1.0849995999390003
ACH-000769,-0.4481535808253719
ACH-000770,-0.19414065344557385
ACH-000771,-0.6679154085380892
ACH-000773,-0.7434107445498109
ACH-000776,-0.964915622040376
ACH-000777,-0.6241024021289358
ACH-000778,-0.7856284846108319
ACH-000781,-0.6011098717549083
ACH-000782,-0.9472111094385716
ACH-000783,-0.6394283602753934
ACH-000784,-1.0558332542629771
ACH-000785,-0.8135792090030951
ACH-000787,-1.0631334656002258
ACH-000788,-1.019847406172739
ACH-000791,-1.0144491850476254
ACH-000792,-1.1316266596806976
ACH-000794,-0.9457343953442584
ACH-000796,-0.6227156347136708
ACH-000798,-0.6462171964025045
ACH-000799,-0.965112704637506
ACH-000800,-0.9178996055761705
ACH-000802,-0.7029276590952787
ACH-000804,-0.6141571329946508
ACH-000805,-1.0414613604033058
ACH-000809,-0.7818105742413091
ACH-000810,-1.0221852586595686
ACH-000811,-0.3827983036017406
ACH-000817,-0.2719798020488953
ACH-000819,-1.1140440785569188
ACH-000820,-1.3177159953971698
ACH-000821,-0.6634721550752725
ACH-000822,-1.0999025832613831
ACH-000823,-0.8080405560121608
ACH-000824,-0.9335689971857096
ACH-000827,-1.0810242793946443
ACH-000829,-0.9553991045294272
ACH-000831,-0.34620752379729125
ACH-000832,-0.9479188602978684
ACH-000833,-0.5613095529493557
ACH-000834,-0.7581096660158979
ACH-000835,-0.9554059275693384
ACH-000836,-0.8024793130514205
ACH-000837,-0.9232808836229482
ACH-000838,-0.4118346282756442
ACH-000839,-1.0146541934283269
ACH-000840,-1.0864285095771455
ACH-000841,-0.9574599335836158
ACH-000843,-0.7041055940403609
ACH-000846,-0.5514901240247716
ACH-000847,-0.6076608538351788
ACH-000848,-0.6994542299821531
ACH-000849,-1.0274296360014874
ACH-000851,-1.0084487017800914
ACH-000855,-0.8672014384345115
ACH-000856,-0.6652642703022896
ACH-000858,-0.7533425677829814
ACH-000859,-0.9407338269002772
ACH-000861,-0.8439807484332855
ACH-000862,-0.9020201933824488
ACH-000865,-0.4529696426922893
ACH-000866,-0.2822897592167701
ACH-000867,-0.7835870330208977
ACH-000869,-0.8263862973853542
ACH-000872,-0.8741876588272739
ACH-000873,-0.5786706937505677
ACH-000876,-0.4599193206711434
ACH-000878,-0.6452415596867587
ACH-000880,-1.1481377518761688
ACH-000881,-1.132163769624411
ACH-000882,-1.0267064887535022
ACH-000884,-1.3581914684625525
ACH-000885,-0.7693419298192382
ACH-000887,-0.8519641959623502
ACH-000889,-0.8398144208108146
ACH-000896,-1.1563516283537578
ACH-000898,-0.4002052797850961
ACH-000900,-0.8849079359214279
ACH-000901,-1.2412901006336825
ACH-000905,-1.2473037731845416
ACH-000906,-1.079790227267977
ACH-000907,-1.1770385372192786
ACH-000910,-1.0625182632391157
ACH-000911,-0.874764442215007
ACH-000912,-0.9939167955396234
ACH-000913,-1.2470263405217088
ACH-000915,-1.1050149402679952
ACH-000916,-0.656510505854144
ACH-000917,-0.4106475841028709
ACH-000920,-0.3910411143931198
ACH-000921,-1.1759299198985012
ACH-000924,-0.3940074349652376
ACH-000926,-0.7861011460035071
ACH-000928,-0.8999439478956421
ACH-000929,-1.1206357668761444
ACH-000932,-0.8800096980047156
ACH-000935,-1.1080068342461622
ACH-000936,-0.9566343291094516
ACH-000937,-0.10568449896587974
ACH-000938,-0.9793927080726992
ACH-000939,-0.9737999141151426
ACH-000941,-0.27230860805301665
ACH-000943,-0.8378897959944496
ACH-000946,-0.7946091726630434
ACH-000947,-0.6677677570299211
ACH-000948,-0.995773220803352
ACH-000950,-0.8960154143766303
ACH-000953,-0.2310539329220423
ACH-000954,-1.25533596567352
ACH-000957,-0.4721251288045003
ACH-000958,-0.7318959686721301
ACH-000960,-1.1302523316970448
ACH-000963,-0.8866349286635775
ACH-000968,-1.3782494165108916
ACH-000969,-0.3725855172362457
ACH-000972,-0.6863660508471154
ACH-000973,-0.8364736822557464
ACH-000974,-0.5976038570200113
ACH-000978,-0.8326560167190654
ACH-000984,-0.4705297667273392
ACH-000986,-1.0347732302837216
ACH-000988,-0.21396690740480973
ACH-000993,-0.9843949134891968
ACH-000994,-0.5337402285739551
ACH-000996,-0.6306744740600229
ACH-001001,-0.8722776000149075
ACH-001020,-0.9398556166235984
ACH-001028,-1.2282051007067698
ACH-001031,-1.0225357369831076
ACH-001038,-0.4346585777613541
ACH-001048,-0.3559431345899542
ACH-001050,-0.39954340871757016
ACH-001053,-0.6452298539566695
ACH-001054,-0.5704222411919214
ACH-001061,-1.2638839991062407
ACH-001067,-0.8783079390750875
ACH-001075,-0.9737031627778852
ACH-001096,-0.9055726354626084
ACH-001111,-0.7464642195567498
ACH-001119,-1.2412292818031054
ACH-001128,-1.7311099170014237
ACH-001134,-0.2228660949834524
ACH-001151,-0.6043510170309767
ACH-001163,-0.8614626684704607
ACH-001164,-0.7362411303571129
ACH-001183,-0.44126160065244463
ACH-001192,-0.8945929231629774
ACH-001193,-1.0360574746015252
ACH-001196,-0.8401068033614609
ACH-001197,-0.6549869624317578
ACH-001205,-0.8695309520953769
ACH-001211,-0.7783435182570433
ACH-001212,-0.8531484229039371
ACH-001228,-0.3712798718964696
ACH-001232,-0.8268822528561456
ACH-001239,-1.0662830819553304
ACH-001270,-1.0712593238978358
ACH-001274,-0.7377829218544139
ACH-001275,-0.7591521940751209
ACH-001277,-1.0196329792352945
ACH-001278,-0.8374636888483971
ACH-001280,-0.3877124869689748
ACH-001283,-1.1180525417663862
ACH-001289,-0.2627566573563651
ACH-001300,-1.1082528928024344
ACH-001301,-0.9140833735649821
ACH-001302,-0.6525731717859987
ACH-001306,-1.21894521063622
ACH-001318,-0.4746412012588454
ACH-001322,-1.0377709155146184
ACH-001328,-0.5895927660734076
ACH-001332,-1.0537850857832836
ACH-001336,-1.1469437099748965
ACH-001346,-1.0110172754324582
ACH-001353,-0.740990258187908
ACH-001354,-1.0605228878081705
ACH-001367,-0.6820786781785592
ACH-001368,-0.21363173496713014
ACH-001374,-0.4835260240268458
ACH-001377,-0.9652152690199399
ACH-001380,-0.7709629589555614
ACH-001391,-0.6833078503092908
ACH-001408,-0.481814840116309
ACH-001430,-0.3904689965405436
ACH-001431,-0.4666659939317215
ACH-001450,-0.8119780884610699
ACH-001496,-0.4507105788890381
ACH-001500,-1.0449055934455458
ACH-001523,-1.1452638257416106
ACH-001532,-1.083177634104482
ACH-001550,-0.4168900637316064
ACH-001552,-0.7040672130426662
ACH-001554,-0.7859768048252292
ACH-001654,-1.10052989023573
ACH-001735,-1.03618955768762
ACH-001736,-0.6473568585510091
ACH-001737,-0.5277022485732773
ACH-001740,-0.5087948021515515
ACH-001745,-0.6146852483497676
ACH-001765,-0.17304746593786202
