,BCAM (4059)
ACH-000004,-0.05254109005040557
ACH-000005,-0.06331574834485923
ACH-000007,0.094830218914295
ACH-000009,0.12413150101858453
ACH-000011,0.17046940288271906
ACH-000012,0.03994765111654423
ACH-000013,-0.01628646494711316
ACH-000014,0.09475257559090024
ACH-000015,-0.03271716132732115
ACH-000017,0.045429668917722765
ACH-000018,0.016851697405995427
ACH-000019,0.14729208871802174
ACH-000021,-0.058856783891740275
ACH-000022,0.006400976538286757
ACH-000025,0.08399834614126392
ACH-000028,-0.010789367950606395
ACH-000030,-0.09196256776124567
ACH-000035,-0.1075396529822546
ACH-000036,-0.0022281114178131045
ACH-000037,-0.097976419895395
ACH-000039,0.06701769478521556
ACH-000040,0.0377758774123865
ACH-000041,-0.03014745735235525
ACH-000042,0.07651195930854228
ACH-000045,0.09550208302275656
ACH-000047,0.1127735410357034
ACH-000052,0.03644246294314888
ACH-000053,-0.06897674490098978
ACH-000054,0.007198975170263498
ACH-000055,0.050940826868537285
ACH-000060,0.14084098704323353
ACH-000067,0.17461180724165948
ACH-000070,0.07039247983752492
ACH-000075,-0.08499139014312547
ACH-000078,0.02942456195627789
ACH-000082,-0.04497567214173897
ACH-000085,-0.030503236079641106
ACH-000086,0.015951752120882574
ACH-000087,0.08475965512809452
ACH-000092,-0.06121985703625809
ACH-000095,-0.010734115022063116
ACH-000097,0.08203026788123248
ACH-000098,-0.05238265810115307
ACH-000099,0.05460828379639004
ACH-000108,-0.0976718803661644
ACH-000113,0.055284938330336916
ACH-000116,-0.010304444746360008
ACH-000118,-0.09215890767266932
ACH-000120,0.045034546758750085
ACH-000123,0.1539645577038079
ACH-000127,0.007114828009536674
ACH-000128,0.03698675197897056
ACH-000132,-0.07206392320897581
ACH-000133,-0.1270929494703386
ACH-000137,-0.1714518803101977
ACH-000138,-0.0632354142956576
ACH-000142,-0.032643021099565815
ACH-000143,-0.09762574394989687
ACH-000146,0.032377341650086384
ACH-000148,0.15195861306536795
ACH-000150,-0.13822223780061388
ACH-000152,-0.08664825920761086
ACH-000153,0.042166305436748736
ACH-000159,-0.08068432394712446
ACH-000160,-0.1378439489381179
ACH-000163,-0.12523230537065416
ACH-000167,-0.01461683229006325
ACH-000168,-0.011308495197437709
ACH-000169,0.06289098087337691
ACH-000178,0.1696808931501633
ACH-000183,0.007254677542896514
ACH-000188,0.13275183895279005
ACH-000189,-0.1511781417303696
ACH-000190,-0.0718107314818094
ACH-000198,-0.03990210751248932
ACH-000203,0.1567845240200618
ACH-000204,-0.2186418788627437
ACH-000206,0.1586991643849387
ACH-000207,0.0075079347767787455
ACH-000208,0.1195966562307828
ACH-000210,0.08982958445420144
ACH-000211,-0.09440865093964992
ACH-000215,0.05134714711488761
ACH-000221,0.08194822727250599
ACH-000222,-0.23742206149325715
ACH-000223,0.0702992888271766
ACH-000226,0.02053113885743696
ACH-000227,0.0374204885027977
ACH-000228,0.19744159701090305
ACH-000231,0.10770685037416527
ACH-000232,0.03411971612888209
ACH-000233,0.16480978557955803
ACH-000234,-0.021708817626484828
ACH-000235,-0.02889361026041768
ACH-000237,-0.0019215633410058245
ACH-000238,0.06890377611329311
ACH-000242,0.005298322644143686
ACH-000243,0.0068399985028067285
ACH-000244,0.06361385765665681
ACH-000246,0.07722630229710246
ACH-000248,0.008612968088030245
ACH-000250,0.004034912436695478
ACH-000251,-0.21291411232547175
ACH-000252,-0.07115175471090526
ACH-000253,-0.13652283649889094
ACH-000255,-0.10479559873432102
ACH-000256,-0.07031166248914687
ACH-000257,0.07029127588857786
ACH-000258,-0.1080375207120204
ACH-000259,-0.09145628387125608
ACH-000260,0.0923991791716352
ACH-000261,-0.04462634463284811
ACH-000262,0.022859706478798442
ACH-000263,0.12680105495752242
ACH-000264,0.05956199623727228
ACH-000265,-0.010846134726572169
ACH-000266,-0.0435135274304177
ACH-000272,-0.034781944038461535
ACH-000274,-0.014390232834498409
ACH-000277,-0.07016050386428624
ACH-000278,0.2115079851651157
ACH-000279,-0.06794434025592266
ACH-000280,-0.022303101212665672
ACH-000281,-0.08952813413437002
ACH-000288,0.15811963675101232
ACH-000291,-0.001338074368056588
ACH-000293,0.24143693368702915
ACH-000294,0.0689018268294009
ACH-000295,0.22186187675858812
ACH-000296,0.04255533655904442
ACH-000302,-0.12094007905453084
ACH-000304,0.13218888971302747
ACH-000307,0.03603067741474664
ACH-000308,-0.13742175584577684
ACH-000310,0.054097917627673
ACH-000311,-0.07347665714163469
ACH-000312,0.04042155573476836
ACH-000315,-0.12653201640870348
ACH-000316,0.008049298949344018
ACH-000317,0.18559698218366813
ACH-000318,-0.0214570322202192
ACH-000319,-0.07451904688325238
ACH-000320,0.11811495421258007
ACH-000322,0.031920715473096994
ACH-000323,0.1163971380648514
ACH-000324,0.02969673122324552
ACH-000329,0.050417567141681136
ACH-000330,0.16029205369867608
ACH-000331,0.007911556156746996
ACH-000332,-0.03792171756853433
ACH-000334,-0.02784155490499152
ACH-000335,-0.007790605346921477
ACH-000336,-0.21391233991939795
ACH-000337,0.0047664278046928065
ACH-000338,0.0837412107290625
ACH-000339,-0.016168012923463527
ACH-000341,-0.10063152563007673
ACH-000348,0.10596694797171437
ACH-000350,0.00015338508729426768
ACH-000352,0.0773353239456018
