,PODXL (5420)
ACH-000255,0.009520913390978531
ACH-000256,-0.14961598975227888
ACH-000257,0.0042317559436167015
ACH-000258,-0.23839120538388225
ACH-000259,-0.1616108168968583
ACH-000260,-0.2430349440270828
ACH-000261,-0.14575603842073542
ACH-000262,-0.04744580295490647
ACH-000263,-0.14104606782478687
ACH-000264,-0.2476069889642927
ACH-000265,-0.02250616606131296
ACH-000266,-0.12692660132615113
ACH-000272,-0.1857809438917824
ACH-000274,-0.18128377436086604
ACH-000277,-0.17209608676780594
ACH-000278,-0.11633583938788715
ACH-000279,-0.2456594432006189
ACH-000280,0.05354287268373013
ACH-000281,-0.15564677388041684
ACH-000288,-0.18222485647619674
ACH-000291,-0.33311436637642894
ACH-000293,-0.3418321814724588
ACH-000294,-0.19549271232962515
ACH-000295,0.04114971124365052
ACH-000296,-0.02347143826175655
ACH-000302,-0.1484057717586539
ACH-000304,-0.5540089932732514
ACH-000307,-0.03772757049213468
ACH-000308,-0.10831478229621093
ACH-000310,-0.016589511542171476
ACH-000311,-0.06176965008279758
ACH-000312,-0.12955774444616747
ACH-000315,-0.21902201394205928
ACH-000316,-0.18445739230840968
ACH-000317,-0.20110017693431514
ACH-000318,-0.11353441985831494
ACH-000319,-0.30623703017350634
ACH-000320,-0.14923669892973965
ACH-000322,-0.44718818744946703
ACH-000323,-0.08393383625937396
ACH-000324,-0.036776367525758566
ACH-000329,-0.1656063026682627
ACH-000330,-0.4021019288089666
ACH-000331,-0.14963420251869308
ACH-000332,-0.14046931339089785
ACH-000334,-0.07231983095021989
ACH-000335,-0.15975081769193578
ACH-000336,-0.1359503000625969
ACH-000337,-0.3069516081151564
ACH-000338,-0.13841060973140196
ACH-000339,-0.23980937599157026
ACH-000341,-0.001276385517837577
ACH-000348,-0.0249259357410848
ACH-000350,-0.13629334870256424
ACH-000352,-0.13794792420046453
ACH-000356,-0.1884378330267664
ACH-000361,-0.0732566706380273
ACH-000362,0.0019310151307253105
ACH-000363,-0.0319111738448094
ACH-000364,-0.2264761209428479
ACH-000365,-0.08919531374270574
ACH-000366,-0.12688559003482036
ACH-000368,-0.17286284910939725
ACH-000374,-0.18253670174213088
ACH-000375,-0.14192428013583105
ACH-000376,-0.18526478041697836
ACH-000381,-0.4548933309614346
ACH-000383,-0.12277309665122355
ACH-000387,-0.24672415350040056
ACH-000389,-0.3304513527963128
ACH-000390,-0.06471610837147954
ACH-000393,-0.13356184788758088
ACH-000395,-0.12156891227346547
ACH-000396,0.07231052002535905
ACH-000397,-0.04841388299509065
ACH-000401,-0.24010713885524354
ACH-000402,-0.30199522375312765
ACH-000403,-0.24110484875298016
ACH-000404,-0.288661051269104
ACH-000406,-0.07867415724129949
ACH-000407,-0.1116916957975205
ACH-000408,-0.11661924980660544
ACH-000410,-0.05021625754795017
ACH-000411,-0.01999166996703613
ACH-000414,-0.08042865892873458
ACH-000415,-0.17590761339419994
ACH-000416,-0.11551665146590427
ACH-000420,-0.2521979792919681
ACH-000421,-0.05697233688524885
ACH-000424,-0.2497436380810311
ACH-000425,-0.2137675821117758
ACH-000426,-0.2624785378906517
ACH-000427,-0.06441344176918028
ACH-000433,-0.19186946417921824
ACH-000435,0.279913565359041
ACH-000436,-0.17035455855443887
ACH-000444,-0.047315059572092935
ACH-000445,-0.3943771071223319
ACH-000448,-0.21789074157945054
ACH-000450,-0.1569906118728587
ACH-000452,-0.2151183508841035
ACH-000454,-0.08688872265069407
ACH-000458,-0.033975946053055435
ACH-000459,-0.2347489852621525
ACH-000460,-0.18989112904991304
ACH-000461,-0.3640356837860832
ACH-000463,-0.2512805758036587
ACH-000464,-0.4428884693646065
ACH-000466,-0.0001409568681763644
ACH-000467,-0.2905144630087734
ACH-000468,-0.23878700125243574
ACH-000469,-0.3493976352217753
ACH-000470,-0.10208727505855532
ACH-000471,-0.11234056524088744
ACH-000472,-0.09925587442574267
ACH-000473,-0.18588509947239296
ACH-000475,-0.19999331652100572
ACH-000476,-0.12360374397901293
ACH-000477,-0.23250781179470054
ACH-000479,-0.12878998759837754
ACH-000480,-0.02698204534580804
ACH-000481,-0.06159541060657499
ACH-000483,-0.1240661185384809
ACH-000484,-0.17641683881594794
ACH-000485,-0.1792862126111158
ACH-000486,-0.09721320292328307
ACH-000487,-0.06637711193989893
ACH-000488,-0.22062743416984526
ACH-000490,-0.2177692092366424
ACH-000491,-0.24683850619743586
ACH-000495,-0.3063334378342938
ACH-000496,-0.0935922594408964
ACH-000499,-0.0093061058885346
ACH-000500,-0.07837195170293237
ACH-000502,-0.1574601684744941
ACH-000503,-0.05143178344224275
ACH-000505,-0.11819683329875574
ACH-000507,-0.03625777158496672
ACH-000510,-0.08056725198164139
ACH-000511,-0.1935082944473657
ACH-000512,-0.28513513092639986
ACH-000516,-0.1926369248328726
ACH-000517,-0.092486208888658
ACH-000518,-0.047698148904174606
ACH-000520,-0.2880458064808761
ACH-000521,0.008277797283169684
ACH-000522,-0.12302143485300834
ACH-000524,-0.18601878856406506
ACH-000527,-0.17598786609480807
ACH-000528,-0.09626488153018516
ACH-000537,0.0195964241766518
ACH-000541,-0.2446949316196925
ACH-000542,-0.28570383299465163
ACH-000544,-0.09625453869856733
ACH-000545,-0.08582350592337873
ACH-000547,-0.07505501428625021
ACH-000548,-0.2362768136496061
ACH-000549,-0.0744293899920975
ACH-000550,-0.20503376315512384
ACH-000552,-0.03017081352124283
ACH-000556,-0.0736338887521148
ACH-000557,-0.13432161598824047
ACH-000569,0.01602376647297447
ACH-000570,-0.19929184824687265
ACH-000571,-0.07779708046860209
ACH-000573,-0.09381713755858416
ACH-000576,-0.05506937731389864
ACH-000579,-0.4305229419842103
ACH-000580,0.11712577112312815
ACH-000584,-0.1636618037075177
ACH-000585,-0.17988894988494186
ACH-000588,-0.0709565059327581
ACH-000589,-0.22140537972892715
ACH-000591,-0.03587228264327068
ACH-000593,-0.011684521000594502
ACH-000600,-0.14274491511419235
ACH-000601,-0.06734644540330922
ACH-000605,-0.09039153457320584
ACH-000606,-0.3319768209051821
ACH-000608,-0.1809292956758308
ACH-000614,-0.36558322349262495
ACH-000616,-0.1867724296899168
ACH-000618,-0.1793475620806355
ACH-000619,-0.07066257215224102
ACH-000620,-0.1988913620576197
ACH-000621,-0.214452767807872
ACH-000622,-0.1076956844300009
ACH-000623,-0.22182482363912726
ACH-000624,-0.22048679340239813
ACH-000627,-0.1542881018169686
ACH-000630,-0.1743398800751896
ACH-000631,-0.2890828593319912
ACH-000632,-0.14181267254579127
ACH-000633,-0.1699842907862858
ACH-000637,-0.0916871836251311
ACH-000638,-0.1271814092952725
ACH-000646,0.06835974917646151
ACH-000647,-0.07537021728233903
ACH-000648,-0.2308036666910756
ACH-000649,-0.1518415436404327
ACH-000651,-0.08787914328463478
ACH-000652,-0.059517349937587824
ACH-000653,-0.1100008454353568
ACH-000657,-0.1189712374591361
ACH-000658,-0.16517915254833787
ACH-000661,-0.02340953932711275
ACH-000662,-0.5543694915664761
ACH-000663,0.03662101558101042
ACH-000665,-0.05123386044597145
ACH-000671,-0.05891165135881549
ACH-000672,-0.18697060397810852
ACH-000673,-0.15552991980571673
ACH-000676,-0.4534865712061744
ACH-000677,-0.10302366985039432
ACH-000681,-0.2429959327002822
ACH-000683,-0.07895991119567017
ACH-000684,0.003961810214374345
ACH-000688,-0.20346906475752896
ACH-000693,-0.15047572216397273
ACH-000694,-0.1146602057214036
ACH-000695,-0.13523532386704412
ACH-000696,-0.22800136978587104
ACH-000697,0.0983212257092098
ACH-000699,-0.12016097471643425
ACH-000701,-0.032167713841037955
ACH-000706,-0.07345232828299644
ACH-000711,-0.13959183889399626
ACH-000713,-0.056330669459120825
ACH-000714,-0.3095528086057455
ACH-000718,-0.2553799351132037
ACH-000720,-0.04010606453441388
ACH-000721,-0.06852926741699499
ACH-000724,-0.057356812610299526
ACH-000725,-0.2186693480695616
ACH-000732,-0.2274312115639787
ACH-000734,-0.08837958158084587
ACH-000735,-0.17783738331266138
ACH-000736,-0.009417408541631908
ACH-000738,-0.06577494850169815
ACH-000746,-0.06229848069852027
ACH-000747,0.005406855679695297
ACH-000748,-0.044597646938242384
ACH-000753,-0.03873753534074957
ACH-000756,-0.07937867793661016
ACH-000757,-0.1376855977714157
ACH-000758,-0.09459070340783897
ACH-000760,-0.04690539330014573
ACH-000762,0.007595637107790888
ACH-000763,-0.24781188675882154
ACH-000764,-0.2986837584661041
ACH-000765,-0.2375463851121557
ACH-000766,-0.18557665705456455
ACH-000767,-0.07677732051127288
ACH-000768,-0.2353683246337684
ACH-000769,-0.2324109075195964
ACH-000770,-0.1670925958265582
ACH-000771,-0.1347845956999769
ACH-000773,-0.22686988075771986
ACH-000776,-0.13648751884885466
ACH-000777,-0.19130744248352166
ACH-000778,0.145209905576294
ACH-000781,-0.1365274094070186
ACH-000782,-0.10938158330677064
ACH-000783,-0.0933337448126307
ACH-000784,-0.1252905340526419
ACH-000785,-0.1691136113086278
ACH-000787,-0.11905263219125832
ACH-000788,-0.292293305584102
ACH-000791,-0.1337211832099257
ACH-000792,-0.07933091489325479
ACH-000794,-0.16307209978733014
ACH-000796,-0.23095579744930125
ACH-000798,-0.3474589300588675
ACH-000799,-0.2748251147117388
ACH-000800,-0.178444853918337
ACH-000802,-0.18176435758839246
ACH-000804,-0.055740256148617856
ACH-000805,-0.13276245031390616
ACH-000809,-0.14866309167318864
ACH-000810,-0.030317272584907226
ACH-000811,-0.11838825527837905
ACH-000817,-0.1016276018852282
ACH-000819,-0.10228599049509607
ACH-000820,-0.35220202870072603
ACH-000821,-0.07793663668001527
ACH-000822,-0.17509099966437075
ACH-000823,-0.054210653192707466
ACH-000824,-0.14230980715326766
ACH-000827,-0.26233079391601755
ACH-000829,-0.13073276298105158
ACH-000831,-0.11140656047334296
ACH-000832,-0.12670341111292827
ACH-000833,-0.21106708163571294
ACH-000834,-0.18288482845825896
ACH-000835,-0.08717939391652002
ACH-000836,-0.07583134104408619
ACH-000837,-0.1690875684762466
ACH-000838,-0.07824183166196229
ACH-000839,-0.06988311133081486
ACH-000840,-0.06804661778500776
ACH-000841,-0.01869322326564496
ACH-000843,-0.004106949726250809
ACH-000846,-0.1399245294430171
ACH-000847,-0.20085721643467308
ACH-000848,-0.11233248252126156
ACH-000849,-0.23287919938742704
ACH-000851,-0.2361540564594787
ACH-000855,-0.14044717122756278
ACH-000856,-0.14502830004894754
ACH-000858,-0.030927586336063836
ACH-000859,0.1977627829538476
ACH-000861,-0.17706124924056174
ACH-000862,-0.22285151043863868
ACH-000865,-0.06508829066306024
ACH-000866,-0.05256967933510004
ACH-000867,-0.017373600805483374
ACH-000869,-0.2238138175852278
ACH-000872,-0.15230602312743852
ACH-000873,-0.12887339924358626
ACH-000876,-0.16574265158679327
ACH-000878,-0.29704533663528193
ACH-000880,0.10934947678574017
ACH-000881,-0.08229141762350092
ACH-000882,-0.2768311555845293
ACH-000884,-0.1624465225367737
ACH-000885,-0.2680497890955001
ACH-000887,-0.1052563081898534
ACH-000889,-0.22350690538156345
ACH-000896,-0.13229561309008972
ACH-000898,-0.06602171024451893
ACH-000900,-0.20115491739205896
ACH-000901,-0.12971724502371834
ACH-000905,-0.22454720478340695
ACH-000906,-0.230082861676686
ACH-000907,-0.26575150333986325
ACH-000910,-0.11776786705005356
ACH-000911,-0.08913863442370175
ACH-000912,-0.17323463811639267
ACH-000913,-0.1346226093221715
ACH-000915,-0.19574624639121946
ACH-000916,0.13305854515694354
ACH-000917,-0.02068161744186863
ACH-000920,-0.4754037297745845
ACH-000921,-0.12051803446572955
ACH-000924,-0.2042254514055125
ACH-000926,-0.257884516133043
ACH-000928,-0.18459174064352904
ACH-000929,-0.021803209441724532
ACH-000932,-0.16457095779225664
ACH-000935,-0.2650128696915137
ACH-000936,-0.11597452875033815
ACH-000937,-0.2536463230994896
ACH-000938,0.07110462223640754
ACH-000939,-0.0838975672746476
ACH-000941,-0.1853854590155457
ACH-000943,-0.15081540665737184
ACH-000946,-0.2068762132535934
ACH-000947,-0.2400631092459253
ACH-000948,-0.17383670239598245
ACH-000950,-0.31540804164296066
ACH-000953,-0.05763339794001436
ACH-000954,-0.3937385832442025
ACH-000957,-0.21690890619168854
ACH-000958,-0.12984261603010352
ACH-000960,-0.10838687501280997
ACH-000963,-0.3343532241401233
ACH-000968,-0.029841749769116844
ACH-000969,-0.13445524977785533
ACH-000972,0.20097569350971026
ACH-000973,-0.14851911182644778
ACH-000974,-0.1758837325190465
ACH-000978,-0.4440851322019373
ACH-000984,-0.20510231140980886
ACH-000986,-0.1094644539868252
ACH-000988,-0.294620877646271
ACH-000993,-0.2738241109834728
ACH-000994,-0.17464660287282308
ACH-000996,-0.02167966574237196
ACH-001001,-0.2525836659914533
ACH-001020,-0.19391365304480185
ACH-001028,-0.10028249589948013
ACH-001031,0.03266452719871523
ACH-001038,-0.18340859829057807
ACH-001048,-0.07835958444230989
ACH-001050,-0.20006553573979932
ACH-001053,-0.28026465442668724
ACH-001054,-0.2549065727524271
ACH-001061,-0.007609631449740944
ACH-001067,-0.12783490420397006
ACH-001075,-0.1081448347947435
ACH-001096,-0.2415137205018793
ACH-001111,-0.20379254355579327
ACH-001119,-0.21467585926429852
ACH-001128,0.08706076195079282
ACH-001134,-0.27485158357641537
ACH-001151,-0.09377600437148972
ACH-001163,-0.10730562535281273
ACH-001164,-0.04680755203642652
ACH-001183,-0.1048890736045478
ACH-001192,-0.14343522697754582
ACH-001193,-0.061966681045871434
ACH-001196,-0.11986788949222182
ACH-001197,0.03348766269450107
ACH-001205,-0.13010949672838348
ACH-001211,-0.2325931578492359
ACH-001212,-0.0374960701488884
ACH-001228,-0.10051251474233616
ACH-001232,-0.10287190997139604
ACH-001239,-0.2206309359548044
ACH-001270,-0.39557984357096265
ACH-001274,-0.2893559822458715
ACH-001275,-0.2354055813974476
ACH-001277,-0.12931122355190813
ACH-001278,-0.1634522354233699
ACH-001280,-0.014538035043367262
ACH-001283,0.002159186433366517
ACH-001289,-0.1851473614932308
ACH-001300,-0.17092814270364312
ACH-001301,-0.14167435310607812
ACH-001302,-0.11486266031732982
ACH-001306,-0.2442160885844357
ACH-001318,-0.1767726586568483
ACH-001322,-0.07318422338716524
ACH-001328,-0.08291645483750804
ACH-001332,0.010264696488529608
ACH-001336,-0.2355367329743586
ACH-001346,-0.13975552319865206
ACH-001353,-0.14359496537613353
ACH-001354,-0.13524245552972014
ACH-001367,-0.12717504635940305
ACH-001368,-0.20407886952804746
ACH-001374,-0.3899231946277053
ACH-001377,-0.1288510058660187
ACH-001380,-0.11849857415646695
ACH-001391,-0.10703561977370862
ACH-001408,-0.0838887195830818
ACH-001430,-0.19147767310156144
ACH-001431,-0.1302849996566792
ACH-001450,-0.2235986391111751
ACH-001496,-0.09797878972812024
ACH-001500,-0.23905551793613025
ACH-001523,-0.1741296528119858
ACH-001532,-0.1105234311180148
ACH-001550,-0.07783149623792318
ACH-001552,-0.2781363715398891
ACH-001554,-0.13774705471567006
ACH-001654,-0.005913031991638282
ACH-001735,-0.10728975022058762
ACH-001736,-0.26231142574999744
ACH-001737,-0.1366278890481044
ACH-001740,-0.17766148005607893
ACH-001745,-0.02870818875840197
ACH-001765,-0.1146333493104575
