,BLVRB (645)
ACH-000004,0.14923865259896738
ACH-000005,-0.26216966320596863
ACH-000007,0.1894371834831886
ACH-000009,0.16761557330863291
ACH-000011,0.005227240483372611
ACH-000012,0.017535659499178874
ACH-000013,-0.17355257003250282
ACH-000014,0.20048068086793752
ACH-000015,-0.10160706726162977
ACH-000017,0.04479138383594528
ACH-000018,-0.08578353748648328
ACH-000019,0.010152013764097913
ACH-000021,0.04556175005683714
ACH-000022,-0.07369297696370775
ACH-000025,0.1518450174940927
ACH-000028,0.06140464896665351
ACH-000030,-0.03898417071151165
ACH-000035,0.004044925453033327
ACH-000036,0.061497950364028976
ACH-000037,0.030089428130309855
ACH-000039,-0.13700560140844206
ACH-000040,0.006141076585945571
ACH-000041,0.03861253518256783
ACH-000042,0.02023284695959353
ACH-000045,-0.08425657357993893
ACH-000047,-0.1291569769495088
ACH-000052,0.3115240651248285
ACH-000053,0.05924994416447826
ACH-000054,-7.904327088362408e-05
ACH-000055,0.12682941157308594
ACH-000060,0.04441074683101996
ACH-000067,0.19474151586495447
ACH-000070,0.19581218271419015
ACH-000075,-0.031019573964799894
ACH-000078,0.13745661771575626
ACH-000082,0.08395969405676157
ACH-000085,-0.06172742106526884
ACH-000086,-0.018068465456994504
ACH-000087,0.2448600252890965
ACH-000092,0.004571421238009479
ACH-000095,0.06780437898706053
ACH-000097,-0.07186791166895967
ACH-000098,-0.060648712268150586
ACH-000099,0.0911711962488963
ACH-000108,-0.035549725312758705
ACH-000113,0.15896913169207447
ACH-000116,0.13165856054375366
ACH-000118,-0.00016437855935452406
ACH-000120,0.0434415029967424
ACH-000123,-0.03949519752800165
ACH-000127,0.1180229391099183
ACH-000128,0.03767321098273745
ACH-000132,0.04007946107081594
ACH-000133,-0.031004982120403892
ACH-000137,0.030426844830062395
ACH-000138,0.024939495477959785
ACH-000142,-0.05660144749283955
ACH-000143,0.1529481918756548
ACH-000146,-0.006688064316362601
ACH-000148,0.14434970206283054
ACH-000150,0.06104026303592465
ACH-000152,0.07187252725848653
ACH-000153,0.13945996818001793
