,TUBAL3 (79861)
ACH-000004,0.09907972171395167
ACH-000005,0.10245674632014816
ACH-000007,0.317814141479661
ACH-000009,0.15257726363656068
ACH-000011,0.12012104997681275
ACH-000012,0.06232619487764214
ACH-000013,0.07597752141500758
ACH-000014,0.2096822574076434
ACH-000015,0.19111238106152467
ACH-000017,0.19053703772029176
ACH-000018,0.10790634564184966
ACH-000019,0.24903901930214495
ACH-000021,-0.029549282466832468
ACH-000022,0.20591265530756206
ACH-000025,0.15957648913240122
ACH-000028,0.20866234878772846
ACH-000030,0.0871055364124242
ACH-000035,0.2593834234760594
ACH-000036,0.08303486584255057
ACH-000037,0.02003136069824948
ACH-000039,0.2438897242656451
ACH-000040,-0.06951729344832454
ACH-000041,0.05082539345389493
ACH-000042,0.050814492662106636
ACH-000045,0.019328931921832455
ACH-000047,0.2129188320361483
ACH-000052,0.31320148287527105
ACH-000053,0.1967857622901124
ACH-000054,0.05301658132331622
ACH-000055,0.0022155122422976297
ACH-000060,0.24530394874697825
ACH-000067,0.15420664754022745
ACH-000070,0.05061058556847504
ACH-000075,0.3071007477041601
ACH-000078,0.2594799501739413
ACH-000082,0.12253796061424095
ACH-000085,0.09976668307282198
ACH-000086,0.2014699868764923
ACH-000087,0.17500853791314716
ACH-000092,0.029273508606621555
ACH-000095,0.0906049189330694
ACH-000097,0.16035323509599764
ACH-000098,0.04048946986149413
ACH-000099,0.10025519726677304
ACH-000108,0.07137036073032157
ACH-000113,0.02835288482536185
ACH-000116,0.21365195841164766
ACH-000118,-0.1204481497600004
ACH-000120,0.11248587011262512
ACH-000123,0.20868013540431635
ACH-000127,0.19847452106399813
ACH-000128,0.2877765312348852
ACH-000132,0.10337627715616188
ACH-000133,0.066680314825869
ACH-000137,0.024024011093370424
ACH-000138,0.1642833408296026
ACH-000142,0.0951310401537246
ACH-000143,0.100325366502223
ACH-000146,0.07627983503675242
ACH-000148,0.08335642590348455
ACH-000150,0.041850359619415176
ACH-000152,0.09637863098366953
ACH-000153,0.22202586592064524
ACH-000159,0.037643034386849836
ACH-000160,0.023342021032457583
ACH-000163,0.21649176353059085
ACH-000167,0.02635150726339532
ACH-000168,0.09876753246108952
ACH-000169,0.0721930704383634
ACH-000178,0.06190163029837033
ACH-000183,0.2458648351121738
ACH-000188,0.10201987140683633
ACH-000189,0.17664385921632844
ACH-000190,0.099783517200853
ACH-000198,0.13812959285406107
ACH-000203,0.17323097698142606
ACH-000204,0.15026219056363116
ACH-000206,0.13243418726419107
ACH-000207,0.11959617957547199
ACH-000208,0.11554259600150454
ACH-000210,0.2808048767636049
ACH-000211,0.17664638659656265
ACH-000215,0.13142664960876574
ACH-000221,0.2131673381740489
ACH-000222,0.07003314059026902
ACH-000223,0.07077822535026541
ACH-000226,0.1787588291691829
ACH-000227,0.2319600237089245
ACH-000228,-0.006623423146318525
ACH-000231,0.10479907949689336
ACH-000232,0.0895525530550486
ACH-000233,0.16187930702025927
ACH-000234,0.14939489079871027
ACH-000235,0.0948622712943396
ACH-000237,0.15897452470018988
ACH-000238,0.08077226375606901
ACH-000242,-0.2037146560281773
ACH-000243,0.046561281660318254
ACH-000244,0.1016168765892042
ACH-000246,0.09892028809308227
ACH-000248,0.31597603409376823
ACH-000250,0.11631512662661987
ACH-000251,0.12202216312625346
ACH-000252,0.2545282561039237
ACH-000253,0.13467429032940118
ACH-000255,0.10649868454404733
ACH-000256,0.2641401525385677
ACH-000257,0.10019687866394747
ACH-000258,0.03488061263307556
ACH-000259,0.04278811316706893
ACH-000260,0.11667009617247705
ACH-000261,0.2010309589049817
ACH-000262,0.3673439371009843
ACH-000263,0.1694856138749512
ACH-000264,0.08996193905328395
ACH-000265,0.1599746900804401
ACH-000266,0.0022684311533771825
ACH-000272,0.06969896474586439
ACH-000274,0.03269443735367455
ACH-000277,0.16986704458614274
ACH-000278,0.21421620026960084
ACH-000279,0.08544738396237933
ACH-000280,0.0960123733396475
ACH-000281,0.042772438097491775
ACH-000288,0.14161762842500306
ACH-000291,0.039002193537894345
ACH-000293,0.12666328367646304
ACH-000294,0.058214526591263464
ACH-000295,0.022872709079623348
ACH-000296,0.13007614745442114
ACH-000302,0.09972039925361097
ACH-000304,0.1688839916946354
ACH-000307,0.12638227696611548
ACH-000308,0.13414417315240348
ACH-000310,0.12283042590295015
ACH-000311,0.11972224395098616
ACH-000312,0.037635418764197986
ACH-000315,0.1597322679391434
ACH-000316,0.0912100223424086
ACH-000317,0.1938209220858064
ACH-000318,0.1150574165738396
ACH-000319,0.2343311181081645
ACH-000320,0.04170792196269911
ACH-000322,0.16835629854806758
ACH-000323,0.12466011175029013
ACH-000324,0.1070992760678496
ACH-000329,-0.0062979076887431
ACH-000330,0.16774479740725248
ACH-000331,0.02926291082133228
ACH-000332,0.06636382758697823
ACH-000334,0.1848922556087182
ACH-000335,-0.0531857660328869
ACH-000336,-0.14781369705187358
ACH-000337,0.09900719083810162
ACH-000338,-0.5784959367087474
ACH-000339,0.2410435809483589
ACH-000341,0.14175650466349946
ACH-000348,0.13585318622495954
ACH-000350,0.03183724885265759
ACH-000352,0.2589077381914703
ACH-000356,0.006601686855264268
ACH-000361,0.1670936264861865
ACH-000362,0.17379091341337996
ACH-000363,0.007149067383437874
ACH-000364,0.21057102753386225
ACH-000365,0.10820549236213747
ACH-000366,0.020829386815053155
ACH-000368,0.11730058021386405
ACH-000374,0.2423523502381452
ACH-000375,0.06443948916079216
ACH-000376,0.01796546920277373
ACH-000381,0.11941375874696986
ACH-000383,0.1812283742920673
ACH-000387,0.22893043492174425
ACH-000389,0.23170455053043584
ACH-000390,0.0692680357176211
ACH-000393,0.17524455054012955
ACH-000395,0.22635693174166135
ACH-000396,-0.07271538604146324
ACH-000397,0.17983845821880048
ACH-000401,0.005922017131505522
ACH-000402,-0.22209098649450085
ACH-000403,0.13100185533889716
ACH-000404,-0.04034828798575957
ACH-000406,0.08538436376764508
ACH-000407,0.2297219235236045
ACH-000408,0.11744295548083855
ACH-000410,0.022786583462871667
ACH-000411,0.11858273812198104
ACH-000414,0.08340281037184766
ACH-000415,0.062719250477564
ACH-000416,0.048528752562014735
ACH-000420,0.20280289712970095
ACH-000421,0.13203003220781825
ACH-000424,0.2577228348696167
ACH-000425,0.0797431317452573
ACH-000426,-0.0836317559955909
ACH-000427,0.08079906748123572
ACH-000433,-0.10735033979729078
ACH-000435,0.08799482866984554
ACH-000436,0.10456598124240267
ACH-000444,0.11949808297285815
ACH-000445,0.34919317414872936
ACH-000448,0.12809582940832964
ACH-000450,0.2150073016885632
ACH-000452,0.026444614041229005
ACH-000454,0.1142566509506561
ACH-000458,0.07171727461325615
ACH-000459,0.24179226234484394
ACH-000460,0.12217381949016848
ACH-000461,0.13731118761576652
ACH-000463,0.053069017734046084
ACH-000464,0.1827825174062804
ACH-000466,0.1312390982550567
ACH-000467,0.08470796950757703
ACH-000468,0.19119220048515692
ACH-000469,0.07174066628748181
ACH-000470,0.08840087335308729
ACH-000471,0.06180799866497319
ACH-000472,0.08641300391857977
ACH-000473,-0.08858209754174935
ACH-000475,0.13682059724197482
ACH-000476,0.1262014265782158
ACH-000477,0.2267775279096344
ACH-000479,-0.11247889392575186
ACH-000480,0.06473604725299176
ACH-000481,0.1777763842534808
ACH-000483,0.0874302123462982
