,FTSJ3 (117246)
ACH-000004,-0.6560586393909755
ACH-000005,-0.6924376322878896
ACH-000007,-0.6543594749975665
ACH-000009,-0.6977172966196948
ACH-000011,-0.6634858122441429
ACH-000012,-0.6290568213053619
ACH-000013,-0.3561818251269498
ACH-000014,-0.3089986901351457
ACH-000015,-0.4697144487176728
ACH-000017,-0.4689246282662552
ACH-000018,-0.5923200173109529
ACH-000019,-0.6009453589001155
ACH-000021,-0.385895035297896
ACH-000022,-0.5290069259816568
ACH-000025,-0.8611017967847266
ACH-000028,-0.4014645485096421
ACH-000030,-0.5412096347690153
ACH-000035,-0.5807728286292558
ACH-000036,-0.6939480040163535
ACH-000037,-0.5956697022038557
ACH-000039,-0.416208792568475
ACH-000040,-0.6500093169341278
ACH-000041,-0.6090490108011167
ACH-000042,-0.3574195851156729
ACH-000045,-0.498123940135981
ACH-000047,-0.5570960208083374
ACH-000052,-0.5673165642263103
ACH-000053,-0.4765272712938176
ACH-000054,-0.4802962273350037
ACH-000055,-0.4409174267112129
ACH-000060,-0.5557015773141547
ACH-000067,-0.4295759104587797
ACH-000070,-0.5284812487411573
ACH-000075,-0.5683179259629477
ACH-000078,-0.3047366581598863
ACH-000082,-0.5752469024943074
ACH-000085,-0.6489685961665113
ACH-000086,-0.7029113412529151
ACH-000087,-0.5560902248889471
ACH-000092,-0.5199138827709311
ACH-000095,-0.33354471686385384
ACH-000097,-0.3895501419374804
ACH-000098,-0.4869226441304978
ACH-000099,-0.18854863329772686
ACH-000108,-0.4481711612650592
ACH-000113,-0.6035938276313352
ACH-000116,-0.533325529754624
ACH-000118,-0.456881772784817
ACH-000120,-0.36929566943235703
ACH-000123,-0.51451148731636
ACH-000127,-0.782810028638426
ACH-000128,-0.4410993575901325
ACH-000132,-0.4758810508621881
ACH-000133,-0.4765036678861748
ACH-000137,-0.2890452850336596
ACH-000138,-0.3938458501567629
ACH-000142,-0.5890704038457494
ACH-000143,-0.4394934920639063
ACH-000146,-0.7854219348314929
ACH-000148,-0.4692802067722185
ACH-000150,-0.6129703196044808
ACH-000152,-0.562422909405805
ACH-000153,-0.453587860008113
ACH-000159,-0.36225578729812863
ACH-000160,-0.5848547584363301
ACH-000163,-0.6857673033608778
ACH-000167,-0.7702041972047479
ACH-000168,-0.7415014478824076
ACH-000169,-0.5893882802322441
ACH-000178,-0.6290956720863967
ACH-000183,-0.3303713200838881
ACH-000188,-0.8000332013021084
ACH-000189,-0.4998495818651234
ACH-000190,-0.7869865969847473
ACH-000198,-0.5518106126393315
ACH-000203,-0.5816561564758199
ACH-000204,-0.4288237007557307
ACH-000206,-0.3732652968453624
ACH-000207,-0.40414079516367735
ACH-000208,-0.5731524166999435
ACH-000210,-0.2867492572618776
ACH-000211,-0.35953516957425297
ACH-000215,-0.3708145826626669
ACH-000221,-0.563414238509136
ACH-000222,-0.5978613894353219
ACH-000223,-0.5006948949945441
ACH-000226,-0.6142413353410845
ACH-000227,-0.513143022514065
ACH-000228,-0.5969441729038923
ACH-000231,-0.6816648109768305
ACH-000232,-0.6929662549575522
ACH-000233,-0.4362242688918499
ACH-000234,-0.528900140343562
ACH-000235,-0.4197500422994392
ACH-000237,-0.41425138539684536
ACH-000238,-0.6074748596091647
ACH-000242,-0.3449394779155053
ACH-000243,-0.5520715200518137
ACH-000244,-0.6652985399967375
