,RGMB (285704)
ACH-000004,0.11152310437027052
ACH-000005,0.07971935583074688
ACH-000007,0.3328984837853167
ACH-000009,0.0771593957638489
ACH-000011,0.251221818317662
ACH-000012,0.0864050774888599
ACH-000013,0.2721353100387422
ACH-000014,-0.02917898149138941
ACH-000015,0.08093269012923074
ACH-000017,0.21568112926205715
ACH-000018,0.03853373293491976
ACH-000019,0.2372436644859532
ACH-000021,0.09600375239218097
ACH-000022,0.2147558667042869
ACH-000025,-0.07639172030601471
ACH-000028,0.1808634976348711
ACH-000030,0.052129799079730144
ACH-000035,0.12580961140995686
ACH-000036,0.1965474469976405
ACH-000037,-0.0669724761286565
ACH-000039,0.2713851560766965
ACH-000040,-0.04041658454621471
ACH-000041,0.1916321610920968
ACH-000042,0.1376144716369386
ACH-000045,0.12697810124780975
ACH-000047,0.2594158707753114
ACH-000052,0.09173947417425027
ACH-000053,0.04828312514492483
ACH-000054,0.066753446460983
ACH-000055,0.2071789961822133
ACH-000060,0.03524016536652251
ACH-000067,0.27359203369292795
ACH-000070,0.13997874768640056
ACH-000075,0.3743915025636509
ACH-000078,-0.11707460830853952
ACH-000082,0.03298497926661997
ACH-000085,0.14590893663067886
ACH-000086,-0.15104994779245692
ACH-000087,0.14099217529169655
ACH-000092,-0.039582349564081465
ACH-000095,0.07548222548361877
ACH-000097,0.2203788954905405
ACH-000098,-0.12062916737704225
ACH-000099,0.16259252065458166
ACH-000108,0.13451585590912804
ACH-000113,0.14826774488304142
ACH-000116,0.15223353640425238
ACH-000118,-0.11647554957669601
ACH-000120,0.08829152917894613
ACH-000123,0.06404102777792295
ACH-000127,0.06791278697362964
ACH-000128,0.11419865053073534
ACH-000132,0.05475826010767186
ACH-000133,-0.07513088666396768
ACH-000137,-0.19816895924072075
ACH-000138,0.10492895665446793
ACH-000142,0.35959116971250643
ACH-000143,0.2510349108875136
ACH-000146,0.03544314158181358
ACH-000148,0.2484603068354811
ACH-000150,0.09903984194840043
ACH-000152,0.116008979533084
ACH-000153,-0.051240498715248516
ACH-000159,0.16994136196914875
ACH-000160,0.2057018277549809
ACH-000163,0.13569638364279646
ACH-000167,-0.2376289166250738
ACH-000168,-0.0017352056223207072
ACH-000169,0.0723707194270174
ACH-000178,0.06210786494299868
ACH-000183,0.18564914805340352
ACH-000188,0.13683153678714147
ACH-000189,0.026524663737796283
ACH-000190,-0.17918910172579125
ACH-000198,0.1356000662234501
ACH-000203,0.5708317252537328
ACH-000204,-0.09724187105225256
ACH-000206,0.0852888816209434
ACH-000207,0.23558394105021996
ACH-000208,0.2322442655353211
ACH-000210,0.3675533705365322
ACH-000211,0.2619873917860097
ACH-000215,0.2851157338464703
ACH-000221,0.1247452526319478
ACH-000222,0.112534446610973
ACH-000223,0.18997590143958545
ACH-000226,0.1321484701305601
ACH-000227,0.1246618110567496
ACH-000228,-0.0601904592572438
ACH-000231,0.10140037599701912
ACH-000232,0.06728818612982375
ACH-000233,0.16585190458505314
ACH-000234,0.22760824234023294
ACH-000235,0.16148484378638428
ACH-000237,0.1281718304778976
ACH-000238,-0.004035520391162582
ACH-000242,-0.3205169086184225
ACH-000243,0.14703235254997302
ACH-000244,0.0603523185293365
ACH-000246,0.30903153293373553
ACH-000248,0.264804011403576
ACH-000250,0.1289535046917945
ACH-000251,-0.045681754735719976
ACH-000252,0.02759649019658524
ACH-000253,0.14049517330186193
ACH-000255,0.16539082540261174
ACH-000256,0.12623048791544467
ACH-000257,0.030779295977220757
ACH-000258,0.21842522906056916
ACH-000259,0.1102125754241775
ACH-000260,0.1600972620754932
ACH-000261,0.028597659650962406
ACH-000262,0.43545468529054493
ACH-000263,0.09836422727155326
ACH-000264,0.045905337776532336
ACH-000265,0.13283092726789694
ACH-000266,0.04021422601990871
ACH-000272,0.1677225603664102
ACH-000274,0.0075173814340964845
ACH-000277,0.11806603285312242
ACH-000278,0.12440355755118528
ACH-000279,0.055389436241940634
ACH-000280,0.2126388547271296
ACH-000281,0.1923964391735935
ACH-000288,0.2809143962945527
ACH-000291,0.10480756620821396
ACH-000293,0.2570173628654035
ACH-000294,0.1894736748000686
ACH-000295,0.1336007644835608
ACH-000296,0.07976603862328932
ACH-000302,0.10741179343700173
ACH-000304,0.11247873922934216
ACH-000307,0.1426665271141317
ACH-000308,0.07121316290958066
ACH-000310,-0.14673503892907602
ACH-000311,0.34157987637345955
ACH-000312,-0.023594378598569686
ACH-000315,0.22555706941291
ACH-000316,0.3011980382244473
ACH-000317,0.07455202019471284
ACH-000318,0.12386964353982237
ACH-000319,0.13631451751494178
ACH-000320,0.046897739501957365
ACH-000322,-0.1108360796063656
ACH-000323,0.41022057528941297
ACH-000324,0.2515909476287773
ACH-000329,0.054050601331264825
ACH-000330,0.13151064513522934
ACH-000331,0.03154960598201647
ACH-000332,0.14862981329853048
ACH-000334,0.0372448073774435
ACH-000335,0.07047655685731961
ACH-000336,0.08733756700794883
ACH-000337,0.014065732679461977
ACH-000338,0.1721926081064973
ACH-000339,0.1112011102793074
ACH-000341,-0.1559650904399068
ACH-000348,0.06975973379817436
ACH-000350,0.0988529797044817
ACH-000352,0.10377400433018356
ACH-000356,0.04238806522005314
ACH-000361,-0.07945922565713248
ACH-000362,0.1180194757037166
ACH-000363,0.052680513592859836
ACH-000364,0.16489041729750656
ACH-000365,0.13469731667736276
ACH-000366,0.21484789938103105
ACH-000368,0.13659469718223638
ACH-000374,0.06009139499154545
ACH-000375,0.09400692804919863
ACH-000376,0.11764916604720925
ACH-000381,-0.539639631687843
ACH-000383,0.09197566022638227
ACH-000387,0.18110946740725167
ACH-000389,-0.2535748521003869
ACH-000390,0.17997520885136292
ACH-000393,-0.098120313594469
ACH-000395,0.1048500995662338
ACH-000396,0.10630372986756792
ACH-000397,0.04806967534141054
ACH-000401,0.2851735696536076
ACH-000402,0.11783513999798367
ACH-000403,0.17176203241094504
ACH-000404,0.04952246245775839
ACH-000406,0.147611211493259
ACH-000407,0.23034853033845815
ACH-000408,0.19337208801324693
ACH-000410,0.14398548468467742
ACH-000411,0.1370080574523963
ACH-000414,0.10804683169766746
ACH-000415,0.2852403170822337
ACH-000416,0.15211913497916607
ACH-000420,0.2007419957371224
ACH-000421,0.26667825303806314
ACH-000424,-0.07309443390355919
ACH-000425,0.1873258619035616
ACH-000426,0.30720631566926593
ACH-000427,0.11431393815589032
ACH-000433,0.4471415864749246
ACH-000435,0.2051567538358228
ACH-000436,0.3887296898003851
ACH-000444,0.0615223723482119
ACH-000445,0.10481073945077506
ACH-000448,0.07186386574689127
ACH-000450,-0.14398099264412478
ACH-000452,0.3865255522457981
ACH-000454,0.20006509498728486
ACH-000458,0.14707072649391667
ACH-000459,0.17334655591539844
ACH-000460,0.1577431938257171
ACH-000461,0.0488919891604589
ACH-000463,-0.0025478116620986
ACH-000464,0.2716330600319991
ACH-000466,0.0185449989852781
ACH-000467,0.019416087515283672
ACH-000468,0.09462687994912007
ACH-000469,0.13979028463625345
ACH-000470,0.11970990140111686
ACH-000471,0.11073774388088324
ACH-000472,0.11599074724472007
ACH-000473,0.11691888219857005
ACH-000475,-0.018233434064847044
ACH-000476,0.1348373675540957
ACH-000477,0.24074074404436135
ACH-000479,0.02940572814413165
ACH-000480,0.019143287827555883
ACH-000481,0.02755268315399249
ACH-000483,0.09864247344551272
ACH-000484,-0.019753452490168
ACH-000485,0.10235235642176004
ACH-000486,0.08430639602500918
ACH-000487,-0.021073676128208443
ACH-000488,0.1387544894740906
ACH-000490,0.13567284415377825
ACH-000491,-0.07298250597382007
ACH-000495,0.28849961470599195
ACH-000496,0.19356480100505616
ACH-000499,-0.13346236838343895
ACH-000500,0.08918750035517291
ACH-000502,0.03763778833822202
ACH-000503,0.4289858667287043
ACH-000505,0.0378037928031872
ACH-000507,0.012651910316957869
ACH-000510,0.01159054671254483
ACH-000511,0.021907197335973228
ACH-000512,0.22010179547371272
ACH-000516,0.0882769731527306
ACH-000517,0.11285334774975407
ACH-000518,0.1351456864600094
ACH-000520,-0.010851000804716128
ACH-000521,0.051763410356213235
ACH-000522,0.13847795041798536
