,MARCKS (4082)
ACH-000410,-0.2938678225157698
ACH-000411,-0.3352963077639849
ACH-000414,-0.20976438564186456
ACH-000415,-0.21589823328579608
ACH-000416,-0.09754915055410524
ACH-000420,-0.04052218270893456
ACH-000421,-0.20244661186285506
ACH-000424,-0.2441887868812675
ACH-000425,-0.3017253228727137
ACH-000426,-0.311658311266566
ACH-000427,-0.302119886741524
ACH-000433,-0.09307985043150603
ACH-000435,-0.5309521018731215
ACH-000436,-0.18913830037147644
ACH-000444,-0.3218954844847395
ACH-000445,-0.2357509367953418
ACH-000448,-0.204087529219768
ACH-000450,-0.2629211164818328
ACH-000452,-0.09031116736195444
ACH-000454,-0.29423089774152683
ACH-000458,-0.4198642873000123
ACH-000459,0.0010981023552866574
ACH-000460,-0.0055779735664008715
ACH-000461,-0.18562162917341485
ACH-000463,-0.16209918756841327
ACH-000464,-0.3072733636496603
ACH-000466,0.01994862955516466
ACH-000467,-0.15834932738581242
ACH-000468,-0.3249253132670034
ACH-000469,-0.2919869320951821
ACH-000470,-0.1659221217838795
ACH-000471,-0.2207378872802412
ACH-000472,-0.13556592253281388
ACH-000473,-0.3050022200044034
ACH-000475,-0.20705658712139768
ACH-000476,-0.2361310271446814
ACH-000477,-0.09698297378324452
ACH-000479,-0.1786453714845761
ACH-000480,-0.18215478859350984
ACH-000481,-0.14661987999214615
ACH-000483,-0.1969522997607641
ACH-000484,-0.2120639355997551
ACH-000485,-0.2415940086672349
ACH-000486,-0.09600100132762797
ACH-000487,-0.006937664536688775
ACH-000488,-0.22115486783487348
ACH-000490,-0.2248791660805405
ACH-000491,-0.24761270634666904
ACH-000495,-0.30529979694895176
ACH-000496,-0.1093505628165679
ACH-000499,0.003162398968276859
ACH-000500,0.29412604109038826
ACH-000502,-0.17250282736720532
ACH-000503,0.16547765410925247
ACH-000505,-0.1921815588825488
ACH-000507,-0.17558102243301754
ACH-000510,-0.233959144613034
ACH-000511,-0.3123909965373744
ACH-000512,-0.11454399955890095
ACH-000516,-0.19591506147792814
ACH-000517,-0.23662964612632306
ACH-000518,-0.3730273062571966
ACH-000520,-0.20559257848535564
ACH-000521,0.03866693523786307
ACH-000522,-0.23231495379708705
ACH-000524,0.04238015263284768
ACH-000527,-0.122417065121695
ACH-000528,-0.16781916319792875
ACH-000537,-0.2369215895551544
ACH-000541,-0.5051694546684276
ACH-000542,-0.10931030280798597
ACH-000544,-0.19169910387195133
ACH-000545,-0.15020764610721155
ACH-000547,-0.12427763643918215
ACH-000548,-0.16204606490702755
ACH-000549,-0.1388277827653077
ACH-000550,-0.14671150303238606
ACH-000552,-0.33251926532972986
ACH-000556,-0.2120593722875569
ACH-000557,0.011047398806288031
ACH-000569,-0.537404101719846
ACH-000570,-0.3151823100578276
ACH-000571,-0.261363900644278
ACH-000573,-0.16263749511602993
ACH-000576,0.09347330271778638
ACH-000579,-0.2947525445401577
ACH-000580,-0.07833824461310816
ACH-000584,-0.1258326220702949
ACH-000585,-0.2744388514877109
ACH-000588,0.013594079753678762
ACH-000589,-0.10827283062085467
ACH-000591,-0.1562076112942482
ACH-000593,-0.3248907614662109
ACH-000600,-0.255243515088012
ACH-000601,-0.18534331766601034
ACH-000605,-0.1358017669200825
ACH-000606,-0.059114640428467674
ACH-000608,-0.19550413539476852
ACH-000614,-0.2512777450713701
ACH-000616,-0.17713096165509162
ACH-000618,0.01113728569830364
ACH-000619,-0.19146482732591827
ACH-000620,-0.17094877337411998
ACH-000621,-0.005526224007744558
ACH-000622,-0.4174021123120361
ACH-000623,-0.3028151756938087
ACH-000624,-0.25517163747278304
ACH-000627,-0.2921145044848452
ACH-000630,-0.2560599823828817
ACH-000631,-0.22079698594088035
ACH-000632,-0.04911694049082932
ACH-000633,-0.05440959728903382
ACH-000637,0.047717637897477634
ACH-000638,-0.2705228980623109
ACH-000646,-0.3201979602153983
ACH-000647,-0.11978788291988185
ACH-000648,-0.14513127792018016
ACH-000649,-0.10186882298454217
ACH-000651,-0.15530280692463566
ACH-000652,-0.3753859604969796
ACH-000653,-0.14990246981695568
ACH-000657,-0.12595064171733286
ACH-000658,-0.08897296308392813
ACH-000661,-0.05547222310740423
ACH-000662,-0.3891476358023709
ACH-000663,-0.0936568078909608
ACH-000665,-0.14093452656756136
ACH-000671,-0.14343002885348213
ACH-000672,-0.008240132472110183
ACH-000673,-0.265215400670122
ACH-000676,-0.12295562414146716
ACH-000677,-0.09461486377661624
ACH-000681,-0.09613570541903572
ACH-000683,-0.2323141919106904
ACH-000684,-0.18105941833700645
ACH-000688,-0.4544297285044722
ACH-000693,-0.23452632894641856
ACH-000694,-0.22661201916382626
ACH-000695,-0.19524946550068814
ACH-000696,-0.19017665119334376
ACH-000697,-0.18972267278033075
ACH-000699,-0.2649056950466087
ACH-000701,-0.05379534172601653
ACH-000706,-0.025689123016633345
ACH-000711,-0.13665364051756476
ACH-000713,-0.13387565379746738
ACH-000714,-0.054715055991028584
ACH-000718,-0.2761628717709805
ACH-000720,-0.09797077506598822
ACH-000721,-0.10479625836658683
ACH-000724,-0.4438732349498495
ACH-000725,-0.4227949180797265
ACH-000732,-0.1519265919254651
ACH-000734,-0.2491882102567879
ACH-000735,-0.02078817445476169
ACH-000736,-0.3070071280376336
ACH-000738,-0.14319056824767015
ACH-000746,-0.19806118887744426
ACH-000747,-0.2547192618048836
ACH-000748,-0.18145270497184288
ACH-000753,-0.24530054015195266
ACH-000756,-0.35697131723706865
ACH-000757,-0.09198659092798296
ACH-000758,-0.23544983973803005
ACH-000760,-0.3519481989334217
ACH-000762,-0.16628667123143287
ACH-000763,-0.314643218263926
ACH-000764,-0.455749421697776
ACH-000765,-0.23854397866311194
ACH-000766,-0.14109010942400496
ACH-000767,-0.21262251152843487
ACH-000768,-0.15981619952216794
ACH-000769,-0.2393722582255983
ACH-000770,-0.2576173672764092
ACH-000771,-0.19849127058320007
ACH-000773,-0.1020650339060748
ACH-000776,-0.03564691273832153
ACH-000777,-0.17500603412738072
ACH-000778,-0.15052982908140794
ACH-000781,-0.19200921814521915
ACH-000782,-0.020754567782529838
ACH-000783,-0.1801624236978536
ACH-000784,-0.2103457565099082
ACH-000785,-0.11384044390326704
ACH-000787,-0.1272649174483471
ACH-000788,-0.17549227018414612
ACH-000791,-0.3089931160767027
ACH-000792,-0.2629160659852209
ACH-000794,-0.029357175650830663
ACH-000796,-0.24514650039423425
ACH-000798,-0.20955633451609934
ACH-000799,-0.12412621572245434
ACH-000800,-0.005843690263250946
ACH-000802,-0.21212056078087985
ACH-000804,-0.04789950027072716
ACH-000805,-0.3677167938156029
ACH-000809,-0.2492443229762349
ACH-000810,-0.36059097336223705
ACH-000811,-0.12192053748495996
ACH-000817,-0.05285407031881285
ACH-000819,-0.37355847760005895
ACH-000820,-0.13185001655997405
ACH-000821,-0.08034478994444047
ACH-000822,-0.19512691565248708
ACH-000823,-0.29544461599536914
ACH-000824,-0.21497175503488394
ACH-000827,-0.3047315174032438
ACH-000829,-0.17308522707270496
ACH-000831,-0.21136202124259676
ACH-000832,-0.15027536682531792
ACH-000833,-0.2853552041127038
ACH-000834,-0.12721256893617705
ACH-000835,-0.17449428273393527
ACH-000836,-0.25179922648183084
ACH-000837,-0.19291580006600229
ACH-000838,-0.12843083358310667
ACH-000839,-0.05602178604553616
ACH-000840,-0.19762609212745094
ACH-000841,-0.2254298801623224
ACH-000843,-0.27518134590415705
ACH-000846,-0.19950910243734865
ACH-000847,0.04954880689358375
ACH-000848,-0.11920447938523213
ACH-000849,-0.14704917392288744
ACH-000851,-0.16047559570685435
ACH-000855,-0.030387328200983606
ACH-000856,-0.1221472037393334
ACH-000858,-0.1559206705357422
ACH-000859,-0.4743120379109395
ACH-000861,-0.13536366372402464
ACH-000862,-0.14419817441337135
ACH-000865,-0.18159917013758967
ACH-000866,-0.19842773601039232
ACH-000867,-0.12672251930218342
ACH-000869,-0.10609276317738757
ACH-000872,-0.2911659294175913
ACH-000873,-0.17442489435877231
ACH-000876,-0.08876155003622625
ACH-000878,-0.15926845749453822
ACH-000880,-0.20234419615754606
ACH-000881,-0.19940990581034154
ACH-000882,0.0001204849415993145
ACH-000884,-0.09113260611574274
ACH-000885,-0.1916261561936543
ACH-000887,-0.18249254689273986
ACH-000889,-0.07411786173895163
ACH-000896,-0.15390961760045435
ACH-000898,-0.08066277981189125
ACH-000900,-0.23564209987531626
ACH-000901,-0.13271805585469199
ACH-000905,-0.3206001462597862
ACH-000906,-0.1565381352419696
ACH-000907,-0.30270128675608765
ACH-000910,-0.3166127645285843
ACH-000911,-0.2679121022389596
ACH-000912,-0.14287542488675714
ACH-000913,-0.18676886474364415
ACH-000915,-0.2159076753039692
ACH-000916,-0.04221097653751619
ACH-000917,-0.20207508907918545
ACH-000920,0.10283029228259484
ACH-000921,-0.017412512511342917
ACH-000924,-0.22771520904373155
ACH-000926,-0.2548178942925268
ACH-000928,-0.2500402430798866
ACH-000929,0.07235159710945065
ACH-000932,-0.17818694043373146
ACH-000935,-0.005228118152017768
ACH-000936,-0.22056817771153792
ACH-000937,-0.18930420711296145
ACH-000938,-0.12375354707473038
ACH-000939,-0.19341824179392114
ACH-000941,-0.1899748971952545
ACH-000943,-0.14656849420583384
ACH-000946,-0.2623469764358411
ACH-000947,-0.05482773730630593
ACH-000948,-0.13395119265429647
ACH-000950,-0.09985209877630907
ACH-000953,-0.14357982058066746
ACH-000954,-0.17182649438422315
ACH-000957,0.001895095648968321
ACH-000958,-0.412455411819702
ACH-000960,-0.11557729333647415
ACH-000963,-0.21118917805509332
ACH-000968,-0.4037365218352035
ACH-000969,-0.2554632488278857
ACH-000972,0.023017249576823804
ACH-000973,-0.20417227115763667
ACH-000974,-0.22358545546665468
ACH-000978,-0.44133541015510425
ACH-000984,-0.15671080533839546
ACH-000986,-0.27709223269024424
ACH-000988,-0.2759726784275366
ACH-000993,0.06922373803026619
ACH-000994,-0.2896334476036989
ACH-000996,-0.14598044030187288
ACH-001001,-0.153684515724479
ACH-001020,-0.4487879554952453
ACH-001028,-0.16054525338924985
ACH-001031,-0.0901036314910766
ACH-001038,-0.1817968303504468
ACH-001048,-0.1237228799101552
ACH-001050,-0.05427292481416029
ACH-001053,-0.4153619305848231
ACH-001054,-0.24334901717210505
ACH-001061,-0.19742761490087649
ACH-001067,-0.0619102221486314
ACH-001075,-0.042504692376869886
ACH-001096,-0.3240315412351936
ACH-001111,-0.15830682187461848
ACH-001119,-0.3715441491544125
ACH-001128,-0.06854252253278824
ACH-001134,-0.004644026047249049
ACH-001151,-0.15695610389265205
ACH-001163,-0.1603836683633203
ACH-001164,-0.12489048193528066
ACH-001183,-0.2366942022208127
ACH-001192,-0.11471650872159925
ACH-001193,-0.12016155318202495
ACH-001196,-0.10520110798604124
ACH-001197,-0.23543100196973984
ACH-001205,-0.08913987012071037
ACH-001211,-0.3845253184709053
ACH-001212,-0.00046253832084253377
ACH-001228,-0.1326179307482182
ACH-001232,0.0017005148957711564
ACH-001239,-0.25121701492119675
ACH-001270,-0.4308879123118938
ACH-001274,-0.12791181951801067
ACH-001275,-0.3393554894232084
ACH-001277,-0.291209986088506
ACH-001278,0.011094384618675363
ACH-001280,-0.06275847770361173
ACH-001283,-0.2369706963408141
ACH-001289,-0.11206773291297834
ACH-001300,-0.2242118429962139
ACH-001301,-0.2499929817736605
ACH-001302,-0.03873570531909478
ACH-001306,-0.3046995246159564
ACH-001318,-0.3106837173271536
ACH-001322,-0.194909499678714
ACH-001328,-0.11283551976418042
ACH-001332,0.0448859917306656
ACH-001336,-0.11427200454169205
ACH-001346,-0.21767816176455546
ACH-001353,-0.25281424550029946
ACH-001354,-0.2130596069482426
ACH-001367,-0.16219090414333415
ACH-001368,-0.014462993787691291
ACH-001374,-0.12988125620680313
ACH-001377,-0.1230768065507038
ACH-001380,-0.262323773584417
ACH-001391,-0.4232647962160449
ACH-001408,-0.1579132391742199
ACH-001430,-0.4801055049513253
ACH-001431,-0.3149808071500815
ACH-001450,0.04581954216040336
ACH-001496,-0.2864099749802588
ACH-001500,-0.09957251587763076
ACH-001523,-0.22312070878134166
ACH-001532,-0.12080713583388195
ACH-001550,-0.19550297812264125
ACH-001552,-0.060392491724502284
ACH-001554,-0.2741746509964227
ACH-001654,-0.17572551390445573
ACH-001735,-0.05817197179197961
ACH-001736,-0.08908591118234639
ACH-001737,-0.23033980661493714
ACH-001740,-0.10623398487286502
ACH-001745,-0.22094410613121454
ACH-001765,-0.29274397244760914
