,NCAPG2 (54892)
ACH-000004,-0.8589237009330394
ACH-000005,-0.5874448826849965
ACH-000007,-0.9812347426042536
ACH-000009,-0.23404567244160016
ACH-000011,-0.7872540439794821
ACH-000012,-1.0632723444814145
ACH-000013,-0.6158587500695731
ACH-000014,-1.0486115817006438
ACH-000015,-0.8595392400018241
ACH-000017,-0.9284743989279324
ACH-000018,-1.0232684467968982
ACH-000019,-0.5352346180787975
ACH-000021,-1.065336358201617
ACH-000022,-0.6741733358346189
ACH-000025,-0.9347846315271292
ACH-000028,-0.6978932614884231
ACH-000030,-0.8881886522118619
ACH-000035,-1.060128729223828
ACH-000036,-0.6348153546670162
ACH-000037,-0.9903161415898676
ACH-000039,-0.4397612586173039
ACH-000040,-0.9757375014251122
ACH-000041,-0.7279670750473984
ACH-000042,-0.9482697547776021
ACH-000045,-0.9854651390535476
ACH-000047,-1.0681152405269498
ACH-000052,-0.9447874816774396
ACH-000053,-0.2621097370379499
ACH-000054,-1.0110634695901437
ACH-000055,-0.968478144868304
ACH-000060,-0.9368543271555952
ACH-000067,-1.1232166527202545
ACH-000070,-0.8088719866560954
ACH-000075,-0.9196244257279652
ACH-000078,-0.9285062077536764
ACH-000082,-1.1594830666950418
ACH-000085,-0.8571913700168444
ACH-000086,-0.9872148712186479
ACH-000087,-1.1471750093587332
ACH-000092,-0.9359669509439436
ACH-000095,-0.9484773166359306
ACH-000097,-1.1109531935371202
ACH-000098,-0.9399910418092456
ACH-000099,-0.8408956017972825
ACH-000108,-0.7625677294499297
ACH-000113,-0.878339181576552
ACH-000116,-0.6518492615351698
ACH-000118,-0.6741123243601091
ACH-000120,-0.8754462930164472
ACH-000123,-0.9855229693605818
ACH-000127,-0.7822111521108022
ACH-000128,-1.1172917134276874
ACH-000132,-0.955408920386652
ACH-000133,-0.8927334654873454
ACH-000137,-0.6353286818194667
ACH-000138,-0.5762389045645451
ACH-000142,-0.4469642272017709
ACH-000143,-1.0067029739495517
ACH-000146,-0.7221247132076449
ACH-000148,-1.1548701016494245
ACH-000150,-1.0733079306285642
ACH-000152,-1.116508435810387
ACH-000153,-0.9777396295353872
ACH-000159,-0.861111009818155
ACH-000160,-0.443760657923149
ACH-000163,-0.912171594787857
ACH-000167,-0.02441139124904604
ACH-000168,-1.218386606861489
ACH-000169,-0.7510926988604383
ACH-000178,-0.6842194993445191
ACH-000183,-0.8988354338179999
ACH-000188,-0.930278663370399
ACH-000189,-0.9894508511896632
ACH-000190,-0.4385731009326333
ACH-000198,-0.7355511098879037
ACH-000203,-0.4183548662902522
ACH-000204,-0.7177462360657861
ACH-000206,-0.6292155221484498
ACH-000207,-0.6364986837959343
ACH-000208,-0.9478868152712204
ACH-000210,-0.6926510224882971
ACH-000211,-0.8040588779759857
ACH-000215,-0.5309120261709183
ACH-000221,-1.0703379289173198
ACH-000222,-0.9056730027933579
ACH-000223,-0.5865568963165901
ACH-000226,-0.7656663564442538
ACH-000227,-0.557268390790298
ACH-000228,-1.1060168679503115
ACH-000231,-0.7962810042597581
ACH-000232,-0.9201959010072354
ACH-000233,-0.8534162897911115
ACH-000234,-0.9950856645692048
ACH-000235,-0.8197880437915608
ACH-000237,-0.9004297359130379
ACH-000238,-1.0728316497452894
ACH-000242,-0.7273445277180864
ACH-000243,-0.8716867574992734
ACH-000244,-0.7904611969331312
ACH-000246,-0.9622457271827132
ACH-000248,-0.8126763722206367
ACH-000250,-0.7803789551628867
ACH-000251,-0.8028049377381468
ACH-000252,-1.0396229616903574
ACH-000253,-1.0917576455455276
ACH-000255,-1.0222302229224831
ACH-000256,-0.5874157911853871
ACH-000257,-0.7348257477171432
ACH-000258,-0.9184379751940862
ACH-000259,-0.6599919780719866
ACH-000260,-0.6192132663158394
ACH-000261,-0.918948933832662
ACH-000262,-0.9632368497975806
ACH-000263,-0.9451454332942336
ACH-000264,-0.4606110115480664
ACH-000265,-0.7964900973762905
ACH-000266,-1.0310910329865302
ACH-000272,-0.8577795619304645
ACH-000274,-1.1688832003228609
ACH-000277,-0.8839692772943909
ACH-000278,-0.6385214375185366
ACH-000279,-0.3455272878718419
ACH-000280,-1.1250408326956247
ACH-000281,-0.6627835881167203
ACH-000288,-0.8124387124224323
ACH-000291,-0.9793774268810992
ACH-000293,-0.4913864001417383
ACH-000294,-0.3824554136515835
ACH-000295,-0.653245694228025
ACH-000296,-0.9225262203071716
ACH-000302,-0.5546645421702906
ACH-000304,-1.0839107603275815
ACH-000307,-0.9555062527276424
ACH-000308,-0.6876311723695411
ACH-000310,-0.6536549692497419
ACH-000311,-0.9452184867040152
ACH-000312,-0.6474209891450275
ACH-000315,-1.0056204686828023
ACH-000316,-1.1544454464614742
ACH-000317,-0.9944977966088168
ACH-000318,-0.7946152072457882
ACH-000319,-0.7319241741891598
ACH-000320,-0.7824259794047984
ACH-000322,-0.9674284065837742
ACH-000323,-1.052882165243575
ACH-000324,-1.2138999170871942
ACH-000329,-0.7823270904526293
ACH-000330,-0.9845434626350744
ACH-000331,-0.983597712195466
ACH-000332,-0.8966906506375646
ACH-000334,-0.6653698962984677
ACH-000335,-0.5585599564947333
ACH-000336,-0.8698090504306119
ACH-000337,-1.0006052219911772
ACH-000338,-0.7105304779162335
ACH-000339,-0.8771693252578189
ACH-000341,-0.5763405898456698
ACH-000348,-0.6983830052281758
ACH-000350,-0.8006498350629017
ACH-000352,-0.4588566238212452
ACH-000356,-0.8836118142031358
ACH-000361,-1.3578599214487843
ACH-000362,-0.7830765012636386
ACH-000363,-0.7843792541497304
ACH-000364,-0.870929513177437
ACH-000365,-0.9577556140147714
ACH-000366,-0.6354464016025061
ACH-000368,-1.062679725824645
ACH-000374,-1.0760664415841774
ACH-000375,-0.7151506697542254
ACH-000376,-0.7235464320997156
ACH-000381,-0.4238470176287562
ACH-000383,-0.745247902157677
ACH-000387,-0.8787978249553613
ACH-000389,-0.9957933979986441
ACH-000390,-0.6414670188022491
ACH-000393,-0.4291309024974112
ACH-000395,-1.0444884175991438
ACH-000396,-1.0666879711754251
ACH-000397,-0.7722177986378141
ACH-000401,-1.0376773612799404
ACH-000402,-0.5303061438844863
ACH-000403,-0.8623630802585662
ACH-000404,-1.380348234373771
ACH-000406,-0.8545705265340501
ACH-000407,-0.3338154615646535
ACH-000408,-0.8410237263577032
ACH-000410,-0.8908637278248753
ACH-000411,-0.8041298210210777
ACH-000414,-0.8306432524593994
ACH-000415,-0.8820823492881085
ACH-000416,-1.1131193040589316
ACH-000420,-0.9291774958490576
ACH-000421,-0.8863361249690536
ACH-000424,-0.9852510851505976
ACH-000425,-1.0288409338585456
ACH-000426,-0.5743346976941379
ACH-000427,-0.9153906214908278
ACH-000433,-0.8475241884959632
ACH-000435,-1.2351822845141471
ACH-000436,-0.7578699673592011
ACH-000444,-1.067466644272619
ACH-000445,-1.3243549039312337
ACH-000448,-0.9606845714069526
ACH-000450,-0.7921654793805809
ACH-000452,-0.6729516342646391
ACH-000454,-0.7688469163644106
ACH-000458,-0.9922050291466434
ACH-000459,-0.7116006859294062
ACH-000460,-0.7244525643722758
ACH-000461,-1.0552681901037566
ACH-000463,-1.1313477706910169
ACH-000464,-0.8660051631884707
ACH-000466,-1.1006801819418248
ACH-000467,-0.9817983177504548
ACH-000468,-0.8045113983428588
ACH-000469,-0.7291998300510488
ACH-000470,-0.7057311580837402
ACH-000471,-0.7400499831461493
ACH-000472,-0.3857756385484349
ACH-000473,-0.7474222490531135
ACH-000475,-0.7520056003742334
ACH-000476,-0.6533854156589609
ACH-000477,-1.013510484266385
ACH-000479,-1.1892108013749074
ACH-000480,-1.0677174690332918
ACH-000481,-0.30760510403411256
ACH-000483,-0.5964094329941411
ACH-000484,-0.9308250419885196
ACH-000485,-0.8021047675256276
ACH-000486,-0.8529513463198837
ACH-000487,-0.7691068697630052
ACH-000488,-0.8841183583688507
ACH-000490,-0.7699148119316638
ACH-000491,-0.7149231350105283
ACH-000495,-0.7842261610825872
ACH-000496,-0.7465971806790812
ACH-000499,-0.797587862802425
ACH-000500,-0.7149605580338677
ACH-000502,-0.5532293352425041
ACH-000503,-0.921555738072453
ACH-000505,-0.5762639155933378
ACH-000507,-0.7703658594074165
ACH-000510,-0.7556660407465826
ACH-000511,-0.962934595249843
ACH-000512,-1.0900275690811172
ACH-000516,-1.1601855742437108
ACH-000517,-0.455379804496005
ACH-000518,-0.7522417902067986
ACH-000520,-0.9252226068906592
ACH-000521,-1.3289207504444551
ACH-000522,-0.8587988166876045
ACH-000524,-0.5810658879046872
ACH-000527,-1.0102021785109148
ACH-000528,-0.9721989122066559
ACH-000537,-1.1429445082723535
ACH-000541,-0.8563516502859205
ACH-000542,-1.0423915307989455
ACH-000544,-0.6928346584837668
ACH-000545,-0.9740179426654806
ACH-000547,-0.9203502367925088
ACH-000548,-0.6423633671556581
ACH-000549,-0.9377523248986496
ACH-000550,-0.9145175862104122
ACH-000552,-0.681501742424336
ACH-000556,-0.2700691241905819
ACH-000557,-1.071186107370628
ACH-000569,-0.6896116447187525
ACH-000570,-1.0189032763129915
ACH-000571,-0.4878497233880773
ACH-000573,-0.365327139093095
ACH-000576,-0.8887327449489415
ACH-000579,-0.7620799659248558
ACH-000580,-0.8240974306880079
ACH-000584,-0.4046819120715605
ACH-000585,-0.7561095861929034
ACH-000588,-0.8041328540435885
ACH-000589,-1.1130452642862543
ACH-000591,-0.9097280468162092
ACH-000593,-0.7857938802004427
ACH-000600,-0.7311616670367675
ACH-000601,-0.42294792436386935
ACH-000605,-0.9074405869979736
ACH-000606,-0.8027066099928287
ACH-000608,-0.5305577132349711
ACH-000614,-1.037463658285591
ACH-000616,-0.962106060582722
ACH-000618,-0.7263938301524326
ACH-000619,-0.7697552756637195
ACH-000620,-0.7892007413277863
ACH-000621,-0.7974299503105939
ACH-000622,-0.7501911117514046
ACH-000623,-0.8087686888305459
ACH-000624,-0.8223186127817199
ACH-000627,-0.7253423110218461
ACH-000630,-0.8870280860273285
ACH-000631,-0.8910629400137858
ACH-000632,-1.0648255130396926
ACH-000633,-0.4724971708080578
ACH-000637,-1.247417942483497
ACH-000638,-0.7515159027998111
ACH-000646,-0.8831688986294413
ACH-000647,-0.6049005901233434
ACH-000648,-1.00436721437163
ACH-000649,-0.8372612859846307
ACH-000651,-0.7885546878361334
ACH-000652,-0.5322031442006689
ACH-000653,-0.23435077954215
ACH-000657,-0.8925335004736269
ACH-000658,-0.8204899884321267
ACH-000661,-1.148230366979029
ACH-000662,-1.0873385222390244
ACH-000663,-0.982480122532887
ACH-000665,-0.9087923217076942
ACH-000671,-0.9199561034347191
ACH-000672,-0.7410421150280072
ACH-000673,-1.1041707836996275
ACH-000676,-0.8835623495197443
ACH-000677,-1.1057307988402625
ACH-000681,-0.96691784115401
ACH-000683,-0.4607196354824462
ACH-000684,-1.0996845512346092
ACH-000688,-1.1373747167389308
ACH-000693,-0.4656265435456191
ACH-000694,-1.0774128750028984
ACH-000695,-0.747377382486487
ACH-000696,-0.899692279830984
ACH-000697,-0.7352366384136009
ACH-000699,-0.6291759710449756
ACH-000701,-0.7280355063227283
ACH-000706,-1.044752226160682
ACH-000711,-0.3583016543427288
ACH-000713,-0.7566106418465474
ACH-000714,-0.5299340744510268
ACH-000718,-0.6778468817470811
ACH-000720,-0.8653490539588679
ACH-000721,-1.026404982942673
ACH-000724,-0.5483639409758679
ACH-000725,-0.83366326417035
ACH-000732,-0.8744778940212368
ACH-000734,-0.2948272141671331
ACH-000735,-0.7515154558935719
ACH-000736,-0.7737572052697189
ACH-000738,-0.5872753664206309
ACH-000746,-0.8845886504845375
ACH-000747,-0.8549071228623057
ACH-000748,-0.85417162917485
ACH-000753,-0.9427607404075284
ACH-000756,-0.6801425797172401
ACH-000757,-0.5494841500747802
ACH-000758,-0.6737044193280066
ACH-000760,-0.8837910999203616
ACH-000762,-0.8171659153141444
ACH-000763,-0.8103961626123249
ACH-000764,-0.7894952133164785
ACH-000765,-0.8668502727527199
ACH-000766,-0.9282555034363801
ACH-000767,-0.7413816206180887
ACH-000768,-0.6892001663367034
ACH-000769,-1.0024784144568946
ACH-000770,-0.8387423853081892
ACH-000771,-1.1425605247896409
ACH-000773,-0.6980686732055503
ACH-000776,-0.8909640413828026
ACH-000777,-1.042014396878205
ACH-000778,-0.9372511065207084
ACH-000781,-0.9467433046237692
ACH-000782,-0.6809009964824712
ACH-000783,-0.8935106393907222
ACH-000784,-0.8968029719091262
ACH-000785,-0.8293185979198564
ACH-000787,-1.335206866599588
ACH-000788,-0.853892840158471
ACH-000791,-0.7564964904660171
ACH-000792,-0.596401414456768
ACH-000794,-0.8300779039771007
ACH-000796,-0.8718183169894559
ACH-000798,-1.1905130435011924
ACH-000799,-0.9247472229909208
ACH-000800,-0.9471545818093348
ACH-000802,-1.038418248716874
ACH-000804,-0.8646941714039338
ACH-000805,-0.8481486002156973
ACH-000809,-0.4615787444685452
ACH-000810,-0.726526006734228
ACH-000811,-1.0818434876643306
ACH-000817,-0.8302431324792279
ACH-000819,-0.7054437538381789
ACH-000820,-0.8805983133391925
ACH-000821,-0.29845578398384953
ACH-000822,-0.7495869603505151
ACH-000823,-0.8845683109613242
ACH-000824,-1.060489427622755
ACH-000827,-0.9222671222881376
ACH-000829,-1.0432202016467955
ACH-000831,-0.9619214951728776
ACH-000832,-0.9093152674903632
ACH-000833,-0.5202286992067007
ACH-000834,-0.4675064428517964
ACH-000835,-1.1128484924206357
ACH-000836,-0.26960524242003403
ACH-000837,-1.1603790213969902
ACH-000838,-0.8446401789460598
ACH-000839,-0.8069533509311999
ACH-000840,-1.0540421065825103
ACH-000841,-0.6371650697632375
ACH-000843,-0.8450736080253676
ACH-000846,-0.5795632426948016
ACH-000847,-0.9733313862492812
ACH-000848,-0.5433568614938159
ACH-000849,-1.2450784795680512
ACH-000851,-0.8485927449808746
ACH-000855,-0.8256958275468447
ACH-000856,-0.96312793639744
ACH-000858,-0.5367720327663356
ACH-000859,-0.7167327347233787
ACH-000861,-0.880047030491128
ACH-000862,-0.743577590312237
ACH-000865,-1.0321181169473777
ACH-000866,-0.8172319095170224
ACH-000867,-0.12863114110455326
ACH-000869,-0.7978869716115979
ACH-000872,-1.0425994873596307
ACH-000873,-0.7065653989107094
ACH-000876,-0.9767085391343372
ACH-000878,-1.0098010511109603
ACH-000880,-1.0810833897523289
ACH-000881,-0.9382274293920956
ACH-000882,-0.8097236081144858
ACH-000884,-1.0900129902234437
ACH-000885,-0.8970995249146493
ACH-000887,-0.7919247146030614
ACH-000889,-0.14436117360374245
ACH-000896,-0.3804445748421467
ACH-000898,-0.9971564355726946
ACH-000900,-0.6180643440967714
ACH-000901,-1.226319299854954
ACH-000905,-0.5458034850025093
ACH-000906,-0.9971168257264832
ACH-000907,-1.1384858354813012
ACH-000910,-0.8738060432449694
ACH-000911,-1.0631488847661257
ACH-000912,-1.1118233355634244
ACH-000913,-0.951102546846446
ACH-000915,-0.9076391862998432
ACH-000916,-1.0725026369368091
ACH-000917,-0.9092614054438364
ACH-000920,-0.9603720048506366
ACH-000921,-1.0717639152076792
ACH-000924,-1.176049145362616
ACH-000926,-0.8003018165061492
ACH-000928,-0.7865267945421541
ACH-000929,-1.3944759754298328
ACH-000932,-0.8313138253643498
ACH-000935,-0.7464190524744988
ACH-000936,-0.8686574111664209
ACH-000937,-0.4521675977686329
ACH-000938,-1.0404569421732808
ACH-000939,-0.23342308399078845
ACH-000941,-0.30075260022193273
ACH-000943,-0.8018686063704652
ACH-000946,-0.7736507493265953
ACH-000947,-1.0710498630475864
ACH-000948,-0.7945706314832769
ACH-000950,-0.8353080447857179
ACH-000953,-0.265741076588579
ACH-000954,-0.5588490009959762
ACH-000957,-0.8427131440198755
ACH-000958,-0.7604282415850842
ACH-000960,-1.1773328621889845
ACH-000963,-0.4636675919256364
ACH-000968,-0.890218168320664
ACH-000969,-0.7656670361301572
ACH-000972,-0.6114977356415284
ACH-000973,-0.6203529283716853
ACH-000974,-0.7914572813866171
ACH-000978,-0.6380430273215455
ACH-000984,-0.6129086407721391
ACH-000986,-0.9570147885900382
ACH-000988,-0.5561122341345651
ACH-000993,-0.7739699203599592
ACH-000994,-0.6096045791728638
ACH-000996,-0.8309224094949146
ACH-001001,-0.6504059156485882
ACH-001020,-0.561864984428241
ACH-001028,-0.8370892022534816
ACH-001031,-0.9560070235400066
ACH-001038,-0.4906838437610562
ACH-001048,-0.4611128676999298
ACH-001050,-0.7717198000462675
ACH-001053,-0.6634793976153225
ACH-001054,-0.4480008325524958
ACH-001061,-0.8458888378344115
ACH-001067,-0.936143412569733
ACH-001075,-1.0353619933393383
ACH-001096,-1.1875705807109656
ACH-001111,-0.5883988984864519
ACH-001119,-0.6065902119366513
ACH-001128,0.2929497184260646
ACH-001134,-0.8949060686630175
ACH-001151,-1.0085225719754112
ACH-001163,-0.8005346268463069
ACH-001164,-0.8705834280643833
ACH-001183,-0.9070794284782788
ACH-001192,-0.4888970159912489
ACH-001193,-0.4469549755151316
ACH-001196,-0.594597116363168
ACH-001197,-0.783716379248922
ACH-001205,-0.8961990876832958
ACH-001211,-0.9950925803807424
ACH-001212,-0.9950255269859488
ACH-001228,-0.7638713740460028
ACH-001232,-0.9583332113558964
ACH-001239,-0.7842418459656871
ACH-001270,-0.955731394986046
ACH-001274,-1.187420802372995
ACH-001275,-1.1982684196901698
ACH-001277,-1.1221783434778614
ACH-001278,-1.0620305763281022
ACH-001280,-0.8964788270422568
ACH-001283,-0.7111437216440523
ACH-001289,-1.0250773655111527
ACH-001300,-0.7430306234005515
ACH-001301,-1.0581671960959516
ACH-001302,-0.6825385573394631
ACH-001306,-1.0681253282143623
ACH-001318,-0.7342312047271485
ACH-001322,-0.9174461946376504
ACH-001328,-0.8512393108756436
ACH-001332,-0.6651960073502781
ACH-001336,-0.7854374901992823
ACH-001346,-1.0754878085363473
ACH-001353,-0.7532653665667634
ACH-001354,-1.1229337135846644
ACH-001367,-0.8316753663906192
ACH-001368,-1.1538183870645675
ACH-001374,-1.0622639120927615
ACH-001377,-0.8149476613998485
ACH-001380,-0.7655990212689755
ACH-001391,-0.7566473292540854
ACH-001408,-0.7820754161902782
ACH-001430,-0.8108094127311118
ACH-001431,-0.8639695644463993
ACH-001450,-1.0056624041451498
ACH-001496,-0.5036102215710783
ACH-001500,-0.5987647262276997
ACH-001523,-0.7113927209209931
ACH-001532,-1.0443341633852885
ACH-001550,-0.38657964147258944
ACH-001552,-0.9102341428057744
ACH-001554,-1.0014398389214665
ACH-001654,-1.0347348411697463
ACH-001735,-0.5667398011164689
ACH-001736,-0.6225631394264654
ACH-001737,-1.1609320627231974
ACH-001740,-0.7772857674364009
ACH-001745,-0.7362176150625441
ACH-001765,-0.3817245874286775
