,SOST (50964)
ACH-000004,-0.1538157065968761
ACH-000005,0.060159803996601674
ACH-000007,-0.04283863115403163
ACH-000009,0.09204638754986724
ACH-000011,0.055414958371190086
ACH-000012,-0.09369663341325886
ACH-000013,-0.04655833702949571
ACH-000014,0.07728064097212309
ACH-000015,0.03368592103514577
ACH-000017,-0.036988306011640784
ACH-000018,0.010280290106417341
ACH-000019,0.08504372438722417
ACH-000021,0.06558742953826374
ACH-000022,0.1218710567293796
ACH-000025,-0.01097897902943913
ACH-000028,-0.06200430884902833
ACH-000030,-0.03850808285842404
ACH-000035,-0.2948505751720169
ACH-000036,0.10387345463769157
ACH-000037,0.14024944417893986
ACH-000039,-0.10158685263758063
ACH-000040,-0.01588578994790845
ACH-000041,-0.03969031937076595
ACH-000042,0.018198687439077363
ACH-000045,-0.08216493467417679
ACH-000047,-0.02862315850497629
ACH-000052,0.03987165116244986
ACH-000053,-0.03624007553997292
ACH-000054,0.03918935312411968
ACH-000055,0.11163926140803884
ACH-000060,-0.019356365594911724
ACH-000067,0.05258389707700901
ACH-000070,0.02549876120356236
ACH-000075,0.10293886143477364
ACH-000078,-0.08660217958194864
ACH-000082,-0.08454619713361543
ACH-000085,-0.08969526663965417
ACH-000086,-0.05760508809100182
ACH-000087,0.0964364079796806
ACH-000092,0.040687930305173536
ACH-000095,-0.03504961656245018
ACH-000097,-0.12045450449071372
ACH-000098,0.05473181083611201
ACH-000099,0.07033192710733012
ACH-000108,-0.05574485420584907
ACH-000113,0.1003486282999347
ACH-000116,-0.031078303877277006
ACH-000118,-0.061608012561839474
ACH-000120,-0.10977369976460144
ACH-000123,-0.008242798225999036
ACH-000127,-0.03867223230160121
ACH-000128,-0.06798586717280207
ACH-000132,0.03060952024713523
ACH-000133,0.07992754428786718
ACH-000137,-0.05349147899939562
ACH-000138,-0.04539190667008116
ACH-000142,-0.08915227195310121
ACH-000143,0.112745026639471
ACH-000146,-0.007301646519402162
ACH-000148,-0.025002822377757014
ACH-000150,0.12346354537024665
ACH-000152,0.07274031663619987
ACH-000153,0.28547967517859674
ACH-000159,0.020456145267115467
ACH-000160,-0.04271974637696488
ACH-000163,-0.05789184002936276
ACH-000167,-0.15155423250842093
ACH-000168,-0.023239474405780385
ACH-000169,-0.052147711314548775
ACH-000178,-0.0021029936144745915
ACH-000183,-0.028982306385349092
ACH-000188,-0.01077306102217078
ACH-000189,-0.0232241399389114
ACH-000190,0.07309025146933068
ACH-000198,-0.03401386091576576
ACH-000203,-0.13821571230403285
ACH-000204,-0.04260104866693477
ACH-000206,-0.09925488659023672
ACH-000207,0.009210846666053185
ACH-000208,-0.2052307996885204
ACH-000210,0.2795734601720264
ACH-000211,-0.016868278596894225
ACH-000215,-0.015252955843343245
ACH-000221,-0.05513286077952519
ACH-000222,0.1903599667740157
ACH-000223,0.09592819472190364
ACH-000226,-0.08116633369785314
ACH-000227,-0.027895566287434097
ACH-000228,-0.08692430681757445
ACH-000231,-0.05342188437470168
ACH-000232,0.0486106556369216
ACH-000233,0.08914463739710528
ACH-000234,0.015576954695729959
ACH-000235,-0.09975861697138746
ACH-000237,0.008641278850471864
ACH-000238,-0.1167050996069016
ACH-000242,0.015477973249052894
ACH-000243,-0.05714328686632405
ACH-000244,0.0660120705949237
ACH-000246,0.08986997486223962
ACH-000248,-0.20957128909866207
ACH-000250,-0.08232125853947769
ACH-000251,-0.11227973217987654
ACH-000252,-0.0850888072259735
ACH-000253,0.07196619369195084
ACH-000255,-0.2413261160576716
ACH-000256,0.1797821336426252
ACH-000257,0.01394453521994948
ACH-000258,-0.09566448399117283
ACH-000259,0.009776386579406484
ACH-000260,-0.06317535467935355
ACH-000261,0.02255572591859064
ACH-000262,0.16732215308086593
ACH-000263,-0.16823360100696153
ACH-000264,-0.06555516964785778
ACH-000265,-0.05606212725956943
ACH-000266,0.036792876160656365
ACH-000272,-0.013121391587860562
ACH-000274,-0.14928965072252934
ACH-000277,0.014665287615886174
ACH-000278,-0.03948033888557174
ACH-000279,-0.00992538338673329
ACH-000280,-0.034927755455013136
ACH-000281,-0.013355289052657123
ACH-000288,-0.08151654086769157
ACH-000291,0.06568599212352433
ACH-000293,-0.17326641529503406
ACH-000294,0.0562927287264164
ACH-000295,-0.072583342080082
ACH-000296,-0.10113151516103397
ACH-000302,-0.005349392696093354
ACH-000304,-0.058032511235816965
ACH-000307,-0.04960825282611375
ACH-000308,0.02795588753147902
ACH-000310,-0.0802171940460571
ACH-000311,0.07311344843142838
ACH-000312,-0.037362622395522696
ACH-000315,0.14314844382302527
ACH-000316,-0.018925806166669824
ACH-000317,0.12703707392476488
ACH-000318,0.0281267922272135
ACH-000319,0.044664300538657636
ACH-000320,0.16854144247907524
ACH-000322,-0.1380890186005938
ACH-000323,-0.10599463046568004
ACH-000324,-0.12904893810684398
ACH-000329,-0.04000663917362264
ACH-000330,0.006619197091142256
ACH-000331,0.10540563076348368
ACH-000332,-0.013622063611966507
ACH-000334,0.12254932893417812
ACH-000335,-0.14968159792640634
ACH-000336,-0.012754009176913704
ACH-000337,-0.08167124604015431
ACH-000338,-0.20520515819028595
ACH-000339,-0.008288095499233974
ACH-000341,0.1135763270581854
ACH-000348,-0.03286613262320253
ACH-000350,0.07712192345524778
ACH-000352,-0.04756875126456215
ACH-000356,-0.02307126352270808
ACH-000361,0.08972790663016895
ACH-000362,-0.10178291238573893
ACH-000363,0.03414547371446943
ACH-000364,0.20347720123512575
ACH-000365,0.14560986778238522
ACH-000366,0.09389757005772448
ACH-000368,0.11175386760198974
ACH-000374,0.012976146272353231
ACH-000375,0.01038829037152941
ACH-000376,0.010965052661810894
ACH-000381,-0.19104005760203632
ACH-000383,-0.030087946348208224
ACH-000387,-0.04632383650204094
ACH-000389,0.14990547024517462
ACH-000390,-0.027949536106625917
ACH-000393,-0.0289600557120054
ACH-000395,0.010001068814651771
ACH-000396,0.06429355314198902
ACH-000397,-0.14329676279163658
ACH-000401,-0.1574347285509627
ACH-000402,0.03476717963876586
ACH-000403,0.07521883949321677
ACH-000404,0.08547278116434752
ACH-000406,-0.08973900647707975
ACH-000407,-0.05550228355532713
ACH-000408,0.031426913244061536
ACH-000410,0.07917799553557303
ACH-000411,0.168127089062701
ACH-000414,0.04020944415225743
ACH-000415,-0.2436522412916467
ACH-000416,0.04436372206352452
ACH-000420,0.15397447985743734
ACH-000421,-0.002891769036571777
ACH-000424,0.11913174621666515
ACH-000425,-0.04094779598067433
ACH-000426,0.12851680497901774
ACH-000427,0.1471753351106414
ACH-000433,0.17239568463843916
ACH-000435,-0.3458098550573829
ACH-000436,-0.10720625301982907
ACH-000444,-0.07689071298530091
ACH-000445,0.012793875180875764
ACH-000448,0.022012129845031536
ACH-000450,-0.1457479697720177
ACH-000452,-0.14345916680130094
ACH-000454,0.3028441964458764
ACH-000458,-0.029361491444867827
ACH-000459,0.03822588743642405
ACH-000460,0.002152761344798401
ACH-000461,-0.02843191488678243
ACH-000463,-0.07176883966713453
ACH-000464,-0.0934771386825886
ACH-000466,0.20807803904937588
ACH-000467,0.1092753545760186
ACH-000468,-0.005008999655879056
ACH-000469,0.07188219875565295
ACH-000470,0.003067375004925502
ACH-000471,0.012475432719385974
ACH-000472,0.03073004279674768
ACH-000473,-0.015356472440031703
ACH-000475,0.01382991546554138
ACH-000476,-0.038055374236758865
ACH-000477,-0.09381618125465464
ACH-000479,0.23825639180132965
ACH-000480,-0.3332884085928889
ACH-000481,0.005844297024755283
ACH-000483,-0.0964553918610503
ACH-000484,0.013047368328973364
ACH-000485,-0.02338491142059929
ACH-000486,-0.020180535735900576
ACH-000487,-0.014164765025993472
ACH-000488,0.09372601970633604
ACH-000490,0.00543006958828241
ACH-000491,-0.08550360736108828
ACH-000495,0.1402041354020753
ACH-000496,-0.016578335735880745
ACH-000499,0.07330933651086266
ACH-000500,-0.17273456244159555
ACH-000502,0.05681175271451376
ACH-000503,0.04250395775733635
ACH-000505,-0.01939423797099269
ACH-000507,0.017206870563128036
ACH-000510,0.11214411602445527
ACH-000511,-0.08538148191510707
ACH-000512,0.03281641793763315
ACH-000516,-0.008390681232447423
ACH-000517,-0.0029036586370530825
ACH-000518,0.00636412064843733
ACH-000520,-0.0034158872935125388
ACH-000521,-0.050259252516261975
