,RMI2 (116028)
ACH-000004,-0.26733375048326663
ACH-000005,-0.08255282337682363
ACH-000007,-0.24987281391503735
ACH-000009,-0.03837658185478385
ACH-000011,-0.12574696117425804
ACH-000012,-0.2621329858477335
ACH-000013,-0.2773897956689072
ACH-000014,-0.2785014749392093
ACH-000015,-0.2839354262822585
ACH-000017,-0.18625155932836335
ACH-000018,-0.26193301379096473
ACH-000019,-0.19749662439388646
ACH-000021,-0.1778811240306064
ACH-000022,-0.1952729238110157
ACH-000025,-0.41184186043867854
ACH-000028,-0.3593763073020746
ACH-000030,-0.08034347162115449
ACH-000035,-0.16145234854301924
ACH-000036,-0.2797371225482952
ACH-000037,-0.14680636426273894
ACH-000039,-0.1979626491827824
ACH-000040,-0.28270767948579995
ACH-000041,0.029156873763903763
ACH-000042,-0.06350622534700162
ACH-000045,0.004286889813570623
ACH-000047,-0.2790844397233772
ACH-000052,-0.2918860632038064
ACH-000053,-0.17827782039247145
ACH-000054,-0.10375960334152123
ACH-000055,-0.05311287935740163
ACH-000060,-0.04933982722288787
ACH-000067,-0.18863718836963464
ACH-000070,-0.0009295471061266504
ACH-000075,-0.5870541771849923
ACH-000078,-0.39322431504150746
ACH-000082,0.032305785677295265
ACH-000085,0.012831166590937594
ACH-000086,-0.11783224079618278
ACH-000087,-0.10331919053146893
ACH-000092,-0.2747969488957361
ACH-000095,-0.06272928972932798
ACH-000097,-0.17503803788917113
ACH-000098,-0.11449006855113575
ACH-000099,-0.3498877699653997
ACH-000108,-0.15986843836336226
ACH-000113,-0.08597012075513617
ACH-000116,-0.2260659646515541
ACH-000118,-0.5456546070655498
ACH-000120,-0.0976306302378646
ACH-000123,-0.09378123011012238
ACH-000127,-0.1814996039079165
ACH-000128,-0.1761722437245861
ACH-000132,-0.3538187609952121
ACH-000133,-0.2022135158797028
ACH-000137,-0.3475806965833397
ACH-000138,-0.08142784185270957
ACH-000142,-0.3751579859016795
ACH-000143,-0.032386957535354435
ACH-000146,-0.26386075443521784
ACH-000148,-0.3597678029398184
ACH-000150,0.03160391520491213
ACH-000152,-0.2179555089190777
ACH-000153,-0.2042073558869825
ACH-000159,-0.14956851739919652
ACH-000160,-0.16146087967531902
ACH-000163,-0.21542438947772855
ACH-000167,-0.014033956942819151
ACH-000168,-0.12662852297484886
ACH-000169,-0.25915620957084706
ACH-000178,-0.2816933356164118
ACH-000183,-0.5141212752474738
ACH-000188,-0.26477167053033496
ACH-000189,-0.10582885514158964
ACH-000190,-0.15238403471757345
ACH-000198,-0.4040567517775725
ACH-000203,-0.275419514837741
ACH-000204,-0.18906547088617665
ACH-000206,-0.41062791890516775
ACH-000207,-0.09104403738101877
ACH-000208,-0.3477978917678661
ACH-000210,-0.2860607429621085
ACH-000211,-0.14762351709647376
ACH-000215,-0.22357604576334286
ACH-000221,-0.23563069793132765
ACH-000222,-0.0516257488012452
ACH-000223,-0.15145840899362753
ACH-000226,-0.029604381626450776
ACH-000227,-0.015639431749138212
ACH-000228,-0.2403366546781861
ACH-000231,-0.2619697978043077
ACH-000232,-0.2986878237550751
ACH-000233,-0.2747502825542594
ACH-000234,-0.10737996215483216
ACH-000235,-0.11146352979844036
ACH-000237,-0.2966556556131124
ACH-000238,-0.18416672760510414
ACH-000242,-0.3107040718220178
ACH-000243,-0.4316998199345375
ACH-000244,0.1619685005430221
ACH-000246,-0.3457716743971935
ACH-000248,-0.20434412637885813
ACH-000250,-0.10644509721206777
ACH-000251,-0.32281841395421723
ACH-000252,-0.1313825163690644
ACH-000253,-0.03381173501773658
ACH-000255,-0.32235856654671996
ACH-000256,-0.14718997066499406
ACH-000257,-0.1983379171698179
ACH-000258,0.07657509738122323
ACH-000259,-0.5718916012997941
ACH-000260,-0.23026454872749835
ACH-000261,-0.17785802178803214
ACH-000262,-0.19564244421473573
ACH-000263,-0.20999917301646925
ACH-000264,-0.12959912209390795
ACH-000265,-0.240697410583868
ACH-000266,-0.14769315672306502
ACH-000272,-0.15755832488686813
ACH-000274,-0.11420564517015935
ACH-000277,-0.08165473724599147
ACH-000278,-0.4406335930229136
ACH-000279,-0.0035271158510991906
ACH-000280,-0.1759215461505287
ACH-000281,-0.01923170033589204
ACH-000288,-0.13831715468978634
ACH-000291,-0.37017848160741096
ACH-000293,-0.19428471363301136
ACH-000294,-0.2762255676508949
ACH-000295,-0.17394215311454025
ACH-000296,-0.3388406980575329
ACH-000302,-0.06649215570705483
ACH-000304,-0.17550293516016854
ACH-000307,-0.10145497877827488
ACH-000308,-0.22158748196066405
ACH-000310,-0.2264831460094064
ACH-000311,-0.1414281018377515
ACH-000312,-0.2228432067310486
ACH-000315,-0.10766075967878123
ACH-000316,-0.29911050370617764
ACH-000317,-0.19320604739030867
ACH-000318,-0.1282638645093721
ACH-000319,-0.0833735461983009
ACH-000320,-0.1068200345648744
ACH-000322,-0.21909564615968274
ACH-000323,-0.3849147901116977
ACH-000324,-0.17004485741469624
ACH-000329,-0.11408074900636113
ACH-000330,-0.18157938967591672
ACH-000331,-0.2922591607912276
ACH-000332,-0.2909575710534488
ACH-000334,0.08671785023456925
ACH-000335,-0.4270870297471248
ACH-000336,-0.016523354313187362
ACH-000337,-0.4508149367128645
ACH-000338,-0.8923574046374666
ACH-000339,-0.3127200121917336
ACH-000341,-0.06479163342758394
ACH-000348,-0.3552730735596331
ACH-000350,-0.12726284020845458
ACH-000352,-0.12248848250942547
ACH-000356,-0.4155592669292179
ACH-000361,-0.16071082785770122
ACH-000362,-0.4200191859351831
ACH-000363,-0.1703034350449299
ACH-000364,-0.17201504010847093
ACH-000365,-0.01980379302931499
ACH-000366,-0.3833216034912015
ACH-000368,-0.1441578418007385
ACH-000374,-0.33159454829487983
ACH-000375,-0.5948774650241083
ACH-000376,-0.22347925218620868
ACH-000381,-0.25023665501263315
ACH-000383,-0.1649612549520595
ACH-000387,-0.5166083508414496
ACH-000389,-0.4503926991624022
ACH-000390,-0.0865655057872359
ACH-000393,-0.07036125017813702
ACH-000395,0.1198465347882846
ACH-000396,-0.1544961710187588
ACH-000397,-0.4760878233439179
ACH-000401,-0.3638457514661714
ACH-000402,-0.21861834537948224
ACH-000403,-0.0415026727692992
ACH-000404,-0.23746104813762645
ACH-000406,-0.2052619110043042
ACH-000407,-0.3427429196974496
ACH-000408,-0.28136560893969803
ACH-000410,-0.12783109214035834
ACH-000411,-0.2130504466049404
ACH-000414,0.06646039520715302
ACH-000415,-0.1600065632092203
ACH-000416,-0.15451880298174328
ACH-000420,-0.13516559845894968
ACH-000421,-0.3068490411297001
ACH-000424,-0.3089944871950628
ACH-000425,-0.3045960949594083
ACH-000426,-0.1465801347332716
ACH-000427,-0.10467430664700936
ACH-000433,-0.18744002509524368
ACH-000435,-0.1286967803460204
ACH-000436,-0.26158024722837125
ACH-000444,-0.5660918188141388
ACH-000445,-0.6571582224542023
ACH-000448,-0.15697313903783147
ACH-000450,-0.20516912117248812
ACH-000452,-0.2334515319079344
ACH-000454,-0.2338174526202567
ACH-000458,-0.13469336658216416
ACH-000459,-0.4194487147100847
ACH-000460,-0.3274059142467189
ACH-000461,-0.054845351742807136
ACH-000463,-0.3303578061035517
ACH-000464,0.022767342138857408
ACH-000466,0.11437118545286015
ACH-000467,-0.155495150311487
ACH-000468,-0.1456030427346627
ACH-000469,-0.12203091726787063
ACH-000470,-0.2757499589397268
ACH-000471,-0.2327094066703627
ACH-000472,-0.17217012763436415
ACH-000473,-0.3561700245490008
ACH-000475,-0.2072061064153688
ACH-000476,-0.1254434770619351
ACH-000477,-0.052835494730922285
ACH-000479,0.13518573324962493
ACH-000480,-0.28092600726951594
ACH-000481,-0.09949797976455864
ACH-000483,-0.1742130649928121
ACH-000484,-0.2669934012399183
ACH-000485,-0.0885400971508467
ACH-000486,-0.12074336198965123
ACH-000487,0.044123100097604215
ACH-000488,-0.3751910017319628
ACH-000490,-0.2425344384531009
ACH-000491,-0.00439700118266026
ACH-000495,-0.37674251382814977
ACH-000496,-0.4560452403080059
ACH-000499,-0.2672783412540701
ACH-000500,-0.2037470740526173
ACH-000502,-0.2513670813451298
ACH-000503,-0.33443025600828835
ACH-000505,-0.1968212716406863
ACH-000507,-0.2359376667195047
ACH-000510,-0.0879046203008531
ACH-000511,-0.15843065197171713
ACH-000512,-0.1151354679066831
ACH-000516,-0.015644765496804904
ACH-000517,-0.035737920805347836
ACH-000518,-0.17693682766656516
ACH-000520,-0.2333767175359533
ACH-000521,-0.0854732950558122
ACH-000522,-0.3071534536757611
ACH-000524,-0.2433536664493285
ACH-000527,-0.254443598481886
ACH-000528,-0.22337305456212972
ACH-000537,-0.5179290020330543
ACH-000541,0.07062991844367085
ACH-000542,-0.35370294605026165
ACH-000544,-0.41400782606701775
ACH-000545,-0.2203427828663846
ACH-000547,0.06516601309839062
ACH-000548,-0.3119920308183042
ACH-000549,-0.3103465126733578
ACH-000550,-0.13505423872336014
ACH-000552,-0.12184826226739565
ACH-000556,-0.004453568289288121
ACH-000557,-0.0580177620114519
ACH-000569,-0.1801145773218879
ACH-000570,0.0486341139820607
ACH-000571,-0.11372939779717048
ACH-000573,-0.22087759197933626
ACH-000576,0.020385506402797453
ACH-000579,-0.34648923489321337
ACH-000580,-0.3289976754629691
ACH-000584,-0.4048784701103949
ACH-000585,-0.4432643945245285
ACH-000588,-0.5827989370527293
ACH-000589,-0.059984069371583626
ACH-000591,-0.09225563979554938
ACH-000593,-0.1695296731134446
ACH-000600,-0.25890020346732
ACH-000601,-0.08344523275480058
ACH-000605,-0.2591036101540837
ACH-000606,-0.2293270702648217
ACH-000608,-0.1207411829645784
ACH-000614,-0.21301713673890108
ACH-000616,-0.449583981499243
ACH-000618,-0.1502731646137078
ACH-000619,-0.03955990844192515
ACH-000620,-0.15264963830541836
ACH-000621,-0.3004844831282643
ACH-000622,-0.2639912533063165
ACH-000623,-0.16981008180033336
ACH-000624,-0.4615180503866265
ACH-000627,-0.24107221259870584
ACH-000630,-0.18675896532350086
ACH-000631,-0.6028861158615542
ACH-000632,-0.2287049662842875
ACH-000633,0.004746850473102539
ACH-000637,-0.17501025301386858
ACH-000638,-0.2923286127112885
ACH-000646,-0.3923342260395955
ACH-000647,-0.06711510803004865
ACH-000648,0.024736886933344176
ACH-000649,-0.1877660711788668
ACH-000651,-0.1609784854214923
ACH-000652,-0.1752201366115333
ACH-000653,-0.5275233672462398
ACH-000657,-0.19092824075177064
ACH-000658,-0.1774229676477166
ACH-000661,-0.3621273866400832
ACH-000662,-0.30939395024761884
ACH-000663,-0.3979864782125989
ACH-000665,-0.11336185498309982
ACH-000671,-0.10324605251950617
ACH-000672,-0.5907687082683587
ACH-000673,-0.101404741812842
ACH-000676,-0.2728859824445811
ACH-000677,-0.2171158391053449
ACH-000681,-0.031496102113492734
ACH-000683,-0.24027287810153866
ACH-000684,-0.4624677455454977
ACH-000688,-0.2516403825312314
ACH-000693,-0.23918073782697924
ACH-000694,-0.22619178232572615
ACH-000695,0.04262030576505471
ACH-000696,-0.22116239563984533
ACH-000697,-0.2528167834725706
ACH-000699,-0.4072794095515183
ACH-000701,-0.04292982143625127
ACH-000706,-0.19921206417155649
ACH-000711,-0.14640112940105846
ACH-000713,-0.2387963128038038
ACH-000714,-0.24156835489673034
ACH-000718,-0.13629183007854398
ACH-000720,-0.038651218790560604
ACH-000721,-0.049504195413969936
ACH-000724,-0.4044175727534414
ACH-000725,-0.1612327816933904
ACH-000732,-0.5690357565200982
ACH-000734,0.007019482132006197
ACH-000735,-0.11832808505038934
ACH-000736,-0.15138041814786427
ACH-000738,-0.1796238687747771
ACH-000746,-0.23077143009725415
ACH-000747,-0.13569299270498975
ACH-000748,-0.24678602471468636
ACH-000753,-0.3120160449015179
ACH-000756,-0.21585769698190965
ACH-000757,-0.1835931064345667
ACH-000758,-0.4320088239994532
ACH-000760,-0.19100484879200386
ACH-000762,-0.2402478736867865
ACH-000763,-0.2518007974210731
ACH-000764,-0.21334552629035106
ACH-000765,-0.3835175803338616
ACH-000766,-0.2188255497141055
ACH-000767,-0.31029346469986985
ACH-000768,-0.3990350638096983
ACH-000769,-0.26848788304059296
ACH-000770,-0.19852172009246796
ACH-000771,-0.6381059622747667
ACH-000773,-0.4166544420680685
ACH-000776,-0.1624036455942953
ACH-000777,-0.27221633850568216
ACH-000778,-0.16140306998557513
ACH-000781,-0.04258489412654647
ACH-000782,-0.02953066159876616
ACH-000783,-0.2156089439553398
ACH-000784,-0.21730790256939386
ACH-000785,-0.17286702300433804
ACH-000787,-0.17205150940241154
ACH-000788,-0.2941916546131029
ACH-000791,-0.006486351234911332
ACH-000792,-0.5748299163159366
ACH-000794,-0.3718615329756144
ACH-000796,-0.2706622849306821
ACH-000798,-0.15274725797547742
ACH-000799,-0.07504943705280773
ACH-000800,-0.2898325758414433
ACH-000802,-0.3707529702991404
ACH-000804,-0.0739867920455184
ACH-000805,-0.3423177769077075
ACH-000809,-0.1980332470182705
ACH-000810,-0.4710112284563192
ACH-000811,-0.11530453892793913
ACH-000817,-0.27286921741675824
ACH-000819,-0.3193159167200926
ACH-000820,-0.31183668873090803
ACH-000821,-0.18285380394842105
ACH-000822,-0.09036722223141956
ACH-000823,-0.2341749581290023
ACH-000824,-0.3469024836077229
ACH-000827,-0.1778711253642801
ACH-000829,-0.3152706280363704
ACH-000831,-0.22978020872100194
ACH-000832,-0.3493877641418173
ACH-000833,-0.3016495639734023
ACH-000834,-0.6373242026577379
ACH-000835,-0.23290570336104516
ACH-000836,-0.4875522825959861
ACH-000837,-0.1463859235957674
ACH-000838,-0.1200515818442379
ACH-000839,-0.4787212738780801
ACH-000840,-0.3773280567963151
ACH-000841,-0.3366126574263873
ACH-000843,-0.18283361850645008
ACH-000846,-0.3354275170516737
ACH-000847,0.035652920557736036
ACH-000848,-0.06831890948270836
ACH-000849,-0.7088546285590391
ACH-000851,-0.20977239702575184
ACH-000855,-0.3577591166277006
ACH-000856,-0.19864285779814275
ACH-000858,-0.2452522690516717
ACH-000859,-0.3486497891915879
ACH-000861,-0.1984399666389032
ACH-000862,-0.12099133171292617
ACH-000865,-0.054886158599469714
ACH-000866,-0.09508879392000906
ACH-000867,-0.10856042668868217
ACH-000869,-0.12726096214901256
ACH-000872,-0.3360881694219014
ACH-000873,-0.34432781773700005
ACH-000876,-0.1868896517396594
ACH-000878,0.019644874066424192
ACH-000880,-0.3269804880162334
ACH-000881,-0.02558914362435235
ACH-000882,-0.20987151063793932
ACH-000884,-0.3099218072186292
ACH-000885,-0.26389757788640195
ACH-000887,-0.11686999488622155
ACH-000889,-0.1748016408327363
