,LARS2 (23395)
ACH-000792,-0.27348903420841514
ACH-000794,-0.6082507126424371
ACH-000796,-0.6645410712784657
ACH-000798,-0.4299592134929076
ACH-000799,-0.2799598083756581
ACH-000800,-0.649316998138804
ACH-000802,-0.8613002267401496
ACH-000804,-0.5001025991350385
ACH-000805,-0.7138288923995233
ACH-000809,-0.7326233874098876
ACH-000810,-0.506328538685757
ACH-000811,-0.3724891363697803
ACH-000817,-0.4786494990953711
ACH-000819,-0.6176434413037851
ACH-000820,-0.7824680802890926
ACH-000821,-0.44555159281003415
ACH-000822,-0.5372500919493794
ACH-000823,-0.6750217990947375
ACH-000824,-0.13202493903885554
ACH-000827,-0.18943004780420464
ACH-000829,-0.24992384239139184
ACH-000831,-0.7812474155943958
ACH-000832,-0.902930161180008
ACH-000833,-0.7150237529796071
ACH-000834,-0.7624944900482488
ACH-000835,-0.7747657262274187
ACH-000836,-0.9315048953498828
ACH-000837,-0.7333967948162018
ACH-000838,-0.19127804459602304
ACH-000839,-0.4823932834308478
ACH-000840,-0.26008350204936753
ACH-000841,-0.5465107860378852
ACH-000843,-0.8290285973469108
ACH-000846,-0.3575870371697193
ACH-000847,-0.7706897560928281
ACH-000848,-0.6183844625137905
ACH-000849,-0.9638551180514868
ACH-000851,-0.7450042037104722
ACH-000855,-0.7119408074229626
ACH-000856,-0.575397474197583
ACH-000858,-1.06904843495262
ACH-000859,-0.6410675620887614
ACH-000861,-0.5440555885052464
ACH-000862,-0.6699060006966456
ACH-000865,-0.9073572302538772
ACH-000866,-0.6505110437737119
ACH-000867,-0.2796854977957964
ACH-000869,-0.4192173118327965
ACH-000872,-0.4892124308335525
ACH-000873,-0.9030262966990557
ACH-000876,-1.0487740068428042
ACH-000878,-0.8338249521455571
ACH-000880,-0.3677340808914593
ACH-000881,-0.3754735663445851
ACH-000882,-0.6072179968959375
ACH-000884,-0.7337048725776742
ACH-000885,-0.6340141267171991
ACH-000887,-0.5458063938137653
ACH-000889,-0.8563976174452508
ACH-000896,-0.7035191237381244
ACH-000898,-0.5861636392029642
ACH-000900,-0.5609444921514255
ACH-000901,-0.3806287057597218
ACH-000905,-0.5530378364492692
ACH-000906,-0.6242756018415937
ACH-000907,-0.5288380051531901
ACH-000910,-1.0761633404125854
ACH-000911,-0.702292153236308
ACH-000912,-0.4936631225122809
ACH-000913,-0.8263465925926777
ACH-000915,-1.0598275321331323
ACH-000916,-0.4385688791458772
ACH-000917,-0.7139718292067299
ACH-000920,-0.5045189148940393
ACH-000921,-0.7016870038104475
ACH-000924,-0.8943934628893995
ACH-000926,-0.36289452526094107
ACH-000928,-0.42601255472226396
ACH-000929,-0.4304735586853777
ACH-000932,-0.7482010425049174
ACH-000935,-0.6848019682594332
ACH-000936,-0.8848143876670094
ACH-000937,-0.9690777271616356
ACH-000938,-0.610586518288479
ACH-000939,-0.6923766686392194
ACH-000941,-0.5291705720239956
ACH-000943,-0.5689557523997142
ACH-000946,-0.5082189840176988
ACH-000947,-0.8623091604903155
ACH-000948,-0.5540447234660651
ACH-000950,-0.47365654873070595
ACH-000953,-0.1520559918024912
ACH-000954,-0.5483427087875571
ACH-000957,-0.5882313270418474
ACH-000958,-0.308678958293664
ACH-000960,-0.53588886030911
ACH-000963,-0.5393194522456382
ACH-000968,-0.8731112717145538
ACH-000969,-0.7269196135965003
ACH-000972,-0.7310015760829526
ACH-000973,-1.0886944932964109
ACH-000974,-0.38799222084413976
ACH-000978,-0.37496749862371903
ACH-000984,-0.3977394196620817
ACH-000986,-0.5779947544790142
ACH-000988,-0.24985649611642505
ACH-000993,-0.16541927322245978
ACH-000994,-0.985658082686576
ACH-000996,-0.15510784735094998
ACH-001001,-0.8906183210547076
ACH-001020,-0.5254634771545833
ACH-001028,-0.7220099056922928
ACH-001031,-0.4740298896958136
ACH-001038,-0.5801131458696162
ACH-001048,-0.5295881162778585
ACH-001050,-0.10702138406426732
ACH-001053,-0.6037663531253178
ACH-001054,-0.7614481438951004
ACH-001061,-0.7656632396678815
ACH-001067,-0.3834139584655339
ACH-001075,-0.5686586613184164
ACH-001096,-0.5585723436241985
ACH-001111,-0.6074679443042684
ACH-001119,-0.4969148928978884
ACH-001128,-0.5753414380372276
ACH-001134,-0.19901426859680899
ACH-001151,-0.34771538641190536
ACH-001163,-0.8163660918541791
ACH-001164,-0.7944182497096051
ACH-001183,-0.6689899816736398
ACH-001192,-0.4418218602649217
ACH-001193,-0.4938787709544019
ACH-001196,-0.3731875056893996
ACH-001197,-0.18926694996270496
ACH-001205,-0.3931080467670812
ACH-001211,-0.23874889325320536
ACH-001212,-0.4390872075685967
ACH-001228,-0.568379951553358
ACH-001232,-0.4770086194580248
ACH-001239,-0.6176958866318192
ACH-001270,-0.7669024940026442
ACH-001274,-0.4463292895965235
ACH-001275,-0.7785168049966857
ACH-001277,-0.4323982701892905
ACH-001278,-0.6607245243772746
ACH-001280,-0.4899961778749102
ACH-001283,-0.5271003681810741
ACH-001289,-0.3717361522592318
ACH-001300,-0.3851269801820499
ACH-001301,-0.31207731811266604
ACH-001302,-0.3393367343700003
ACH-001306,-0.3527678913184777
ACH-001318,-0.7741761997768495
ACH-001322,-0.5108182096550634
ACH-001328,-0.7133241013918031
ACH-001332,-0.9208754583158564
ACH-001336,-0.7982774866904591
ACH-001346,-0.8939368819612276
ACH-001353,-0.14934329900958662
ACH-001354,-0.5856404507297126
ACH-001367,-0.8047156891443578
ACH-001368,-0.6043889290720365
ACH-001374,-0.3113790019706659
ACH-001377,-0.4772124191521508
ACH-001380,-0.7375706322312455
ACH-001391,-0.19248592214819055
ACH-001408,-0.5416873680269966
ACH-001430,-0.3911401593355593
ACH-001431,-0.3274502393108997
ACH-001450,-0.6533697295595406
ACH-001496,-0.8481357277314275
ACH-001500,-0.9071967686656583
ACH-001523,-1.0542189134333304
ACH-001532,-0.5205678839790744
ACH-001550,-0.7080853094726289
ACH-001552,-0.21863683540570744
ACH-001554,-0.5638247735700556
ACH-001654,-0.3760042916866865
ACH-001735,-0.29694999588422355
ACH-001736,-0.7420994074980729
ACH-001737,-0.15118937756308118
ACH-001740,-0.5440071185282318
ACH-001745,-0.3951223285180671
ACH-001765,-0.571675796178779
