,IGIP (492311)
ACH-000004,0.1208175024899227
ACH-000005,0.3643016383305048
ACH-000007,0.22737586643862304
ACH-000009,0.17443698285003506
ACH-000011,0.0925630055545117
ACH-000012,0.07950233346981207
ACH-000013,0.1710528864370893
ACH-000014,0.17912501340991893
ACH-000015,0.04882636058665663
ACH-000017,0.19790670622348816
ACH-000018,0.1491466604379315
ACH-000019,0.2161445615946936
ACH-000021,0.16562436936949587
ACH-000022,0.21129399968381976
ACH-000025,0.28729488664195885
ACH-000028,0.1447775098863832
ACH-000030,0.1815940544835564
ACH-000035,0.1198551829444234
ACH-000036,0.21474472575336204
ACH-000037,0.13872127728192396
ACH-000039,0.15287673449619035
ACH-000040,0.13408751365596974
ACH-000041,0.14182412581332832
ACH-000042,0.18543265572491532
ACH-000045,0.25033800565897474
ACH-000047,0.1789606481115114
ACH-000052,0.14946116543966606
ACH-000053,0.11530726550997154
ACH-000054,0.1083324305138268
ACH-000055,0.13399016408691453
ACH-000060,0.18304291183103136
ACH-000067,0.12108448491230027
ACH-000070,0.1809055600403052
ACH-000075,0.15460766027437808
ACH-000078,0.09855243554475268
ACH-000082,0.1543067891818829
ACH-000085,-0.06792420931442886
ACH-000086,0.2381887110544057
ACH-000087,0.14033745356562485
ACH-000092,0.1715773593837013
ACH-000095,0.10094296280844356
ACH-000097,0.13958445499542665
ACH-000098,0.20000495484594036
ACH-000099,0.1181834800008712
ACH-000108,0.24573232200162934
ACH-000113,0.2451422942842724
ACH-000116,0.14976366169065589
ACH-000118,0.2095045064837911
ACH-000120,0.10689748939128073
ACH-000123,0.14542022839733726
ACH-000127,0.0954768000288282
ACH-000128,0.262144187829704
ACH-000132,0.11951554627004556
ACH-000133,0.25189184908723217
ACH-000137,0.1500233789138954
ACH-000138,0.1719308130499849
ACH-000142,0.1318719052475104
ACH-000143,0.2069989605368543
ACH-000146,0.0633318092413127
ACH-000148,0.28769975753998595
ACH-000150,0.09480370547015132
ACH-000152,0.11665696815403692
ACH-000153,0.05993855490345039
ACH-000159,0.21942867654086648
ACH-000160,0.17304488739023546
ACH-000163,0.25325515281311234
ACH-000167,0.03322184862645424
ACH-000168,-0.05909090358955853
ACH-000169,0.19564828264604486
ACH-000178,0.16733475465185033
ACH-000183,0.15713302835337614
ACH-000188,0.13475269710316648
ACH-000189,0.2673166704202017
ACH-000190,0.16318516576441466
ACH-000198,0.17073328731057316
ACH-000203,0.4866253629940149
ACH-000204,0.5334299377877256
ACH-000206,0.16520251609484154
ACH-000207,0.17675403503715395
ACH-000208,-0.031180117076675413
ACH-000210,0.285099988096104
ACH-000211,0.2054837645893804
ACH-000215,0.2295236560534531
ACH-000221,0.2410625265861727
ACH-000222,0.05060267662533832
ACH-000223,0.3076390108406762
ACH-000226,0.1920210297859121
ACH-000227,0.17223318300774604
ACH-000228,0.12674611218102685
ACH-000231,0.14391976266303252
ACH-000232,0.19744214384835945
ACH-000233,0.14126851355810632
ACH-000234,0.1559181900068947
ACH-000235,0.19897521177173694
ACH-000237,0.14870411865327005
ACH-000238,0.010202175566992098
ACH-000242,0.27411207823582506
ACH-000243,0.1901712747886079
ACH-000244,0.15810483485438526
ACH-000246,0.21486844307630834
ACH-000248,0.13407456463306988
ACH-000250,0.14277525123693466
ACH-000251,0.1067107929044182
ACH-000252,0.07297864136972547
ACH-000253,0.17648436456542768
ACH-000255,0.05077450045789255
ACH-000256,0.08255367145884837
ACH-000257,0.24391433281539165
ACH-000258,0.18324265483215135
ACH-000259,0.20814334898575887
ACH-000260,0.2258779006598587
ACH-000261,0.11802433652665005
ACH-000262,0.2682990112987773
ACH-000263,0.20876468622617567
ACH-000264,0.15527688053956432
ACH-000265,0.1683909939766659
ACH-000266,0.19586382959504708
ACH-000272,0.18763668967709324
ACH-000274,0.11347081305050905
ACH-000277,0.23434669850159745
ACH-000278,0.18932971710961236
ACH-000279,0.16837262786113422
ACH-000280,0.1632008117558804
ACH-000281,0.2121584675348204
ACH-000288,0.14713367299790878
ACH-000291,0.17508413076075888
ACH-000293,0.1764498764766751
ACH-000294,0.08496453527901061
ACH-000295,0.2659283664792401
ACH-000296,0.1069098300870298
ACH-000302,0.07888275899100898
ACH-000304,0.0849548478898862
ACH-000307,0.13199302116424
ACH-000308,0.19818431408099552
ACH-000310,0.10978205510212398
ACH-000311,0.31867098171317404
ACH-000312,0.1681940027633265
ACH-000315,0.23984293261913345
ACH-000316,0.13222705247717034
ACH-000317,0.2922834881947246
ACH-000318,0.1151657354762396
ACH-000319,0.2453128111698917
ACH-000320,0.3229708393711032
ACH-000322,0.15554498267372338
ACH-000323,0.15276422094485104
ACH-000324,0.1136474477353623
ACH-000329,0.21071381685410187
ACH-000330,0.2531105904192687
ACH-000331,0.12325406910703328
ACH-000332,0.2274661519013823
ACH-000334,0.3040887226230293
ACH-000335,0.17198338235259525
ACH-000336,0.07250074406538726
ACH-000337,0.24050596192312984
ACH-000338,0.4105905346181997
ACH-000339,0.16818057050917748
ACH-000341,0.22203292430138968
ACH-000348,0.1969839532197281
ACH-000350,0.08650901829364174
ACH-000352,0.1140820905156298
ACH-000356,-0.056323534593593974
ACH-000361,0.1234447420877929
ACH-000362,0.1656619276977914
ACH-000363,0.12084313357939895
ACH-000364,0.11639980767888446
ACH-000365,0.16593488122984493
ACH-000366,0.15061950531790594
ACH-000368,0.13473706496821086
ACH-000374,0.09279184902790742
ACH-000375,0.0805007746635783
ACH-000376,0.19268928001361135
ACH-000381,0.17352962209373152
ACH-000383,0.2047064485609469
ACH-000387,0.19655210025463735
ACH-000389,0.20267809921121255
ACH-000390,0.2143913578178457
ACH-000393,0.019188249930576058
ACH-000395,0.13411678689452305
ACH-000396,0.2657248067892417
ACH-000397,0.21730993837768656
ACH-000401,0.16169633256072405
ACH-000402,0.14249632646646526
ACH-000403,0.13381223723734784
ACH-000404,0.11292507486140645
ACH-000406,0.1264392236384605
ACH-000407,0.15142832718579402
ACH-000408,0.0975634373029964
ACH-000410,0.15377673483131096
ACH-000411,0.1673579070316252
ACH-000414,0.18471986138874827
ACH-000415,0.21347847238236567
ACH-000416,0.1796297027873952
ACH-000420,0.12739610887237154
ACH-000421,0.16645726331601154
ACH-000424,0.2653227890479196
ACH-000425,0.12331148462194512
ACH-000426,0.1341029669204169
ACH-000427,0.026596701694573833
ACH-000433,0.2703710051176777
ACH-000435,0.15410687753750682
ACH-000436,0.1402697174705133
ACH-000444,0.23655933756133185
ACH-000445,0.11912404750851988
ACH-000448,0.17166533891423685
ACH-000450,0.2879527138815183
ACH-000452,0.11948905940471888
ACH-000454,0.12182033412466953
ACH-000458,0.2034204099269344
ACH-000459,0.31843746947705004
ACH-000460,0.07985319773961629
ACH-000461,0.057279123080838434
ACH-000463,0.12176037029616706
ACH-000464,0.19712215596998786
ACH-000466,0.10507105224421524
ACH-000467,0.13210877688148154
ACH-000468,0.16397443342655202
ACH-000469,0.2280851304150564
ACH-000470,0.10738902463658906
ACH-000471,0.17613870416445554
ACH-000472,0.21390886048248625
ACH-000473,0.16139073449871094
ACH-000475,0.1905607688548182
ACH-000476,0.03892514921993944
ACH-000477,0.07996150897466235
ACH-000479,0.08522175627670031
ACH-000480,0.09660897060141273
ACH-000481,0.04170522694320348
ACH-000483,0.06084283809056955
ACH-000484,0.30966472999729955
ACH-000485,0.2266639572219323
ACH-000486,0.2342864498869385
ACH-000487,0.22839255080751356
ACH-000488,0.14010806803858514
