,PTF1A (256297)
ACH-000004,-0.014204591479768129
ACH-000005,0.19004034231990924
ACH-000007,-0.05665830001217746
ACH-000009,0.006683053353283493
ACH-000011,-0.11702115480647696
ACH-000012,-0.1125218823280723
ACH-000013,-0.08135028096214189
ACH-000014,0.04194456835184649
ACH-000015,0.02791412042278536
ACH-000017,-0.037727188054837386
ACH-000018,0.0019868623211147947
ACH-000019,0.033946968165802775
ACH-000021,-0.09322233963571784
ACH-000022,-0.0740322310455454
ACH-000025,-0.016810653697762818
ACH-000028,-0.12417257042486354
ACH-000030,-0.1136961459901113
ACH-000035,-0.08370112241044064
ACH-000036,-0.07688748791548347
ACH-000037,0.0031023856715563483
ACH-000039,-0.1626873759708521
ACH-000040,-0.03421873996678655
ACH-000041,0.03026408801387628
ACH-000042,-0.016201339371391284
ACH-000045,-0.0033260098516970137
ACH-000047,-0.05380237641914373
ACH-000052,0.1251238999829997
ACH-000053,-0.3374365051618827
ACH-000054,0.05018601069039416
ACH-000055,0.06454433363291164
ACH-000060,-0.2683114659738536
ACH-000067,-0.13935745577552822
ACH-000070,-0.17941123607888046
ACH-000075,-0.19330973385891634
ACH-000078,-0.01569320598973024
ACH-000082,-0.06921619303729508
ACH-000085,0.16916532915795074
ACH-000086,-0.11828927918702968
ACH-000087,-0.16109026058493114
ACH-000092,-0.12266456868725654
ACH-000095,-0.1134316500941632
ACH-000097,-0.055251530673559056
ACH-000098,-0.07754102886441082
ACH-000099,-0.16963818766163766
ACH-000108,-0.029715596905314095
ACH-000113,-0.028288730723955737
ACH-000116,-0.03430978988403522
ACH-000118,-0.1132399417174824
ACH-000120,-0.20128752969754093
ACH-000123,0.04876894097267375
ACH-000127,-0.06650771404095106
ACH-000128,-0.1485381129838489
ACH-000132,-0.003915162597697868
ACH-000133,0.08912776249122427
ACH-000137,0.2403854583505309
ACH-000138,0.04644498931239142
ACH-000142,0.04631975372940759
ACH-000143,0.06528575288016501
ACH-000146,-0.1269147877507592
ACH-000148,-0.12530928911539926
ACH-000150,-0.024869878106858437
ACH-000152,-0.1362871959343066
ACH-000153,0.006466177774193125
ACH-000159,-0.04680336314863147
ACH-000160,-0.2215522518525624
ACH-000163,-0.04214033924032619
ACH-000167,0.16539649570602272
ACH-000168,-0.2428857797729777
ACH-000169,0.08708082000390774
ACH-000178,-0.17281633438873953
ACH-000183,0.11667376428912975
ACH-000188,-0.2308132686276047
ACH-000189,0.2234571674692102
ACH-000190,0.103126008215876
ACH-000198,-0.02359709712947149
ACH-000203,-0.5416226900751847
ACH-000204,0.01814279039096027
ACH-000206,0.0379911691480995
ACH-000207,0.15862983062631034
ACH-000208,-0.19082601252476292
ACH-000210,0.07235930484555819
ACH-000211,0.06419554088361545
ACH-000215,-0.18773445712096695
ACH-000221,-0.012558166395866644
ACH-000222,0.004920561721777536
ACH-000223,-0.027869641969328944
ACH-000226,-0.1857040036116512
ACH-000227,0.20733474667365528
ACH-000228,-0.12924758295261826
ACH-000231,-0.14137775029566818
ACH-000232,0.04511926423016247
ACH-000233,-0.1330518465844814
ACH-000234,0.044204797699972084
ACH-000235,-0.033495586305709334
ACH-000237,-0.08499543193058064
ACH-000238,-0.035340839948323294
ACH-000242,-0.1087911752301556
ACH-000243,0.07128775333155668
ACH-000244,0.08040438731085649
ACH-000246,-0.046803062547821836
ACH-000248,0.07639331517339074
ACH-000250,0.0002862433005855098
ACH-000251,-0.004875752660881603
ACH-000252,-0.17660570872444714
ACH-000253,0.05888707650300335
ACH-000255,-0.08557610388321757
ACH-000256,0.04731355695785033
ACH-000257,-0.16929495124124586
ACH-000258,0.17449694545610364
ACH-000259,-0.1141328979382884
ACH-000260,-0.08866372810361102
ACH-000261,-0.0022721537115563102
ACH-000262,-0.12285812232657865
ACH-000263,-0.07850994774521311
ACH-000264,-0.047389913782924925
ACH-000265,0.028126398315093715
ACH-000266,-0.04370282831241076
ACH-000272,-0.04305477907384523
ACH-000274,-0.08331514612405994
ACH-000277,-0.03493125886664896
ACH-000278,-0.10282891744686358
ACH-000279,-0.07906998911337344
ACH-000280,-0.1146384665733315
ACH-000281,-0.14396160809285793
ACH-000288,-0.07787931608796611
ACH-000291,-0.08478248038216951
ACH-000293,-0.18929437626191656
ACH-000294,-0.06281200923778793
ACH-000295,0.06239833596020807
ACH-000296,-0.28545200716623714
ACH-000302,-0.13514878594649454
ACH-000304,-0.10227614287058943
ACH-000307,-0.0265835337368348
ACH-000308,-0.07308581414607124
ACH-000310,-0.16790062561696226
ACH-000311,-0.16008204494506986
ACH-000312,-0.09722681144033683
ACH-000315,-0.1226508951669158
ACH-000316,0.0014468087120545338
ACH-000317,-0.030767297669612982
ACH-000318,-0.3073964721300423
ACH-000319,-0.1835509644487028
ACH-000320,-0.02981287029222521
ACH-000322,-0.10197211619299973
ACH-000323,0.03884678449888169
ACH-000324,-0.1666995918665845
ACH-000329,0.0928839638482413
ACH-000330,0.05899035439602551
ACH-000331,-0.16478861796653022
ACH-000332,-0.0786232788761611
ACH-000334,-0.09967752835415243
ACH-000335,-0.09006724493323279
ACH-000336,0.2375701591457151
ACH-000337,-0.04655847447268974
ACH-000338,-0.1754122058601677
ACH-000339,-0.02392435659390965
ACH-000341,-0.1852344093995188
ACH-000348,0.08304855988967398
ACH-000350,-0.15154958080720993
ACH-000352,0.06968539515242865
ACH-000356,-0.3099000113449631
ACH-000361,-0.006268774732070774
ACH-000362,-0.06487106312853322
ACH-000363,-0.10885336578052987
ACH-000364,0.05189493424016352
ACH-000365,-0.09385415876666192
ACH-000366,0.0722775320272268
ACH-000368,0.009085724310557724
ACH-000374,0.0862450999327403
ACH-000375,0.030641180700650486
ACH-000376,-0.09595396367271086
ACH-000381,-0.008989374470372435
ACH-000383,0.0016342789856021087
ACH-000387,-0.0335030691487672
ACH-000389,-0.04162438064463706
ACH-000390,-0.1744564145500746
ACH-000393,0.06277116935401736
ACH-000395,0.026451281190601438
ACH-000396,0.05105075848164354
ACH-000397,-0.008303843127531798
ACH-000401,0.0553940111015904
ACH-000402,-0.09511906845214088
ACH-000403,0.015577083862221125
ACH-000404,0.01940874710536836
ACH-000406,-0.07506285677389668
ACH-000407,-0.018878695795705117
ACH-000408,-0.14631487854700634
ACH-000410,0.0564008650484807
ACH-000411,-0.034613662945046114
ACH-000414,-0.06671026426056646
ACH-000415,-0.10085138846271058
ACH-000416,-0.11199023395689547
ACH-000420,0.04548872589819363
ACH-000421,-0.03625902351151799
ACH-000424,-0.10585742742371518
ACH-000425,-0.10128388154372164
ACH-000426,-0.13695485816154032
ACH-000427,-0.0895745131294606
ACH-000433,-0.02463294000865213
ACH-000435,-0.2388306495116733
ACH-000436,-0.03440230797519957
ACH-000444,-0.1735269210001507
ACH-000445,-0.08689724934802234
ACH-000448,-0.03308659248820742
ACH-000450,-0.17666200840042626
ACH-000452,-0.10030950178025536
ACH-000454,-0.08534775777278172
ACH-000458,-0.0425853127787516
ACH-000459,0.0011347106180425695
ACH-000460,-0.031237380477789532
ACH-000461,0.028132425922538014
ACH-000463,-0.09667254702758743
ACH-000464,-0.24108607452379424
ACH-000466,0.10501266209527994
ACH-000467,0.024829626331568502
ACH-000468,0.027885422197087544
ACH-000469,-0.03743914631454517
ACH-000470,-0.16654213170725876
ACH-000471,-0.02495010156618994
ACH-000472,-0.06549589918331791
ACH-000473,-0.1596997546557358
ACH-000475,0.0029003140114260326
ACH-000476,-0.06693834415983788
ACH-000477,-0.07942955553896099
ACH-000479,-0.1775921547798862
ACH-000480,-0.1613496952329312
ACH-000481,0.022090636992957373
ACH-000483,-0.041549927107703735
ACH-000484,-0.09646933247928588
ACH-000485,0.029003104963921493
ACH-000486,-0.01773905578344008
ACH-000487,0.023747034768209826
ACH-000488,-0.13038988073294452
ACH-000490,-0.12547014045537094
ACH-000491,0.13039324714231554
ACH-000495,-0.003634408847782511
ACH-000496,0.1350357078992887
ACH-000499,0.05685539942185205
ACH-000500,0.3645737283476671
ACH-000502,-0.029619190100919842
ACH-000503,-0.1343305398725529
ACH-000505,-0.06800096449858728
ACH-000507,0.008792102939839584
ACH-000510,-0.0796613817075376
ACH-000511,-0.05960677184007542
ACH-000512,0.029982265646549808
ACH-000516,-0.034985324457641964
ACH-000517,-0.1180512815907998
ACH-000518,-0.07680536190915506
ACH-000520,0.06734182679522885
ACH-000521,0.142854236727232
ACH-000522,-0.08690075669907978
ACH-000524,-0.16187957257238111
ACH-000527,-0.05342701641390719
ACH-000528,-0.08558170898365419
ACH-000537,0.021076854536150283
ACH-000541,-0.11592835894621667
ACH-000542,0.09017288886506386
ACH-000544,-0.03231439399993289
ACH-000545,-0.06266327747275871
ACH-000547,0.019943575644583884
ACH-000548,-0.09809744867160528
ACH-000549,0.08961389744703815
ACH-000550,-0.06921745454229003
ACH-000552,-0.07219736093286143
ACH-000556,-0.10475366345079254
ACH-000557,-0.1216801238346804
ACH-000569,-0.30259954349153595
ACH-000570,-0.08748130821348545
ACH-000571,-0.03771812329996915
ACH-000573,-0.1431683764299884
ACH-000576,-0.031315908808860184
ACH-000579,0.009354440615143136
ACH-000580,-0.0001166038134050636
ACH-000584,-0.06486168655227828
ACH-000585,-0.008826113656446059
ACH-000588,0.1021311318284301
ACH-000589,0.01884617088396755
ACH-000591,-0.1103320267072077
ACH-000593,-0.04228662005751016
ACH-000600,-0.1453312137875476
ACH-000601,0.060410992018532166
ACH-000605,-0.11721897570458402
ACH-000606,-0.10443818440444304
ACH-000608,-0.10344805552636292
