,GTSE1 (51512)
ACH-000004,-0.5588589765372839
ACH-000005,-0.5762459741897259
ACH-000007,-0.2644223382111788
ACH-000009,-0.3626223222071447
ACH-000011,-0.2419084122756665
ACH-000012,-0.5037611222352528
ACH-000013,-0.3586948132378055
ACH-000014,-0.15186618987579042
ACH-000015,-0.366411451884875
ACH-000017,-0.2126992016153092
ACH-000018,-0.07374746213726549
ACH-000019,-0.06792117938150634
ACH-000021,-0.09329836861217199
ACH-000022,-0.1546275146369544
ACH-000025,-0.3977511492369121
ACH-000028,-0.11780448019732175
ACH-000030,-0.4835833596494161
ACH-000035,-0.20098381213299127
ACH-000036,-0.12229653079960455
ACH-000037,-0.057180205120006676
ACH-000039,-0.11242521892121712
ACH-000040,-0.4648752883444104
ACH-000041,-0.2260684897228197
ACH-000042,-0.2666405229965966
ACH-000045,-0.17587099255948924
ACH-000047,-0.4944619075269867
ACH-000052,-0.2622348895942834
ACH-000053,-0.3266066533448387
ACH-000054,-0.17680108852805115
ACH-000055,-0.3692148640408629
ACH-000060,-0.3644818560784801
ACH-000067,0.01355420112169088
ACH-000070,-0.2608541786681736
ACH-000075,-0.3421934471256189
ACH-000078,-0.5017420465360183
ACH-000082,-0.14945317899970564
ACH-000085,-0.3067983939628085
ACH-000086,-0.0841470432872429
ACH-000087,-0.3615538348300148
ACH-000092,-0.12365778918214736
ACH-000095,-0.18392965820927706
ACH-000097,-0.34322231753667953
ACH-000098,-0.051282375996003576
ACH-000099,-0.7688120682529718
ACH-000108,-0.2772783372023717
ACH-000113,-0.20040489310766965
ACH-000116,-0.18761122880532968
ACH-000118,-0.18337993109227316
ACH-000120,-0.5371197164935564
ACH-000123,-0.5911104126941112
ACH-000127,-0.14583335124878102
ACH-000128,-0.3378818138975335
ACH-000132,-0.2591518328910834
ACH-000133,-0.17254861707784974
ACH-000137,-0.5184808061878116
ACH-000138,-0.16525483465687812
ACH-000142,-0.2616390491044686
ACH-000143,-0.34658453497891023
ACH-000146,-0.30173536622673386
ACH-000148,-0.1929956176479564
ACH-000150,-0.17495609234031567
ACH-000152,-0.17856397616744404
ACH-000153,-0.04919075822070502
ACH-000159,-0.22485326058609895
ACH-000160,-0.26147907076763416
ACH-000163,-0.20925628862666434
ACH-000167,-0.622627043887902
ACH-000168,-0.2905388571255822
ACH-000169,-0.4230611438331334
ACH-000178,-0.14867411054958066
ACH-000183,-0.1258003800031848
ACH-000188,-0.2533741449090062
ACH-000189,-0.14087528585663925
ACH-000190,-0.27753169619962625
ACH-000198,-0.15967530063878832
ACH-000203,-0.6845872759653283
ACH-000204,0.07418639712715831
ACH-000206,-0.3959573663030204
ACH-000207,-0.25422956834489346
ACH-000208,-0.3100674317675823
ACH-000210,-0.29847312707222595
ACH-000211,-0.4102754782696959
ACH-000215,-0.1919168182894529
ACH-000221,-0.19382178504875772
ACH-000222,-0.30567138760586804
ACH-000223,-0.18902908941457813
ACH-000226,-0.4197444847826667
ACH-000227,-0.4594918473420926
ACH-000228,-0.4098563905517441
ACH-000231,-0.2848928058575726
ACH-000232,-0.3489066436590842
ACH-000233,-0.575971595329067
ACH-000234,-0.4475067172249885
ACH-000235,-0.1062591034337776
ACH-000237,-0.5856971044270242
ACH-000238,-0.4789331840802696
ACH-000242,-0.11103741247977504
ACH-000243,-0.16443545566809736
ACH-000244,-0.3853194455912283
ACH-000246,-0.30255877762119343
ACH-000248,-0.13458404927074566
ACH-000250,-0.38339004925313536
ACH-000251,-0.20624511595395356
ACH-000252,-0.005912233302522351
ACH-000253,-0.12791416211899548
ACH-000255,-0.32194516002780504
ACH-000256,-0.4070200991628753
ACH-000257,-0.263222230847436
ACH-000258,-0.014118984594976226
ACH-000259,-0.25102852427378064
ACH-000260,-0.8247240828805595
ACH-000261,-0.3372453447338703
ACH-000262,-0.2298287384762246
ACH-000263,0.03556161492378647
ACH-000264,-0.2671325227386364
ACH-000265,-0.3220159138949431
ACH-000266,-0.18742635383445536
ACH-000272,-0.20097206923001587
ACH-000274,-0.09872327408911054
ACH-000277,-0.06712920522279435
ACH-000278,-0.29699030088890394
ACH-000279,-0.14001676241795422
ACH-000280,-0.1503974978429273
ACH-000281,-0.4487958556184648
ACH-000288,-0.17566588325067395
ACH-000291,-0.4102103995501365
ACH-000293,-0.4304833463448419
ACH-000294,-0.4179623456454882
ACH-000295,-0.19939711530625914
ACH-000296,-0.16438160427905915
ACH-000302,-0.2310026476313677
ACH-000304,-0.21089828881503386
ACH-000307,-0.20913011762299652
ACH-000308,-0.3711327685527817
ACH-000310,-0.31118201998499995
ACH-000311,-0.19607216476105305
ACH-000312,-0.3716713295690275
ACH-000315,-0.835192280759235
ACH-000316,-0.1477769197642823
ACH-000317,-0.12990750886059454
ACH-000318,-0.5924706908544732
ACH-000319,-0.4146128895054071
ACH-000320,-0.17125829073360824
ACH-000322,-0.5063600645181514
ACH-000323,-0.14017130590832186
ACH-000324,-0.7404291601277591
ACH-000329,-0.2794640126231159
ACH-000330,-0.6160385286892731
ACH-000331,-0.19349135632255354
ACH-000332,-0.2508816510816128
ACH-000334,-0.5483386176834061
ACH-000335,-0.19189906745197732
ACH-000336,-0.1058782550907023
ACH-000337,-0.17748791483174675
ACH-000338,-0.2614730069427113
ACH-000339,-0.1532327776672152
ACH-000341,-0.4400893174245459
ACH-000348,-0.17959771423173934
ACH-000350,-0.208702745019282
ACH-000352,-0.17554000756764826
ACH-000356,-0.5125065653063615
ACH-000361,-0.19474759937776775
ACH-000362,-0.24178170098557394
ACH-000363,-0.32513937464407155
ACH-000364,-0.5043121969468183
ACH-000365,-0.2774669820630221
ACH-000366,-0.3912344663872806
ACH-000368,-0.4050540374671352
ACH-000374,-0.24656946452963904
ACH-000375,-0.3327029268744742
ACH-000376,-0.32977234017865176
ACH-000381,-0.043270623283139534
ACH-000383,-0.1932664370041332
ACH-000387,-0.16081205993327588
ACH-000389,-0.3272503726776955
ACH-000390,-0.22222815151104933
ACH-000393,-0.3145466452227506
ACH-000395,-0.2829478476812172
ACH-000396,-0.7439814075222027
ACH-000397,-0.8119902088690408
ACH-000401,-0.14093790446528245
ACH-000402,-0.4181097844808656
ACH-000403,-0.3457165600380821
ACH-000404,-0.24775606969798575
ACH-000406,-0.6397733186917473
ACH-000407,-0.14093250811278746
ACH-000408,-0.4539489287123164
ACH-000410,-0.1138039117337276
ACH-000411,-0.09190423498442074
ACH-000414,0.06378812061636414
ACH-000415,-0.22113943660200214
ACH-000416,-0.1288865190096549
ACH-000420,-0.2751409137499632
ACH-000421,-0.16297125779435007
ACH-000424,-0.027304967809826858
ACH-000425,-0.1948560466057368
ACH-000426,0.07010945757549711
ACH-000427,-0.1963723296644187
ACH-000433,-0.23018988719199746
ACH-000435,-0.4733383810514616
ACH-000436,-0.4757860298219359
ACH-000444,-0.4548453514431855
ACH-000445,-0.3930577854981882
ACH-000448,-0.1957519894250161
ACH-000450,-0.001295480190196334
ACH-000452,-0.4184988528995738
ACH-000454,-0.20271896342204676
ACH-000458,-0.2794003872227959
ACH-000459,-0.2238785841395143
ACH-000460,-0.5312011164586193
ACH-000461,-0.2964955131747721
ACH-000463,-0.11259727698307648
ACH-000464,-0.39383169494824094
ACH-000466,-0.0028881376796338824
ACH-000467,-0.1674356169943075
ACH-000468,-0.513588154283206
ACH-000469,-0.5977168708700329
ACH-000470,-0.16308962439545696
ACH-000471,-0.3482862777065895
ACH-000472,-0.35276844578235145
ACH-000473,-0.2635075173318852
ACH-000475,-0.1431268394662455
ACH-000476,-0.3160210424929772
ACH-000477,-0.09868089248696488
ACH-000479,-0.3533019067394909
ACH-000480,-0.28695372199378244
ACH-000481,-0.3381079189991832
ACH-000483,-0.14497563624000032
ACH-000484,-0.1327679248982593
