,CDRT15 (146822)
ACH-000004,-0.2219885565185075
ACH-000005,0.27879192252554075
ACH-000007,0.062306635098305335
ACH-000009,-0.13836489378484826
ACH-000011,-0.12854163667789334
ACH-000012,0.17912505448327098
ACH-000013,-0.0735446201510735
ACH-000014,-0.0924569652785742
ACH-000015,-0.10761612255850933
ACH-000017,-0.0070621223774478955
ACH-000018,0.09553297381854242
ACH-000019,0.0551118272146084
ACH-000021,0.10492316457204907
ACH-000022,-0.369313950442183
ACH-000025,-0.0070661837555316236
ACH-000028,0.034837592107062804
ACH-000030,-0.017561882474182732
ACH-000035,-0.05054078604085641
ACH-000036,-0.0864216744298852
ACH-000037,0.067046154537185
ACH-000039,-0.00019586035834950964
ACH-000040,-0.010279788386986378
ACH-000041,0.00014461471828598703
ACH-000042,0.032134843310089686
ACH-000045,0.11836161126793245
ACH-000047,-0.13686691977501456
ACH-000052,0.1779792551174815
ACH-000053,-0.12436566229509068
ACH-000054,0.10221324509649407
ACH-000055,0.12927265421260278
ACH-000060,-0.027878489818511036
ACH-000067,-0.059144335608921274
ACH-000070,0.09436905500191037
ACH-000075,0.06607775031177515
ACH-000078,-0.039521746719945065
ACH-000082,-0.2334877644665895
ACH-000085,-0.22676329163019454
ACH-000086,0.098597416053544
ACH-000087,0.10359205887035854
ACH-000092,0.003471943484692832
ACH-000095,-0.08405050492112902
ACH-000097,-0.05561019887439237
ACH-000098,-0.12248686043546178
ACH-000099,-0.07974179349484559
ACH-000108,0.09644415886900176
ACH-000113,0.05555217293711645
ACH-000116,0.034326297180310765
ACH-000118,0.07005733964033567
ACH-000120,0.013129786925748515
ACH-000123,-0.1016013070636458
ACH-000127,0.011732632832606666
ACH-000128,-0.14791144712287052
ACH-000132,-0.07439642813296825
ACH-000133,-0.0012730357001804035
ACH-000137,0.06956007910256885
ACH-000138,-0.019604827631450317
ACH-000142,-0.02152067787903495
ACH-000143,0.0671069011360462
ACH-000146,-0.021226043878566258
ACH-000148,-0.012293973438292274
ACH-000150,-0.02035345503690528
ACH-000152,-0.14211871367621892
ACH-000153,0.009872587214773205
ACH-000159,0.048984749883488964
ACH-000160,-0.010688812659605609
ACH-000163,-0.11123735353091296
ACH-000167,-0.11067889033755178
ACH-000168,0.016244441652513684
ACH-000169,-0.008773904096956955
ACH-000178,-0.08254081521547972
ACH-000183,0.03864160835502487
ACH-000188,-0.057690677065310475
ACH-000189,0.06879163299137199
ACH-000190,-0.19936412767048312
ACH-000198,-0.08503590484729025
ACH-000203,-0.12498104952352973
ACH-000204,-0.04831150979053498
ACH-000206,-0.003427943720537861
ACH-000207,0.009523349205143495
ACH-000208,-0.15414185025035618
ACH-000210,0.006017915082440112
ACH-000211,0.014960764108537594
ACH-000215,1.6571094800342345e-05
ACH-000221,0.10761358873807614
ACH-000222,0.03084039086596352
ACH-000223,0.012718809818210473
ACH-000226,-0.04202717601701217
ACH-000227,0.010576037665878413
ACH-000228,-0.044383127978483115
ACH-000231,-0.12861196480951562
ACH-000232,0.026185951625991216
ACH-000233,-0.00021034115666861047
ACH-000234,-0.06990879990495079
ACH-000235,0.038055324744337114
ACH-000237,-0.03106722976429923
