,NHP2L1 (4809)
ACH-000235,-1.052255966379428
ACH-000237,-1.0354405410032614
ACH-000238,-1.0832253402781613
ACH-000242,-0.8915766619103714
ACH-000243,-1.1553174126990111
ACH-000244,-1.158188999909603
ACH-000246,-0.8962004257999217
ACH-000248,-1.128552509124099
ACH-000250,-1.226277025302487
ACH-000251,-0.9946935727481464
ACH-000252,-1.0764700768953968
ACH-000253,-0.93395151720924
ACH-000255,-0.8469841500456382
ACH-000256,-1.122500820442911
ACH-000257,-1.1492712023020455
ACH-000258,-1.2875267860854316
ACH-000259,-1.1638778072939358
ACH-000260,-1.2032697725931538
ACH-000261,-1.1258571617041546
ACH-000262,-1.007185505657993
ACH-000263,-1.1513692027492894
ACH-000264,-1.3486628431593708
ACH-000265,-1.0430035052234616
ACH-000266,-1.0924321061396405
ACH-000272,-1.1373749326745939
ACH-000274,-1.231851342531254
ACH-000277,-1.028612879251575
ACH-000278,-1.1266861486353394
ACH-000279,-1.3121382065461338
ACH-000280,-1.0633511884895657
ACH-000281,-0.7916202480552506
ACH-000288,-1.1751544873629287
ACH-000291,-0.9311293224504018
ACH-000293,-1.150097288879626
ACH-000294,-0.9795635933774972
ACH-000295,-1.4899661635074992
ACH-000296,-1.0592398800664675
ACH-000302,-1.481161409718492
ACH-000304,-1.2589791245628106
ACH-000307,-1.1332133172585843
ACH-000308,-1.347308762383064
ACH-000310,-1.104939616752168
ACH-000311,-1.1510786145168246
ACH-000312,-1.0505239892162277
ACH-000315,-0.9628009635180681
ACH-000316,-1.0749359788070476
ACH-000317,-0.9700311401842824
ACH-000318,-1.0526330041562246
ACH-000319,-0.9993800548017824
ACH-000320,-1.200419237690572
ACH-000322,-1.0049694345829736
ACH-000323,-1.1318018260634133
ACH-000324,-0.9928196409118216
ACH-000329,-0.9953602488059914
ACH-000330,-1.163003928533447
ACH-000331,-1.0582058890924353
ACH-000332,-1.0093196978267485
ACH-000334,-1.3818899394178368
ACH-000335,-0.8711829211707197
ACH-000336,-1.107614662584367
ACH-000337,-1.0793230272119219
ACH-000338,-0.7872644130368389
ACH-000339,-1.0620018298016385
ACH-000341,-1.0992968847951632
ACH-000348,-1.137779762660186
ACH-000350,-1.3444847355155711
ACH-000352,-1.1253953095384142
ACH-000356,-1.0689452248032891
ACH-000361,-0.8471434177323943
ACH-000362,-1.199964770999493
ACH-000363,-1.0830651238599067
ACH-000364,-1.0593913691560617
ACH-000365,-1.1488806259982471
ACH-000366,-1.0975938376046137
ACH-000368,-0.8111294297599458
ACH-000374,-1.115230905468275
ACH-000375,-0.9094610674339462
ACH-000376,-1.040711424760184
ACH-000381,-0.9336165375468972
ACH-000383,-1.1696948092123731
ACH-000387,-1.3219857445210688
ACH-000389,-0.9953202689728896
ACH-000390,-1.3149175700624505
ACH-000393,-0.9840585481874108
ACH-000395,-1.0392905024089485
ACH-000396,-1.13495783585561
ACH-000397,-1.1816060681757805
ACH-000401,-0.8975922999827181
ACH-000402,-0.9786231436966031
ACH-000403,-1.1899968822466138
ACH-000404,-1.0044117291732553
ACH-000406,-1.4064343803003108
ACH-000407,-1.0418411802611272
ACH-000408,-1.0190145825113341
ACH-000410,-1.0310806404569988
ACH-000411,-0.9960827265617198
ACH-000414,-1.0917691655596915
ACH-000415,-1.1690984034928422
ACH-000416,-1.1623735302071532
ACH-000420,-0.6261406157141087
ACH-000421,-1.0927966385349075
ACH-000424,-1.1704386519731766
ACH-000425,-1.176655086396123
ACH-000426,-1.4114283469611155
ACH-000427,-1.0252120173607533
ACH-000433,-0.9832545654445428
ACH-000435,-0.9577033561119328
ACH-000436,-1.2373304389878164
ACH-000444,-1.011467088802212
ACH-000445,-0.8860948688110619
ACH-000448,-1.2128042307564353
ACH-000450,-1.037676954102227
ACH-000452,-1.278362806846754
ACH-000454,-0.9800183643005504
ACH-000458,-0.8661988459777825
ACH-000459,-1.6980209992554276
ACH-000460,-0.9411690308771229
ACH-000461,-1.0071582091767928
ACH-000463,-0.9059496230033416
ACH-000464,-0.8974509003933391
ACH-000466,-1.1874392325167515
ACH-000467,-1.0354566807255634
ACH-000468,-1.141072007610451
ACH-000469,-0.8940383509412632
ACH-000470,-1.4725875428490132
ACH-000471,-1.267696007212128
ACH-000472,-1.24779803754524
ACH-000473,-0.8986086376330621
ACH-000475,-1.1717154062652342
ACH-000476,-1.069803477551755
ACH-000477,-1.1041082905113049
ACH-000479,-1.19274862382656
ACH-000480,-0.9810865446703672
ACH-000481,-1.2052174994479208
ACH-000483,-1.2257257924564129
ACH-000484,-1.1436920226142842
ACH-000485,-1.0027041689119651
ACH-000486,-1.014539874905119
ACH-000487,-1.1729473712171712
ACH-000488,-1.0353439401314044
ACH-000490,-1.0813732828585003
ACH-000491,-1.0685656050446335
ACH-000495,-1.0001412056939014
ACH-000496,-1.0597985131434335
ACH-000499,-1.1809043966132204
ACH-000500,-1.0489628919971203
ACH-000502,-0.994102122281648
ACH-000503,-1.0077590345590208
ACH-000505,-0.8404344256390999
ACH-000507,-1.0766867545900116
ACH-000510,-1.2018238633022549
ACH-000511,-0.9862402927818792
ACH-000512,-1.1240075068672424
ACH-000516,-1.1703047204329284
ACH-000517,-1.1594342200120835
ACH-000518,-1.0667012659389496
ACH-000520,-0.9989113779625888
ACH-000521,-1.0981268492947531
ACH-000522,-1.2496889220061744
ACH-000524,-1.3820098698490235
ACH-000527,-1.1970934379974505
ACH-000528,-0.997317295655895
ACH-000537,-0.8617455129195563
ACH-000541,-0.9144946655063092
ACH-000542,-1.0788489422487728
ACH-000544,-1.1393085836834906
ACH-000545,-0.977353460785078
ACH-000547,-0.8631468452920786
ACH-000548,-0.9809847232487642
ACH-000549,-0.8824845398221857
ACH-000550,-1.0046766010422559
ACH-000552,-0.9202547394319832
ACH-000556,-0.8662526263819219
ACH-000557,-1.222676475321688
ACH-000569,-1.0348745457469004
ACH-000570,-1.2530871903925669
ACH-000571,-1.1138177897018893
ACH-000573,-1.3121974028269778
ACH-000576,-1.020407846964594
ACH-000579,-1.025400414132384
ACH-000580,-1.002722557521715
ACH-000584,-1.3596652380426273
ACH-000585,-1.057643224104052
ACH-000588,-1.1523309636353805
ACH-000589,-1.085540240199043
ACH-000591,-0.8684903515147743
ACH-000593,-0.9696725381440252
ACH-000600,-0.9975727890963396
ACH-000601,-1.1920471169495321
ACH-000605,-1.0821451107073377
ACH-000606,-1.0611166171805644
ACH-000608,-1.2759312964519618
ACH-000614,-0.9204979493013123
ACH-000616,-0.9931666340043006
ACH-000618,-1.0138377632780662
ACH-000619,-0.8379689475112629
ACH-000620,-1.0806934584615746
ACH-000621,-1.3128423686304085
ACH-000622,-0.939977310488886
ACH-000623,-1.13314121835105
ACH-000624,-1.064241641364236
ACH-000627,-0.8657896252138073
ACH-000630,-0.904807904242928
ACH-000631,-1.2374353775378648
ACH-000632,-1.2032945547061455
ACH-000633,-1.0653679962390927
ACH-000637,-1.1495516488931228
ACH-000638,-1.1749960768288044
ACH-000646,-0.9608592164645098
ACH-000647,-1.0162958568151883
ACH-000648,-1.0579979904841357
ACH-000649,-1.0692847588182677
ACH-000651,-1.2302570934170016
ACH-000652,-1.046411672715493
ACH-000653,-1.120539642714408
ACH-000657,-1.1084989916641752
ACH-000658,-1.4244943902575902
ACH-000661,-0.936899408497194
ACH-000662,-1.0247309060806602
ACH-000663,-1.039189038550974
ACH-000665,-1.1312116849394374
ACH-000671,-1.0915085805370797
ACH-000672,-1.1119258970059944
ACH-000673,-1.0504259729417904
ACH-000676,-1.1448952239718304
ACH-000677,-1.2245130338410382
ACH-000681,-1.063761998697491
ACH-000683,-1.1974322813550655
ACH-000684,-0.9233619691613488
ACH-000688,-1.2765339618328488
ACH-000693,-1.2598017612571455
ACH-000694,-1.1613999518158225
ACH-000695,-0.955832507430026
ACH-000696,-1.1634005078651766
ACH-000697,-0.9553155133362082
ACH-000699,-1.2809582937538606
ACH-000701,-0.9903479860343156
ACH-000706,-1.0460071071205483
ACH-000711,-1.1792456923184496
ACH-000713,-1.075642882511128
ACH-000714,-1.2665862165290291
ACH-000718,-1.0070168740478669
ACH-000720,-1.0739419268866444
ACH-000721,-1.2949170869667352
ACH-000724,-0.9481754277247448
ACH-000725,-1.219322850467434
ACH-000732,-1.0733715260955412
ACH-000734,-1.0852533027803335
ACH-000735,-0.9743630092365291
ACH-000736,-0.9074569192754304
ACH-000738,-0.9997733065902896
ACH-000746,-1.0405650962552595
ACH-000747,-0.917787807733217
ACH-000748,-0.8471273169639592
ACH-000753,-1.2300006368854917
ACH-000756,-1.1709585034291523
ACH-000757,-1.3657644296119824
ACH-000758,-0.8751246207283461
ACH-000760,-1.1090789008035773
ACH-000762,-0.8313109649246365
ACH-000763,-1.0354763407915963
ACH-000764,-0.9873122350976208
ACH-000765,-1.1992456832368028
ACH-000766,-1.0984828596998382
ACH-000767,-1.1957334652762346
ACH-000768,-0.9697219805922768
ACH-000769,-0.9572163253086216
ACH-000770,-0.927092155205678
ACH-000771,-1.061074018091677
ACH-000773,-0.9503504268400254
ACH-000776,-1.2196207360101243
ACH-000777,-1.2077644276163018
ACH-000778,-1.237414872749511
ACH-000781,-1.2097568913896843
ACH-000782,-1.1844906416678929
ACH-000783,-1.2348306746288529
ACH-000784,-1.080189164253331
ACH-000785,-1.1712830336996531
ACH-000787,-1.1457183891097795
ACH-000788,-1.193506508445466
ACH-000791,-0.993407149515926
ACH-000792,-1.001504634485903
ACH-000794,-1.1841819950973602
ACH-000796,-1.1482210961959314
ACH-000798,-0.8214851142655463
ACH-000799,-0.9388918802802712
ACH-000800,-1.4398194204825283
ACH-000802,-1.1828914706743705
ACH-000804,-1.1118297070379228
ACH-000805,-0.9484913517133712
ACH-000809,-0.9574978181355108
ACH-000810,-0.549561549958294
ACH-000811,-0.9821171385187428
ACH-000817,-1.110603719719644
ACH-000819,-1.1224490056427756
ACH-000820,-1.10570464326088
ACH-000821,-1.3175712989480788
ACH-000822,-1.220969347494054
ACH-000823,-1.0847722652160725
ACH-000824,-1.0147286823086237
ACH-000827,-0.9911786609234104
ACH-000829,-1.1824800089948029
ACH-000831,-1.1787555555305558
ACH-000832,-1.0860235151861115
ACH-000833,-1.0869655895226844
ACH-000834,-0.9655462272469272
ACH-000835,-1.2080928461474858
ACH-000836,-1.1590101855229649
ACH-000837,-1.1679679410166464
ACH-000838,-0.8310749291328746
ACH-000839,-1.0718771721542073
ACH-000840,-0.8723226697450431
ACH-000841,-0.9943615235111412
ACH-000843,-1.1225529927970896
ACH-000846,-0.9517293526706389
ACH-000847,-1.0746755250612368
ACH-000848,-0.8358232124793795
ACH-000849,-1.461915837445204
ACH-000851,-1.0632096503202202
ACH-000855,-0.9092140582652644
ACH-000856,-1.0940951319279288
ACH-000858,-0.9477225916790032
ACH-000859,-0.9408266437873996
ACH-000861,-1.0247543936785508
ACH-000862,-1.0662638735152117
ACH-000865,-1.1521285051051418
ACH-000866,-1.1342215746033923
ACH-000867,-1.1207012141035309
ACH-000869,-1.1985481109089589
ACH-000872,-1.0884361701525411
ACH-000873,-1.1642957027388685
ACH-000876,-1.1619168008108185
ACH-000878,-1.046190366479642
ACH-000880,-1.057835710462853
ACH-000881,-1.0294671054537454
ACH-000882,-0.9230179401778534
ACH-000884,-0.9472176351551088
ACH-000885,-1.0398510274459358
ACH-000887,-1.0415130669500254
ACH-000889,-1.1667094182848219
ACH-000896,-1.142806945235376
ACH-000898,-1.0338787989371088
ACH-000900,-1.1658126715166608
ACH-000901,-1.1873754974167006
ACH-000905,-1.0790218727503191
ACH-000906,-1.2393311934087612
ACH-000907,-0.9420972587954188
ACH-000910,-1.0006920380018598
ACH-000911,-1.047031958429891
ACH-000912,-1.159173579019004
ACH-000913,-1.0768625793441948
ACH-000915,-1.1573654081458953
ACH-000916,-1.0254789181683606
ACH-000917,-1.0291117434222774
ACH-000920,-1.2972051391453263
ACH-000921,-1.0009451127689382
ACH-000924,-1.0759495987711751
ACH-000926,-1.0698787011808362
ACH-000928,-0.9951094210762544
ACH-000929,-0.9623663103038932
ACH-000932,-1.0290503210041295
ACH-000935,-0.7746164448944444
ACH-000936,-0.8464663071145645
ACH-000937,-1.2547253057698715
ACH-000938,-1.138206477343875
ACH-000939,-1.1021596923897563
ACH-000941,-1.167361768840789
ACH-000943,-1.1569453179569016
ACH-000946,-0.9309091747422136
ACH-000947,-1.102978154703287
ACH-000948,-0.9241358106726016
ACH-000950,-1.1901119884461984
ACH-000953,-1.024212100552505
ACH-000954,-0.6820066955037679
ACH-000957,-0.9789973517545087
ACH-000958,-1.0787126295311056
ACH-000960,-1.2883805344673849
ACH-000963,-1.1473443914596213
ACH-000968,-1.1053496275784522
ACH-000969,-1.1504732544085934
ACH-000972,-1.1024648151689629
ACH-000973,-1.1758814590040882
ACH-000974,-1.2721355879609115
ACH-000978,-1.3466371652206883
ACH-000984,-1.1673213491986922
ACH-000986,-1.061649015911074
ACH-000988,-1.2381394914397843
ACH-000993,-1.144336790233502
ACH-000994,-1.198194666211969
ACH-000996,-1.0970418179732584
ACH-001001,-1.0717575880718442
ACH-001020,-1.2410878081397116
ACH-001028,-1.2770551529556784
ACH-001031,-1.4993893083813958
ACH-001038,-1.2457252148127638
ACH-001048,-0.9748028427394672
ACH-001050,-0.7955171105320709
ACH-001053,-0.996488277117118
ACH-001054,-1.1787737744033668
ACH-001061,-0.9432526887447338
ACH-001067,-1.1759604562565211
ACH-001075,-0.9605523836827964
ACH-001096,-1.3306510072992188
ACH-001111,-0.9862099403768064
ACH-001119,-1.1172988929226706
ACH-001128,-0.9682495020193729
ACH-001134,-0.8143572719299956
ACH-001151,-1.00246509595369
ACH-001163,-1.1926517328374011
ACH-001164,-0.8790166910276418
ACH-001183,-0.9779842089416848
ACH-001192,-1.142576765901415
ACH-001193,-1.249690627376304
ACH-001196,-1.3134346942837656
ACH-001197,-1.1281498081360353
ACH-001205,-1.1265042537058745
ACH-001211,-1.0146255183937527
ACH-001212,-1.0827102950507037
ACH-001228,-1.0843373733584756
ACH-001232,-1.0576217655152138
ACH-001239,-1.1393830774333764
ACH-001270,-0.9993427637584356
ACH-001274,-1.0757669484832268
ACH-001275,-1.098185669198636
ACH-001277,-1.0466393653816266
ACH-001278,-1.3485194932888127
ACH-001280,-1.0933126074607038
ACH-001283,-1.183328960286057
ACH-001289,-1.0442242862841928
ACH-001300,-1.3509734035066434
ACH-001301,-1.0332111154021464
ACH-001302,-0.9671132750028392
ACH-001306,-1.0810839569843682
ACH-001318,-1.1588813119202177
ACH-001322,-1.049207552240137
ACH-001328,-0.975083158557823
ACH-001332,-0.8534507763769706
ACH-001336,-1.118928448506459
ACH-001346,-1.232688448733032
ACH-001353,-1.069847498361174
ACH-001354,-1.3854062783530074
ACH-001367,-0.9196914801089452
ACH-001368,-1.2437921223600874
ACH-001374,-1.1125670902835691
ACH-001377,-1.091284207918769
ACH-001380,-1.1075314198469344
ACH-001391,-1.1458926678269263
ACH-001408,-1.1552516027646096
ACH-001430,-1.331420819868491
ACH-001431,-1.1159925564148825
ACH-001450,-0.7757673269567847
ACH-001496,-1.1763123605757486
ACH-001500,-1.1822504677335657
ACH-001523,-0.9206400075352921
ACH-001532,-1.1404969186342009
ACH-001550,-1.2165460132128996
ACH-001552,-1.1368876572084683
ACH-001554,-1.0419587978368827
ACH-001654,-1.1349590731234234
ACH-001735,-1.185203935998297
ACH-001736,-1.1967727810391695
ACH-001737,-1.2504550026868742
ACH-001740,-1.304591243354578
ACH-001745,-1.2739156641109066
ACH-001765,-1.1047562980036292
