,PGLYRP1 (8993)
ACH-000004,0.032213191944343314
ACH-000005,-0.09926738969906143
ACH-000007,-0.3083104137176102
ACH-000009,-0.2824164742060928
ACH-000011,0.0005059941721125348
ACH-000012,-0.12359382409292947
ACH-000013,-0.3360889258134037
ACH-000014,-0.056457999314951386
ACH-000015,-0.3134512926788613
ACH-000017,-0.16326071664362105
ACH-000018,-0.2639258580603905
ACH-000019,-0.31056537998384354
ACH-000021,-0.2741102998341916
ACH-000022,-0.17953846351697986
ACH-000025,0.021045210430458827
ACH-000028,-0.25392760847606555
ACH-000030,-0.3734201932889698
ACH-000035,-0.3820153402256589
ACH-000036,-0.2918668572269512
ACH-000037,-0.18891597689506648
ACH-000039,-0.34568777713784243
ACH-000040,-0.17777229505137046
ACH-000041,-0.2308642289626633
ACH-000042,-0.20362209889991476
ACH-000045,-0.18360754779900887
ACH-000047,-0.1727292481823047
ACH-000052,-0.2967421139575739
ACH-000053,-0.4348034393914864
ACH-000054,-0.20393635919431755
ACH-000055,-0.27219453782474445
ACH-000060,-0.09631928839303183
ACH-000067,-0.2178458989783095
ACH-000070,-0.18065779678406116
ACH-000075,-0.2271394947667117
ACH-000078,-0.22450185607056106
ACH-000082,-0.057168236068477936
ACH-000085,-0.20911703368336665
ACH-000086,-0.3925756860457657
ACH-000087,-0.09799164504128492
ACH-000092,-0.20463546131610053
ACH-000095,-0.17205379512774624
ACH-000097,-0.255456594092079
ACH-000098,-0.3064966790554753
ACH-000099,-0.4203073400510085
ACH-000108,-0.35042794143050754
ACH-000113,-0.29164797200623777
ACH-000116,-0.2335939585130633
ACH-000118,-0.19781063781113686
ACH-000120,-0.21209756348313635
ACH-000123,-0.18493629971861011
ACH-000127,-0.2296090971038686
ACH-000128,-0.17464922543450026
ACH-000132,-0.16291944861347676
ACH-000133,-0.27065387471900504
ACH-000137,-0.16110966603133914
ACH-000138,-0.21223556494074214
ACH-000142,-0.4130511922689216
ACH-000143,-0.288377355953649
ACH-000146,-0.20992563168823966
ACH-000148,-0.08283852718923906
ACH-000150,-0.2616690172183542
ACH-000152,-0.20766447069433897
ACH-000153,-0.4001548595917343
ACH-000159,-0.1756381515253845
ACH-000160,-0.12188678015250605
ACH-000163,-0.34328560206734393
ACH-000167,0.031139840624504683
ACH-000168,-0.30642705107292645
ACH-000169,-0.18892110092833067
ACH-000178,-0.3400464445269347
ACH-000183,-0.11643753023898888
ACH-000188,-0.3704192546190042
ACH-000189,-0.24052877637239864
ACH-000190,-0.2420209627645225
ACH-000198,-0.15628180173998912
ACH-000203,0.088832900959733
ACH-000204,-0.38896279616789536
ACH-000206,-0.2057441796249926
ACH-000207,-0.22078233698901972
ACH-000208,-0.006744073073286568
ACH-000210,0.016436535430603017
ACH-000211,-0.19780962626535947
ACH-000215,-0.1379552511348075
ACH-000221,-0.25058857727482364
ACH-000222,-0.1523314042220894
ACH-000223,-0.15283624715712135
ACH-000226,-0.2790336800886524
