,SHBG (6462)
ACH-000004,-0.0425471710610272
ACH-000005,-0.3928352885853516
ACH-000007,-0.10605967289434644
ACH-000009,-0.1517559223825838
ACH-000011,-0.07963302369852211
ACH-000012,-0.10590075238769316
ACH-000013,-0.21779846101548125
ACH-000014,-0.007852824644174616
ACH-000015,-0.12024050183409347
ACH-000017,-0.11442037155012692
ACH-000018,-0.0547731438947472
ACH-000019,-0.01430351752135593
ACH-000021,0.001694287123919775
ACH-000022,-0.08472265805587388
ACH-000025,-0.28843660000999605
ACH-000028,-0.17683093271223935
ACH-000030,-0.14339120490886625
ACH-000035,0.0021080972182404576
ACH-000036,-0.04277981513070124
ACH-000037,0.023146157556544117
ACH-000039,-0.09333167541041368
ACH-000040,-0.1050519874666547
ACH-000041,-0.05708309699468801
ACH-000042,-0.22421718111026004
ACH-000045,-0.2251903688742319
ACH-000047,-0.20135323085544168
ACH-000052,-0.16086550522497514
ACH-000053,-0.12161111759426048
ACH-000054,0.022596747596360885
ACH-000055,-0.06445162254580564
ACH-000060,-0.20932073459007505
ACH-000067,-0.09202020961212833
ACH-000070,0.03157511032219799
ACH-000075,0.021658181770045574
ACH-000078,-0.08954131577893175
ACH-000082,-0.17888240644014275
ACH-000085,-0.09154347768238463
ACH-000086,-0.094678369212365
ACH-000087,0.0992358816015606
ACH-000092,0.041550139811673305
ACH-000095,-0.07197860954011358
ACH-000097,-0.07007280684898826
ACH-000098,-0.10229471540761584
ACH-000099,-0.1086740409301977
ACH-000108,-0.05895769053967756
ACH-000113,-0.1149882786932592
ACH-000116,-0.0655591408242796
ACH-000118,-0.12140633450237785
ACH-000120,-0.22084267079781086
ACH-000123,-0.12054979494487968
ACH-000127,-0.1871694444441182
ACH-000128,-0.2933198588962944
ACH-000132,-0.09752857880501586
ACH-000133,-0.19344809035814814
ACH-000137,-0.16481951632807565
ACH-000138,-0.11679955157818815
ACH-000142,-0.26089676584316845
ACH-000143,-0.19213329106859098
ACH-000146,-0.08461817692079437
ACH-000148,-0.17163609884862088
ACH-000150,-0.17499592815045925
ACH-000152,-0.1884262125252847
ACH-000153,-0.19036736651457276
ACH-000159,-0.037602519159852785
ACH-000160,-0.18103744592488424
ACH-000163,-0.08512068181223399
ACH-000167,0.1480235140766446
ACH-000168,-0.2397868494079395
ACH-000169,-0.12324560165656788
ACH-000178,-0.032674642493869754
ACH-000183,-0.18802510803143213
ACH-000188,-0.2733816369469468
ACH-000189,-0.10985786159625537
ACH-000190,-0.301797931943107
ACH-000198,-0.056046836128072125
ACH-000203,0.4135963764921767
ACH-000204,-0.18927079356923754
ACH-000206,-0.05246531412464957
ACH-000207,-0.0039042311451779116
ACH-000208,-0.10096514588894408
ACH-000210,0.03274911648166235
ACH-000211,-0.05542670334010556
ACH-000215,-0.13061197637300334
ACH-000221,-0.16538325750411031
ACH-000222,-0.0009652468062364393
ACH-000223,-0.15152479615369693
ACH-000226,-0.06405717093186654
ACH-000227,-0.020148052999346532
ACH-000228,-0.10903568870847268
ACH-000231,-0.09357323502910103
ACH-000232,-0.007831440005586394
ACH-000233,-0.06289801813321699
ACH-000234,-0.06299226224599185
ACH-000235,-0.14267142312831715
ACH-000237,-0.07098729663109858
ACH-000238,-0.300514962056737
ACH-000242,-0.5290733225822722
ACH-000243,-0.2305834048758295
ACH-000244,-0.14904555012545698
ACH-000246,-0.05919960393406675
ACH-000248,0.059310616241816765
ACH-000250,-0.1178678064932502
ACH-000251,-0.1308934994890262
ACH-000252,0.03471271612619105
ACH-000253,-0.09101585792406758
ACH-000255,-0.06439933115697577
ACH-000256,-0.12365510525034358
