,INHBB (3625)
ACH-000004,-0.018114645844946646
ACH-000005,0.2838743353298423
ACH-000007,0.2101253583390846
ACH-000009,-0.07055518665502493
ACH-000011,-0.038135538750172136
ACH-000012,-0.057742256708850026
ACH-000013,0.1094813781000786
ACH-000014,-0.07644425647152471
ACH-000015,0.028518105495153576
ACH-000017,0.012979945142555741
ACH-000018,-0.035894576402836116
ACH-000019,-0.08225369543063349
ACH-000021,0.08488414687109631
ACH-000022,-0.04790599452560024
ACH-000025,0.11305576697256806
ACH-000028,0.09990759525502813
ACH-000030,-0.0331539278037121
ACH-000035,-0.08604738798316112
ACH-000036,0.004800507106902546
ACH-000037,-0.037405348763098194
ACH-000039,-0.090516062255863
ACH-000040,-0.012425898598709876
ACH-000041,0.21990935358575067
ACH-000042,0.05388922940041097
ACH-000045,0.09152069634040763
ACH-000047,-0.029900946853954245
ACH-000052,0.04219820506876637
ACH-000053,-0.004767307655082389
ACH-000054,0.006313141745209941
ACH-000055,0.030823845888033382
ACH-000060,-0.06746138915434376
ACH-000067,0.07747342758150168
ACH-000070,0.17789498711762344
ACH-000075,-0.18448128314109286
ACH-000078,0.20168502016724835
ACH-000082,0.1837372539015901
ACH-000085,-0.1299597084146553
ACH-000086,0.01540526395986722
ACH-000087,0.05865919269776443
ACH-000092,-0.036298981539698905
ACH-000095,-0.14369952048290724
ACH-000097,0.055052677937316295
ACH-000098,-0.05843705661677706
ACH-000099,0.06928831963807368
ACH-000108,0.01687973104309423
ACH-000113,0.1844904017667703
ACH-000116,0.08024521442036026
ACH-000118,0.04278405616921235
ACH-000120,0.02843841365473365
ACH-000123,0.11871413240757855
ACH-000127,0.03753226927010645
ACH-000128,0.007732601390299648
ACH-000132,0.050099759054950566
ACH-000133,-0.06396335890276036
ACH-000137,0.10836799856790223
ACH-000138,0.1637995942360335
ACH-000142,0.038687117091049855
ACH-000143,0.05519227849400687
ACH-000146,0.03574817474135875
ACH-000148,0.07428716562087644
ACH-000150,0.13922989492949173
ACH-000152,0.2336795819086909
ACH-000153,-0.16797050683948594
ACH-000159,0.008794939667498777
ACH-000160,0.09648642526092463
ACH-000163,-0.051712926357150434
ACH-000167,-0.09404818876783873
ACH-000168,-0.011505581074446271
ACH-000169,0.06895910469058844
ACH-000178,-0.012696703196811696
ACH-000183,0.00994910721377512
ACH-000188,0.07482179914139386
ACH-000189,0.016980953947724715
ACH-000190,0.14793270718704274
ACH-000198,0.048217328454155065
ACH-000203,-0.057613866257858734
ACH-000204,0.044071761053664685
ACH-000206,0.08294829548803481
ACH-000207,0.18586312957623632
ACH-000208,-0.12588320824999374
ACH-000210,0.366070928541032
ACH-000211,-0.06410906447714898
ACH-000215,-0.010430157193037826
ACH-000221,-0.10489729497128182
ACH-000222,0.2850305009933073
ACH-000223,0.02703323980840957
ACH-000226,-0.13193297117858693
ACH-000227,0.10143040533161043
ACH-000228,0.16824904492236575
ACH-000231,0.035078054621148436
ACH-000232,0.008181755580416887
ACH-000233,0.0033953055382591906
ACH-000234,0.051493917080100864
ACH-000235,0.019234171128106697
ACH-000237,0.0016853234280413008
ACH-000238,-0.042883246174601916
ACH-000242,0.15240871766848826
