,FOSL1 (8061)
ACH-000004,-0.1413448614545098
ACH-000005,-0.042774687990260116
ACH-000007,-0.06543536368374765
ACH-000009,0.04999281392621804
ACH-000011,0.02893528166871632
ACH-000012,-0.6344700326445127
ACH-000013,-0.0919855387764596
ACH-000014,-0.16106772494368918
ACH-000015,-0.1877346794226356
ACH-000017,-0.14767234802099488
ACH-000018,-0.5307954946870195
ACH-000019,-0.24993729471706536
ACH-000021,0.03680771896970205
ACH-000022,0.07096287727950228
ACH-000025,-0.7960104213711953
ACH-000028,-0.16783212929647606
ACH-000030,-0.15798818708433113
ACH-000035,-0.1452395889809563
ACH-000036,-0.8430224639135171
ACH-000037,-0.4151759895676736
ACH-000039,-0.2448468976597695
ACH-000040,-0.7849494485174185
ACH-000041,-0.09874049406350653
ACH-000042,-0.7193625246976508
ACH-000045,-0.1693250560662373
ACH-000047,0.15757101501908294
ACH-000052,-0.21375158952961465
ACH-000053,-0.03210002164177008
ACH-000054,-0.4446572960516683
ACH-000055,-0.1742688890169749
ACH-000060,-0.7041679556791758
ACH-000067,-0.5036915534969348
ACH-000070,-0.31371757937043643
ACH-000075,-0.40360738424451376
ACH-000078,-0.04162682635297728
ACH-000082,-0.8964531047276655
ACH-000085,-0.4386000966401417
ACH-000086,-0.5352305235304988
ACH-000087,-0.12765283105589206
ACH-000092,0.028047796359777825
ACH-000095,-0.04628728817128832
ACH-000097,-0.10402515516191653
ACH-000098,-0.3868535279950899
ACH-000099,-0.043108754280617716
ACH-000108,-0.5009786530461123
ACH-000113,-0.2488145927573513
ACH-000116,-0.2595368912204233
ACH-000118,-0.7523076606772323
ACH-000120,-0.35728007068769363
ACH-000123,-0.13670341438933872
ACH-000127,-0.08900768625353264
ACH-000128,-0.058551798096117824
ACH-000132,-0.6025546427745647
ACH-000133,-0.2958799419249896
ACH-000137,-0.2616097484507163
ACH-000138,-0.6425104747617193
ACH-000142,-0.30952854002347485
ACH-000143,-0.11963384045878565
ACH-000146,0.016129640301594247
ACH-000148,-0.472017588426115
ACH-000150,-0.5435153170583673
