,SERBP1 (26135)
ACH-000279,-0.453598544012662
ACH-000280,-0.3463883686446695
ACH-000281,-0.6119783284981521
ACH-000288,-0.3544680815054954
ACH-000291,-0.8519304937326961
ACH-000293,-0.31848611359435103
ACH-000294,-0.5246062218765707
ACH-000295,-0.2525935559029702
ACH-000296,-0.5780284608177026
ACH-000302,-0.4094210659453922
ACH-000304,-0.7203449895783459
ACH-000307,-0.6164897750679955
ACH-000308,-0.5033827896986758
ACH-000310,-0.7108916481585553
ACH-000311,-0.8653578243616313
ACH-000312,-0.3428932346842795
ACH-000315,-0.6035384542648558
ACH-000316,-0.3766963347320559
ACH-000317,-0.7012995562255935
ACH-000318,-0.2817395287697255
ACH-000319,-0.484319842836563
ACH-000320,-0.4195422408803013
ACH-000322,-0.4191280090017653
ACH-000323,-0.8619251246242173
ACH-000324,-0.2380549469894025
ACH-000329,-0.5591760562412524
ACH-000330,-0.5990349083657749
ACH-000331,-0.4935452356984997
ACH-000332,-0.23233975590385214
ACH-000334,-0.6529325184050331
ACH-000335,-0.5068698336691302
ACH-000336,-0.319616643964194
ACH-000337,-0.7523467199897487
ACH-000338,-0.8902567870870968
ACH-000339,-0.510931272877516
ACH-000341,-0.6979855734128029
ACH-000348,-0.5760630162348578
ACH-000350,-0.18384666873916086
ACH-000352,-0.5867141677201819
ACH-000356,-0.30969320853784754
ACH-000361,-0.26170511451565137
ACH-000362,-0.7356047688124808
ACH-000363,-0.2284646331547403
ACH-000364,-0.6653882829378882
ACH-000365,-0.5644077403636191
ACH-000366,-0.5921723460628523
ACH-000368,-0.7135785467371544
ACH-000374,-0.15019095082836773
ACH-000375,-0.6634584465156751
ACH-000376,-0.546643393900118
ACH-000381,-0.8846824049839926
ACH-000383,-0.5374504280412711
ACH-000387,-0.5816555388277513
ACH-000389,-0.5855620480655956
ACH-000390,-0.5471279912423153
ACH-000393,-0.5014110710740688
ACH-000395,-0.2419062509282022
ACH-000396,-0.5261661317234791
ACH-000397,-0.4987817004928388
ACH-000401,-0.6362542790790777
ACH-000402,-0.3242635107235239
ACH-000403,-0.2771346381533261
ACH-000404,-0.8878551798115912
ACH-000406,-0.1905414031718619
ACH-000407,-0.3358399056389881
ACH-000408,-0.2868524762700746
ACH-000410,-0.4350173004609882
ACH-000411,-0.6981064708884314
ACH-000414,-0.6092741793360509
ACH-000415,-0.4297231238327876
ACH-000416,-0.1652858973496525
ACH-000420,0.2480168986117366
ACH-000421,-0.3130559019804142
ACH-000424,-0.6135140332567522
ACH-000425,-0.21005893826708014
ACH-000426,-0.5118646141605995
ACH-000427,0.015341065284114153
ACH-000433,-0.2740358850676198
ACH-000435,-0.4044666518865436
ACH-000436,-0.6078568892449373
ACH-000444,-0.4662682520799299
ACH-000445,-0.195639480826736
ACH-000448,-0.3899420118522319
ACH-000450,-0.6588565871293094
ACH-000452,-0.4035844074278464
ACH-000454,-0.3963997587772918
ACH-000458,-0.5797923838840233
ACH-000459,-0.6010388376802916
ACH-000460,-0.6090820314131626
ACH-000461,-0.49946309880180895
ACH-000463,-0.6023813842717186
ACH-000464,-0.5052560848499453
ACH-000466,-0.07946187397014755
ACH-000467,-0.6632278689577215
ACH-000468,-0.4837794587850832
ACH-000469,-0.22565248658184786
ACH-000470,-0.11600479613038403
ACH-000471,-0.6921521911117178
ACH-000472,-0.30195661611513913
ACH-000473,-0.5290448589849525
ACH-000475,-0.5033327251604023
ACH-000476,-0.6040250762058443
ACH-000477,-0.6723460787467319
ACH-000479,-0.484278679482509
ACH-000480,-0.5367031629217712
ACH-000481,-0.37258125666426894
ACH-000483,-0.2986010066785784
ACH-000484,-0.3962025743843738
ACH-000485,-0.4927465251824279
ACH-000486,-0.6539252428123085
ACH-000487,-0.5835632468870154
ACH-000488,-0.4214084866173397
ACH-000490,-0.2908788187304245
ACH-000491,-0.5242817315235011
ACH-000495,-0.747480042987442
ACH-000496,-0.2948403920877303
ACH-000499,-0.4221286156907588
ACH-000500,-0.37036567194433184
ACH-000502,-0.3880103472466687
ACH-000503,-0.6923373326018063
ACH-000505,-0.422218532515944
ACH-000507,-0.20077993927178825
ACH-000510,-0.4354058390273137
ACH-000511,-0.302367017889933
ACH-000512,-0.7047058424887427
ACH-000516,-0.24054304823959435
ACH-000517,-0.025096843659099182
ACH-000518,-0.2473122720444545
ACH-000520,-0.4291545489306523
ACH-000521,-0.3547563329583369
ACH-000522,-0.5266594593125649
ACH-000524,-0.4305529723490335
ACH-000527,-0.3760537064403275
ACH-000528,-0.4543328022129772
ACH-000537,-0.08659626142748142
ACH-000541,-0.2816833122884047
ACH-000542,-0.6801675777196601
ACH-000544,-0.7060041638053627
ACH-000545,-0.4903328397430014
ACH-000547,-0.3941498298472479
ACH-000548,-0.33845756636914365
ACH-000549,-0.5437678092322619
ACH-000550,-0.3065751328619476
ACH-000552,-0.48107222054014
ACH-000556,-0.3001729813447411
ACH-000557,-0.43547938888641546
ACH-000569,-0.2411037522128747
ACH-000570,-0.6084771890459466
ACH-000571,-0.4566787829965422
ACH-000573,-0.6057210661316602
ACH-000576,-0.6368233144419996
ACH-000579,-0.5966790457847884
ACH-000580,-0.3555054418443421
ACH-000584,-0.6378744857586273
ACH-000585,0.1069327024358164
ACH-000588,-0.7929284682754149
ACH-000589,-0.6082730809102762
ACH-000591,-0.3599318269075357
ACH-000593,-0.3707872799421735
ACH-000600,-0.6594587130115561
ACH-000601,-0.5478199003482079
ACH-000605,-0.24437581388630586
ACH-000606,-0.4189480737202563
ACH-000608,-0.574105887434871
ACH-000614,-0.3125286961871961
ACH-000616,-0.7881322139820832
ACH-000618,-0.6857139837678756
ACH-000619,-0.37120062330918224
ACH-000620,-0.4363280480636726
ACH-000621,-0.6114395348813783
ACH-000622,-0.7071765850424017
ACH-000623,-0.6164092110565097
ACH-000624,-0.5286219171201729
ACH-000627,-0.4858455964292712
ACH-000630,-0.4156709955959378
ACH-000631,-0.7234321122707089
ACH-000632,-0.5271005913818759
ACH-000633,-0.5209386346287312
ACH-000637,-0.6660765895503771
ACH-000638,-0.430518889873536
ACH-000646,-0.3291237371717725
ACH-000647,-0.30556419357048603
ACH-000648,-0.4600974746053902
ACH-000649,-0.4739271095068023
ACH-000651,-0.29725808744589804
ACH-000652,-0.5143429633205594
ACH-000653,-0.4951443124335558
ACH-000657,-0.5406354450098009
ACH-000658,-0.5354260041319697
ACH-000661,-0.11620979335024754
ACH-000662,-0.2205999635872748
ACH-000663,-0.5595489983776707
ACH-000665,-0.5024229568453127
ACH-000671,-0.2958745592205032
ACH-000672,-0.607631878894194
ACH-000673,-0.2591769494069593
ACH-000676,-0.7045220112411326
ACH-000677,-0.5091146542398591
ACH-000681,-0.592175611288199
ACH-000683,-0.6278296757694231
ACH-000684,-0.3516815548857348
ACH-000688,-0.3570626391128041
ACH-000693,-0.4996105137427526
ACH-000694,-0.39867381788589
ACH-000695,-0.2992156914022755
ACH-000696,-0.3323693509526953
ACH-000697,-0.5939406989477508
ACH-000699,-0.6194631592610751
ACH-000701,-0.7782685163540013
ACH-000706,-0.3426742521682513
ACH-000711,-0.5010994111880072
ACH-000713,-0.5295430304647132
ACH-000714,-0.5508505982434558
ACH-000718,-0.192577498761666
ACH-000720,-0.5077883880116516
ACH-000721,-0.5386381106851867
ACH-000724,-0.6495840066238894
ACH-000725,-0.36994148989954745
ACH-000732,-0.34103412536338895
ACH-000734,-0.4726816018018173
ACH-000735,-0.33708098574705786
ACH-000736,-0.39559229451491823
ACH-000738,-0.5401625790882149
ACH-000746,-0.5605821677837098
ACH-000747,-0.6449773007243518
ACH-000748,-0.5063380820344737
ACH-000753,-0.6415055118562643
ACH-000756,-0.7663862554638159
ACH-000757,-0.516234750221503
ACH-000758,-0.6519370945421082
ACH-000760,-0.4680060430313204
ACH-000762,-0.5366434049561134
ACH-000763,-0.6364116373955322
ACH-000764,-0.5301715153794099
ACH-000765,-0.926973885154036
ACH-000766,-0.10891403072819744
ACH-000767,-0.4472076148756137
ACH-000768,-0.4945310783663184
ACH-000769,-0.5936453572380974
ACH-000770,-0.2638767050809349
ACH-000771,-0.3210686933686889
ACH-000773,-0.76308082444179
ACH-000776,-0.20528236840977596
ACH-000777,-0.5479743751184847
ACH-000778,-0.526086349004652
ACH-000781,-0.40480388005629264
ACH-000782,-0.4157544229459366
ACH-000783,-0.4649454408222054
ACH-000784,-0.5432857804926212
ACH-000785,-0.4544871636741175
ACH-000787,-0.3374739359892642
ACH-000788,-0.5664012628241061
ACH-000791,-0.3534371991877294
ACH-000792,-0.4903623756254708
ACH-000794,-0.5586746778601906
ACH-000796,-0.3112215485036375
ACH-000798,-0.7800247636112149
ACH-000799,-0.2802287787479825
ACH-000800,-0.4215620736157497
ACH-000802,-0.4954447291278474
ACH-000804,-0.5565098493366304
ACH-000805,-0.454088751450684
ACH-000809,-0.5945360622524634
ACH-000810,-0.5472469561934691
ACH-000811,-0.24354373878161084
ACH-000817,-0.2153298411119284
ACH-000819,-0.6248526891161278
ACH-000820,-0.208729459085968
ACH-000821,-0.5329644488754004
ACH-000822,-0.18609489544029076
ACH-000823,-0.5637119070996237
ACH-000824,-0.3389428392415965
ACH-000827,-0.488467488758788
ACH-000829,-0.4893240497448096
ACH-000831,-0.4109783115553585
ACH-000832,-0.3927158928686343
ACH-000833,-0.5886714899335692
ACH-000834,-0.5591707581453449
ACH-000835,-0.6156332532102916
ACH-000836,-0.27823024992205336
ACH-000837,-0.4735443546522952
ACH-000838,-0.5642501104265832
ACH-000839,-0.4657691103842144
ACH-000840,-0.3569865816155961
ACH-000841,-0.18229270928103092
ACH-000843,-0.7398090494996984
ACH-000846,-0.6033819613276923
ACH-000847,-0.5093431544468914
ACH-000848,-0.5665375947708828
ACH-000849,-0.3544993764764616
ACH-000851,-0.5569413489099588
ACH-000855,-0.6306865933075986
ACH-000856,-0.6554738687505145
ACH-000858,-0.5203892876360403
ACH-000859,-0.7289133655222195
ACH-000861,-0.3382732572462903
ACH-000862,-0.4389223598269374
ACH-000865,-0.5182639795346425
ACH-000866,-0.3255741035673067
ACH-000867,-0.4218846984493994
ACH-000869,-0.5833366429097654
ACH-000872,-0.0919064138207421
ACH-000873,-0.4320725839044308
ACH-000876,-0.37643024725036817
ACH-000878,-0.33626396227102745
ACH-000880,-0.5489271693868671
ACH-000881,-0.5475981369995011
ACH-000882,-0.5896324244277901
ACH-000884,-0.3951997842686264
ACH-000885,-0.4122332009195147
ACH-000887,-0.5302797920380137
ACH-000889,-0.27008635297928896
ACH-000896,-0.28309422809883233
ACH-000898,-0.4098849904340174
ACH-000900,-0.4504244658345561
ACH-000901,-0.4933118714016314
ACH-000905,-0.4932698875028341
ACH-000906,-0.3887132807519496
ACH-000907,-0.708872100653255
ACH-000910,-0.32082887679941324
ACH-000911,-0.4429305807356872
ACH-000912,-0.3353004346930302
ACH-000913,-0.3751283622760729
ACH-000915,-0.41710880733215056
ACH-000916,-0.3868028490527583
ACH-000917,-0.6493371168082072
ACH-000920,-0.6507425267829295
ACH-000921,-0.4829878788817903
ACH-000924,-0.592078736028217
ACH-000926,-0.460736431848428
ACH-000928,-0.2696934229994292
ACH-000929,-0.5334589389852507
ACH-000932,-0.5749406481634873
ACH-000935,-0.8410858310507697
ACH-000936,-0.6532733050964533
ACH-000937,-0.34475155742857777
ACH-000938,-0.5422733525500836
ACH-000939,-0.22364340179402867
ACH-000941,-0.3926236554908043
ACH-000943,-0.3299954070263872
ACH-000946,-0.6771422990723054
ACH-000947,-0.5321483924311914
ACH-000948,-0.6446878624278113
ACH-000950,-0.4969535449820227
ACH-000953,-0.4456910968227732
ACH-000954,-0.7093524373747141
ACH-000957,-0.5238513921088866
ACH-000958,-0.4108606075551752
ACH-000960,-0.21491690484129775
ACH-000963,-0.32139064396321704
ACH-000968,-0.7892414455162379
ACH-000969,-0.4531984304778671
ACH-000972,-0.5215463968317979
ACH-000973,-0.6044477251999413
ACH-000974,-0.4931656856063529
ACH-000978,-0.7222810004790617
ACH-000984,-0.4528116780001572
ACH-000986,-0.4628370976696819
ACH-000988,-0.2342496063243688
ACH-000993,-0.2569912217409266
ACH-000994,-0.3346044227198151
ACH-000996,-0.4215236968080466
ACH-001001,-0.4092402187881587
ACH-001020,-0.4377484783390427
ACH-001028,-0.611077338985499
ACH-001031,-0.8093882428640535
ACH-001038,-0.4327376518565013
ACH-001048,-0.2047785855583845
ACH-001050,-0.6361500679140875
ACH-001053,-0.3164406507337732
ACH-001054,-0.6549876852792982
ACH-001061,-0.5104143786683776
ACH-001067,-0.4430300302542977
ACH-001075,-0.3766194719259292
ACH-001096,-0.6209351148010667
ACH-001111,-0.8065845911169423
ACH-001119,-0.6806297767419186
ACH-001128,-0.5298523957509137
ACH-001134,-0.5799936186345646
ACH-001151,-0.2560298922998054
ACH-001163,-0.7092082951699169
ACH-001164,-0.33099671320858337
ACH-001183,-0.16747261067655747
ACH-001192,-0.5209787524701113
ACH-001193,-0.34625728071603945
ACH-001196,-0.3700289434810346
ACH-001197,-0.4419212876771719
ACH-001205,-0.08092603104523015
ACH-001211,-0.08450921936210057
ACH-001212,-0.3014634441548327
ACH-001228,-0.6985023685463098
ACH-001232,-0.7364859640786889
ACH-001239,-0.4514954993519115
ACH-001270,-0.14308277538049727
ACH-001274,-0.5330255655150388
ACH-001275,-0.8265216708624155
ACH-001277,-0.5686078825707996
ACH-001278,-0.5419120014768419
ACH-001280,-0.5827348393348954
ACH-001283,-0.5553028253277221
ACH-001289,-0.6340749755432098
ACH-001300,-0.6304093503152614
ACH-001301,-0.6957349177259562
ACH-001302,-0.3445502386822991
ACH-001306,-0.4927585436487504
ACH-001318,-0.7251793139351835
ACH-001322,-0.4535822746369454
ACH-001328,-0.4090127244598698
ACH-001332,-0.3747181496574693
ACH-001336,-0.8089341991296678
ACH-001346,-0.4680935359730108
ACH-001353,-0.2350302461633946
ACH-001354,-0.7237294262752992
ACH-001367,-0.46781035230321705
ACH-001368,-0.5001941912477285
ACH-001374,-0.5535067294199252
ACH-001377,-0.4047556168777349
ACH-001380,-0.3835135780683036
ACH-001391,-0.7920076398767308
ACH-001408,-0.6031907174034038
ACH-001430,-0.1411218246854269
ACH-001431,-0.20188009154217088
ACH-001450,-0.4698311282688583
ACH-001496,-0.5849726636799181
ACH-001500,-0.06925593007905488
ACH-001523,-0.6557376723275256
ACH-001532,-0.5397597414071833
ACH-001550,-0.3168952643048856
ACH-001552,-0.4256258380037113
ACH-001554,-0.6533162956066774
ACH-001654,-0.4705679299998311
ACH-001735,-0.3578120102914948
ACH-001736,-0.3468064277934064
ACH-001737,-0.14176614102499793
ACH-001740,-0.32076716578772035
ACH-001745,-0.3958786095208703
ACH-001765,-0.3441898274851473
