,PMPCB (9512)
ACH-000004,-1.2884922815403594
ACH-000005,-1.3564279066101617
ACH-000007,-1.209963083937713
ACH-000009,-1.2595622315212098
ACH-000011,-0.9902426457633527
ACH-000012,-1.0331229073495047
ACH-000013,-1.3049851468657123
ACH-000014,-0.9788949684966896
ACH-000015,-1.1349079729342697
ACH-000017,-0.914881505977958
ACH-000018,-0.8194367904592316
ACH-000019,-0.9528403419672165
ACH-000021,-1.1459492497816155
ACH-000022,-0.7446926928656393
ACH-000025,-1.023380799255167
ACH-000028,-0.9534913553976267
ACH-000030,-0.9387576398675208
ACH-000035,-1.2018942765848122
ACH-000036,-0.9131324319177458
ACH-000037,-1.097648792466717
ACH-000039,-1.15375079350198
ACH-000040,-1.0718901904098337
ACH-000041,-1.1215280353762611
ACH-000042,-1.0671869764994495
ACH-000045,-1.2183138113381968
ACH-000047,-1.149785769274856
ACH-000052,-0.97669915919286
ACH-000053,-1.1443764835362853
ACH-000054,-0.9811442091251296
ACH-000055,-0.9361887914744886
ACH-000060,-1.1706597986731526
ACH-000067,-0.7933059365072954
ACH-000070,-0.916607029770956
ACH-000075,-1.0702999913137747
ACH-000078,-0.9751353673606196
ACH-000082,-1.1458931380404729
ACH-000085,-1.3742734975791688
ACH-000086,-0.8967976695343071
ACH-000087,-1.0623456458076792
ACH-000092,-1.0291131827786308
ACH-000095,-1.05231612095203
ACH-000097,-1.125224989539939
ACH-000098,-0.9319170700584204
ACH-000099,-0.8705337506629393
ACH-000108,-1.1661482744461702
ACH-000113,-0.9117589300901108
ACH-000116,-1.634113878796812
ACH-000118,-1.0375663785754206
ACH-000120,-1.0672471416016929
ACH-000123,-1.1344100125780612
ACH-000127,-1.1445584602959007
ACH-000128,-1.1607595117204026
ACH-000132,-1.2341715454375746
ACH-000133,-1.2268752114854606
ACH-000137,-1.0851078095986058
ACH-000138,-1.049614980252586
ACH-000142,-0.9273998164495401
ACH-000143,-1.0022402587166754
ACH-000146,-1.1458873117452206
ACH-000148,-1.1909251970164494
ACH-000150,-1.134587520794936
ACH-000152,-1.1019242383007355
