,RPH3A (22895)
ACH-000227,-0.2342222718063176
ACH-000228,-0.0333811165644599
ACH-000231,-0.1902732701911667
ACH-000232,-0.15377595229642413
ACH-000233,-0.15489261900962342
ACH-000234,0.02763425595987272
ACH-000235,-0.1122787579577367
ACH-000237,-0.2259257039004009
ACH-000238,-0.21205595617138007
ACH-000242,0.076838276513023
ACH-000243,-0.05510467032390511
ACH-000244,-0.2429727895007775
ACH-000246,-0.08922758166280671
ACH-000248,-0.0874821318251386
ACH-000250,-0.1369373386689126
ACH-000251,-0.24464417331276425
ACH-000252,-0.1138954146750022
ACH-000253,-0.16173556036391215
ACH-000255,0.06065526876976695
ACH-000256,-0.05662008238175974
ACH-000257,-0.1292436235433252
ACH-000258,-0.03904293086903349
ACH-000259,-0.18118207222952426
ACH-000260,-0.0891384057439279
ACH-000261,-0.016036342494800456
ACH-000262,0.10461580242216656
ACH-000263,-0.3149457058333301
ACH-000264,-0.11184268215525217
ACH-000265,0.016019695705617367
ACH-000266,-0.13839429335748726
ACH-000272,-0.15913012700764045
ACH-000274,-0.14877315360975382
ACH-000277,-0.10615509296561773
ACH-000278,-0.2643751695007128
ACH-000279,-0.1137124966807192
ACH-000280,-0.0694973350432369
ACH-000281,-0.2421193304308809
ACH-000288,-0.11066660178936537
ACH-000291,-0.16611714705521596
ACH-000293,-0.13368279376160594
ACH-000294,-0.16557866401360954
ACH-000295,-0.12833387150268033
ACH-000296,-0.006079039532442485
ACH-000302,-0.12057566024591986
ACH-000304,-0.11044320199211473
ACH-000307,-0.04291397792003795
ACH-000308,-0.057445640569656974
ACH-000310,-0.1680507924438362
ACH-000311,-0.10664250467352086
ACH-000312,-0.0711482086686144
ACH-000315,-0.11669209799083476
ACH-000316,-0.15071938910319602
ACH-000317,-0.04762161559300858
ACH-000318,-0.015750990065949218
ACH-000319,-0.007225774783383275
ACH-000320,-0.09221290411726253
ACH-000322,-0.0822124952633277
ACH-000323,-0.12192772141002887
ACH-000324,-0.13862623714401626
ACH-000329,-0.23071300814725
ACH-000330,-0.17823032428796096
ACH-000331,-0.2466073510942091
ACH-000332,-0.12006350852606915
ACH-000334,-0.0964602254114734
ACH-000335,-0.06428471979635547
ACH-000336,-0.08709857406318364
ACH-000337,-0.20939167707129847
ACH-000338,-0.06511808592248447
ACH-000339,-0.09154335731074516
ACH-000341,-0.08131690635022247
ACH-000348,-0.22909945629765166
ACH-000350,-0.03670044873356021
ACH-000352,-0.11176300548494447
ACH-000356,-0.0403950873246683
ACH-000361,-0.07321027964233202
ACH-000362,-0.04402112204484746
ACH-000363,-0.1956992805129685
ACH-000364,-0.09934016080264704
ACH-000365,-0.19962030165209216
ACH-000366,-0.053086517021677666
ACH-000368,-0.22140793300862902
ACH-000374,-0.19559442041539715
ACH-000375,0.03188326207913237
ACH-000376,-0.14562049291090648
ACH-000381,-0.13755757824654608
ACH-000383,-0.13435157215132054
ACH-000387,-0.123564357618644
ACH-000389,-0.033345632510468036
ACH-000390,-0.03930157869679704
ACH-000393,-0.01848116000752331
ACH-000395,-0.09925096823843048
ACH-000396,-0.3029780082494978
ACH-000397,-0.05766267647422825
ACH-000401,-0.16115632922880646
ACH-000402,-0.3291834269830567
ACH-000403,-0.16471445500026954
ACH-000404,-0.20461566236577744
ACH-000406,-0.008378193556966779
ACH-000407,-0.02187178666504344
ACH-000408,-0.02182191926935819
ACH-000410,-0.27943659203197546
ACH-000411,-0.06616954635328423
ACH-000414,-0.1720489988732203
ACH-000415,-0.0708637509013242
ACH-000416,-0.19451260399189774
ACH-000420,0.0027311009911858398
ACH-000421,-0.164529678669181
ACH-000424,-0.30557972187940524
ACH-000425,-0.14891732468034494
ACH-000426,-0.08967717159511764
ACH-000427,-0.14437934089253748
ACH-000433,-0.0025266872434631274
ACH-000435,0.3721395340003009
ACH-000436,0.020662776939830124
ACH-000444,-0.13811714136979586
ACH-000445,-0.15886241925182198
ACH-000448,-0.0916650615015328
ACH-000450,-0.08765246836227099
ACH-000452,-0.2573348266809577
ACH-000454,-0.2571470993482491
ACH-000458,-0.013098704660682102
ACH-000459,0.002023618742983205
ACH-000460,-0.05513989173040802
ACH-000461,-0.03571294290814942
ACH-000463,-0.06757681059136683
ACH-000464,-0.1797825687566457
ACH-000466,-0.04600836873687561
ACH-000467,-0.1566064441228638
ACH-000468,-0.11433399146208915
ACH-000469,0.0330842729054628
ACH-000470,-0.11846471485313652
ACH-000471,-0.06779230749173201
ACH-000472,-0.12515312142511606
ACH-000473,0.05577556060669635
ACH-000475,-0.06380375774102852
ACH-000476,-0.10270346749588297
ACH-000477,-0.09541233882064083
ACH-000479,-0.0452401769076102
ACH-000480,-0.15838015909639805
ACH-000481,-0.17279732609161855
ACH-000483,-0.174830112806869
ACH-000484,-0.052134139076127135
ACH-000485,-0.2249394411067324
ACH-000486,-0.048452329412738505
ACH-000487,-0.06233214965276269
ACH-000488,-0.14882183832191812
ACH-000490,-0.105982203169082
ACH-000491,-0.20785692819194845
ACH-000495,-0.11374208172591414
ACH-000496,-0.08097484557536103
ACH-000499,-0.12135146759325954
ACH-000500,0.03725865128961257
ACH-000502,-0.10351556224909893
ACH-000503,-0.0904053646023531
ACH-000505,-0.05492801138642569
ACH-000507,-0.010820069747630787
ACH-000510,-0.06037647260880725
ACH-000511,-0.07041105434231837
ACH-000512,-0.1804815175913715
ACH-000516,-0.15263243672865862
ACH-000517,-0.14743738500485806
ACH-000518,-0.11608854265247087
ACH-000520,-0.03315268299922547
ACH-000521,-0.2341392160276064
ACH-000522,-0.1229701499494794
ACH-000524,-0.10397477373258304
ACH-000527,-0.12430805179905095
ACH-000528,-0.14959525066233026
ACH-000537,-0.18671809312939736
ACH-000541,-0.18787932459085047
ACH-000542,-0.10655826856602868
ACH-000544,-0.09240851553237832
ACH-000545,-0.07807771509698055
ACH-000547,-0.26086068257638056
ACH-000548,-0.09085182478736548
ACH-000549,-0.16386104290904616
ACH-000550,-0.1650254511282412
ACH-000552,-0.17600196825868478
ACH-000556,-0.0836389444916963
ACH-000557,-0.10224011120585226
ACH-000569,-0.02458415783153145
ACH-000570,-0.05408648991261705
ACH-000571,-0.03304825313363228
ACH-000573,-0.10650094146133372
ACH-000576,-0.18317891049052987
ACH-000579,-0.2367387989141277
ACH-000580,-0.13946803766690588
ACH-000584,-0.06045405283691097
ACH-000585,-0.08971060475958982
ACH-000588,-0.040534294270295874
ACH-000589,-0.31832452077929185
ACH-000591,-0.20526083429010944
ACH-000593,-0.12874497383502542
ACH-000600,0.0049139427906877186
ACH-000601,-0.16491152965758935
ACH-000605,-0.012961637437492294
ACH-000606,-0.026481393637162225
ACH-000608,-0.0937376389364968
ACH-000614,-0.1911691223468468
ACH-000616,-0.02057446483212237
ACH-000618,-0.08438894485992987
ACH-000619,-0.12306593917147275
ACH-000620,-0.16731792447008936
ACH-000621,-0.14512165462831514
ACH-000622,-0.04608076159446302
ACH-000623,-0.1257135583963011
ACH-000624,-0.04622348260614098
ACH-000627,-0.19288637985840296
ACH-000630,-0.025469311154814225
ACH-000631,-0.0023740085794368127
ACH-000632,-0.045533457677688856
ACH-000633,-0.10439355542133083
ACH-000637,-0.06755746433573975
ACH-000638,-0.05160909823345651
ACH-000646,-0.12424935081234564
ACH-000647,-0.05205526080176736
ACH-000648,-0.0013374590766762995
ACH-000649,-0.053291440071681545
ACH-000651,-0.13389929152144453
ACH-000652,-0.010987492480235093
ACH-000653,-0.17623079978774686
ACH-000657,-0.046888308165093866
ACH-000658,-0.02778814585952079
ACH-000661,-0.002901860045666444
ACH-000662,-0.17534691366388167
ACH-000663,-0.12271736560461463
ACH-000665,-0.10693636268355253
ACH-000671,-0.016868107279116563
ACH-000672,-0.24576322952184454
ACH-000673,-0.12720293849714553
ACH-000676,-0.09824421093711612
ACH-000677,-0.13349208441750113
ACH-000681,-0.027102838456319743
ACH-000683,-0.13133169560896946
ACH-000684,-0.03555866219497208
ACH-000688,-0.08984874617637352
ACH-000693,-0.1449444055664537
ACH-000694,-0.2085861183525015
ACH-000695,-0.15635288500308855
ACH-000696,-0.15510321725182502
ACH-000697,-0.13866377632945193
ACH-000699,-0.13752087524430714
ACH-000701,-0.1951848492260448
ACH-000706,0.05050256514732583
ACH-000711,-0.09659381147164174
ACH-000713,-0.07453247770067965
ACH-000714,-0.05488078592252139
ACH-000718,-0.15323083880954955
ACH-000720,-0.016137896005640202
ACH-000721,-0.036119855154245394
ACH-000724,-0.1439865778070449
ACH-000725,-0.025114016149545452
ACH-000732,-0.2654905905771036
ACH-000734,-0.08275758138417859
ACH-000735,-0.13679836429981207
ACH-000736,-0.031017909704950525
ACH-000738,-0.14987354006590276
ACH-000746,-0.2487275220468733
ACH-000747,-0.1115373943933462
ACH-000748,-0.08504225300464396
ACH-000753,-0.18634914843813008
ACH-000756,-0.1436316810468001
ACH-000757,-0.13778659173257535
ACH-000758,-0.15553333022864652
ACH-000760,-0.1747190215278174
ACH-000762,0.0796196452479137
ACH-000763,-0.272843270692907
ACH-000764,-0.11422027212239674
ACH-000765,-0.2703017237415741
ACH-000766,-0.07318134830816664
ACH-000767,-0.05901169730821702
ACH-000768,-0.23911855749197514
ACH-000769,-0.10399467380203824
ACH-000770,-0.09699483092577724
ACH-000771,-0.04735334852127954
ACH-000773,-0.1209846876969863
ACH-000776,0.09845387756115484
ACH-000777,0.036976170610523176
ACH-000778,-0.1487597673774657
ACH-000781,-0.0629325051541305
ACH-000782,-0.16420294737770388
ACH-000783,-0.16735453613629378
ACH-000784,-0.043427688542517336
ACH-000785,-0.2517328426543283
ACH-000787,-0.0738876699699643
ACH-000788,-0.16040064999352746
ACH-000791,-0.04740539222133179
ACH-000792,-0.09761391455336026
ACH-000794,-0.15641783276752122
ACH-000796,-0.20393352798755676
ACH-000798,-0.2224735475352712
ACH-000799,-0.12095675918045737
ACH-000800,-0.22147685665746691
ACH-000802,-0.03176588198809322
ACH-000804,0.06032021847269441
ACH-000805,-0.15584510474142613
ACH-000809,-0.06003357089208323
ACH-000810,-0.09672776581932288
ACH-000811,-0.031834672487090564
ACH-000817,0.06187326408378744
ACH-000819,-0.09889194228892606
ACH-000820,-0.11465374611921475
ACH-000821,-0.02833708499520165
ACH-000822,-0.12241148923751613
ACH-000823,-0.12389795189119228
ACH-000824,-0.12320676091441413
ACH-000827,-0.08707033035100722
ACH-000829,-0.04808670980799471
ACH-000831,-0.18728417577488946
ACH-000832,-0.07779908848673721
ACH-000833,-0.11381340130461833
ACH-000834,-0.14647899751388954
ACH-000835,-0.09609015114625853
ACH-000836,-0.0981117379848416
ACH-000837,-0.11619209075057525
ACH-000838,-0.09525969227066997
ACH-000839,-0.1147669391897944
ACH-000840,-0.23691762589408355
ACH-000841,0.00281135196170467
ACH-000843,-0.0633997927889842
ACH-000846,-0.005090548802271843
ACH-000847,-0.13019870286156895
ACH-000848,-0.07724786984441091
ACH-000849,-0.11251419812100563
ACH-000851,-0.09782167286562507
ACH-000855,-0.1901626500737804
ACH-000856,-0.050826222665635086
ACH-000858,-0.09629714047536647
ACH-000859,-0.13903717685206454
ACH-000861,-0.05182312092849223
ACH-000862,-0.09188562450542748
ACH-000865,-0.029811050293028583
ACH-000866,-0.15082890126920162
ACH-000867,-0.11321172557380912
ACH-000869,-0.02460802223521629
ACH-000872,-0.10541487253340708
ACH-000873,-0.17401872041995056
ACH-000876,-0.08161322929952512
ACH-000878,-0.27715794862555165
ACH-000880,-0.17384204784484442
ACH-000881,-0.004066477006059443
ACH-000882,-0.057582932750661314
ACH-000884,-0.15927000803865055
ACH-000885,-0.0130832249402226
ACH-000887,-0.15446056693718935
ACH-000889,-0.08672414284453253
ACH-000896,-0.1061440650432198
ACH-000898,-0.1171767710522475
ACH-000900,-0.2467573875235796
ACH-000901,-0.14945233834229282
ACH-000905,0.02673213214717093
ACH-000906,-0.12700504347229205
ACH-000907,0.0686235906138233
ACH-000910,-0.1807938616571577
ACH-000911,-0.03574754218887337
ACH-000912,-0.012198413357019072
ACH-000913,-0.13204770680565894
ACH-000915,-0.005497555749951671
ACH-000916,0.3091995332900633
ACH-000917,-0.06585915577624846
ACH-000920,-0.33636958471871803
ACH-000921,-0.1551662288663862
ACH-000924,-0.17029762023999784
ACH-000926,-0.11383072691311362
ACH-000928,-0.1334875904738306
ACH-000929,-0.008923480947312091
ACH-000932,-0.03456792901637912
ACH-000935,-0.03705467682763978
ACH-000936,-0.08527838679757227
ACH-000937,-0.20068744979096775
ACH-000938,-0.16535668131191902
ACH-000939,-0.12184095765943025
ACH-000941,0.03470642606892836
ACH-000943,-0.17671481993907268
ACH-000946,-0.07667730816024831
ACH-000947,-0.12396539916622462
ACH-000948,-0.10606321722880828
ACH-000950,-0.10124961172777004
ACH-000953,-0.2367598840897971
ACH-000954,-0.1157603677062339
ACH-000957,-0.1736068868369154
ACH-000958,-0.2368051604607519
ACH-000960,-0.1841996554849216
ACH-000963,0.013641753746439542
ACH-000968,-0.2261511636654476
ACH-000969,-0.10399014585719822
ACH-000972,-0.2469612119983729
ACH-000973,-0.13761744308389345
ACH-000974,-0.11410622538186242
ACH-000978,-0.1604536505876442
ACH-000984,-0.3383706484246773
ACH-000986,-0.03915082562187857
ACH-000988,-0.032546484195547065
ACH-000993,-0.0793464143851661
ACH-000994,-0.2199769383503173
ACH-000996,-0.11907639881179607
ACH-001001,-0.10592293319482048
ACH-001020,0.20028091065657652
ACH-001028,-0.15516037169763736
ACH-001031,-0.17967957609561228
ACH-001038,-0.1348920335785569
ACH-001048,-0.11827456533134866
ACH-001050,-0.08859934663686825
ACH-001053,-0.202204423605352
ACH-001054,-0.14634777411141614
ACH-001061,-0.11219653282131327
ACH-001067,-0.16458527621617344
ACH-001075,-0.01144711760766324
ACH-001096,-0.016297485760439837
ACH-001111,-0.16561059357919167
ACH-001119,-0.01357341609838167
ACH-001128,0.10623269449857828
ACH-001134,-0.1103156665930376
ACH-001151,-0.11505890192092548
ACH-001163,-0.11421977144760626
ACH-001164,-0.12530398603483142
ACH-001183,0.09385273481194673
ACH-001192,-0.09017358165562657
ACH-001193,-0.11722814184133355
ACH-001196,-0.1429912639396479
ACH-001197,-0.12233051404209573
ACH-001205,-0.059574957697297676
ACH-001211,-0.15859322063164302
ACH-001212,-0.02044638952240365
ACH-001228,-0.2095625288211406
ACH-001232,-0.11387110707625238
ACH-001239,-0.1294317302476028
ACH-001270,0.06540028929916826
ACH-001274,-0.07337643872362634
ACH-001275,-0.0010552821738488184
ACH-001277,-0.2095078458381293
ACH-001278,-0.06134531269695793
ACH-001280,-0.017844104592088173
ACH-001283,-0.08906081570246037
ACH-001289,-0.08213642700212012
ACH-001300,-0.19705579635685494
ACH-001301,-0.08935696651615499
ACH-001302,0.0013796262640229698
ACH-001306,-0.0905593756029506
ACH-001318,-0.03619471544768167
ACH-001322,0.0638953471349254
ACH-001328,-0.08293366217698835
ACH-001332,-0.016977180649807886
ACH-001336,-0.005198210274092549
ACH-001346,-0.1275609004159006
ACH-001353,-0.11896034406430775
ACH-001354,-0.4574160442959732
ACH-001367,-0.14515167426418235
ACH-001368,-0.02386703880650979
ACH-001374,0.08528850799607036
ACH-001377,-0.07937199988895989
ACH-001380,-0.08749633340220953
ACH-001391,-0.1731035041058571
ACH-001408,-0.15410020271705044
ACH-001430,-0.2789169166904724
ACH-001431,-0.22165031676731686
ACH-001450,-0.1351498105051209
ACH-001496,-0.0371422110771235
ACH-001500,-0.11898795862123268
ACH-001523,0.005699608370325077
ACH-001532,-0.1542321876043452
ACH-001550,-0.1470893154291502
ACH-001552,-0.2039674675998907
ACH-001554,-0.12434947835625412
ACH-001654,-0.054780893532185695
ACH-001735,-0.1752350811469874
ACH-001736,-0.18710705163347516
ACH-001737,-0.33393218396679514
ACH-001740,0.13608856468376887
ACH-001745,-0.06940836880502732
ACH-001765,-0.19805032223674546
