,MRFAP1 (93621)
ACH-000004,0.14693435352249032
ACH-000005,0.30158642586730816
ACH-000007,-0.13091683120115752
ACH-000009,-0.08015455900429072
ACH-000011,-0.04452602732089954
ACH-000012,0.01647350620970324
ACH-000013,0.05297919507608551
ACH-000014,-0.04129164863661658
ACH-000015,0.0864201920216562
ACH-000017,0.05389989298433314
ACH-000018,0.2243385881598869
ACH-000019,-0.18064056074240695
ACH-000021,0.1080505156554914
ACH-000022,-0.08225944188174349
ACH-000025,0.14250371227788505
ACH-000028,-0.02607553364420516
ACH-000030,-0.052504104578369966
ACH-000035,0.23059521505796185
ACH-000036,0.1802914637281918
ACH-000037,0.07316700216242535
ACH-000039,-0.02222815027535971
ACH-000040,-0.07606616660657999
ACH-000041,0.07653521831697221
ACH-000042,-0.012971049012207386
ACH-000045,-0.013414419883933316
ACH-000047,0.03438565868556368
ACH-000052,0.27514046955640065
ACH-000053,-0.07378124534706403
ACH-000054,0.08196582671740425
ACH-000055,-0.10078432101129237
ACH-000060,-0.05148753779851874
ACH-000067,0.12006508466418213
ACH-000070,-0.030722101801104445
ACH-000075,-0.05268850574324487
ACH-000078,-0.046198386811442026
ACH-000082,-0.0054761721033617814
ACH-000085,0.15785747697148428
ACH-000086,0.07136026121580663
ACH-000087,-0.026704233545656004
ACH-000092,0.057970865998037226
ACH-000095,-0.035053359791494536
ACH-000097,-0.013821380667261038
ACH-000098,0.09847072873866794
ACH-000099,-0.028197361302668908
ACH-000108,-0.016753009750563028
ACH-000113,-0.032681097187014584
ACH-000116,0.1153962567976498
ACH-000118,-0.029242923002617143
ACH-000120,0.0031869878213589115
ACH-000123,-0.0315889642118968
ACH-000127,0.11335310117825614
ACH-000128,0.08324817941063453
ACH-000132,-0.11132117557375774
ACH-000133,-0.11865836859393615
ACH-000137,-0.08847940104574971
ACH-000138,0.02342943972838205
ACH-000142,0.02291884874140993
ACH-000143,0.023429172647255272
ACH-000146,0.0270173274609105
ACH-000148,-0.060569799017394364
ACH-000150,0.006330937132548382
ACH-000152,-0.02412503139924407
ACH-000153,-0.022872947400371282
