,NLRP13 (126204)
ACH-000004,-0.2597124119342085
ACH-000005,-0.1902084649796473
ACH-000007,-0.2273214561277915
ACH-000009,-0.25868126548568626
ACH-000011,-0.2550788435751629
ACH-000012,-0.3618689413921552
ACH-000013,-0.31764055545907377
ACH-000014,-0.21187824716484255
ACH-000015,-0.3817073195106641
ACH-000017,-0.16295999699921004
ACH-000018,-0.1748707364285026
ACH-000019,-0.12319687096622267
ACH-000021,-0.3034056878977574
ACH-000022,-0.2820690246318134
ACH-000025,-0.1888077184360056
ACH-000028,-0.20707287859843707
ACH-000030,-0.5017347323334189
ACH-000035,-0.17896234896484672
ACH-000036,-0.4315506224441458
ACH-000037,-0.12287277016987205
ACH-000039,-0.35164304113018885
ACH-000040,-0.16322013228418267
ACH-000041,-0.2498359500724966
ACH-000042,-0.28898332452139674
ACH-000045,-0.2751074105600525
ACH-000047,-0.1308306957484327
ACH-000052,-0.2992805996598856
ACH-000053,-0.26863254257902075
ACH-000054,-0.37469519014371216
ACH-000055,-0.3006098496720112
ACH-000060,-0.2605964410963601
ACH-000067,-0.08871436329271801
ACH-000070,-0.2327612443323988
ACH-000075,-0.4520428666995944
ACH-000078,-0.4368451120371252
ACH-000082,-0.1946154292302928
ACH-000085,-0.3649628506458231
ACH-000086,-0.2600878003500873
ACH-000087,-0.205078146300618
ACH-000092,-0.3422988131220775
ACH-000095,-0.2777174136167127
ACH-000097,-0.24052774445903075
ACH-000098,-0.2472932955696553
ACH-000099,-0.3384229859467996
ACH-000108,-0.21648439143845372
ACH-000113,-0.3082897861397743
ACH-000116,-0.20241015611641675
ACH-000118,-0.1873868941158367
ACH-000120,-0.11488419675898275
ACH-000123,-0.28127754379434644
ACH-000127,-0.3476771318132768
ACH-000128,-0.38628359142094093
ACH-000132,-0.17404314127368795
ACH-000133,-0.40899373618101786
ACH-000137,-0.2950016810458408
ACH-000138,-0.2308131624686089
ACH-000142,-0.18766615897505687
ACH-000143,-0.39870328232091373
ACH-000146,-0.2950206335056758
ACH-000148,-0.2865070092864095
ACH-000150,-0.26283847165264723
ACH-000152,-0.18793433050367894
ACH-000153,-0.3553075344538581
ACH-000159,-0.3470066686766935
ACH-000160,-0.1222798779780806
ACH-000163,-0.27214105277539
ACH-000167,-0.326672982491007
ACH-000168,-0.3180773969629381
ACH-000169,-0.3103138142657601
ACH-000178,-0.34748721925969145
ACH-000183,-0.2840544709009
ACH-000188,-0.13740592974813004
ACH-000189,-0.2556600528576216
ACH-000190,-0.20629898997276594
ACH-000198,-0.2341118625975623
ACH-000203,0.09619598327232493
ACH-000204,-0.21074181776974527
ACH-000206,-0.3634464415921807
ACH-000207,-0.2568937419486723
ACH-000208,-0.18473553380191804
ACH-000210,-0.33812489238247284
ACH-000211,-0.19731488325970667
ACH-000215,-0.21825512703578392
ACH-000221,-0.40433651271318893
ACH-000222,-0.16727097148827896
ACH-000223,-0.3202525238031924
ACH-000226,-0.13936161020759935
ACH-000227,-0.3804564122896648
ACH-000228,-0.10665344485851996
ACH-000231,-0.20301691701426225
ACH-000232,-0.4087141373193881
ACH-000233,-0.2729746232166473
ACH-000234,-0.3201439456201791
ACH-000235,-0.19166048602471245
ACH-000237,-0.28726936701272243
ACH-000238,-0.3245140830909481
ACH-000242,-0.23677810782359265
ACH-000243,-0.20509105344657955
ACH-000244,0.014082658802295566
ACH-000246,-0.2411704523225183
ACH-000248,-0.2678354199226187
ACH-000250,-0.1981456967285596
ACH-000251,-0.36132180170283296
ACH-000252,-0.35379540820978644
ACH-000253,-0.3330889232298515
ACH-000255,-0.240247655507723
ACH-000256,-0.3020609020255906
ACH-000257,-0.21073831325321107
ACH-000258,-0.43781344503720543
ACH-000259,-0.16856534633054251
ACH-000260,-0.29459841292074296
ACH-000261,-0.2101287579726083
ACH-000262,-0.2893015174443732
ACH-000263,-0.2846633186783597
ACH-000264,-0.23193529688616665
ACH-000265,-0.398653268103048
ACH-000266,-0.2643537842713902
ACH-000272,-0.2557242198285687
ACH-000274,-0.24143501281441526
ACH-000277,-0.1292079317734216
ACH-000278,-0.23917106939829355
ACH-000279,-0.3321214865923805
ACH-000280,-0.297145716783647
ACH-000281,-0.2500473752368445
ACH-000288,-0.16457041947636664
ACH-000291,-0.19721255103279384
ACH-000293,-0.26913064703260703
ACH-000294,-0.3313180518498872
ACH-000295,-0.3298843707228187
ACH-000296,-0.1265625795326261
ACH-000302,-0.4281232736536555
ACH-000304,-0.005716762447668603
ACH-000307,-0.32413447051853866
ACH-000308,-0.17236653951213085
ACH-000310,-0.3969663771903828
ACH-000311,-0.19996801519557295
ACH-000312,-0.19047085523039176
ACH-000315,-0.2724440575078837
ACH-000316,-0.2366138677821737
ACH-000317,-0.2784547918050351
ACH-000318,-0.2206932921250904
ACH-000319,-0.11755956519792132
ACH-000320,-0.11290644057659265
ACH-000322,-0.13831347502563046
ACH-000323,-0.2569126426916692
ACH-000324,-0.37312504835472815
ACH-000329,-0.3255416014014086
ACH-000330,-0.04540510709017894
ACH-000331,-0.14891177507712766
ACH-000332,-0.22523310638588265
ACH-000334,-0.2692057726732417
ACH-000335,-0.03601117688947441
ACH-000336,-0.26867528387693274
ACH-000337,-0.3605024953457298
ACH-000338,0.2113141262239674
ACH-000339,-0.3093122646579481
ACH-000341,-0.21016406048604172
ACH-000348,-0.28305395612790235
ACH-000350,-0.31185483763629995
ACH-000352,-0.2949581190449682
ACH-000356,-0.021827815858393173
ACH-000361,-0.1807191001204889
ACH-000362,-0.225480658257166
ACH-000363,-0.20050579954063047
ACH-000364,-0.28891871843556194
ACH-000365,-0.20459941276239899
ACH-000366,-0.2912843946696469
ACH-000368,-0.12860821351888502
ACH-000374,-0.13145693102224645
