,PHC2 (1912)
ACH-000004,-0.0333104801667768
ACH-000005,-0.047281652663332965
ACH-000007,-0.13971528179199086
ACH-000009,-0.1228516302887016
ACH-000011,-0.03377514848987239
ACH-000012,-0.08867929441161065
ACH-000013,-0.13135365837386964
ACH-000014,-0.15797566549337216
ACH-000015,-0.012342673046800876
ACH-000017,-0.08548199021608327
ACH-000018,-0.05324878668287899
ACH-000019,-0.024474742936802543
ACH-000021,0.0009943107337240088
ACH-000022,-0.1129715948909239
ACH-000025,-0.11309415939657305
ACH-000028,-0.0747256834014769
ACH-000030,-0.03360483798581717
ACH-000035,-0.15970524274185527
ACH-000036,0.03896505749371528
ACH-000037,-0.041232513189371135
ACH-000039,-0.3721823665477169
ACH-000040,-0.16491495790342686
ACH-000041,-0.22600210388586076
ACH-000042,-0.03703796934410347
ACH-000045,-0.22588080052393725
ACH-000047,0.07512661750573311
ACH-000052,-0.0010263502119725498
ACH-000053,-0.17396107536426758
ACH-000054,-0.2232217622217168
ACH-000055,-0.1827896173525546
ACH-000060,-0.2536169329954377
ACH-000067,-0.15584101311045134
ACH-000070,-0.06468711145543833
ACH-000075,-0.09797300577797473
ACH-000078,-0.18551531736219792
ACH-000082,-0.0306086409484279
ACH-000085,0.07305868161254768
ACH-000086,-0.10938611601917032
ACH-000087,-0.060643087752283525
ACH-000092,-0.17765583417521588
ACH-000095,-0.7231916067617175
ACH-000097,-0.01629757991134631
ACH-000098,0.04039148873867935
ACH-000099,-0.025304464461788682
ACH-000108,-0.13333723497510605
ACH-000113,-0.1633538586603139
ACH-000116,-0.06655884350888233
ACH-000118,0.007101093216831841
ACH-000120,0.013666026223534106
ACH-000123,-0.09797672478147182
ACH-000127,-0.09656407406204147
ACH-000128,-0.1447487051728414
ACH-000132,-0.03098889898662815
ACH-000133,-0.17593990443975954
ACH-000137,-0.08471210727651042
ACH-000138,-0.05160426980126805
ACH-000142,-0.1665106795261704
ACH-000143,-0.20374498057906315
ACH-000146,-0.10745274985426537
ACH-000148,-0.11124677338512932
ACH-000150,-0.11424860457385662
ACH-000152,-0.11456404155620192
ACH-000153,-0.15239231099268385
ACH-000159,-0.08536239362145989
ACH-000160,-0.011835874349874514
ACH-000163,-0.015211398486553522
ACH-000167,0.08064631222693915
ACH-000168,-0.09128818771876246
ACH-000169,-0.17495261189260838
ACH-000178,-0.0995201540275936
ACH-000183,-0.1966709928890976
ACH-000188,-0.1385915864607524
ACH-000189,-0.28136500246620905
ACH-000190,-0.032013807803182526
ACH-000198,-0.06149545401295384
ACH-000203,-0.7326103593360543
ACH-000204,0.10215359668784832
ACH-000206,-0.3214929874740361
ACH-000207,0.018362085306813027
ACH-000208,-0.14507310930140835
ACH-000210,-0.047866934778180124
ACH-000211,-0.00870967195870238
ACH-000215,-0.18186787618421865
ACH-000221,-0.17718121795334107
ACH-000222,-0.129134217339654
ACH-000223,-0.11095679641375157
ACH-000226,-0.2120694833569964
ACH-000227,-0.11032065202444807
ACH-000228,0.031176766661036782
ACH-000231,-0.055988651904863705
ACH-000232,-0.12164559138223915
ACH-000233,0.011241324639162288
ACH-000234,0.03215941581643801
ACH-000235,-0.027987131943123408
ACH-000237,-0.12264927867801703
ACH-000238,-0.2765478894087258
ACH-000242,-0.31997611206556004
ACH-000243,0.034677335846050504
ACH-000244,-0.12059282379173115
ACH-000246,0.0021385381530613875
ACH-000248,0.027080437399320773
ACH-000250,-0.08440110470878888
ACH-000251,0.09453291429177094
ACH-000252,-0.13424939937249394
ACH-000253,-0.08945944165993794
ACH-000255,-0.22354538870978585
ACH-000256,-0.07861601227920285
ACH-000257,-0.04658608632238887
ACH-000258,-0.1552923374772076
ACH-000259,0.04131541045678685
ACH-000260,-0.3991182154699274
ACH-000261,-0.020592383618459942
ACH-000262,-0.12641168699716
ACH-000263,-0.21101162534825987
ACH-000264,0.030071937136544182
ACH-000265,0.04403888717360646
ACH-000266,0.04926772705207557
ACH-000272,-0.18008087925648836
ACH-000274,-0.093980425200667
ACH-000277,-0.02941729626497968
ACH-000278,-0.13005255766054485
ACH-000279,-0.1147409523562214
ACH-000280,-0.1735724099325726
ACH-000281,0.09074783265665363
ACH-000288,-0.1885052295240221
ACH-000291,-0.11149966452452184
ACH-000293,-0.12876921753516346
ACH-000294,-0.10622516639303252
ACH-000295,-0.027701113448116158
ACH-000296,-0.1820130646944172
ACH-000302,-0.1819802851449462
ACH-000304,0.044145778628649435
ACH-000307,-0.12474354449152962
ACH-000308,-0.03119659431244307
ACH-000310,-0.2876238028603371
ACH-000311,0.041901933120460234
ACH-000312,-0.11658764133402424
ACH-000315,-0.04786496955717885
ACH-000316,-0.1788287959027778
ACH-000317,-0.17864552344344325
ACH-000318,-0.20537993325978895
ACH-000319,-0.1883713533476603
ACH-000320,-0.2339237142056436
ACH-000322,-0.08619726187796034
ACH-000323,-0.07594269211517381
ACH-000324,-0.14115973472721147
ACH-000329,-0.1591566074234068
ACH-000330,-0.08122392484009258
ACH-000331,-0.12471713439512624
ACH-000332,-0.1374064685535195
ACH-000334,-0.1512138937664512
ACH-000335,-0.11456403165887008
ACH-000336,-0.03837464834503413
ACH-000337,0.006871610204297557
ACH-000338,-0.1478537182837885
ACH-000339,-0.052609038801699495
ACH-000341,-0.009915195943910287
ACH-000348,-0.03055532883303428
ACH-000350,-0.13666472414157496
ACH-000352,0.025351370384568958
ACH-000356,0.01683618138091386
ACH-000361,-0.09738253471353182
ACH-000362,-0.10037837955490048
ACH-000363,-0.04114919687304845
ACH-000364,-0.09882502796253598
ACH-000365,-0.14732422673811546
ACH-000366,-0.05918761435880005
ACH-000368,-0.10193954445970753
ACH-000374,-0.24197650999838785
ACH-000375,-0.04760691749824629
ACH-000376,-0.1935503596916068
ACH-000381,-0.1886208463387224
ACH-000383,-0.10480826559690157
ACH-000387,-0.04085118951993222
ACH-000389,-0.1528153016548497
ACH-000390,-0.08425408540005884
ACH-000393,-0.1122374027424874
ACH-000395,-0.2815624525323699
ACH-000396,-0.06869326251934668
ACH-000397,-0.08234795466730913
ACH-000401,-0.053706872112478224
ACH-000402,-0.18728813097798555
ACH-000403,-0.06098286863930705
ACH-000404,-0.08580115225756986
ACH-000406,-0.09188585622432824
ACH-000407,-0.15732094242608805
ACH-000408,-0.27421011810344764
ACH-000410,-0.04297839700574036
ACH-000411,-0.10935854657756038
ACH-000414,0.023715581566359903
ACH-000415,-0.15021899537880726
ACH-000416,-0.058569205144639286
ACH-000420,-0.12093927987655945
ACH-000421,-0.08822044829136598
ACH-000424,-0.2513647285709973
ACH-000425,-0.09738894573276333
ACH-000426,0.06389949810008938
ACH-000427,0.016449515601577844
ACH-000433,0.004521692202579094
ACH-000435,-0.011209326551092469
ACH-000436,-0.08188722338128081
ACH-000444,-0.08282166160806023
ACH-000445,-0.2864179152868099
ACH-000448,-0.0566743743036805
ACH-000450,-0.030529915372622132
ACH-000452,-0.009387858074802323
ACH-000454,-0.16858835466139904
ACH-000458,-0.08399958365508299
ACH-000459,0.020666275642862726
ACH-000460,-0.12751384104486418
ACH-000461,-0.20696225961453407
ACH-000463,-0.036863983137125786
ACH-000464,-0.03709538591494856
ACH-000466,-0.041906623277001336
ACH-000467,-0.15425143810111974
ACH-000468,-0.21781232825804547
ACH-000469,-0.13652137043268858
ACH-000470,-0.16478237691385125
ACH-000471,0.027203174523488843
ACH-000472,-0.03174627635180397
ACH-000473,-0.21543029006338005
ACH-000475,-0.12560392638984813
ACH-000476,-0.09950300793516892
ACH-000477,-0.009372522884200207
ACH-000479,-0.06049597230590448
ACH-000480,-0.04184537930795401
ACH-000481,-0.15773410970530036
ACH-000483,-0.18996154545530125
ACH-000484,-0.08600332920255012
ACH-000485,-0.12219094007257228
ACH-000486,-0.023026806605386144
ACH-000487,0.02787845197244685
ACH-000488,-0.050535714546557434
ACH-000490,-0.0027841459269904788
ACH-000491,0.08777851596408183
ACH-000495,-0.17149390072631235
ACH-000496,-0.042074869265554184
ACH-000499,-0.34703025004131705
ACH-000500,-0.08467839972611517
ACH-000502,0.002520206032850442
ACH-000503,0.1732705490976871
ACH-000505,-0.05547593651934002
ACH-000507,0.03462731980328815
ACH-000510,-0.11262776698820927
ACH-000511,-0.08266023768409736
ACH-000512,-0.5088277789200544
ACH-000516,0.052878959947400384
ACH-000517,-0.13658917468767331
ACH-000518,0.009365276600587736
ACH-000520,-0.027979450616667338
ACH-000521,-0.04643278272211724
ACH-000522,-0.14518106730219524
ACH-000524,-0.1198111497942887
ACH-000527,-0.02545143115751773
ACH-000528,-0.04843960831479475
ACH-000537,-0.16549287379700314
ACH-000541,-0.10414408894050152
ACH-000542,-0.047065324393906136
ACH-000544,-0.03275510959213386
ACH-000545,-0.045900521227030464
ACH-000547,-0.10901241224134707
ACH-000548,-0.04101344159388185
ACH-000549,-0.09514903949166634
ACH-000550,-0.3641659570643984
ACH-000552,-0.07424244258850803
ACH-000556,0.01522022646874111
ACH-000557,-0.1742576134116508
ACH-000569,-0.036794649220216316
ACH-000570,-0.17638700053322448
ACH-000571,-0.09636832631787648
ACH-000573,-0.0559119629653106
ACH-000576,-0.2501930041047835
ACH-000579,-0.07030662835567644
ACH-000580,-0.009010773118782471
ACH-000584,-0.07996002564060924
ACH-000585,-0.12764208306952593
ACH-000588,0.06470990160091351
ACH-000589,-0.10053106607086826
ACH-000591,-0.19409353324345716
ACH-000593,-0.12934854416502606
ACH-000600,-0.2919263717355087
ACH-000601,0.0036780687460477093
ACH-000605,-0.1191562589871388
ACH-000606,-0.034130338867311316
ACH-000608,-0.093717591499034
ACH-000614,-0.20472780787932185
ACH-000616,-0.1423998075805414
ACH-000618,-0.07618976178523915
ACH-000619,-0.10844162942945644
ACH-000620,-0.06903037172842366
ACH-000621,-0.06834506232645557
ACH-000622,-0.08447570119091502
ACH-000623,-0.13779569767766234
ACH-000624,-0.14601608001719293
ACH-000627,-0.09569502399959667
ACH-000630,-0.2333119442256849
ACH-000631,-0.08453128507645098
ACH-000632,-0.2142062730641998
ACH-000633,-0.16583616010221613
ACH-000637,-0.09700627014809816
ACH-000638,-0.20910640662788973
