,SPRR2F (6705)
ACH-000004,0.06402657476359919
ACH-000005,-0.07289980378549214
ACH-000007,-0.14021666225490562
ACH-000009,-0.04916365996611217
ACH-000011,-0.01430218995325411
ACH-000012,-0.08165887406000479
ACH-000013,0.043774661519826834
ACH-000014,-0.05841744133648377
ACH-000015,-0.03032309996510448
ACH-000017,0.05864817904838355
ACH-000018,-0.10605838821339013
ACH-000019,0.022539228129587863
ACH-000021,-0.00920700991352595
ACH-000022,-0.051338313368411936
ACH-000025,-0.05931313000016429
ACH-000028,-0.017096712580262064
ACH-000030,-0.04882289357657139
ACH-000035,0.02967891786026101
ACH-000036,0.013041197766484505
ACH-000037,-0.025339750183728596
ACH-000039,0.10705500725975607
ACH-000040,-0.09485126944598846
ACH-000041,0.04005586591920051
ACH-000042,0.09700138653264012
ACH-000045,-0.04391038251039543
ACH-000047,0.002662749447068981
ACH-000052,0.027244816459273197
ACH-000053,-0.049222081727113065
ACH-000054,-0.058234849108927414
ACH-000055,0.12814571905971225
ACH-000060,0.04640403834911087
ACH-000067,-0.01566182198066908
ACH-000070,-0.028040613509234782
ACH-000075,-0.10531214983876637
ACH-000078,-0.08062697282181779
ACH-000082,-0.03718593430573003
ACH-000085,-0.14095775292918358
ACH-000086,-0.09218910713775166
ACH-000087,0.012785151461285229
ACH-000092,-0.06900500486204131
ACH-000095,0.057632208027189616
ACH-000097,-0.1593229794060633
ACH-000098,-0.005472226700210187
ACH-000099,0.052754081560186405
ACH-000108,0.00666763998488157
ACH-000113,-0.05006117332514338
ACH-000116,0.0182277604373069
ACH-000118,0.09316203525159343
ACH-000120,-0.008078302476151641
ACH-000123,0.06669936358726299
ACH-000127,0.0032909426569141817
ACH-000128,-0.023695524432445332
ACH-000132,0.08789141174039616
ACH-000133,0.050013008067597
ACH-000137,0.03273812213101447
ACH-000138,0.07464723263772234
ACH-000142,0.0227147209926404
ACH-000143,0.18489969343074333
ACH-000146,0.007252002669085955
ACH-000148,-0.019554628193429357
ACH-000150,0.010272358351195759
ACH-000152,-0.002714480626632253
ACH-000153,-0.010113508231282582
ACH-000159,-0.06451764822093688
ACH-000160,0.029762587181081174
ACH-000163,-0.020043231664060208
ACH-000167,0.03255995361195553
ACH-000168,0.01411992849480292
ACH-000169,0.006582580285914753
ACH-000178,0.040621144209518165
ACH-000183,0.07909332907112009
ACH-000188,-0.04094534576045936
ACH-000189,-0.0932987087513215
ACH-000190,0.03094583930084485
ACH-000198,-0.021204388012299374
ACH-000203,0.11061178805341924
ACH-000204,-0.3518369831774543
ACH-000206,0.014606389534126003
ACH-000207,-0.10698971763792194
ACH-000208,-0.07297304554038722
ACH-000210,0.06541186551348177
ACH-000211,-0.0005487679439103795
ACH-000215,-0.04661054955635946
ACH-000221,0.0006941198409618804
ACH-000222,-0.011813512362759937
ACH-000223,-0.1011920831879034
ACH-000226,0.025793465134549574
ACH-000227,0.11960743948244185
ACH-000228,-0.015424753901339704
ACH-000231,0.00830166950731627
ACH-000232,0.028069942598995496
ACH-000233,-0.03873275280793813
ACH-000234,-0.03177035819901359
ACH-000235,-0.033005805983995905
