,STARD3NL (83930)
ACH-000004,0.0071606541972377485
ACH-000005,0.05388278683667673
ACH-000007,-0.1214089486330956
ACH-000009,0.08312960973249325
ACH-000011,-0.1296818656189926
ACH-000012,-0.0005396155169799391
ACH-000013,-0.00792810950069486
ACH-000014,0.13049300089616667
ACH-000015,-0.00057045435113628
ACH-000017,-0.05211322457317639
ACH-000018,0.06390595613604594
ACH-000019,0.033767398612337886
ACH-000021,0.012733117480275905
ACH-000022,-0.03121130265200467
ACH-000025,-0.09968643988243504
ACH-000028,-0.04291534705732414
ACH-000030,-0.007694380788815776
ACH-000035,-0.215230904960912
ACH-000036,0.07750187375838744
ACH-000037,-0.14614420306245487
ACH-000039,0.053365157583956026
ACH-000040,-0.14044117975362305
ACH-000041,-0.004051471650945861
ACH-000042,-0.03163867564429273
ACH-000045,-0.0416087703815604
ACH-000047,-0.2085562284540856
ACH-000052,0.036161850131973206
ACH-000053,-0.1314163623963884
ACH-000054,-0.0819658095152491
ACH-000055,-0.1698871524876337
ACH-000060,-0.03764238427427411
ACH-000067,-0.1036835101726887
ACH-000070,0.08541834078943078
ACH-000075,-0.16968725727172396
ACH-000078,0.10499604477462736
ACH-000082,0.0477976991593069
ACH-000085,-0.14320633087571122
ACH-000086,0.12194118137132184
ACH-000087,0.143597072269877
ACH-000092,-0.03617871499929426
ACH-000095,0.06872191085416841
ACH-000097,0.013866328508107241
ACH-000098,-0.1414290183729783
ACH-000099,0.03867848129312439
ACH-000108,0.016896446879151844
ACH-000113,-0.13320839726178912
ACH-000116,0.013382135164135316
ACH-000118,0.0961713296433574
ACH-000120,-0.031184128849016036
ACH-000123,0.00101220695090596
ACH-000127,0.001054950680707584
ACH-000128,-0.21073309122422945
ACH-000132,0.03573890019712345
ACH-000133,-0.007823871833532612
ACH-000137,0.07664553215913712
ACH-000138,0.0023160643916182275
ACH-000142,-0.024252676886023637
ACH-000143,-0.02012456806864548
ACH-000146,-0.18304603908589775
ACH-000148,-0.0010021874325264917
ACH-000150,-0.0018492747018131399
ACH-000152,-0.10354986672071337
ACH-000153,0.02486073916822357
ACH-000159,-0.0514101030183246
ACH-000160,-0.08666150080230371
ACH-000163,0.05012915634952685
ACH-000167,-0.3338720841641805
ACH-000168,-0.05011655127075537
ACH-000169,0.06067704409605376
ACH-000178,0.06553520135233161
ACH-000183,-0.044168778639044115
ACH-000188,-0.14651756788015852
ACH-000189,-0.12037957348172044
ACH-000190,0.12103345177993477
ACH-000198,-0.1096672073295934
ACH-000203,-0.0764975144402557
ACH-000204,-0.11076701001465787
ACH-000206,-0.13424316507131345
ACH-000207,0.0693401765974782
ACH-000208,-0.0706134300912856
ACH-000210,0.11757968365129295
ACH-000211,0.0185557441533255
ACH-000215,-0.018632064666269
ACH-000221,-0.1816442095356857
ACH-000222,-0.25389550452627824
ACH-000223,-0.13426719727436473
ACH-000226,-0.11374341505803458
ACH-000227,-0.01986737508143518
ACH-000228,0.013583545496781934
ACH-000231,-0.06451667655073892
ACH-000232,0.12022421859765067
ACH-000233,0.07870036674681588
ACH-000234,-0.14305311007136873
ACH-000235,-0.07125669596230111
ACH-000237,0.0786416529682196
ACH-000238,-0.17222920643165368
ACH-000242,0.4446967218383059
ACH-000243,-0.033560227271884
ACH-000244,-0.024491664274126128
ACH-000246,0.05343420872031007
ACH-000248,-0.06258856500377953
ACH-000250,-0.02408666089644975
ACH-000251,0.057044575820999574
ACH-000252,0.12296433678132285
ACH-000253,-0.06269715208609343
ACH-000255,0.11656254082599403
ACH-000256,-0.09878080006836022
ACH-000257,-0.05093918461252148
ACH-000258,0.10278903172769613
ACH-000259,0.0897490060131774
ACH-000260,0.05307861593066141
ACH-000261,-0.022688839538313438
ACH-000262,0.05783109665408377
ACH-000263,0.02370636099181847
ACH-000264,-0.05961078887917545
ACH-000265,0.07731577407432995
ACH-000266,-0.061454779442104625
ACH-000272,-0.051362288592293706
ACH-000274,0.03154057586304337
ACH-000277,-0.16136813653206475
ACH-000278,-0.0012005547240580793
ACH-000279,0.027647243761876352
ACH-000280,0.042192128180797435
ACH-000281,-0.15940068910090546
ACH-000288,-0.05710245353759912
ACH-000291,-0.04536776909465737
ACH-000293,-0.2196259616067425
ACH-000294,-0.01894532691855656
ACH-000295,0.06802711205558075
ACH-000296,0.04359127417302933
ACH-000302,-0.06846518578330968
ACH-000304,0.2503850237392146
ACH-000307,-0.14003742666652474
ACH-000308,-0.05374524936887947
ACH-000310,-0.16717436359170554
ACH-000311,0.053689175521428184
ACH-000312,-0.0008846374273504662
ACH-000315,0.06899992768974388
ACH-000316,-0.029243632483541424
ACH-000317,0.0637081421264167
ACH-000318,-0.018925118258048254
ACH-000319,0.030832717262306436
ACH-000320,-0.048039767422540174
ACH-000322,-0.2580225451186178
ACH-000323,0.059779614017199084
ACH-000324,-0.044978468762742835
ACH-000329,-0.01266220633058215
ACH-000330,0.0074785788639890405
ACH-000331,0.046173316766119535
ACH-000332,0.004629131143968795
ACH-000334,0.1251612242939995
ACH-000335,0.034265277220916567
ACH-000336,-0.2574200081077381
ACH-000337,0.07186110166621243
ACH-000338,-0.5621358899491101
ACH-000339,-0.0702225372774093
ACH-000341,-0.06032664173637872
ACH-000348,-0.0405308835864212
ACH-000350,-0.09672981987995992
ACH-000352,0.02741763929518662
ACH-000356,0.01957686749315642
ACH-000361,-0.17119420026811105
ACH-000362,-0.11286664719960428
ACH-000363,-0.11778954201634495
ACH-000364,0.007028505276666255
ACH-000365,0.004448489725672518
ACH-000366,0.10405815675691564
ACH-000368,-0.044150211287001806
ACH-000374,0.09215865966780024
ACH-000375,-0.310348210602229
ACH-000376,-0.17602313143979928
ACH-000381,-0.04308674899913305
ACH-000383,-0.12597871909398206
ACH-000387,-0.07810435449736887
ACH-000389,-0.056152996949462235
ACH-000390,-0.020141989736142875
ACH-000393,0.026113555019357877
ACH-000395,0.008621020297296944
ACH-000396,-0.17461604262292094
ACH-000397,-0.08368725451766013
ACH-000401,0.10746948185916114
ACH-000402,0.1881857720090908
ACH-000403,0.02014075682240816
ACH-000404,-0.3667083832854689
ACH-000406,-0.0853800009726986
ACH-000407,-0.030547836822330494
