,PLEKHM1 (9842)
ACH-000004,-0.07784244084077499
ACH-000005,-0.06077998419246645
ACH-000007,-0.14533998648974314
ACH-000009,-0.31814149818373977
ACH-000011,-0.15099853902558574
ACH-000012,-0.3142177016726073
ACH-000013,-0.23922059825239875
ACH-000014,-0.1986229086616781
ACH-000015,-0.2620995916230694
ACH-000017,-0.2846268308071574
ACH-000018,-0.29866858368628224
ACH-000019,-0.23794178980914998
ACH-000021,-0.1889515012335584
ACH-000022,-0.4484410801197341
ACH-000025,-0.23242218653048466
ACH-000028,-0.2450226464930307
ACH-000030,-0.1709816339207767
ACH-000035,-0.4476494261402421
ACH-000036,-0.25087525446096104
ACH-000037,-0.3167115746216149
ACH-000039,-0.33454980839069776
ACH-000040,-0.26681404873771736
ACH-000041,-0.19903848189517434
ACH-000042,-0.1994269120321264
ACH-000045,-0.2936559903371167
ACH-000047,-0.1747850612278838
ACH-000052,-0.29881484250047513
ACH-000053,-0.17383025903541502
ACH-000054,-0.3854966251592353
ACH-000055,-0.4368683665125984
ACH-000060,-0.2190244737320729
ACH-000067,-0.4009278280124113
ACH-000070,-0.022249925164325158
ACH-000075,-0.3121447278050096
ACH-000078,-0.20528816808093311
ACH-000082,-0.18077226495237286
ACH-000085,-0.3479245473782364
ACH-000086,-0.3359553680934887
ACH-000087,-0.09856619312343867
ACH-000092,-0.18897567094217407
ACH-000095,-0.2734195783430757
ACH-000097,-0.2791889325797512
ACH-000098,-0.3394402844860424
ACH-000099,-0.2988807450764157
ACH-000108,-0.166813441721413
ACH-000113,-0.1544489302776601
ACH-000116,-0.4171710723732234
ACH-000118,-0.30956036927731706
ACH-000120,-0.3847545835645328
ACH-000123,-0.1651347023459272
ACH-000127,-0.1695772688038744
ACH-000128,-0.3869562352149325
ACH-000132,-0.1569333073593007
ACH-000133,-0.2232424810473711
ACH-000137,-0.10024800518025599
ACH-000138,-0.3506467215302456
ACH-000142,-0.4106739837417449
ACH-000143,-0.22995326366120225
ACH-000146,-0.10472532824554487
ACH-000148,-0.3117216139777957
ACH-000150,-0.39609247430579775
ACH-000152,-0.4398087506821897
ACH-000153,-0.04560481462492248
ACH-000159,-0.14846630576059552
ACH-000160,-0.2587657471313283
ACH-000163,-0.4311762483068523
ACH-000167,-0.23780530144863285
ACH-000168,-0.061449025233759315
ACH-000169,-0.4275559743767349
ACH-000178,-0.20283815709384934
ACH-000183,-0.4644761517853312
ACH-000188,-0.07168754230565626
