,CMSS1 (84319)
ACH-000004,0.2145060920168166
ACH-000005,0.047586024040828234
ACH-000007,0.3021838397678968
ACH-000009,0.15395951170564587
ACH-000011,0.11303423637823015
ACH-000012,0.27859461284532383
ACH-000013,0.25390175241419816
ACH-000014,0.1345037008222369
ACH-000015,0.2414494384665969
ACH-000017,0.12566289269165448
ACH-000018,0.16740926735424802
ACH-000019,0.0594440880167452
ACH-000021,0.1516551982918506
ACH-000022,0.2497940434782784
ACH-000025,0.2638483146336181
ACH-000028,0.11674141756109024
ACH-000030,0.17900047229954205
ACH-000035,0.06604906954154416
ACH-000036,-0.0986557920634442
ACH-000037,0.24364909951933494
ACH-000039,0.07128869165419176
ACH-000040,0.1041308291675408
ACH-000041,0.2871057922174033
ACH-000042,0.15824279758946844
ACH-000045,0.3060465064635249
ACH-000047,0.03526194796081244
ACH-000052,0.1259921082306933
ACH-000053,0.1901309129935372
ACH-000054,0.2550916791742406
ACH-000055,0.22702197116314016
ACH-000060,0.13026640822679142
ACH-000067,0.1568738949718484
ACH-000070,0.33409775597892444
ACH-000075,0.3723622022746406
ACH-000078,0.09317059906808453
ACH-000082,0.2300046216728309
ACH-000085,0.05995765705914221
ACH-000086,0.1594083677681783
ACH-000087,0.007559954650668227
ACH-000092,0.13643531298680106
ACH-000095,0.1506172588226546
ACH-000097,0.20447953811301406
ACH-000098,0.15973840342764575
ACH-000099,0.1930433660658732
ACH-000108,0.27216729722004146
ACH-000113,0.12312383133519272
ACH-000116,0.2739564922740956
ACH-000118,0.234632220630664
ACH-000120,0.2667258573227405
ACH-000123,0.04607370072341716
ACH-000127,0.06981562474962748
ACH-000128,0.08832212495330022
ACH-000132,0.17403075496774836
ACH-000133,0.10875147099508907
ACH-000137,0.3072150840403257
ACH-000138,0.17680158726652168
ACH-000142,0.10953703716102726
ACH-000143,0.11473620928726735
ACH-000146,0.1307002380687608
ACH-000148,0.2682908022340382
ACH-000150,0.20727954789900027
ACH-000152,0.11639575800355015
ACH-000153,0.18233742776936432
ACH-000159,0.21127860807849053
ACH-000160,0.21654899798758706
ACH-000163,0.07647502431772255
ACH-000167,0.7062870046490068
ACH-000168,0.2538542920041158
ACH-000169,0.17546441807880145
ACH-000178,0.13701927570468814
ACH-000183,0.03897495639804725
ACH-000188,0.12509634288893515
ACH-000189,0.19196464555771325
ACH-000190,0.05486033860524544
ACH-000198,0.2147459718325861
ACH-000203,0.17337816822474292
ACH-000204,0.31222781966076635
ACH-000206,0.3765152101852437
ACH-000207,0.10609526787537917
ACH-000208,0.2993614225265133
ACH-000210,0.2376482671367104
ACH-000211,0.15134371816716405
ACH-000215,0.09128740308149648
ACH-000221,-0.035506907271448576
ACH-000222,0.208350167083552
ACH-000223,0.2370236185184381
ACH-000226,-0.01945892099895716
ACH-000227,0.032436971722123814
ACH-000228,0.02703691459366961
ACH-000231,0.1335929904841056
ACH-000232,0.2286853502643965
ACH-000233,0.13118832441532474
ACH-000234,0.2538729864097464
ACH-000235,0.1921705189136825
ACH-000237,0.2252519016962339
ACH-000238,0.4173445496872896
ACH-000242,0.3836395293778099
ACH-000243,0.21567299376384336
ACH-000244,0.2579793848235805
ACH-000246,0.16624957333999166
ACH-000248,0.19076547938858568
ACH-000250,0.19586542018909167
ACH-000251,0.030565752854873663
ACH-000252,0.1653388701093425
ACH-000253,0.1815202408843524
ACH-000255,0.18472212117608844
ACH-000256,0.1359809749869984
ACH-000257,0.0894300992722722
ACH-000258,0.2249889746446448
ACH-000259,0.30806382595732423
ACH-000260,-0.024442958821746488
ACH-000261,0.19739838842968613
ACH-000262,0.35549563194351097
ACH-000263,0.5455214041686278
ACH-000264,0.15530520754467056
ACH-000265,0.185900454912375
ACH-000266,0.24243516947814944
ACH-000272,0.09581765461816932
ACH-000274,0.10876011901706832
ACH-000277,0.38960870310469176
ACH-000278,0.14650570212205286
ACH-000279,0.12854398425454758
ACH-000280,0.035196982062945206
ACH-000281,0.28642913660499664
ACH-000288,0.1099399514423458
ACH-000291,0.17011881572294218
ACH-000293,0.16094149330841964
ACH-000294,0.022643498784871197
ACH-000295,0.2488002707334388
ACH-000296,0.07854719062771517
ACH-000302,0.1014127893715818
ACH-000304,-0.06682625863559248
ACH-000307,0.23208297219707866
ACH-000308,0.18738606882233955
ACH-000310,0.14438359814944618
ACH-000311,0.2617180012950321
ACH-000312,0.34392093888943953
ACH-000315,0.040391582925300734
ACH-000316,0.08795449786518117
ACH-000317,0.1502576369959231
ACH-000318,0.16527737549524674
ACH-000319,0.2141602059851597
ACH-000320,0.3205024126739342
ACH-000322,0.25687806260047
ACH-000323,0.06370753405307021
ACH-000324,0.16443024869532988
ACH-000329,0.10085000646531314
ACH-000330,0.16366342650941654
ACH-000331,0.09944562261183264
ACH-000332,0.2006186234048391
ACH-000334,0.03779224114068045
ACH-000335,-0.016935647982915553
ACH-000336,0.5135957012826164
ACH-000337,0.21132924103923534
ACH-000338,-0.1827299769797324
ACH-000339,0.015846625621241582
ACH-000341,0.13379907716071845
ACH-000348,0.2445463665298684
ACH-000350,0.16506452535336913
ACH-000352,0.14978523841891045
ACH-000356,0.23415447834517744
ACH-000361,0.08605738279359411
ACH-000362,0.1712445918821314
ACH-000363,0.14063641935418986
ACH-000364,0.1354828913547671
ACH-000365,0.1224248443792622
ACH-000366,0.23123244934867135
ACH-000368,0.08637464880126355
ACH-000374,0.2163590836763922
ACH-000375,0.2963790267270202
ACH-000376,0.1271562651126983
ACH-000381,0.06523106681988843
ACH-000383,0.1704446214069292
ACH-000387,0.10812694093954432
ACH-000389,0.09034469861178687
ACH-000390,0.220979796333179
ACH-000393,0.1611647896424862
ACH-000395,-0.008213377869778047
ACH-000396,-0.1421333586820384
ACH-000397,0.21699935313864266
ACH-000401,0.2659277437458947
ACH-000402,0.002106014272980248
ACH-000403,0.2684605660352507
ACH-000404,0.10782438674091364
ACH-000406,0.15337346474933278
ACH-000407,0.10634139126597428
ACH-000408,0.26900797794846915
ACH-000410,0.1818666097892458
ACH-000411,0.1340216503260099
ACH-000414,0.26029835008024377
ACH-000415,0.2297377711336426
ACH-000416,0.14485313657730556
ACH-000420,0.23600133532942044
ACH-000421,0.14539649338455046
ACH-000424,0.18607358861941065
ACH-000425,0.13784173648225434
ACH-000426,0.2094941856050191
ACH-000427,0.24460793141721754
ACH-000433,-0.08960095291686293
ACH-000435,0.1977684693356905
ACH-000436,0.17208513179465426
ACH-000444,0.1167841929621786
ACH-000445,0.057338332899602336
ACH-000448,0.08389389172605866
ACH-000450,0.18960416349454134
ACH-000452,0.11637042732014458
ACH-000454,0.16166936487885555
ACH-000458,-0.0236355382445564
ACH-000459,0.14076438405987962
ACH-000460,0.1827897147336392
ACH-000461,0.33158401432637474
ACH-000463,0.1339278326005339
ACH-000464,0.1024164244810922
ACH-000466,0.21517044884183906
ACH-000467,0.06909574002754994
ACH-000468,0.2002970078563488
ACH-000469,0.1846042620310965
ACH-000470,0.1771790170142065
ACH-000471,0.11584208772928918
ACH-000472,0.1719229901855631
ACH-000473,0.3417212473253456
ACH-000475,0.20606062818727436
ACH-000476,0.10748982494639182
ACH-000477,0.1464332170951766
ACH-000479,0.20220303694038846
ACH-000480,0.11061852331644996
ACH-000481,0.1642995039457887
ACH-000483,0.2451357026152657
ACH-000484,0.2094889447028335
ACH-000485,0.2586456731430478
ACH-000486,0.17141698802833347
ACH-000487,0.23500057745449324
ACH-000488,0.08077976602118647
ACH-000490,0.053402809416433904
ACH-000491,0.18929139888288046
ACH-000495,0.14635547289116674
ACH-000496,0.28690874265079336
ACH-000499,0.3267765369602565
ACH-000500,0.1273516943706872
ACH-000502,0.2528756295741956
ACH-000503,0.15927437537668687
ACH-000505,0.1659922333754613
ACH-000507,0.21951794896035812
ACH-000510,0.19968705300730152
ACH-000511,0.14949367275922604
ACH-000512,0.001308907223032174
ACH-000516,0.09879933075047767
ACH-000517,0.16240659662873191
ACH-000518,0.0979542480009409
ACH-000520,0.15159459206169162
ACH-000521,0.3567612927155517
ACH-000522,0.08465170967333563
ACH-000524,0.1431595369228393
ACH-000527,0.13419500202937712
ACH-000528,0.17070192139528842
ACH-000537,0.2894419698042675
ACH-000541,0.06830836858942888
ACH-000542,0.08938498628558958
ACH-000544,0.2141990133770484
ACH-000545,0.16282185323382325
ACH-000547,-0.0009201649337328852
ACH-000548,0.2312964145167485
ACH-000549,-0.013666288763988713
ACH-000550,0.211175027176048
ACH-000552,0.19515493678303408
ACH-000556,0.07474905943959789
ACH-000557,0.20461522302060065
ACH-000569,-0.07851291332007003
ACH-000570,0.1869663772877817
ACH-000571,0.1851103100394356
ACH-000573,0.1586873800208277
ACH-000576,0.16658154475947418
ACH-000579,0.2519779708126
ACH-000580,0.18025663454438956
ACH-000584,0.07027881943050587
ACH-000585,0.2156798771491329
ACH-000588,0.24746376535335585
ACH-000589,0.3269326491066647
ACH-000591,0.22461577587921688
ACH-000593,0.0766400188720454
ACH-000600,0.1428111023699831
ACH-000601,0.2680821497408006
ACH-000605,0.0376760263742961
ACH-000606,0.22986699032068705
ACH-000608,0.21669484249010665
ACH-000614,0.24068602216973034
ACH-000616,0.1838405181048062
ACH-000618,0.3393241239760905
ACH-000619,0.1212449580714908
ACH-000620,0.06513366050609523
ACH-000621,0.16319921077229846
ACH-000622,0.15348427267106818
ACH-000623,0.17346721417228533
ACH-000624,0.0960280281600146
ACH-000627,0.20173137168493055
ACH-000630,0.114184779942451
ACH-000631,0.01901204818901821
ACH-000632,0.05515204555623589
