,PDGFA (5154)
ACH-000004,0.08492576335398608
ACH-000005,0.09159692259309617
ACH-000007,0.12241057419594008
ACH-000009,-0.010062130679281595
ACH-000011,-0.0905240807581892
ACH-000012,0.05870078940027253
ACH-000013,0.08864797212228498
ACH-000014,-0.0507134373664794
ACH-000015,0.08398843508886664
ACH-000017,-0.057291274659883235
ACH-000018,-0.016273531081050955
ACH-000019,-0.07221020772166248
ACH-000021,0.115668842590141
ACH-000022,0.040343800056386915
ACH-000025,0.06754765507678755
ACH-000028,-0.09115666789106523
ACH-000030,0.07416798893558173
ACH-000035,0.05147300935325235
ACH-000036,0.2368490971911615
ACH-000037,0.09508858731632087
ACH-000039,0.2640210130980661
ACH-000040,-0.07548970362258166
ACH-000041,0.027932879567016813
ACH-000042,0.01620041265041486
ACH-000045,0.07095248968692251
ACH-000047,-0.08785499816011183
ACH-000052,0.003946082104460379
ACH-000053,0.043326534270835125
ACH-000054,-0.015299946833784515
ACH-000055,0.025400213516341075
ACH-000060,-0.04508162889735722
ACH-000067,0.05625679302507552
ACH-000070,0.07065706455404368
ACH-000075,0.06091932783570447
ACH-000078,0.06725050694625344
ACH-000082,0.05191180804071212
ACH-000085,-0.0748013482086479
ACH-000086,0.09893867413063316
ACH-000087,0.004942010221394146
ACH-000092,0.16199919911126107
ACH-000095,-0.06639253317521551
ACH-000097,0.06499203173478563
ACH-000098,0.04282074868033176
ACH-000099,-0.031556881491551954
ACH-000108,0.004008888424764064
ACH-000113,0.01828343955675811
ACH-000116,-0.14495760526515128
ACH-000118,-0.02342956201673396
ACH-000120,0.06691319568214865
ACH-000123,0.14456580160668125
ACH-000127,0.109478019058756
ACH-000128,0.13244612494950325
ACH-000132,0.047429874545292516
ACH-000133,0.06930614257062254
ACH-000137,0.0815615115143396
ACH-000138,-0.0328678286030939
ACH-000142,-0.04705247199816857
ACH-000143,0.07260321528081128
ACH-000146,0.07274141256693516
ACH-000148,0.0293136692421828
ACH-000150,0.05685049693520348
ACH-000152,0.11236000835577373
ACH-000153,0.12340431821426813
ACH-000159,0.007972126059836613
ACH-000160,-0.21529212034799253
ACH-000163,-0.2350024732848633
ACH-000167,-0.1527326938514039
ACH-000168,0.25754754891993004
ACH-000169,-0.15460618169068596
ACH-000178,0.07603657873960615
ACH-000183,0.043674875630851435
ACH-000188,0.022023799726768982
ACH-000189,0.09027592244652324
ACH-000190,0.14080016932306402
ACH-000198,0.022883127365335505
ACH-000203,-0.0029748944644255857
ACH-000204,-0.03266227565053679
ACH-000206,0.14388455264603134
ACH-000207,-0.003377111792996573
ACH-000208,-0.05164985020128198
ACH-000210,0.15502284993066398
ACH-000211,0.05600242042551827
ACH-000215,0.09817673528538788
ACH-000221,6.831013748600361e-05
ACH-000222,-0.04965941070235787
ACH-000223,0.06401550879858697
ACH-000226,0.005166207202333522
ACH-000227,0.002877130684055503
ACH-000228,0.09853248925570318
ACH-000231,0.025928120315638372
ACH-000232,0.12796978780686658
ACH-000233,0.17011315804380278
ACH-000234,-0.08617025828703713
ACH-000235,-0.013682592845165185
ACH-000237,-0.08240553022484365
ACH-000238,-0.10429999888092084
ACH-000242,-0.26294343406641874
ACH-000243,0.02371817827797969
ACH-000244,-0.0844012286607863
ACH-000246,-0.002081417392509893
ACH-000248,0.1716474286134083
ACH-000250,0.04101106948178557
ACH-000251,-0.0348602735599397
ACH-000252,0.015821644403587198
ACH-000253,0.0469356658855203
ACH-000255,0.02796883962074726
ACH-000256,-0.04020935651833036
ACH-000257,0.05373195510200598
ACH-000258,0.03236960641592255
ACH-000259,0.058185454394834274
ACH-000260,0.013281220618091418
ACH-000261,0.12387247934800392
ACH-000262,-0.12392987106560248
ACH-000263,-0.16545554374927415
ACH-000264,-0.017775799012884997
ACH-000265,0.06594906129008818
ACH-000266,-0.11636685095026544
ACH-000272,-0.008016000640826578
ACH-000274,0.053674426250758175
ACH-000277,-0.0697170224493885
ACH-000278,-0.010054568802101864
ACH-000279,0.04262844234195947
ACH-000280,-0.044614058174504784
ACH-000281,-0.03438990144458105
ACH-000288,0.0005501609227609038
ACH-000291,0.09765183335331172
ACH-000293,0.25012731253950826
ACH-000294,0.09856678182069216
ACH-000295,0.07469077538980526
ACH-000296,-0.05561334187128144
ACH-000302,0.035833421663406265
ACH-000304,-0.35431455686437674
ACH-000307,0.010872370714811444
ACH-000308,0.05144393232841148
ACH-000310,0.0920760525006484
ACH-000311,-0.06797785727348604
ACH-000312,-0.03623634662212077
ACH-000315,0.0196944795137512
ACH-000316,0.049444460698499296
ACH-000317,-0.014403292660162763
ACH-000318,0.11411950589392185
ACH-000319,0.07703610841068352
ACH-000320,-0.11157265909384843
ACH-000322,0.004124544212833926
ACH-000323,-0.21994631444703933
ACH-000324,0.06292310972993133
ACH-000329,0.0970224949346505
ACH-000330,0.265069168785998
