,TXK (7294)
ACH-000004,-0.11122658174955932
ACH-000005,0.07292416589766608
ACH-000007,-0.15548669097449788
ACH-000009,-0.08124221336595489
ACH-000011,-0.06255862822710757
ACH-000012,-0.03843018883856953
ACH-000013,0.007205073343308098
ACH-000014,-0.21211042118005
ACH-000015,-0.10660738334154288
ACH-000017,-0.020582433967535608
ACH-000018,0.010409502311758157
ACH-000019,-0.113983730227596
ACH-000021,-0.162134427031664
ACH-000022,-0.15690265490736838
ACH-000025,0.05716610437565989
ACH-000028,-0.01628929888472046
ACH-000030,-0.032350044197813864
ACH-000035,-0.05771694482329385
ACH-000036,-0.1401855284842762
ACH-000037,-0.19210689147324586
ACH-000039,-0.2083213391244624
ACH-000040,-0.14193924541408118
ACH-000041,-0.04999743656614542
ACH-000042,-0.08983140786069152
ACH-000045,0.013533126608057314
ACH-000047,-0.1211666854864196
ACH-000052,-0.048145509362488105
ACH-000053,-0.04498018810882121
ACH-000054,0.02608891387807833
ACH-000055,0.010417331958806276
ACH-000060,0.06050921829335396
ACH-000067,-0.041581111046692
ACH-000070,-0.06809240419058858
ACH-000075,-0.1496598709775292
ACH-000078,-0.13955905011985667
ACH-000082,-0.10000899392032372
ACH-000085,-0.11232356826890656
ACH-000086,-0.024849942026144142
ACH-000087,-0.14159547243765552
ACH-000092,-0.0672447564939452
ACH-000095,-0.06646112112575643
ACH-000097,-0.052731030480591586
ACH-000098,0.059106639133565474
ACH-000099,-0.03354235368055878
ACH-000108,-0.027869295350305308
ACH-000113,-0.1211331366014711
ACH-000116,-0.08009261174988144
ACH-000118,-0.0724348872879936
ACH-000120,0.007273838314320444
ACH-000123,-0.06460654249732904
ACH-000127,-0.03778662299893619
ACH-000128,-0.13162469642539473
ACH-000132,-0.03498283235654725
ACH-000133,-0.13840088364223382
ACH-000137,-0.056622330956434964
ACH-000138,0.053855334475097126
ACH-000142,-0.2476273490930444
ACH-000143,-0.09247500927771254
ACH-000146,-0.11081442071424558
ACH-000148,-0.06976631553219037
ACH-000150,0.010161122767557295
ACH-000152,-0.11330506671182697
ACH-000153,0.005416450259685772
ACH-000159,-0.0711730486588493
ACH-000160,-0.0511259316690289
ACH-000163,-0.02879848598232944
ACH-000167,-0.058814193095498464
ACH-000168,-0.2830900192458065
ACH-000169,-0.2180768737609229
ACH-000178,-0.11921282455247065
ACH-000183,-0.09565780618910634
ACH-000188,-0.11799733997350867
ACH-000189,-0.2555913788595168
ACH-000190,-0.002705987531880167
ACH-000198,-0.05673999529635515
ACH-000203,-0.2214045199073204
ACH-000204,0.02776353023513933
ACH-000206,-0.09796978263287882
ACH-000207,0.10949745550684703
ACH-000208,-0.09996438878598944
ACH-000210,-0.160001389897849
ACH-000211,-0.057921439336232325
ACH-000215,-0.09539555581942452
ACH-000221,-0.023469271415284137
ACH-000222,-0.11114374666634468
ACH-000223,-0.2233831592652223
ACH-000226,-0.15635280310882047
ACH-000227,-0.1161235760688514
ACH-000228,-0.2754277011312739
ACH-000231,-0.18967483363296744
ACH-000232,-0.04563268805984693
ACH-000233,-0.09511138812545816
ACH-000234,-0.08833648048289801
ACH-000235,-0.08511154226140527
ACH-000237,-0.15417399759452433
ACH-000238,-0.09640247879641632
ACH-000242,0.11956814360314945
ACH-000243,-0.06455293517043358
ACH-000244,-0.2265472972961033
ACH-000246,-0.024585564150032255
ACH-000248,-0.25169128595272283
ACH-000250,-0.04626007970276357
ACH-000251,0.1365946758982768
ACH-000252,0.021845205325593763
ACH-000253,-0.07395349254167323
ACH-000255,0.0009595477749924654
ACH-000256,0.012814949565138822
ACH-000257,0.05406379307442017
ACH-000258,-0.09363723014704096
ACH-000259,-0.0653743527543554
ACH-000260,-0.13314925736389938
ACH-000261,-0.10997884974593332
ACH-000262,-0.17692855293731827
ACH-000263,0.000372279989055296
ACH-000264,-0.12487592199999932
ACH-000265,0.03474053723252638
ACH-000266,-0.02527322732822742
ACH-000272,-0.0760158562504378
ACH-000274,-0.09417468318990886
ACH-000277,-0.15606283991497594
ACH-000278,-0.17078329245007545
ACH-000279,-0.08976545512719218
ACH-000280,0.00804401126963635
ACH-000281,0.04278524794482418
ACH-000288,-0.03938273505593685
ACH-000291,-0.10258535535905022
ACH-000293,-0.05297442470359276
ACH-000294,0.1321030679539716
ACH-000295,-0.1338893313527628
ACH-000296,0.09720867623986412
ACH-000302,-0.194127202478972
ACH-000304,-0.168131581316824
ACH-000307,0.020967794805118047
ACH-000308,-0.12434265518226392
ACH-000310,-0.127449639677997
ACH-000311,-0.1432081654507807
ACH-000312,-0.053336388085395585
ACH-000315,-0.019770924988931828
ACH-000316,0.015493612964617312
ACH-000317,-0.07389581152375864
ACH-000318,-0.06685967562028414
ACH-000319,-0.15901103293663493
ACH-000320,-0.03655631393057713
ACH-000322,-0.4858664811120437
ACH-000323,0.14340407225474985
ACH-000324,-0.0354951884849669
ACH-000329,0.006513559456344328
ACH-000330,-0.2240187695256023
ACH-000331,-0.11079837722749944
ACH-000332,0.03610584685764729
ACH-000334,-0.2373264069691032
ACH-000335,-0.10094968851072066
ACH-000336,-0.11963965415393685
ACH-000337,0.004046398111310468
ACH-000338,0.24806173322568
ACH-000339,-0.02702984319076656
ACH-000341,-0.08360801602079301
ACH-000348,-0.1521106096829027
ACH-000350,-0.10268742249588958
ACH-000352,-0.19116724540304014
ACH-000356,-0.05529084610097466
ACH-000361,0.016485412229503425
ACH-000362,-0.04640178353431885
ACH-000363,-0.09308412801311394
ACH-000364,-0.1161274309931869
ACH-000365,-0.12206806694707426
ACH-000366,-0.1287846675227017
ACH-000368,-0.2053246946381385
ACH-000374,0.08173242874883094
ACH-000375,-0.18366692728813297
ACH-000376,-0.06911759784692807
ACH-000381,-0.15269673129312195
ACH-000383,0.011739056196461912
ACH-000387,0.026026059059894784
ACH-000389,-0.05240712430507162
ACH-000390,-0.06071413157755825
ACH-000393,-0.024712540028723702
ACH-000395,0.10485460888858902
ACH-000396,0.5528073196829254
ACH-000397,-0.1807763091132234
ACH-000401,-0.103550311105359
ACH-000402,-0.22730834542215184
ACH-000403,-0.12483489742556615
ACH-000404,-0.3314320571250193
ACH-000406,-0.015713117583774566
ACH-000407,-0.028082029047267854
ACH-000408,-0.08102536609124354
ACH-000410,-0.07167655827526256
