,CUTA (51596)
ACH-000004,-0.13070281312966694
ACH-000005,0.24915096050343244
ACH-000007,0.06166639953240367
ACH-000009,-0.05247231976286335
ACH-000011,0.03012693927252295
ACH-000012,-0.12264120953839674
ACH-000013,-0.1586408976516782
ACH-000014,0.013850264745469128
ACH-000015,-0.17831350960405518
ACH-000017,-0.21912106366770984
ACH-000018,-0.006935584641376883
ACH-000019,-0.061179973422037584
ACH-000021,-0.07274011351940253
ACH-000022,0.10522560193903456
ACH-000025,-0.09894048276094546
ACH-000028,-0.14642403565192372
ACH-000030,0.003108774831221119
ACH-000035,-0.03817700670405296
ACH-000036,-0.17793969204325155
ACH-000037,-0.2381387502647192
ACH-000039,0.02746986137782521
ACH-000040,-0.29891100899975753
ACH-000041,-0.07887685122327942
ACH-000042,-0.06136946584421237
ACH-000045,-0.07825434112448565
ACH-000047,-0.10859910507508584
ACH-000052,-0.052779511019276235
ACH-000053,0.0017105559448612998
ACH-000054,0.03684120008263589
ACH-000055,-0.0837988485465675
ACH-000060,-0.13209416451457018
ACH-000067,-0.10799447219926432
ACH-000070,-0.044361423825412055
ACH-000075,-0.020735497905651157
ACH-000078,-0.11524006749835199
ACH-000082,-0.04728282410090058
ACH-000085,-0.1534045784234483
ACH-000086,-0.09903410012008357
ACH-000087,-0.13389944825375633
ACH-000092,-0.07973992888879737
ACH-000095,-0.026332698732076637
ACH-000097,-0.16144755412091866
ACH-000098,-0.1393856789340201
ACH-000099,-0.07069407909248951
ACH-000108,0.043768029893136856
ACH-000113,-0.006652211917490127
ACH-000116,-0.18653005043556714
ACH-000118,-0.07917330380165231
ACH-000120,-0.20764278114409015
ACH-000123,-0.06171867317568736
ACH-000127,-0.08091199977423821
ACH-000128,0.09645540315961464
ACH-000132,-0.10976570905021696
ACH-000133,-0.14654826263545986
ACH-000137,-0.06943150919110523
ACH-000138,-0.0612258957556439
ACH-000142,-0.059089177023491715
ACH-000143,0.059903767659720525
ACH-000146,-0.0962974542352861
ACH-000148,0.03558819100618079
ACH-000150,-0.18097896618841172
ACH-000152,-0.14751439876715244
ACH-000153,-0.5286451633833986
