,PNOC (5368)
ACH-000004,0.0013665178552331296
ACH-000005,0.15192863158656522
ACH-000007,-0.1000679349626256
ACH-000009,-0.08244958064479457
ACH-000011,-0.010409426066704329
ACH-000012,-0.04615876736989308
ACH-000013,0.02085792426849542
ACH-000014,-0.020993033235115727
ACH-000015,-0.0051215793671594715
ACH-000017,0.0150047824369481
ACH-000018,0.3937385468434634
ACH-000019,-0.24922820540017074
ACH-000021,-0.03470111925171476
ACH-000022,-0.0727539069912802
ACH-000025,-0.1656201470255462
ACH-000028,-0.04643506322153773
ACH-000030,0.02154278794404793
ACH-000035,-0.04964641760592886
ACH-000036,-0.04407067218893648
ACH-000037,-0.02891778541382819
ACH-000039,0.22841015648833116
ACH-000040,0.04564909797026079
ACH-000041,-0.09441742408321613
ACH-000042,0.055410054380374864
ACH-000045,-0.009770435343091908
ACH-000047,-0.052136794240764825
ACH-000052,-0.010020899830601374
ACH-000053,0.096437616611125
ACH-000054,-0.006550207279677286
ACH-000055,0.2550607493289917
ACH-000060,0.025544168663829792
ACH-000067,-0.1107530964986496
ACH-000070,0.11243490011153036
ACH-000075,-0.18778548157218325
ACH-000078,-0.12920816630997609
ACH-000082,-0.05054934598893356
ACH-000085,-0.08881544601999687
ACH-000086,0.019188647323902585
ACH-000087,0.039926624901140975
ACH-000092,-0.03932430299538088
ACH-000095,0.08575234652079823
ACH-000097,-0.04219318707046971
ACH-000098,-0.007867199032614784
ACH-000099,-0.061395600122414
ACH-000108,-0.03542953036359151
ACH-000113,-0.03620506866319247
ACH-000116,0.00969535704852728
ACH-000118,0.007039375606248513
ACH-000120,-0.12203281622026207
ACH-000123,-0.010603330247705366
ACH-000127,-0.038121618767738584
ACH-000128,0.02195650423470445
ACH-000132,0.04036250599464823
ACH-000133,-0.047639766219921935
ACH-000137,0.04871453076178304
ACH-000138,-0.02315722460004745
ACH-000142,0.014322133132120171
ACH-000143,0.0026022304469154748
ACH-000146,0.03042799812789075
ACH-000148,0.14818608309635434
ACH-000150,0.01246719470257458
ACH-000152,0.0512620115907689
ACH-000153,-0.10711421427943607
ACH-000159,-0.06366606502052044
ACH-000160,0.07942662270877217
ACH-000163,-0.0404717810180508
ACH-000167,0.04962462609368147
ACH-000168,-0.06760665973622859
ACH-000169,-0.03998164516423456
ACH-000178,-0.13517673226895907
ACH-000183,0.10148221520158583
ACH-000188,-0.022985674567379644
ACH-000189,0.0707866843553497
ACH-000190,0.11492519980089436
ACH-000198,0.04387203357012635
ACH-000203,-0.06189207433128631
ACH-000204,-0.12882122187064815
ACH-000206,-0.1396899970219557
ACH-000207,0.00753729259863858
ACH-000208,-0.003607455217683011
ACH-000210,0.2948219615724425
ACH-000211,-0.06256619554290525
ACH-000215,0.04522466688998142
ACH-000221,-0.050439099914419736
ACH-000222,-0.03650885403544423
ACH-000223,0.012150689828440002
ACH-000226,-0.07387901555696168
ACH-000227,-0.010126790405286959
ACH-000228,-0.08423233333471264
ACH-000231,0.01795497112881364
ACH-000232,-0.031901709975880745
ACH-000233,0.07635806830255389
ACH-000234,0.16449792839666325
ACH-000235,0.01900410136448274
ACH-000237,-0.07955342424637116
ACH-000238,0.01865370480034511
ACH-000242,-0.3011939193747794
ACH-000243,-0.08343601438233099
ACH-000244,-0.16819935131958774
ACH-000246,0.018306558874624044
ACH-000248,-0.00044162694343300997
ACH-000250,-0.00968012705700255
ACH-000251,0.206674517767182
ACH-000252,0.1307700383931451
ACH-000253,0.05433419952650324
ACH-000255,-0.04479325939805436
ACH-000256,-0.0013191920678749356
ACH-000257,0.07992126256323663
ACH-000258,-0.06350323608892454
ACH-000259,-0.06083780473846447
ACH-000260,0.035788811987962216
ACH-000261,-0.094906325596091
ACH-000262,-0.2110873670966261
ACH-000263,0.19865142202742028
ACH-000264,-0.1327637596068401
ACH-000265,-0.09751522986072304
ACH-000266,0.017952083569316525
ACH-000272,0.07765832460375836
ACH-000274,0.009668027371277471
ACH-000277,0.059751137243482424
ACH-000278,-0.0689308303456567
ACH-000279,0.05342321109464638
ACH-000280,0.037190923926777655
ACH-000281,-0.07774411485282072
ACH-000288,0.1061821080055566
ACH-000291,0.10338288084983953
ACH-000293,-0.014973825342087582
ACH-000294,-0.07216825692747637
ACH-000295,-0.08396718542328578
ACH-000296,0.09487415631824757
ACH-000302,-0.061786050680704
ACH-000304,0.05816554962721244
ACH-000307,-0.05606043415086296
ACH-000308,0.00826067304541774
ACH-000310,0.04271782076299591
ACH-000311,0.08214702597270115
ACH-000312,-0.002550687598966236
ACH-000315,0.12108012846103895
ACH-000316,-0.020116068761804974
ACH-000317,0.12203731629991164
ACH-000318,-0.016940729071322456
ACH-000319,0.07531438175749984
ACH-000320,0.07494841198389396
ACH-000322,0.09634846356399898
ACH-000323,-0.0456257630193597
ACH-000324,-0.013868788566975964
ACH-000329,0.034812375778093624
