,TP53RK (112858)
ACH-000004,-0.7422376467412535
ACH-000005,-1.072644229193771
ACH-000007,-0.5911988083577749
ACH-000009,-0.5837054810518847
ACH-000011,-0.6502380748057007
ACH-000012,-0.4897411257751341
ACH-000013,-0.7149888812517312
ACH-000014,-0.4116402341566516
ACH-000015,-0.6214477159421185
ACH-000017,-0.24246599635500646
ACH-000018,-0.5665512099957616
ACH-000019,-0.3061601333270793
ACH-000021,-0.5574790841780917
ACH-000022,-0.47239177732227
ACH-000025,-0.6898274446167504
ACH-000028,-0.7111860200729855
ACH-000030,-0.6382264037828073
ACH-000035,-0.7099334254848907
ACH-000036,-0.7920471254757189
ACH-000037,-0.08719221537407787
ACH-000039,-0.6614111571473202
ACH-000040,-0.7015128700013229
ACH-000041,-0.7735814354933687
ACH-000042,-0.7605559590397388
ACH-000045,-0.5892527878181913
ACH-000047,-0.5078338461325688
ACH-000052,-0.5366822572804234
ACH-000053,-0.6684698424804982
ACH-000054,-0.4630601032759438
ACH-000055,-0.5703579610069064
ACH-000060,-0.7182003200168171
ACH-000067,-0.7334642616730083
ACH-000070,-0.4993641009449264
ACH-000075,-0.3696301586113153
ACH-000078,-0.4822419115466445
ACH-000082,-0.44918699753063107
ACH-000085,-0.6814191547532008
ACH-000086,-0.7482443167102671
ACH-000087,-0.7321525038000926
ACH-000092,-0.7459059600233251
ACH-000095,-0.40160562092626456
ACH-000097,-0.6256699720853817
ACH-000098,-0.45788832771203203
ACH-000099,-0.5468624309386592
ACH-000108,-0.5925154291993543
ACH-000113,-0.7694983000766212
ACH-000116,-0.8650460812692174
ACH-000118,-0.6428589092854968
ACH-000120,-0.4923308381805113
ACH-000123,-0.6009005682059101
ACH-000127,-0.3836641663273595
ACH-000128,-0.7168855172912395
ACH-000132,-0.8310784801603956
ACH-000133,-0.8746073560685729
ACH-000137,-0.4944900749450518
ACH-000138,-0.5849526835547612
ACH-000142,-0.5133674355260185
ACH-000143,-0.7160600219135608
ACH-000146,-0.8304217817028573
ACH-000148,-0.6510428148716046
ACH-000150,-0.6126310589671381
ACH-000152,-0.4563396790149427
ACH-000153,-0.7232864281003994
ACH-000159,-0.5893368460226929
ACH-000160,-0.63288293292467
ACH-000163,-0.6490621773640977
ACH-000167,-0.6355601628295366
ACH-000168,-0.7905015520845599
ACH-000169,-0.6563049539384537
ACH-000178,-0.4476105529116888
ACH-000183,-0.766135152181624
ACH-000188,-0.5745719620229351
ACH-000189,-0.6503591200155042
ACH-000190,-0.5514374633859213
ACH-000198,-0.5823881327572532
ACH-000203,-1.0710265979943734
ACH-000204,-0.3508902958505032
ACH-000206,-0.642928953755867
ACH-000207,-0.2560024165621009
ACH-000208,-0.5322520357287479
ACH-000210,-0.34068851279844065
ACH-000211,-0.6227477609373873
ACH-000215,-0.7040412344070601
ACH-000221,-0.3860014551288209
ACH-000222,-0.5750380834437419
ACH-000223,-0.5768506384120422
ACH-000226,-0.5242439547779574
ACH-000227,-0.3521247460257501
ACH-000228,-0.5206391389048471
ACH-000231,-0.6253586349744402
ACH-000232,-0.7619088128790439
ACH-000233,-0.4571405794910916
ACH-000234,-0.5184597900892163
ACH-000235,-0.4329913625752961
ACH-000237,-0.5945224211615546
ACH-000238,-0.6637710963113155
ACH-000242,-0.5022670092418546
ACH-000243,-0.6125871335855401
ACH-000244,-0.6509664690577306
ACH-000246,-0.7000661493663639
ACH-000248,-0.5263783356276022
ACH-000250,-0.6072485706453321
ACH-000251,-0.9760740715207192
ACH-000252,-0.5771726821391445
ACH-000253,-0.6289753833451802
ACH-000255,-0.8526270472893147
ACH-000256,-0.5081793194042077
ACH-000257,-0.6948844293851206
ACH-000258,-0.6287915526938036
ACH-000259,-0.653236759060132
ACH-000260,-0.6471047499497949
