,SUPT16H (11198)
ACH-000004,-0.872208312209443
ACH-000005,-0.7915809569061877
ACH-000007,-1.0882357295295828
ACH-000009,-0.7980543541073546
ACH-000011,-0.6831713913980101
ACH-000012,-0.7546045040697241
ACH-000013,-0.8837979712644177
ACH-000014,-0.8414606851995806
ACH-000015,-0.5175191817799792
ACH-000017,-0.6894045317285168
ACH-000018,-0.7116922090549485
ACH-000019,-0.6497333665869816
ACH-000021,-0.7663687277487093
ACH-000022,-0.791472039385165
ACH-000025,-0.9915835723499384
ACH-000028,-0.6730583868151543
ACH-000030,-0.8505184571676522
ACH-000035,-0.9002707687149968
ACH-000036,-0.9332525774855428
ACH-000037,-0.912157780839278
ACH-000039,-0.8504066094889363
ACH-000040,-0.8664466630834559
ACH-000041,-0.7754790933373834
ACH-000042,-0.7897634211814198
ACH-000045,-0.7866552929518448
ACH-000047,-0.9795596926809226
ACH-000052,-0.8305188112160956
ACH-000053,-0.8046019869754635
ACH-000054,-0.9259528441765006
ACH-000055,-0.7982231713877912
ACH-000060,-0.7676026829380564
ACH-000067,-1.0359861503120713
ACH-000070,-0.7543335622083392
ACH-000075,-0.9893891438870206
ACH-000078,-0.6711505790949253
ACH-000082,-0.8534938876376575
ACH-000085,-0.888772873862135
ACH-000086,-0.8910614508905343
ACH-000087,-0.9862189589603932
ACH-000092,-0.9423003868484996
ACH-000095,-0.7352786026421521
ACH-000097,-0.6930540367270683
ACH-000098,-1.0259739232525946
ACH-000099,-0.6058873889682942
ACH-000108,-0.9753378865477944
ACH-000113,-0.8350343228235741
ACH-000116,-0.5422794822730151
ACH-000118,-0.7248540443967467
ACH-000120,-0.7934982608965735
ACH-000123,-0.7968969909072584
ACH-000127,-0.7801557262232711
ACH-000128,-0.7207308494942374
ACH-000132,-0.8880297944303028
ACH-000133,-0.5640801536592628
ACH-000137,-0.8905648514017891
ACH-000138,-0.6850195512227741
ACH-000142,-0.7504679290447016
ACH-000143,-0.7800956959670498
ACH-000146,-0.7879715807086329
ACH-000148,-0.7919299442952542
ACH-000150,-0.5283315599855786
ACH-000152,-0.8721939744137344
ACH-000153,-0.5717866406102271
ACH-000159,-0.9644221895418832
ACH-000160,-0.28979401793708576
ACH-000163,-0.5684894936454686
ACH-000167,-0.5539390726077441
ACH-000168,-1.0679505739709674
ACH-000169,-0.7972890471767634
ACH-000178,-0.7929797933887829
ACH-000183,-0.7336363990492395
ACH-000188,-0.6894574923960215
ACH-000189,-0.9668824832159644
ACH-000190,-0.43496542010537737
ACH-000198,-0.8904514233242582
ACH-000203,-0.3508174945128997
ACH-000204,-1.135084853649533
ACH-000206,-0.706011167335982
ACH-000207,-0.5178536299131404
ACH-000208,-0.6496003322798517
ACH-000210,-0.8026418579291992
