,ATP5J2 (9551)
ACH-000148,-0.6540881012335671
ACH-000150,-0.8638601411061115
ACH-000152,-0.5611712653699511
ACH-000153,-0.7490219723607704
ACH-000159,-0.5527423049821801
ACH-000160,-0.8985656193008108
ACH-000163,-0.45873764301618203
ACH-000167,-0.6445100668246041
ACH-000168,-0.5790560787494002
ACH-000169,-0.8359859670280068
ACH-000178,-0.4611922993468797
ACH-000183,-0.6046441263669567
ACH-000188,-0.5071189315130815
ACH-000189,-0.5608893978788219
ACH-000190,-0.6774078595674647
ACH-000198,-0.6353956809560097
ACH-000203,-0.4389970880485193
ACH-000204,-0.3924758430624823
ACH-000206,-0.5467163593749672
ACH-000207,-0.5499195903274923
ACH-000208,-0.8559277038397052
ACH-000210,-0.891358030908132
ACH-000211,-0.6863146793916421
ACH-000215,-0.4780024445772746
ACH-000221,-0.8502975953397026
ACH-000222,-0.3491805769310186
ACH-000223,-0.6523600181816838
ACH-000226,-0.43564660862634375
ACH-000227,-0.7449644438042826
ACH-000228,-0.5552911840622068
ACH-000231,-0.4156253481665382
ACH-000232,-0.6700720368808813
ACH-000233,-0.535296528700586
ACH-000234,-0.4827388000568582
ACH-000235,-0.4220684729615344
ACH-000237,-0.4176689730349912
ACH-000238,-0.8077570852373266
ACH-000242,-0.8735282879099227
ACH-000243,-0.4737971328901509
ACH-000244,-0.5716028166114506
ACH-000246,-0.5488550539823231
ACH-000248,-0.6287760429995981
ACH-000250,-0.3925366299165442
ACH-000251,-0.6057363397680599
ACH-000252,-0.6166233243949943
ACH-000253,-0.4581787588430552
ACH-000255,-0.6649155771583677
ACH-000256,-0.7086950679330273
ACH-000257,-0.6810704226975073
ACH-000258,-0.19993130259404784
ACH-000259,-0.7563976009447622
ACH-000260,-0.51631734421225
ACH-000261,-0.6255948614663559
ACH-000262,-0.3692936734139991
ACH-000263,-0.5891038968537763
ACH-000264,-0.6925780319639705
ACH-000265,-0.5522274836113201
ACH-000266,-0.4592568211065548
ACH-000272,-0.4496864265459854
ACH-000274,-0.7745621011303009
ACH-000277,-0.7411152441963232
ACH-000278,-0.4330554595731327
ACH-000279,-0.6902497583214198
ACH-000280,-0.7686076002459291
ACH-000281,-0.4486720857442179
ACH-000288,-0.7285215852208411
ACH-000291,-0.5832274029326611
ACH-000293,-0.7520462446048748
ACH-000294,-0.4213129039310401
ACH-000295,-0.6314400515970545
ACH-000296,-0.5986034049602654
ACH-000302,-0.6390694865243769
ACH-000304,-0.6777490578059397
ACH-000307,-0.643301787512268
ACH-000308,-0.5976675111183898
ACH-000310,-0.6585766374426321
ACH-000311,-0.6419746558426351
ACH-000312,-0.5496664461701184
ACH-000315,-0.6072150027587789
ACH-000316,-0.4971886412939978
ACH-000317,-0.5578469149470389
ACH-000318,-0.7782206631846096
ACH-000319,-0.5789036671586432
ACH-000320,-0.6383390002632024
ACH-000322,-0.9278597577851933
ACH-000323,-0.663527013681048
ACH-000324,-0.5792724648260195
ACH-000329,-0.5385744959192492
ACH-000330,-0.7768632985936997
ACH-000331,-0.5503155247048899
ACH-000332,-0.5005497605978839
ACH-000334,-0.5354250998901147
ACH-000335,-0.5609084366520286
ACH-000336,-0.6931279687936417
ACH-000337,-0.5564090367029932
ACH-000338,-0.6028095699406958
ACH-000339,-0.482620654508339
ACH-000341,-0.5304503177868829
ACH-000348,-0.43864868815994107
ACH-000350,-0.4633524269991607
ACH-000352,-0.5833645792632381
ACH-000356,-0.6742867226559051
ACH-000361,-0.8042677173730419
ACH-000362,-0.7484494837954803
ACH-000363,-0.5918782250749217
ACH-000364,-0.6291510574274575
ACH-000365,-0.4715337195350918
ACH-000366,-0.3966800275956868
ACH-000368,-0.5707649593954378
ACH-000374,-0.8787202261363041
ACH-000375,-0.5092735158748333
ACH-000376,-0.7633709020641061
ACH-000381,-0.5761068587200169
ACH-000383,-0.4757664856888818
ACH-000387,-0.7088935088916969
ACH-000389,-0.4363857339528778
ACH-000390,-0.605413206930325
ACH-000393,-0.6075423188268496
ACH-000395,-0.4904317360966488
ACH-000396,-0.7488148752088448
ACH-000397,-0.3646648460305569
ACH-000401,-0.5786700732741914
ACH-000402,-0.5551223593610783
ACH-000403,-0.6960700576386019
ACH-000404,-0.6169102070355437
ACH-000406,-0.7543347746190983
ACH-000407,-0.6021848214033724
ACH-000408,-0.5142094515633118
ACH-000410,-0.756319050770648
ACH-000411,-0.5703795774081156
ACH-000414,-0.6685999692811314
ACH-000415,-0.8174623821703748
ACH-000416,-0.4536443635240788
ACH-000420,-0.44457999563373096
ACH-000421,-0.6076926231957479
ACH-000424,-0.6212846581711117
ACH-000425,-0.4733670417649538
ACH-000426,-0.3482309841770073
ACH-000427,-0.8703066735595105
ACH-000433,-0.5676640823237475
ACH-000435,-0.6371763039000868
ACH-000436,-0.5699141239587632
ACH-000444,-0.5445429783411061
ACH-000445,-0.6654388901089039
ACH-000448,-0.5452232455090547
ACH-000450,-0.6455412769067935
ACH-000452,-0.6773544814712484
ACH-000454,-0.40402810142337786
ACH-000458,-0.4981132885033073
ACH-000459,-0.8896526567370218
ACH-000460,-0.5601544428562326
ACH-000461,-0.9156648695834444
ACH-000463,-0.5404030848245497
ACH-000464,-0.6205069049257713
ACH-000466,-0.6789916347096505
ACH-000467,-0.7942962926561713
ACH-000468,-0.6035604322206859
ACH-000469,-0.6587124033457895
ACH-000470,-0.6474596346987379
ACH-000471,-0.4074757693318555
ACH-000472,-0.521771236489695
ACH-000473,-0.5620215780645214
ACH-000475,-0.6731231705324902
ACH-000476,-0.7184471992128417
ACH-000477,-0.5192882167436229
ACH-000479,-0.6413177838153018
ACH-000480,-0.6419321221491883
ACH-000481,-0.6253419485800551
ACH-000483,-0.7462410847034545
ACH-000484,-0.47408806185671704
ACH-000485,-0.6668738989683565
ACH-000486,-0.5502077325531392
ACH-000487,-0.7286983367285679
ACH-000488,-0.58116482593123
ACH-000490,-0.5813772764761456
ACH-000491,-0.486909554340197
ACH-000495,-0.4997489663255272
ACH-000496,-0.4886090907563571
ACH-000499,-0.6985626059083367
ACH-000500,-0.6994303498824164
ACH-000502,-0.7156985447408745
ACH-000503,-0.493772616067576
ACH-000505,-0.444097372234312
ACH-000507,-0.5784584414876393
ACH-000510,-0.5028240506360013
ACH-000511,-0.4893521727466877
ACH-000512,-0.2253107571032464
ACH-000516,-0.6131453240956664
ACH-000517,-0.6514203474326916
ACH-000518,-0.5905714044169977
ACH-000520,-0.6185745002551408
ACH-000521,-0.7187636020794359
ACH-000522,-0.6634086422063621
ACH-000524,-0.5326608559239083
ACH-000527,-0.8441144929158394
ACH-000528,-0.7173180517593838
ACH-000537,-0.7757273012289385
ACH-000541,-0.5597147433604589
ACH-000542,-0.5846484945889328
ACH-000544,-0.6534779874492889
ACH-000545,-0.6366338351191708
ACH-000547,-1.056352114221761
ACH-000548,-0.3820816132262937
ACH-000549,-0.6394901729134296
ACH-000550,-0.5642800215968933
ACH-000552,-0.6600481231442198
ACH-000556,-0.8090721009810738
ACH-000557,-0.5325126563683195
ACH-000569,-0.6299717364519658
ACH-000570,-0.5260608519953605
ACH-000571,-0.4345623787925171
ACH-000573,-0.5508749419504722
ACH-000576,-0.4680240849359648
ACH-000579,-0.8595482606145556
ACH-000580,-0.6323203681886586
ACH-000584,-0.8369736315011299
ACH-000585,-0.5780405806893126
ACH-000588,-0.7682817322290711
ACH-000589,-0.6376389196680627
ACH-000591,-0.5686092754944808
ACH-000593,-0.8652009638283132
ACH-000600,-0.5987938475117157
ACH-000601,-0.4285145771987514
ACH-000605,-0.5578619312038074
ACH-000606,-0.7062012432996542
ACH-000608,-0.5544388677623916
ACH-000614,-0.6583014352129583
ACH-000616,-0.5983211653820606
ACH-000618,-0.7884077589552575
ACH-000619,-0.6579635032748954
ACH-000620,-0.6012372435908662
ACH-000621,-0.5316764533623738
ACH-000622,-0.6646062095738962
ACH-000623,-0.4953384088687164
ACH-000624,-0.6911786680924513
ACH-000627,-0.5227153136444175
ACH-000630,-0.8509670504416444
ACH-000631,-0.4757108757830701
ACH-000632,-0.6972173057107991
ACH-000633,-0.6737035006836893
ACH-000637,-0.6545111294386547
ACH-000638,-0.5858977049438948
ACH-000646,-0.6466518208099813
ACH-000647,-0.5192865497713418
ACH-000648,-0.3809691927543972
ACH-000649,-0.5215447839276609
ACH-000651,-0.7652276513795295
ACH-000652,-0.5576213026249037
ACH-000653,-0.6839906818306202
ACH-000657,-0.6958459912133989
ACH-000658,-0.5782344188704929
ACH-000661,-0.5300160259684465
ACH-000662,-0.8023281025376401
ACH-000663,-0.6279407127690777
ACH-000665,-0.3737532817247233
ACH-000671,-0.6512319384594702
ACH-000672,-0.7923395627238391
ACH-000673,-0.5831355486318477
ACH-000676,-0.5735471346300164
ACH-000677,-0.6379260803817307
ACH-000681,-0.6055011700539518
ACH-000683,-0.8131261628582309
ACH-000684,-0.6739987157481249
ACH-000688,-0.5258388840492464
ACH-000693,-0.6920248666717093
ACH-000694,-0.8556395593174049
ACH-000695,-0.640398592446769
ACH-000696,-0.7240321324165558
ACH-000697,-0.4968065601914698
ACH-000699,-0.5591094570329639
ACH-000701,-0.6313311675879141
ACH-000706,-0.7751388154055072
ACH-000711,-0.5326231005998414
ACH-000713,-0.4979810449817801
ACH-000714,-0.3366301264729253
ACH-000718,-0.4854959221237608
ACH-000720,-0.7269701701536979
ACH-000721,-0.7250186088310537
ACH-000724,-0.4071814888600463
ACH-000725,-0.7555274683865755
ACH-000732,-0.5567854936555852
ACH-000734,-0.891073090627988
ACH-000735,-0.5892971492780601
ACH-000736,-0.5899481942776476
ACH-000738,-0.908889137477128
ACH-000746,-0.7723048444863321
ACH-000747,-0.7864390975532252
ACH-000748,-0.4410785961285147
ACH-000753,-0.6890791062942537
ACH-000756,-0.3674918101128115
ACH-000757,-0.6865888312783693
ACH-000758,-0.6728803781404432
ACH-000760,-0.6371215612517479
ACH-000762,-0.5972329654744665
ACH-000763,-0.6105312975397635
ACH-000764,-0.6798180716385301
ACH-000765,-0.7025760640197412
ACH-000766,-0.6723991085307176
ACH-000767,-0.6229608024841562
ACH-000768,-0.5918852821217667
ACH-000769,-0.7323390797229754
ACH-000770,-0.4964011062432454
ACH-000771,-0.6621480954332208
ACH-000773,-0.3861821636633749
ACH-000776,-0.4743760483987972
ACH-000777,-0.42279943265427
ACH-000778,-0.7648128229039042
ACH-000781,-0.7469967780922756
ACH-000782,-0.6182473756993004
ACH-000783,-0.6243281886206458
ACH-000784,-0.7314022658294626
ACH-000785,-0.6998119462193618
ACH-000787,-0.6862435093745912
ACH-000788,-0.5743383399193535
ACH-000791,-0.5926422268681504
ACH-000792,-0.3821071847446488
ACH-000794,-0.3447572212293488
ACH-000796,-0.5601213409442812
ACH-000798,-0.6048329033213492
ACH-000799,-0.7487780154889799
ACH-000800,-0.6227943242476305
ACH-000802,-0.6783525738355223
ACH-000804,-0.6005590540866919
ACH-000805,-0.5701260888705589
ACH-000809,-0.7156952555857956
ACH-000810,-0.4121839260708667
ACH-000811,-0.6297728499544235
ACH-000817,-0.3939171675963423
ACH-000819,-0.5911073031708776
ACH-000820,-0.7895850127150913
ACH-000821,-0.6174945843855749
ACH-000822,-0.3959747849481677
ACH-000823,-0.647690799189136
ACH-000824,-0.6890583479282217
ACH-000827,-0.4183582395488285
ACH-000829,-0.4457420915906975
ACH-000831,-0.7982332517205308
ACH-000832,-0.5943071165243905
ACH-000833,-0.6390063331155937
ACH-000834,-0.7123076230772575
ACH-000835,-0.5644221017602866
ACH-000836,-0.5817856760815506
ACH-000837,-0.6112951178517195
ACH-000838,-0.4021823326277332
ACH-000839,-0.5264630545184967
ACH-000840,-0.6102148403378534
ACH-000841,-0.6476146904072515
ACH-000843,-0.6879541768390551
ACH-000846,-0.5087860905881912
ACH-000847,-0.8104960540371895
ACH-000848,-0.7233420748471475
ACH-000849,-0.6850349354663327
ACH-000851,-0.6545065982141393
ACH-000855,-0.6337755027850962
ACH-000856,-0.5329191014463387
ACH-000858,-0.7262378678466787
ACH-000859,-0.4417461586682073
ACH-000861,-0.6678889438363499
ACH-000862,-0.845319454448797
ACH-000865,-0.5905792252904208
ACH-000866,-0.6617977658927049
ACH-000867,-0.7949531720522506
ACH-000869,-0.7997959132562883
ACH-000872,-0.35906649419045245
ACH-000873,-0.8072054656655636
ACH-000876,-0.7317247370552532
ACH-000878,-0.5827777838664708
ACH-000880,-0.6258386342901321
ACH-000881,-0.5624115428187808
ACH-000882,-0.5526259731909939
ACH-000884,-0.5228427791159624
ACH-000885,-0.6147137040162117
ACH-000887,-0.5606334919222784
ACH-000889,-0.8003058846821033
ACH-000896,-0.6306911146859109
ACH-000898,-0.6380094484974732
ACH-000900,-0.6369238848815433
ACH-000901,-0.6374067441132247
ACH-000905,-0.5284597912934786
ACH-000906,-0.5961457706571407
ACH-000907,-0.5242076470614386
ACH-000910,-1.0069162057134584
ACH-000911,-0.6249365488995071
ACH-000912,-0.6498923291995437
ACH-000913,-0.5791382495343771
ACH-000915,-0.6724833014279668
ACH-000916,-0.3107014915887862
ACH-000917,-0.7260912935855581
ACH-000920,-0.5108721812224695
ACH-000921,-0.6216277894112284
ACH-000924,-0.8638941362902839
ACH-000926,-0.6612345203528461
ACH-000928,-0.9526405675156112
ACH-000929,-0.6713517045376055
ACH-000932,-0.6173396884438239
ACH-000935,-0.6560218686858724
ACH-000936,-0.6361655293007911
ACH-000937,-0.6777500709622171
ACH-000938,-0.6187648082248992
ACH-000939,-0.6177912595782432
ACH-000941,-0.6571162868585304
ACH-000943,-0.7459923498138471
ACH-000946,-0.6727852854641129
ACH-000947,-0.7714517678456635
ACH-000948,-0.7183509171896229
ACH-000950,-0.7533591156603616
ACH-000953,-0.5102745399950664
ACH-000954,-0.43447616675112505
ACH-000957,-0.533060355008783
ACH-000958,-0.5380449608263723
ACH-000960,-0.6870898884353019
ACH-000963,-0.6799256425077127
ACH-000968,-0.6678469938794345
ACH-000969,-0.7760126299392479
ACH-000972,-0.6767166435897211
ACH-000973,-0.4633308839370007
ACH-000974,-0.5435910677670415
ACH-000978,-0.4978662951212147
ACH-000984,-0.6007901026755978
ACH-000986,-0.51259368908063
ACH-000988,-0.4914986876118594
ACH-000993,-0.34491136548413914
ACH-000994,-0.8569015662063051
ACH-000996,-0.5379877497904271
ACH-001001,-0.7915524967597457
ACH-001020,-0.6076935330333144
ACH-001028,-0.5438112554564833
ACH-001031,-1.0867377138620216
ACH-001038,-0.5705896467660699
ACH-001048,-0.7077159597525604
ACH-001050,-0.5600173190899218
ACH-001053,-0.7659137617351368
ACH-001054,-0.4395325236747026
ACH-001061,-0.6348566050464175
ACH-001067,-0.6557110312713207
ACH-001075,-0.7352111498171856
ACH-001096,-0.4278639473134124
ACH-001111,-0.6941607625992965
ACH-001119,-0.5739182263328411
ACH-001128,-0.4368775997010757
ACH-001134,-0.4339641648030041
ACH-001151,-0.5720828470780318
ACH-001163,-0.7085573304050278
ACH-001164,-0.5620528640789773
ACH-001183,-0.5657304320924624
ACH-001192,-0.6130255192815021
ACH-001193,-0.6140282088562679
ACH-001196,-0.6513793190948889
ACH-001197,-0.4688562716167818
ACH-001205,-0.4599825493378762
ACH-001211,-0.4840079753016001
ACH-001212,-0.6952999604005852
ACH-001228,-0.6102151418485874
ACH-001232,-0.4768161591474603
ACH-001239,-0.7453356929707037
ACH-001270,-0.5443250398464751
ACH-001274,-0.5829672051035151
ACH-001275,-0.31733983713209124
ACH-001277,-0.4864582218993511
ACH-001278,-0.5444608450773062
ACH-001280,-0.578250321410986
ACH-001283,-0.7416053513819892
ACH-001289,-0.4986034568867963
ACH-001300,-0.4262711458597827
ACH-001301,-0.5145771009055448
ACH-001302,-0.6262228796880663
ACH-001306,-0.5949542540116768
ACH-001318,-0.7223363578635308
ACH-001322,-0.6222797158832837
ACH-001328,-0.3740870770391499
ACH-001332,-0.6681941118520519
ACH-001336,-0.4775761473090609
ACH-001346,-0.42503305967387656
ACH-001353,-0.5174383141538333
ACH-001354,-0.3717871390385313
ACH-001367,-0.5472208017887008
ACH-001368,-0.4115999036353349
ACH-001374,-0.8803353454611197
ACH-001377,-0.6725408572477635
ACH-001380,-0.7669688200385941
ACH-001391,-0.4211907273328709
ACH-001408,-0.5325845866765511
ACH-001430,-0.7465455952270956
ACH-001431,-0.4702556786486608
ACH-001450,-0.5637329215333274
ACH-001496,-0.5920733665963195
ACH-001500,-0.6390236096979549
ACH-001523,-0.8485689299292853
ACH-001532,-0.5882555250130291
ACH-001550,-0.8769103771362878
ACH-001552,-0.6845118939591214
ACH-001554,-0.6884425943627541
ACH-001654,-0.8920797263989263
ACH-001735,-0.4872617233544049
ACH-001736,-0.5667825554900273
ACH-001737,-0.2935769652900476
ACH-001740,-0.6339298371975516
ACH-001745,-0.5088337217629043
ACH-001765,-0.775950600773828
