,TRMT61A (115708)
ACH-000004,-0.2905665571579153
ACH-000005,-0.30787731624923803
ACH-000007,-0.2437179528643703
ACH-000009,-0.4069955403779509
ACH-000011,-0.3804388762168687
ACH-000012,-0.3075758872296674
ACH-000013,-0.1842982888989164
ACH-000014,-0.5468843229446304
ACH-000015,-0.3364530351070529
ACH-000017,-0.15370062234304424
ACH-000018,-0.3914549983044092
ACH-000019,-0.14809386690837545
ACH-000021,-0.2699904002174129
ACH-000022,-0.2784124367696586
ACH-000025,-0.6281931436435426
ACH-000028,-0.1396211315235342
ACH-000030,-0.4236845359646719
ACH-000035,-0.3789443501697704
ACH-000036,-0.39146587688130796
ACH-000037,-0.42273304140675605
ACH-000039,-0.0606616618801525
ACH-000040,-0.3433089731095258
ACH-000041,-0.3456283860081833
ACH-000042,-0.2794136275402544
ACH-000045,-0.13532370576408695
ACH-000047,-0.272535608923344
ACH-000052,-0.7252191743395259
ACH-000053,-0.3851524187025291
ACH-000054,-0.15640117012460322
ACH-000055,-0.5458797303305929
ACH-000060,-0.4568904377002525
ACH-000067,-0.4194770844709869
ACH-000070,-0.2787031721400417
ACH-000075,-0.180259648757786
ACH-000078,-0.2436623975856832
ACH-000082,-0.0641548485828425
ACH-000085,-0.2899974219163714
ACH-000086,-0.5745747274212223
ACH-000087,-0.7813641790359749
ACH-000092,-0.18350473279806734
ACH-000095,-0.17604580287750132
ACH-000097,-0.14965484852806496
ACH-000098,-0.5590661411868343
ACH-000099,-0.27050682645643936
ACH-000108,-0.3452277533304011
ACH-000113,-0.17270297860278375
ACH-000116,-0.271642212125372
ACH-000118,-0.5034560794550608
ACH-000120,-0.4504179623688159
ACH-000123,-0.23176189614266166
ACH-000127,-0.4811399030468879
ACH-000128,-0.22317483104815225
ACH-000132,-0.3299158134682855
ACH-000133,-0.32683972900077285
ACH-000137,-0.32597199980457203
ACH-000138,-0.2452073294519781
ACH-000142,-0.4049612695137715
ACH-000143,-0.6120216604524703
ACH-000146,-0.23516076235356875
ACH-000148,-0.505289934334538
ACH-000150,-0.4878971517437198
ACH-000152,-0.13791531175653682
ACH-000153,-0.4706306984656336
ACH-000159,-0.2310435352494029
ACH-000160,-0.31041136442650785
ACH-000163,-0.5156248549861531
ACH-000167,0.005583921857714082
ACH-000168,-0.12402229861560625
ACH-000169,-0.4580897083512059
ACH-000178,-0.4197606842902398
ACH-000183,-0.6243715457094596
ACH-000188,-0.4561620622507694
ACH-000189,-0.458519316117068
ACH-000190,-0.5867151643507901
ACH-000198,-0.2749393255308828
ACH-000203,-0.19282281246082086
ACH-000204,-0.2722607726243494
ACH-000206,0.03999797686189973
ACH-000207,-0.5486168795029793
ACH-000208,-0.3824707024904436
ACH-000210,-0.0996892453747784
ACH-000211,-0.1358222851992084
ACH-000215,-0.5164023570174237
ACH-000221,-0.3688696544591551
ACH-000222,-0.40682030039535133
ACH-000223,-0.14897731791037405
ACH-000226,-0.3658027678075271
ACH-000227,-0.3428760747458068
ACH-000228,-0.21272244385635225
ACH-000231,-0.4513511147156242
ACH-000232,-0.4439096873056668
ACH-000233,-0.2133856367042146
ACH-000234,-0.3100260594610271
ACH-000235,-0.28443809242616586
ACH-000237,-0.2849728861561643
ACH-000238,-0.3891466018946858
ACH-000242,-0.7595723253294233
ACH-000243,-0.7122375524656959
ACH-000244,-0.20706630214458674
ACH-000246,-0.3016501237583913
ACH-000248,-0.05621894671672804
ACH-000250,-0.515351483137935
ACH-000251,-0.4863165233379978
ACH-000252,-0.3846487817017206
ACH-000253,-0.3229465651310645
ACH-000255,-0.6304531878517797
ACH-000256,-0.12958008670962262
ACH-000257,-0.4271545181582195
ACH-000258,-0.3983381692280292
ACH-000259,-0.573406161894463
ACH-000260,-0.4831508158666925
ACH-000261,-0.3919653286840051
ACH-000262,-0.5107135574647482
ACH-000263,-0.08936176013170684
ACH-000264,-0.1707670505791315
ACH-000265,-0.4045215257563565
ACH-000266,-0.2071481918474163
ACH-000272,-0.3301773246495111
ACH-000274,-0.19518482725377814
ACH-000277,-0.33374897639541273
ACH-000278,-0.3487881836162617
ACH-000279,-0.41570622027366205
ACH-000280,-0.3685915900470229
ACH-000281,-0.6248360680052929
ACH-000288,-0.4360061996755557
ACH-000291,-0.39159350746167865
ACH-000293,-0.20222119875543068
ACH-000294,-0.45322953275947603
ACH-000295,-0.32009922659927176
ACH-000296,-0.4175638552611905
ACH-000302,-0.0564433492877957
ACH-000304,-0.16998677139087154
ACH-000307,-0.4574225491945301
ACH-000308,-0.22342083074594096
ACH-000310,-0.2380352746022304
ACH-000311,-0.24716263673619698
ACH-000312,-0.4239116594226641
ACH-000315,-0.6530823454806666
ACH-000316,-0.6244400520860083
ACH-000317,-0.4294055680534383
ACH-000318,-0.3005557266470591
ACH-000319,-0.19944502084807167
ACH-000320,-0.6797097847956663
ACH-000322,-0.2412132950017999
ACH-000323,-0.4178686427548604
ACH-000324,-0.29803445246525395
ACH-000329,-0.3182235716697376
ACH-000330,-0.29795036774494404
ACH-000331,-0.6074106817697481
ACH-000332,-0.5507755868511004
ACH-000334,-0.3251188022626346
ACH-000335,-0.5846668172654551
ACH-000336,-0.38629039332583975
ACH-000337,-0.20205546101825614
ACH-000338,-0.6576716580068829
ACH-000339,-0.21101556467976068
ACH-000341,-0.2434011905527163
ACH-000348,-0.2251231850600526
ACH-000350,-0.004498242044911707
ACH-000352,-0.2439826676862013
ACH-000356,-0.18601317114090074
ACH-000361,-0.19989535003012315
ACH-000362,-0.2218887217264902
ACH-000363,0.016154768429784482
ACH-000364,-0.5010849702243746
ACH-000365,-0.36991711211212375
ACH-000366,-0.6141416017673712
ACH-000368,-0.4987767538545964
ACH-000374,-0.34122834202728985
ACH-000375,-0.5094737287551911
ACH-000376,-0.4993482726188106
ACH-000381,-0.24807528870310966
ACH-000383,-0.1565037572699436
ACH-000387,-0.1894775976365514
ACH-000389,-0.6237505672382021
ACH-000390,-0.03376952422350083
ACH-000393,-0.2066869811937557
ACH-000395,-0.3661376815474615
ACH-000396,-0.6070658901254473
ACH-000397,-0.1331932392555462
ACH-000401,-0.3615282075538375
ACH-000402,-0.5002460431493769
ACH-000403,-0.19330701881160592
ACH-000404,-0.4916038250783335
ACH-000406,-0.31440654007764873
ACH-000407,-0.6610626224129211
ACH-000408,-0.28657577826199504
ACH-000410,-0.39727765557917816
ACH-000411,-0.4956411429639741
ACH-000414,-0.1176628064007727
ACH-000415,-0.3342781199027814
ACH-000416,-0.22986357344400274
ACH-000420,-0.11265005742981968
ACH-000421,-0.15370383741192795
ACH-000424,-0.37222624513305097
ACH-000425,-0.2242247758402807
ACH-000426,-0.001943366806370465
ACH-000427,-0.18351955571687487
ACH-000433,-0.21698858162835924
ACH-000435,-0.4839970064052314
ACH-000436,-0.1917480792785299
ACH-000444,-0.37660208977607584
ACH-000445,-0.4161153644703798
ACH-000448,-0.106060753413282
ACH-000450,-0.043222964657396785
ACH-000452,-0.3568740202094055
ACH-000454,-0.5671719448420199
ACH-000458,-0.36214811442410216
ACH-000459,-0.5417419416892053
ACH-000460,-0.4400067003497876
ACH-000461,-0.2099449636958656
ACH-000463,-0.5214900053557192
ACH-000464,-0.2598029777022757
ACH-000466,-0.28515397290081285
ACH-000467,-0.2504431275901495
ACH-000468,-0.4056036309046109
ACH-000469,-0.5057620119210791
ACH-000470,-0.15137824613853634
