,CECR5 (27440)
ACH-000004,0.036778117566603485
ACH-000005,-0.2415300683670896
ACH-000007,-0.23627545762685834
ACH-000009,-0.15364376189217732
ACH-000011,-0.19472106630719624
ACH-000012,-0.23389755456138386
ACH-000013,-0.15752067755392565
ACH-000014,-0.21407577451672213
ACH-000015,-0.25851288111849724
ACH-000017,-0.05291915911105638
ACH-000018,-0.07668309094946721
ACH-000019,-0.3416853536014199
ACH-000021,-0.1383506751274439
ACH-000022,-0.19011346427429665
ACH-000025,-0.27170500606408543
ACH-000028,-0.08634714812473668
ACH-000030,-0.09767655246590368
ACH-000035,-0.34585553057994023
ACH-000036,-0.0973692243150558
ACH-000037,-0.07746459544409899
ACH-000039,-0.32346176336324084
ACH-000040,-0.0951388235938602
ACH-000041,-0.2185525136598068
ACH-000042,-0.2866833579715067
ACH-000045,-0.08906733180313434
ACH-000047,-0.13629698185645034
ACH-000052,0.024019058303715275
ACH-000053,-0.25314671737859995
ACH-000054,-0.0925758022762495
ACH-000055,-0.3816055861723865
ACH-000060,-0.32114417550733776
ACH-000067,-0.2436490202776962
ACH-000070,0.0015857315976922828
ACH-000075,-0.08765201325729291
ACH-000078,-0.19464298662175314
ACH-000082,-0.14589158428706958
ACH-000085,-0.11801262766318643
ACH-000086,0.06490882968379902
ACH-000087,-0.2307380588559716
ACH-000092,-0.18110851746105686
ACH-000095,-0.012585510281352621
ACH-000097,-0.3025817609527321
ACH-000098,-0.251240248657409
ACH-000099,-0.04183231594802737
ACH-000108,-0.2430683424792069
ACH-000113,-0.1640518083582468
ACH-000116,-0.07362827694655852
ACH-000118,-0.2351241053465474
ACH-000120,-0.1448694634738786
ACH-000123,-0.17717469651677234
ACH-000127,0.010770249096488022
ACH-000128,-0.2278440353792627
ACH-000132,-0.11482860986202938
ACH-000133,-0.2260347161146943
ACH-000137,-0.2321786218152176
ACH-000138,-0.03255157577065877
ACH-000142,-0.08727628225653758
ACH-000143,-0.2511497639944582
ACH-000146,-0.2344986158932483
ACH-000148,-0.0034264073924346423
ACH-000150,-0.058082348638622765
ACH-000152,-0.10510131248490577
ACH-000153,-0.06442703003635862
ACH-000159,-0.010132942365290332
ACH-000160,-0.20650349725852568
ACH-000163,-0.1415228990365127
ACH-000167,-0.003360992548586392
ACH-000168,-0.12462768128554852
ACH-000169,-0.20696932260789627
ACH-000178,-0.19658338582003004
ACH-000183,-0.2108891967620456
ACH-000188,-0.14874450995556404
ACH-000189,-0.1137963190947789
ACH-000190,-0.2555504166773129
ACH-000198,-0.041018327765871096
ACH-000203,-0.03921080379886791
ACH-000204,-0.017319409731284856
ACH-000206,-0.1159421801965298
ACH-000207,0.048678387995054896
ACH-000208,-0.33887862542566743
ACH-000210,-0.4548385659267719
ACH-000211,-0.08992492552710513
ACH-000215,-0.14585247652288996
ACH-000221,-0.2729141555949703
ACH-000222,-0.09519887756832457
ACH-000223,-0.1821680756672037
ACH-000226,-0.20063549077802234
ACH-000227,-0.11003103839380377
ACH-000228,-0.1697327638188858
ACH-000231,-0.1396776172243203
ACH-000232,-0.22339922832608952
ACH-000233,-0.03846006720992337
ACH-000234,-0.1249581156036467
ACH-000235,-0.11088484282822354
ACH-000237,-0.10710431712960684
ACH-000238,-0.2019807859130792
ACH-000242,-0.3794183790861186
ACH-000243,-0.22891417454086316
ACH-000244,-0.3209779090742933
ACH-000246,-0.11589236269930467
ACH-000248,-0.02040268464001196
ACH-000250,-0.08463291380675222
ACH-000251,-0.23989812275861586
ACH-000252,-0.5268051487909466
ACH-000253,-0.1208032056829694
ACH-000255,-0.17174858495603088
ACH-000256,-0.33612400874400444
ACH-000257,-0.3324121149042718
ACH-000258,-0.2529169062053041
ACH-000259,-0.27351041419571565
ACH-000260,-0.176662798185629
ACH-000261,-0.194954425411185
ACH-000262,0.11735970380608204
ACH-000263,-0.08530131576903494
ACH-000264,-0.13366190424383262
ACH-000265,-0.1600536696186282
ACH-000266,-0.1415109136713448
ACH-000272,-0.21171539602687772
ACH-000274,-0.2821894784125781
