,CRYZ (1429)
ACH-000004,0.029030964547382895
ACH-000005,0.15219429437173818
ACH-000007,0.0016760658885940035
ACH-000009,0.02035811460794985
ACH-000011,-0.10489263220401612
ACH-000012,0.05951281676204896
ACH-000013,-0.03213535132415008
ACH-000014,-0.0502077760374095
ACH-000015,-0.03892209857299439
ACH-000017,0.048592233792757455
ACH-000018,0.04078627821820623
ACH-000019,-0.21768710821357093
ACH-000021,-0.18995200598445855
ACH-000022,-0.04087717230159345
ACH-000025,-0.08733739222910777
ACH-000028,-0.15906510932925946
ACH-000030,-0.006926216175874208
ACH-000035,-0.0014154696502638859
ACH-000036,-0.010213521565362055
ACH-000037,0.05407066059395595
ACH-000039,0.08806919406364648
ACH-000040,0.08166355991039365
ACH-000041,-0.0921332789994078
ACH-000042,0.04601081301260423
ACH-000045,-0.02685443001359621
ACH-000047,-0.2053727136772928
ACH-000052,0.1076604030653414
ACH-000053,-0.030408931141456094
ACH-000054,-0.03270610154283332
ACH-000055,0.051454163317280616
ACH-000060,-0.028817329864437236
ACH-000067,-0.009335805561921772
ACH-000070,-0.06446143476508037
ACH-000075,-0.03571231340576898
ACH-000078,-0.23461966063918502
ACH-000082,0.010125301120344286
ACH-000085,0.03899955406304846
ACH-000086,-0.005168982725160724
ACH-000087,-0.10816753700162084
ACH-000092,-0.04886836554818615
ACH-000095,-0.060202281591216635
ACH-000097,-0.09454857445057947
ACH-000098,-0.12530587684484354
ACH-000099,-0.14379072630363962
ACH-000108,0.006994812297262706
ACH-000113,0.003739833540940372
ACH-000116,-0.030528807029396983
ACH-000118,0.004712451241962996
ACH-000120,0.053456454121436486
ACH-000123,0.04647331015409311
ACH-000127,-0.047488946325867434
ACH-000128,0.008202533914846231
ACH-000132,-0.09542157159861554
ACH-000133,-0.0904777804612761
ACH-000137,-0.10942541419267036
ACH-000138,0.08651328914758558
ACH-000142,-0.04876849831100124
ACH-000143,0.12379520622688316
ACH-000146,0.005426444438098702
ACH-000148,-0.10460861961827653
ACH-000150,-0.11793843057166513
ACH-000152,-0.11152888895521587
ACH-000153,-0.08077267614326439
ACH-000159,-0.10927687454216004
ACH-000160,-0.012304242195873158
ACH-000163,-0.02991726555184975
ACH-000167,0.25405347883746954
ACH-000168,-0.04751885535003135
ACH-000169,-0.06117712476971144
ACH-000178,-0.08677691756641898
ACH-000183,0.0789074041901235
ACH-000188,-0.07022037844980883
ACH-000189,0.02685207505591513
ACH-000190,0.0509218452382648
ACH-000198,0.008107067047028798
ACH-000203,-0.3379239820313648
ACH-000204,-0.010433111206113446
ACH-000206,-0.19187556592636135
ACH-000207,-0.023572631640899244
ACH-000208,0.06654666358537689
ACH-000210,-0.08123354386744419
ACH-000211,-0.048186225451980376
ACH-000215,-0.05775269396414679
ACH-000221,-0.003121933223118345
ACH-000222,-0.08650849155994425
ACH-000223,-0.002482781344820004
ACH-000226,-0.08553655527855937
ACH-000227,-0.00555488931330412
ACH-000228,0.036477041124469305
ACH-000231,-0.14834978055046685
ACH-000232,0.003637554175318322
ACH-000233,0.040075841671606216
ACH-000234,-0.04324644362573188
ACH-000235,-0.0020140071987253933
ACH-000237,-0.17343587334325072
ACH-000238,-0.15702601770846555
ACH-000242,0.12968876987179956
ACH-000243,0.01476230263196972
ACH-000244,0.03905274993302352
ACH-000246,-0.20511034887299606
ACH-000248,-0.01675263190224469
ACH-000250,0.00813969921129239
ACH-000251,-0.05638320102385831
ACH-000252,-0.0564091179179071
ACH-000253,-0.029185691919626836
ACH-000255,-0.03529694904306769
ACH-000256,0.08379758574954159
ACH-000257,-0.13667167293586313
ACH-000258,-0.03198489714917
ACH-000259,-0.04801882413657778
ACH-000260,-0.04811208781683229
ACH-000261,-0.04384746710464889
ACH-000262,-0.10959643843921957
ACH-000263,-0.08746926808384879
ACH-000264,-0.09132465184159247
ACH-000265,-0.02207326425202549
ACH-000266,-0.008429858263737511
ACH-000272,-0.13222777554154358
ACH-000274,-0.10058229661956103
ACH-000277,-0.029699193781979036
ACH-000278,-0.16666033502375754
ACH-000279,-0.06941786329829826
ACH-000280,0.03007262794515168
ACH-000281,0.1427668442972412
ACH-000288,-0.008571944127409527
ACH-000291,0.06170156574700726
ACH-000293,0.04469446399314071
ACH-000294,-0.1216690839533762
ACH-000295,-0.01095237803777132
ACH-000296,-0.10282978995557
ACH-000302,-0.0430513469008778
ACH-000304,-0.07617959848564748
ACH-000307,-0.03628749813868312
ACH-000308,-0.01433116476204074
ACH-000310,-0.12334887571782835
ACH-000311,-0.030583943606019664
ACH-000312,-0.022673497954888558
ACH-000315,0.10253780063003942
ACH-000316,0.1358810320802441
ACH-000317,0.12828579860855086
ACH-000318,-0.019089393314761068
ACH-000319,-0.02771746416071016
ACH-000320,0.01022187742522378
ACH-000322,-0.1981982542492988
ACH-000323,-0.26628354190114273
ACH-000324,-0.1453597278807803
ACH-000329,-0.034585944696871165
ACH-000330,0.0755342383750304
ACH-000331,-0.17447999744576667
ACH-000332,6.741804029469302e-05
ACH-000334,-0.12937114668815206
ACH-000335,-0.1976755644681933
ACH-000336,-0.1723767950509698
ACH-000337,0.05346595814929029
ACH-000338,0.014360706311188994
ACH-000339,-0.008178165037042337
ACH-000341,-0.0425741630151877
ACH-000348,-0.05096439376827441
ACH-000350,0.05935653304856349
ACH-000352,0.006204188960813199
ACH-000356,0.03534210873455533
ACH-000361,-0.17030313631687588
ACH-000362,-0.04365952864032669
ACH-000363,-0.02374990499320281
ACH-000364,-0.2326328217527769
ACH-000365,0.014904917327197427
ACH-000366,-0.08373306719337976
ACH-000368,-0.16969519052150586
ACH-000374,-0.1413321612394478
ACH-000375,0.09277290141811054
ACH-000376,-0.18841202845477545
ACH-000381,0.17161995546932104
ACH-000383,-0.2139214619284117
ACH-000387,-0.10944788155084663
ACH-000389,-0.10993976786816947
ACH-000390,-0.08277019159922035
ACH-000393,-0.12485814582344615
ACH-000395,-0.2879367177667093
ACH-000396,-0.3221955497241998
ACH-000397,-0.01911557827756321
ACH-000401,0.05801781436315945
ACH-000402,0.03147770901235578
ACH-000403,-0.016928740439116085
ACH-000404,-0.0008734881004234411
ACH-000406,-0.001541691500484941
ACH-000407,-0.04148410085479836
ACH-000408,0.039933233839957824
ACH-000410,-0.2514594139416686
ACH-000411,-0.2345781564608333
ACH-000414,-0.01669691968176399
ACH-000415,0.026867323754867427
ACH-000416,-0.0873648681877091
ACH-000420,0.05147636099369903
ACH-000421,0.0611111187712728
ACH-000424,-0.15078099999191968
ACH-000425,0.040002897595840636
ACH-000426,0.009234885407332995
ACH-000427,-0.17627958743847666
ACH-000433,-0.05490058773441405
ACH-000435,-0.02662451442020985
ACH-000436,0.046744259832511965
ACH-000444,0.11731117477527366
ACH-000445,0.11647656085126624
ACH-000448,-0.020045307833484297
ACH-000450,-0.05043672266459745
ACH-000452,0.013593728782609973
ACH-000454,0.012777250320673835
ACH-000458,0.058654801267148116
ACH-000459,-0.0345869711224531
ACH-000460,-0.09774831668416592
ACH-000461,-0.2915833687444823
ACH-000463,-0.017703207721458634
ACH-000464,-0.07946574385354349
ACH-000466,-0.05965123974071595
ACH-000467,-0.08344069975444443
ACH-000468,0.054963937143923294
ACH-000469,-0.019202139595594442
ACH-000470,0.09340076712718197
ACH-000471,-0.04862233852586443
