,SEMA6B (10501)
ACH-000004,-0.2510403746563429
ACH-000005,-0.5064458912531148
ACH-000007,-0.3068398388966645
ACH-000009,-0.14463429683283915
ACH-000011,-0.11936629537296264
ACH-000012,-0.35553900619077905
ACH-000013,-0.2713477828867699
ACH-000014,-0.3280703744456441
ACH-000015,-0.385643304440554
ACH-000017,-0.22123722438583596
ACH-000018,-0.26404620862095873
ACH-000019,-0.13802730164041052
ACH-000021,-0.29178439615727925
ACH-000022,-0.2370981165089585
ACH-000025,-0.32678725991358804
ACH-000028,-0.2446145756926873
ACH-000030,-0.2137635505285875
ACH-000035,-0.33691743255564793
ACH-000036,-0.21224800760755386
ACH-000037,-0.17632245472353628
ACH-000039,-0.14541762142809206
ACH-000040,-0.3484606290308375
ACH-000041,-0.2474180190021513
ACH-000042,-0.21800534393476712
ACH-000045,-0.2657339436057997
ACH-000047,-0.38944221455676004
ACH-000052,-0.1560587019315092
ACH-000053,-0.21217412104798344
ACH-000054,-0.1851162570157616
ACH-000055,-0.19504607171328975
ACH-000060,-0.11650307607883813
ACH-000067,-0.28597331788263186
ACH-000070,-0.17357157186248856
ACH-000075,-0.2400417353208485
ACH-000078,-0.17482139183999856
ACH-000082,-0.2633620849147836
ACH-000085,-0.2300290768403829
ACH-000086,-0.3271075673050976
ACH-000087,-0.18793755107421956
ACH-000092,-0.241696310912094
ACH-000095,-0.3563084364762256
ACH-000097,-0.1785545464421368
ACH-000098,-0.3301360590609652
ACH-000099,-0.3088216804427381
ACH-000108,-0.2802615748875523
ACH-000113,-0.27747748327371563
ACH-000116,-0.10626724264648467
ACH-000118,-0.2111353537109117
ACH-000120,-0.2979016951589568
ACH-000123,-0.2482955117977341
ACH-000127,-0.36642394569503983
ACH-000128,-0.3392388758690307
ACH-000132,-0.1837278017916973
ACH-000133,-0.18585280805958526
ACH-000137,-0.37730496658838464
ACH-000138,-0.4022174727375093
ACH-000142,-0.32274877900529536
ACH-000143,-0.15224969587462095
ACH-000146,-0.2563900599037698
ACH-000148,-0.2532434670506172
