,BMF (90427)
ACH-000004,-0.4339176362088145
ACH-000005,0.08382760044918251
ACH-000007,0.08521785641965178
ACH-000009,-0.13655305843340346
ACH-000011,-0.1690393918877703
ACH-000012,-0.13866904094309454
ACH-000013,-0.1189996354985819
ACH-000014,-0.23172357962353696
ACH-000015,-0.0335300328524853
ACH-000017,-0.05433730022516504
ACH-000018,0.07918536160534967
ACH-000019,-0.11717342682855217
ACH-000021,0.04888728767499002
ACH-000022,-0.07615914811167485
ACH-000025,-0.10027656988306542
ACH-000028,0.09947758480573864
ACH-000030,-0.14331724333680734
ACH-000035,-0.28296191945021043
ACH-000036,-0.035607327822766745
ACH-000037,-0.09648698194668984
ACH-000039,-0.11497377931259653
ACH-000040,-0.01908729741684774
ACH-000041,0.020007687422051404
ACH-000042,-0.042226069159029614
ACH-000045,-0.1861410440916896
ACH-000047,-0.03926582106957584
ACH-000052,-0.1017181214706161
ACH-000053,-0.16580921299303786
ACH-000054,-0.19762258720988224
ACH-000055,-0.19028618874018494
ACH-000060,-0.2633128252944939
ACH-000067,0.024794536683819767
ACH-000070,-0.2667730093412087
ACH-000075,-0.3522434903920588
ACH-000078,-0.2236421507238324
ACH-000082,-0.3027426911970989
ACH-000085,-0.15979513703535245
ACH-000086,0.08839662629868039
ACH-000087,-0.20459259815947708
ACH-000092,-0.14101158627131766
ACH-000095,-0.14575933276201405
ACH-000097,-0.1941468827353946
ACH-000098,-0.04698475462211472
ACH-000099,-0.08495419570968021
ACH-000108,-0.08201702928864879
ACH-000113,-0.0924062765262322
ACH-000116,-0.18323485808104256
ACH-000118,-0.015159558333338166
ACH-000120,-0.1974425783431264
ACH-000123,0.013965345691016269
ACH-000127,-0.06700315488828226
ACH-000128,-0.1852013023528486
ACH-000132,-0.2755156264212214
ACH-000133,0.043227674077847784
ACH-000137,-0.08817595109316417
ACH-000138,0.04202385051402879
ACH-000142,-0.1120427234020948
ACH-000143,0.018685999875868456
ACH-000146,-0.23317375871855756
ACH-000148,-0.09296897802362247
ACH-000150,-0.07659960697666937
ACH-000152,-0.0739024581092679
ACH-000153,-0.203042731005302
ACH-000159,-0.16423590708911814
ACH-000160,-0.1203962896486175
ACH-000163,-0.1920617314046171
ACH-000167,-0.039999224793919284
ACH-000168,-0.2074960323512748
ACH-000169,-0.16179363906988056
ACH-000178,-0.11300119011340826
ACH-000183,-0.1597477658606117
ACH-000188,-0.05029935918932706
ACH-000189,0.08559033676064667
ACH-000190,-0.11054687402297614
ACH-000198,0.07537165669635344
ACH-000203,-0.21953038389608875
ACH-000204,0.08654320202963747
ACH-000206,-0.5683225403557041
ACH-000207,-0.1305591094542645
ACH-000208,-0.2859879985912906
ACH-000210,-0.10776881209823784
ACH-000211,-0.011397382643020476
ACH-000215,-0.17906605424172853
ACH-000221,-0.10428763566163904
ACH-000222,-0.15088596613675387
ACH-000223,-0.29947326627242016
ACH-000226,-0.1648733947585757
ACH-000227,-0.26031856859167657
ACH-000228,-0.1110946922957742
ACH-000231,-0.1631759660546545
ACH-000232,-0.0514770475514551
ACH-000233,-0.01985266070860368
ACH-000234,-0.2428700946020801
ACH-000235,-0.138013966994081
ACH-000237,-0.18362431518752928
ACH-000238,-0.1214962121514814
ACH-000242,-0.05692170962914225
ACH-000243,-0.24175309385899255
ACH-000244,-0.29931099311313325
ACH-000246,-0.09578467109192576
ACH-000248,-0.11366147218337727
ACH-000250,-0.12838392827263828
ACH-000251,-0.4838075894569345
ACH-000252,-0.024711033741844864
ACH-000253,-0.13302382408236968
ACH-000255,-0.23741921977577665
ACH-000256,-0.004659990855802284
ACH-000257,-0.09839506961893324
ACH-000258,-0.4645714744105761
ACH-000259,-0.1765269865648667
ACH-000260,-0.2622276298720746
ACH-000261,-0.25049174516675576
ACH-000262,-0.055232534888147965
ACH-000263,-0.13255260957392134
ACH-000264,-0.1080838867482699
ACH-000265,-0.19310949847577066
ACH-000266,-0.16431756571146394
ACH-000272,-0.1951880489462063
ACH-000274,-0.2097612314618428
ACH-000277,-0.024906065681595372
ACH-000278,-0.0441373745664684
ACH-000279,-0.17975179759363502
ACH-000280,-0.0694425379684919
ACH-000281,-0.12398929347727908
ACH-000288,-0.1665389523842122
ACH-000291,-0.14301423800977608
ACH-000293,0.012281648686395677
ACH-000294,-0.32468457891602914
ACH-000295,-0.1345337195089836
ACH-000296,-0.31710704905826115
ACH-000302,-0.21461582318225747
ACH-000304,0.02969698074579127
ACH-000307,-0.25460806801489355
ACH-000308,-0.09622837460866354
ACH-000310,-0.28454665065382195
ACH-000311,-0.16301674888435114
ACH-000312,-0.17032734519697973
ACH-000315,-0.08981028604444033
ACH-000316,0.019842551594769286
ACH-000317,0.005241034671355801
ACH-000318,-0.11334793802429236
ACH-000319,-0.20322957465879085
ACH-000320,-0.05207534028529054
ACH-000322,-0.01228341081645687
ACH-000323,-0.015453729679616428
ACH-000324,-0.19759267236820746
ACH-000329,0.05756665912015237
ACH-000330,-0.10541016831973177
ACH-000331,-0.3729132006669556
ACH-000332,-0.10840219025464558
ACH-000334,-0.18012113142472316
ACH-000335,-0.20533335407776046
ACH-000336,0.029053363086212907
ACH-000337,0.006357686261244579
ACH-000338,-0.25302985837769426
ACH-000339,-0.09621484494281528
ACH-000341,-0.17720219677739207
ACH-000348,-0.04829951300780665
ACH-000350,-0.15347633326435015
ACH-000352,-0.1614271860245813
ACH-000356,-0.08611781513302197
ACH-000361,-0.16058812717877904
ACH-000362,-0.19314159341751946
ACH-000363,-0.03168548890016537
ACH-000364,-0.10443937723539183
ACH-000365,0.025603030470819552
ACH-000366,-0.026863958388077144
ACH-000368,-0.2544432115665335
ACH-000374,-0.27389733704219565
ACH-000375,-0.29506055004461273
ACH-000376,-0.2563192094362184
ACH-000381,-0.016603605878698222
ACH-000383,-0.0740381875714646
ACH-000387,-0.15608019084308578
ACH-000389,0.0378772144711741
ACH-000390,-0.02566985129053447
ACH-000393,-0.07707401083885547
