,RMND1 (55005)
ACH-000957,-0.3896748594196576
ACH-000958,-0.027663329010359
ACH-000960,-0.08416373676047299
ACH-000963,-0.1967333991931585
ACH-000968,-0.6223191898709773
ACH-000969,-0.2004910000423711
ACH-000972,-0.4259042486265541
ACH-000973,-0.13033330331967155
ACH-000974,-0.34475286179692793
ACH-000978,-0.2655545000749627
ACH-000984,-0.312764783457653
ACH-000986,-0.10799288535096836
ACH-000988,-0.01208926318993969
ACH-000993,-0.09511936247794044
ACH-000994,-0.15812658055196704
ACH-000996,-0.04367008217533369
ACH-001001,-0.1916435762335708
ACH-001020,-0.1671309327590072
ACH-001028,-0.3783885851971885
ACH-001031,-0.2499992968512123
ACH-001038,-0.27863455751368565
ACH-001048,-0.18443078275470065
ACH-001050,-0.2004937231625744
ACH-001053,-0.3622817828902368
ACH-001054,-0.26816846174792536
ACH-001061,-0.3264948548679409
ACH-001067,-0.2705016621332713
ACH-001075,-0.15878720561095286
ACH-001096,-0.3015082642821357
ACH-001111,-0.2648038053207991
ACH-001119,-0.2907026922358613
ACH-001128,-0.4795517641933316
ACH-001134,-0.252454970297826
ACH-001151,-0.06968405381070797
ACH-001163,-0.22266378429980485
ACH-001164,-0.35116254358995325
ACH-001183,-0.2052568289441679
ACH-001192,-0.07563753570365365
ACH-001193,-0.15150486987894304
ACH-001196,-0.17098618595572918
ACH-001197,-0.2385614000696216
ACH-001205,-0.29677732394183204
ACH-001211,-0.31761234831389
ACH-001212,-0.3331577260545521
ACH-001228,-0.10293904820760108
ACH-001232,-0.13001912917865066
ACH-001239,-0.24694436629233454
ACH-001270,-0.36199968903138335
ACH-001274,-0.10855665935688087
ACH-001275,-0.5105527624910289
ACH-001277,-0.1603521697363656
ACH-001278,-0.2952985951941829
ACH-001280,-0.16258254587572118
ACH-001283,-0.23243578356599404
ACH-001289,-0.043997547329506635
ACH-001300,-0.2509087097011997
ACH-001301,-0.07550166668898356
ACH-001302,-0.44502918214335857
ACH-001306,-0.16100157208223162
ACH-001318,-0.3221260618249392
ACH-001322,-0.33661889821386504
ACH-001328,-0.13385751758643244
ACH-001332,-0.2704438035942362
ACH-001336,-0.2535966806037268
ACH-001346,-0.10244554589983797
ACH-001353,-0.1268469784972879
ACH-001354,-0.22528076431626265
ACH-001367,-0.17755824874473294
ACH-001368,-0.4526540332508699
ACH-001374,-0.119392740492063
ACH-001377,-0.4812809922864447
ACH-001380,-0.5284229970007935
ACH-001391,-0.24199841061531216
ACH-001408,-0.027959138060684008
ACH-001430,-0.33095562127160993
ACH-001431,-0.2327545276832945
ACH-001450,-0.15770305950256686
ACH-001496,-0.29584267695356004
ACH-001500,-0.373103123407488
ACH-001523,-0.3026133844127689
ACH-001532,-0.4565356814601678
ACH-001550,-0.3815870295065497
ACH-001552,-0.23765237154207686
ACH-001554,-0.4742003018800027
ACH-001654,-0.08714895250013499
ACH-001735,-0.03468436612336637
ACH-001736,-0.3072022529104275
ACH-001737,-0.13532386302440394
ACH-001740,-0.23348316723384346
ACH-001745,-0.08882804091989957
ACH-001765,-0.11051117028440012
