,RMND1 (55005)
ACH-000004,-0.26006181438232395
ACH-000005,-0.2569671686076925
ACH-000007,-0.3050490545504114
ACH-000009,-0.19629333012554015
ACH-000011,0.0046785053579866814
ACH-000012,-0.2838826292729539
ACH-000013,-0.4465435735189913
ACH-000014,-0.18172633036919408
ACH-000015,-0.17032964204200252
ACH-000017,-0.1421447703327411
ACH-000018,-0.012956094184654113
ACH-000019,-0.3161474353493105
ACH-000021,-0.3996040339138085
ACH-000022,-0.25767685275943475
ACH-000025,-0.16939484616078684
ACH-000028,-0.4988193109139349
ACH-000030,-0.12898968267844074
ACH-000035,-0.5658015047258673
ACH-000036,-0.07194235151832995
ACH-000037,-0.18230485252983453
ACH-000039,-0.20883370681465485
ACH-000040,-0.3178531940125079
ACH-000041,-0.13866241150879866
ACH-000042,-0.1615837643190044
ACH-000045,-0.2104418575846417
ACH-000047,-0.514027719211261
ACH-000052,-0.19397056634206525
ACH-000053,-0.1272453884584067
ACH-000054,-0.14706642477471304
ACH-000055,-0.2415252613899535
ACH-000060,-0.4080650507827142
ACH-000067,-0.29440123717243616
ACH-000070,0.02179147215453092
ACH-000075,-0.2238742527802844
ACH-000078,-0.09644363500035233
ACH-000082,-0.18537886039650836
ACH-000085,-0.2558342403278239
ACH-000086,-0.15564512018131554
ACH-000087,-0.41185627035668654
ACH-000092,-0.17723907302906955
ACH-000095,-0.13442526175253536
ACH-000097,-0.3642037343114696
ACH-000098,-0.22281455468748346
ACH-000099,-0.2460057334633297
ACH-000108,-0.2811531520677261
ACH-000113,-0.4340218023390093
ACH-000116,-0.3917479327361805
ACH-000118,-0.4707090842451534
ACH-000120,-0.2707629107629573
ACH-000123,-0.15863240795524486
ACH-000127,-0.08752234136817336
ACH-000128,-0.4737054892588733
ACH-000132,-0.2610820348512223
ACH-000133,-0.12833919307039607
ACH-000137,-0.06044039440082899
ACH-000138,-0.24544425267983302
ACH-000142,-0.0811694600607505
ACH-000143,-0.23369329358210736
ACH-000146,-0.12420117280454974
ACH-000148,-0.2752297910086966
ACH-000150,-0.35881175655664754
ACH-000152,-0.12808646665386614
ACH-000153,-0.32534547122735497
ACH-000159,-0.2162584081108272
ACH-000160,-0.3436952378257888
ACH-000163,-0.10009457608822696
ACH-000167,-0.18427606079397765
ACH-000168,-0.14112865910844374
ACH-000169,-0.19788246538925075
ACH-000178,0.002782781810235688
ACH-000183,-0.06601724847212702
ACH-000188,-0.06069951539206365
ACH-000189,-0.2800486562934654
ACH-000190,-0.5477199207638953
ACH-000198,-0.2969190221784584
ACH-000203,-0.08296096319303238
ACH-000204,-0.3714014653076006
ACH-000206,-0.22013106546290925
ACH-000207,-0.17225749132100493
ACH-000208,-0.3889428359148861
ACH-000210,-0.2369104188773444
ACH-000211,-0.2456065334802141
ACH-000215,-0.2510245671897057
ACH-000221,-0.3547354321592032
ACH-000222,-0.027063677916323952
ACH-000223,-0.4410825893673597
ACH-000226,-0.17772803966288678
ACH-000227,-0.2947621159781328
ACH-000228,-0.1708754157064217
ACH-000231,-0.16702031542614745
ACH-000232,-0.2960320730459595
ACH-000233,-0.24294124689313476
ACH-000234,-0.2092547278703556
ACH-000235,-0.14825348680122388
ACH-000237,-0.1657778815503907
ACH-000238,-0.20302675611954368
ACH-000242,-0.0658977677210456
ACH-000243,-0.1563624142995701
ACH-000244,-0.24709535928773896
ACH-000246,-0.3260682001363364
ACH-000248,-0.3985567612349841
ACH-000250,-0.16120670303085366
ACH-000251,-0.16162297473072273
ACH-000252,-0.07180646619305953
ACH-000253,-0.16360805279149268
ACH-000255,-0.19192331984610309
ACH-000256,-0.16346519345769778
ACH-000257,-0.2253246613554256
ACH-000258,-0.11995835063360008
ACH-000259,-0.4989978991854949
ACH-000260,-0.15960928008332936
ACH-000261,-0.2046975689080308
ACH-000262,-0.21218077136707572
ACH-000263,-0.2476119477612544
ACH-000264,-0.14952713813000745
ACH-000265,-0.1895963065188299
ACH-000266,-0.2352456206389939
ACH-000272,-0.17508340653240026
ACH-000274,-0.3622006923065473
ACH-000277,-0.4045637987820963
ACH-000278,-0.15240636231366386
ACH-000279,-0.13974827841142576
ACH-000280,-0.3135512281129049
ACH-000281,-0.2767468467222909
ACH-000288,-0.22493498538721726
ACH-000291,-0.17916424493847674
ACH-000293,-0.2332427479889055
ACH-000294,-0.024696088801539024
ACH-000295,-0.2610584092399991
ACH-000296,-0.15238586101900892
ACH-000302,-0.4301617896152069
ACH-000304,-0.3074961111778371
ACH-000307,-0.1624541661144702
ACH-000308,-0.20784603023619952
ACH-000310,-0.1584329936196623
ACH-000311,-0.10784389918270493
ACH-000312,-0.16441972629305604
ACH-000315,-0.13881379295832394
ACH-000316,-0.18814904089200526
ACH-000317,-0.40570844398715467
ACH-000318,-0.048863328749437766
ACH-000319,-0.18541022375013688
ACH-000320,-0.2185744064580141
ACH-000322,-0.23761538770727855
ACH-000323,-0.30272405871192604
ACH-000324,-0.08259447027073501
ACH-000329,-0.23005305666965245
ACH-000330,-0.2944262883542445
ACH-000331,-0.19351479789382212
ACH-000332,-0.17282730348639538
ACH-000334,-0.32650135014901194
ACH-000335,-0.22143861098741496
ACH-000336,-0.21817057414525612
ACH-000337,-0.07844376267939171
ACH-000338,-0.7075729309860891
ACH-000339,-0.1383820446944608
ACH-000341,-0.3214961062367698
ACH-000348,-0.2273123479426353
ACH-000350,-0.22123651143042156
ACH-000352,-0.2085115081713319
ACH-000356,-0.1672179614167532
ACH-000361,-0.17757451193553928
ACH-000362,-0.0771421170485603
ACH-000363,-0.2696254548096109
ACH-000364,-0.3255322351055817
ACH-000365,-0.2524201326359123
ACH-000366,-0.12986923018589022
ACH-000368,-0.15368009765832594
ACH-000374,-0.33248652060264616
ACH-000375,-0.16526922099284608
ACH-000376,-0.27266122796551073
ACH-000381,-0.20555061473061095
ACH-000383,-0.27974006127382695
ACH-000387,-0.1164994207484791
ACH-000389,-0.028864115670626512
ACH-000390,-0.09583682612691426
ACH-000393,-0.20511682264780898
ACH-000395,-0.1351261824999146
ACH-000396,-0.2316104766221901
ACH-000397,-0.16117825265218544
ACH-000401,-0.18720662253141326
ACH-000402,-0.010208409638070534
ACH-000403,-0.2498796089667324
ACH-000404,-0.1949499267568164
ACH-000406,-0.23750934681104474
ACH-000407,-0.26503145249139515
ACH-000408,-0.4087004562689776
ACH-000410,-0.31638966089394144
ACH-000411,-0.1567544581454322
ACH-000414,-0.0929428399461247
ACH-000415,-0.2905105300885677
ACH-000416,-0.20188349633841704
ACH-000420,-0.22222892809795064
ACH-000421,-0.3479524167307067
ACH-000424,-0.22581043346734045
ACH-000425,-0.11932406845556973
ACH-000426,-0.0024344993087886237
ACH-000427,-0.3057547227713925
ACH-000433,-0.08384082287015115
ACH-000435,-0.3385193678749165
ACH-000436,-0.014995362944947146
ACH-000444,-0.19995437743275205
ACH-000445,-0.12301833619285316
ACH-000448,-0.17861168453526913
ACH-000450,-0.3212462241896773
ACH-000452,-0.26774986885149105
ACH-000454,-0.2463909523495805
ACH-000458,-0.25080694029611617
ACH-000459,-0.39452642787987213
ACH-000460,-0.2541592003790411
ACH-000461,-0.6034159723740632
ACH-000463,-0.09216141343992634
ACH-000464,-0.1793386170009542
ACH-000466,-0.14819622023161189
ACH-000467,-0.2407082134481349
ACH-000468,-0.22630575814196235
ACH-000469,-0.1384732074760447
ACH-000470,-0.2224730053966721
ACH-000471,-0.2151089067366901
ACH-000472,-0.17700243690348366
ACH-000473,-0.3266692639608079
ACH-000475,-0.2702824462575821
ACH-000476,-0.2308924489726319
ACH-000477,-0.2571895078319478
ACH-000479,-0.3454454017060649
ACH-000480,-0.3298835070883255
ACH-000481,-0.2616662191262639
ACH-000483,-0.2501518736808205
ACH-000484,-0.2630500495381382
ACH-000485,-0.1498782291440973
ACH-000486,-0.13297090080861876
ACH-000487,-0.3962093941276676
ACH-000488,-0.3959467133482604
ACH-000490,-0.2905410805148421
ACH-000491,-0.2564658127885268
ACH-000495,-0.11355241982838506
ACH-000496,-0.12775712937303355
ACH-000499,-0.3326215534721108
ACH-000500,-0.00876619822306796
ACH-000502,-0.08970056006403704
ACH-000503,-0.22654987209048194
ACH-000505,-0.1880182672649136
ACH-000507,-0.5272177026850055
ACH-000510,-0.259903642379172
ACH-000511,-0.21634967132435012
ACH-000512,-0.13458436395276235
ACH-000516,-0.11512087963949995
ACH-000517,-0.21566360051985345
ACH-000518,-0.1850195312774524
ACH-000520,-0.14008083228385024
ACH-000521,-0.1395869870797531
ACH-000522,-0.29957518550940665
ACH-000524,-0.2617198577548162
ACH-000527,-0.2714940355843957
ACH-000528,-0.4521832962895272
ACH-000537,-0.3786868266129284
ACH-000541,-0.3017015958678686
ACH-000542,-0.15575246472786342
ACH-000544,-0.29098749803200497
ACH-000545,-0.24875344195043106
ACH-000547,-0.5717714295480609
ACH-000548,-0.16237153452245146
ACH-000549,-0.3058764843367737
ACH-000550,-0.1553263376095364
ACH-000552,-0.3321659830214345
ACH-000556,-0.06415035219157254
ACH-000557,-0.11786852115963176
ACH-000569,-0.2717361330451109
ACH-000570,-0.2901223647488221
ACH-000571,-0.17719946483989496
ACH-000573,-0.2368787819858132
ACH-000576,-0.041956721943241404
ACH-000579,-0.4959013933156886
ACH-000580,-0.09119873328695144
ACH-000584,-0.20536154175708374
ACH-000585,-0.16806787498276032
ACH-000588,-0.045210756899418884
ACH-000589,-0.14472475462102144
ACH-000591,-0.3814323015526777
ACH-000593,-0.1286784742172613
ACH-000600,-0.2437975375283317
ACH-000601,-0.4179644438008002
ACH-000605,-0.3752551824801062
ACH-000606,-0.16055404052781794
ACH-000608,-0.2470056911610884
ACH-000614,-0.3300697433453607
ACH-000616,-0.1321796423714182
ACH-000618,-0.3433581603278297
ACH-000619,-0.3566580875206353
ACH-000620,-0.16517724297144454
ACH-000621,-0.2101563366583198
ACH-000622,-0.33488798600289793
ACH-000623,-0.3259705122969696
ACH-000624,-0.1550184489206566
ACH-000627,-0.21130780090008072
ACH-000630,-0.3025982337874049
ACH-000631,-0.07167241097185899
ACH-000632,-0.2420690866495381
ACH-000633,-0.4706482107414958
ACH-000637,-0.1660691343325017
ACH-000638,-0.19714709805516645
ACH-000646,-0.2845125021482292
ACH-000647,-0.2277442114838724
ACH-000648,-0.3923714641139808
ACH-000649,-0.12133178961236715
ACH-000651,-0.3043789487941554
ACH-000652,-0.26485047237931786
ACH-000653,-0.2644459707308999
ACH-000657,-0.029546029171821295
ACH-000658,-0.1852241222170312
ACH-000661,-0.14095232418746453
ACH-000662,-0.2217225894704779
ACH-000663,-0.2031071049513664
ACH-000665,-0.10198862790668076
ACH-000671,-0.3971663024412361
ACH-000672,-0.7063681323220876
ACH-000673,-0.13230285211722292
ACH-000676,-0.28231531722061803
ACH-000677,-0.3197549286643146
ACH-000681,-0.2040704562490496
ACH-000683,-0.196740080327629
ACH-000684,-0.20348326851234574
ACH-000688,-0.2968527433449342
ACH-000693,-0.5678610031282363
ACH-000694,-0.4798793747664511
ACH-000695,-0.24664674039867834
ACH-000696,-0.334083709322594
ACH-000697,-0.3526329739980129
ACH-000699,-0.11275065931641727
ACH-000701,-0.4310699855130656
ACH-000706,-0.5026295815356948
ACH-000711,-0.16519503202629568
ACH-000713,-0.04759328775635202
ACH-000714,0.06082862268905472
ACH-000718,-0.3243752704685345
ACH-000720,-0.10670919538620967
ACH-000721,-0.30586201284175024
ACH-000724,-0.18338278278679268
ACH-000725,-0.3118559399161975
ACH-000732,-0.04347409554931577
ACH-000734,-0.27673044822195925
ACH-000735,-0.3220910446606661
ACH-000736,-0.2593207097189347
ACH-000738,-0.1806505653784424
ACH-000746,-0.30532640828370594
ACH-000747,-0.5493139399307512
ACH-000748,-0.16118372401172848
ACH-000753,-0.14647936366740066
ACH-000756,-0.12715375394884226
ACH-000757,-0.18860187538690065
ACH-000758,-0.5259628435036556
ACH-000760,-0.25098520808307234
ACH-000762,-0.2482333824083805
ACH-000763,-0.15464644433806213
ACH-000764,0.0014622754391396774
ACH-000765,-0.3341923619763291
ACH-000766,-0.13152181782778094
ACH-000767,-0.20738097817283035
ACH-000768,-0.2860003527666817
ACH-000769,-0.3563257555654913
ACH-000770,-0.008049732645665617
ACH-000771,-0.4511541460095758
ACH-000773,0.017946739119023992
ACH-000776,-0.15981148513993712
ACH-000777,-0.15627910876902065
ACH-000778,-0.1550233822388078
ACH-000781,-0.12597226642309212
ACH-000782,0.04509045852149965
ACH-000783,-0.05158106427765617
ACH-000784,-0.4299186433846264
ACH-000785,-0.15380515974251946
ACH-000787,-0.3769054826115516
ACH-000788,-0.25037622900275464
ACH-000791,-0.190340301803342
ACH-000792,-0.18533777037253488
ACH-000794,-0.05837575323174491
ACH-000796,-0.1784726683869251
ACH-000798,-0.4289281659415336
ACH-000799,-0.1981914175455189
ACH-000800,-0.23775485396093435
ACH-000802,-0.3202895009462736
ACH-000804,-0.06439342367290815
ACH-000805,-0.3990155112823087
ACH-000809,-0.35885484874635665
ACH-000810,-0.2709761259626681
ACH-000811,-0.25331565306801845
ACH-000817,-0.10831616975352466
ACH-000819,-0.12059188753673865
ACH-000820,-0.15516980617112713
ACH-000821,-0.07189646472879015
ACH-000822,-0.23956913827634804
ACH-000823,-0.2545258305020871
ACH-000824,-0.21866620965087905
ACH-000827,-0.11979120415394955
ACH-000829,0.0036980424635631275
ACH-000831,-0.3168234308974194
ACH-000832,-0.03484171648957196
ACH-000833,-0.21735012352485086
ACH-000834,-0.4222947946595845
ACH-000835,-0.1977077903706636
ACH-000836,-0.12570436567498486
ACH-000837,-0.16249128501114074
ACH-000838,-0.16117487608390854
ACH-000839,-0.05028833906960239
ACH-000840,-0.2418727417770172
ACH-000841,-0.07263431524725418
ACH-000843,-0.4873904108476225
ACH-000846,-0.3315846246554309
ACH-000847,-0.3910289554166907
ACH-000848,-0.06392205882105705
ACH-000849,-0.21971587711195625
ACH-000851,-0.4581915506270743
ACH-000855,-0.3567519812259401
ACH-000856,-0.3547321056488989
ACH-000858,-0.453465089195583
ACH-000859,-0.24244476043631502
ACH-000861,-0.33061132377001223
ACH-000862,-0.4788167427847596
ACH-000865,-0.3308751877546279
ACH-000866,-0.20731965077876424
ACH-000867,-0.09280914032870416
ACH-000869,-0.2782839220967095
ACH-000872,-0.22542307649409696
ACH-000873,-0.14021280327371646
ACH-000876,-0.5636713574676736
ACH-000878,-0.34030479230779104
ACH-000880,-0.15384704120885234
ACH-000881,-0.2383408509620469
ACH-000882,-0.2837668443688822
ACH-000884,-0.3700676788637494
ACH-000885,-0.5629432061597947
ACH-000887,-0.2966503114970695
ACH-000889,-0.4559484451970754
ACH-000896,-0.14607805633904847
ACH-000898,-0.2872321551218111
ACH-000900,-0.4686120439777249
ACH-000901,-0.2219046564514053
ACH-000905,-0.17760838919233154
ACH-000906,-0.3236763980783475
ACH-000907,-0.12620204594806395
ACH-000910,-0.4138895102513085
ACH-000911,-0.2019933483869713
ACH-000912,-0.20514974507939265
ACH-000913,-0.34687696584841976
ACH-000915,-0.18710904282786264
ACH-000916,0.040091741393954085
ACH-000917,-0.1142726680452686
ACH-000920,-0.043402281865459066
ACH-000921,-0.4127374372633233
ACH-000924,-0.4433805666339677
ACH-000926,-0.21229217724465205
ACH-000928,-0.32384121291610996
ACH-000929,-0.4495884838909546
ACH-000932,-0.27275189137791683
ACH-000935,-0.3695657488317996
ACH-000936,-0.1320347896122908
ACH-000937,-0.03358140327141153
ACH-000938,-0.3125227636122117
ACH-000939,-0.09744681066152833
ACH-000941,-0.18214858368646894
ACH-000943,-0.3016825619788644
ACH-000946,-0.2321891274718067
ACH-000947,-0.548020800254365
ACH-000948,-0.29516434718206475
ACH-000950,-0.21194781453215955
ACH-000953,-0.07542539180513833
ACH-000954,-0.29153010634201904
