,VLDLR (7436)
ACH-000004,-0.1918772989051561
ACH-000005,-0.2284190135523867
ACH-000007,0.2672096484965683
ACH-000009,0.13239349360543984
ACH-000011,0.049616890977621564
ACH-000012,0.21218120301958732
ACH-000013,0.2007458886266355
ACH-000014,0.2480464216148301
ACH-000015,0.16815667673043733
ACH-000017,0.14075350321868224
ACH-000018,0.21819057548598608
ACH-000019,0.16653061982137146
ACH-000021,0.11789828482839528
ACH-000022,0.1407541652623867
ACH-000025,0.19447142665052924
ACH-000028,0.23710175142835865
ACH-000030,0.1920584416118621
ACH-000035,0.17846746661872556
ACH-000036,0.026227740678334062
ACH-000037,0.1326432743366135
ACH-000039,0.18093989917199232
ACH-000040,0.108073875283776
ACH-000041,0.2151196219619091
ACH-000042,0.13731914655205907
ACH-000045,0.13413313247790232
ACH-000047,0.1833185747459312
ACH-000052,0.2657604432961316
ACH-000053,0.15555764325145072
ACH-000054,0.17781876303130198
ACH-000055,0.19779329457118705
ACH-000060,0.20513189678036264
ACH-000067,0.08515666300544883
ACH-000070,0.09459181034218653
ACH-000075,0.06778522090198058
ACH-000078,0.10814024296180713
ACH-000082,0.1454436015167948
ACH-000085,0.21077514657575824
ACH-000086,0.1481826671869357
ACH-000087,-0.010140830852854957
ACH-000092,0.16536538758494507
ACH-000095,0.11168830359657177
ACH-000097,0.1346299606778838
ACH-000098,0.1729763930161061
ACH-000099,0.04692595757458018
ACH-000108,0.20195936150734786
ACH-000113,0.08675034809527404
ACH-000116,0.19531272771541144
ACH-000118,0.17637699777692328
ACH-000120,0.11502958979054274
ACH-000123,0.020450264753993815
ACH-000127,0.22825801830076844
ACH-000128,0.08139787303849141
ACH-000132,0.21541995137709605
ACH-000133,0.16673688958465305
ACH-000137,0.18746336599447164
ACH-000138,0.17378148095546725
ACH-000142,0.2849156135684777
ACH-000143,0.12281790712044033
ACH-000146,0.04942558619398733
ACH-000148,0.1464437953720376
ACH-000150,0.011542220461072485
ACH-000152,0.2317370029684305
ACH-000153,0.12160104976396413
ACH-000159,0.15126623212909512
ACH-000160,0.16236157672656398
ACH-000163,0.08688241512529503
ACH-000167,0.23297059125121095
ACH-000168,-0.0161325447362065
ACH-000169,0.17107770078150406
ACH-000178,0.1358239543913462
ACH-000183,0.22848790414414766
ACH-000188,0.12178411620560994
ACH-000189,0.1769403753443338
ACH-000190,0.21926291478810325
ACH-000198,0.16157287530141196
ACH-000203,0.11234257855337312
ACH-000204,0.21004359704130315
ACH-000206,0.14388793265586625
ACH-000207,0.11325866172491945
ACH-000208,0.15654985567837085
ACH-000210,0.006588335605004259
ACH-000211,0.09438176447560237
ACH-000215,0.07516617793171201
ACH-000221,0.10369820620427253
ACH-000222,0.2553773914516429
ACH-000223,0.18027223186500746
ACH-000226,0.15379294621104478
ACH-000227,0.0739247031999701
ACH-000228,0.18775824915003494
ACH-000231,0.12311414782017215
ACH-000232,0.11182647217903023
ACH-000233,0.15021487030787126
ACH-000234,0.21897996648721907
ACH-000235,0.17995506948240436
ACH-000237,0.07108948698322838
ACH-000238,0.16220675639888113
ACH-000242,0.4016561830677336
