,H2AFY (9555)
ACH-000188,-0.23764935838138904
ACH-000189,0.08123324957631907
ACH-000190,0.13163154949338252
ACH-000198,-0.27594840340811233
ACH-000203,0.020886963258735198
ACH-000204,-0.2315818019335957
ACH-000206,-0.15817315264724982
ACH-000207,-0.024733229728153356
ACH-000208,-0.087818628544752
ACH-000210,-0.18238478363313254
ACH-000211,-0.19396077214959287
ACH-000215,-0.09670704020005264
ACH-000221,-0.36100358595669946
ACH-000222,-0.09831575177716946
ACH-000223,-0.13883704808221492
ACH-000226,-0.2324564500587895
ACH-000227,-0.14303873769218173
ACH-000228,-0.3402229816601342
ACH-000231,-0.2185448958815734
ACH-000232,-0.1960917081957292
ACH-000233,-0.21618305337803068
ACH-000234,-0.2321010886715717
ACH-000235,-0.035722590705297125
ACH-000237,-0.0413549744712335
ACH-000238,-0.10100063016623136
ACH-000242,0.12968966056214232
ACH-000243,-0.058121636733853274
ACH-000244,0.058343510525515174
ACH-000246,-0.2658030248256733
ACH-000248,-0.16297164575776435
ACH-000250,-0.04904250960560573
ACH-000251,-0.1333980865319466
ACH-000252,-0.2567575104046361
ACH-000253,-0.04956118960127342
ACH-000255,-0.03884242620781786
ACH-000256,-0.07262213892620392
ACH-000257,-0.2442474558611845
ACH-000258,-0.3972483041177242
ACH-000259,-0.1490813088173044
ACH-000260,-0.14833225079803267
ACH-000261,-0.1102327964903104
ACH-000262,-0.3237468617772608
ACH-000263,-0.30639060881960595
ACH-000264,-0.3050348264923026
ACH-000265,-0.1389804059081572
ACH-000266,-0.2547264308965431
ACH-000272,-0.21151651089788354
ACH-000274,-0.20291150814705067
ACH-000277,-0.09206719655664207
ACH-000278,0.008272002526424441
ACH-000279,-0.2827330422949736
ACH-000280,-0.04766061874914866
ACH-000281,-0.2511714352632706
ACH-000288,-0.0486393255079199
ACH-000291,-0.1222568213424674
ACH-000293,-0.19237603114200655
ACH-000294,-0.047969867384512525
ACH-000295,-0.03071151665317415
ACH-000296,-0.05261829508888445
ACH-000302,-0.14873428420663673
ACH-000304,-0.00013198122393070678
ACH-000307,-0.22790825918634264
ACH-000308,-0.08480183989919153
ACH-000310,-0.14139039151026542
ACH-000311,0.010740050249569715
ACH-000312,-0.1708754474018226
ACH-000315,0.024235666675201085
ACH-000316,-0.22063663929714386
ACH-000317,-0.3576888088038071
ACH-000318,-0.09482579012128642
ACH-000319,-0.1986829263330397
ACH-000320,-0.25519990231758904
ACH-000322,-0.2455262657783067
ACH-000323,-0.13333154522402466
ACH-000324,-0.15735182823042565
ACH-000329,-0.17539988087336109
ACH-000330,-0.15155641136565287
ACH-000331,-0.19293668872318046
ACH-000332,-0.10038080694604118
ACH-000334,-0.05088534675124321
ACH-000335,-0.04691557208004594
ACH-000336,-0.1250092760711458
ACH-000337,-0.32751535490777445
ACH-000338,-0.7867284011740763
ACH-000339,-0.11197190593385137
ACH-000341,-0.19291327327721586
ACH-000348,-0.11352547707374205
ACH-000350,-0.19308221294558892
ACH-000352,-0.1979768543129579
ACH-000356,-0.08955449921316093
ACH-000361,-0.268387219241062
ACH-000362,-0.1818117553044992
ACH-000363,-0.16789619655111246
ACH-000364,0.0385781217979554
ACH-000365,-0.1243308484361482
ACH-000366,-0.12783729365255347
ACH-000368,-0.43159679027401016
ACH-000374,-0.12066633685454928
ACH-000375,-0.28476315993633233
ACH-000376,-0.25993881515523465
ACH-000381,0.05235850141459039
ACH-000383,-0.17232783987580055
ACH-000387,-0.3393116305444112
ACH-000389,-0.1097351017176654
ACH-000390,-0.15676337643334384
ACH-000393,-0.26882477996782345
ACH-000395,-0.07290673233180843
ACH-000396,-0.13826275583753492
ACH-000397,-0.3123948427539377
ACH-000401,-0.07953194974722637
ACH-000402,-0.07682333321892469
ACH-000403,-0.26222113457773744
ACH-000404,-0.08328060516412195
ACH-000406,-0.11318341600676834
ACH-000407,-0.21325606282759207
ACH-000408,-0.12876920950220502
ACH-000410,-0.08401600861471098
ACH-000411,-0.14510752948898328
ACH-000414,-0.17963218630148206
ACH-000415,-0.12815257973746014
ACH-000416,-0.1320657222949031
ACH-000420,-0.17949494649237646
ACH-000421,-0.14349991450922064
ACH-000424,-0.3871231939260368
ACH-000425,-0.25172677933719595
ACH-000426,-0.22374289867206895
ACH-000427,-0.09460739618776602
ACH-000433,-0.16442723411965504
ACH-000435,-0.04796705064181751
ACH-000436,-0.11657361680884025
ACH-000444,-0.058374516007259764
ACH-000445,-0.07552771940949543
ACH-000448,-0.13142346523071788
ACH-000450,-0.4410809998778889
ACH-000452,-0.10767258625905188
ACH-000454,-0.3264253900034188
ACH-000458,-0.17140273665262618
ACH-000459,-0.11293401533304047
ACH-000460,-0.231004664735476
ACH-000461,-0.2334227760363138
ACH-000463,-0.2438634055732143
ACH-000464,-0.20435330372642505
ACH-000466,-0.2127220491582199
ACH-000467,-0.16307942370062758
ACH-000468,-0.2884804868688046
ACH-000469,0.07210719538288925
ACH-000470,-0.17070071868744552
ACH-000471,-0.20134018122539693
ACH-000472,-0.07926039343094762
ACH-000473,-0.1323168606420388
ACH-000475,-0.18442889552947714
ACH-000476,-0.1095495174789348
ACH-000477,0.223209350048922
ACH-000479,-0.2965259050505949
ACH-000480,-0.1553124816596469
ACH-000481,-0.14528289376193218
ACH-000483,0.019691204864854428
ACH-000484,-0.2278715518820845
ACH-000485,-0.2290201751399389
ACH-000486,-0.02951958894202025
ACH-000487,-0.279276842293193
ACH-000488,-0.23028767835374744
ACH-000490,-0.23118642147769716
ACH-000491,-0.04876585333119614
ACH-000495,-0.2627085634666745
ACH-000496,-0.11456736889638686
ACH-000499,-0.029438604139409675
ACH-000500,-0.04040215219688178
ACH-000502,-0.04933204853698765
ACH-000503,-0.10564856261167456
ACH-000505,-0.16034652769450772
ACH-000507,-0.13396864654516022
ACH-000510,-0.13100077121318995
ACH-000511,-0.13794189445227187
ACH-000512,-0.5224056838144021
ACH-000516,-0.05378512845629526
ACH-000517,-0.08687126691401044
ACH-000518,-0.11236482834432276
ACH-000520,-0.3589464959292768
ACH-000521,-0.2506299105950941
ACH-000522,-0.22287933048315592
ACH-000524,-0.13892597276135038
ACH-000527,-0.14491444319395388
ACH-000528,-0.11466375124513427
ACH-000537,-0.29040275293606466
ACH-000541,-0.3205745257773954
ACH-000542,-0.183407864657668
ACH-000544,-0.1801755379624089
ACH-000545,-0.06479894070389446
ACH-000547,-0.2737568745522003
ACH-000548,-0.2791783444907493
ACH-000549,-0.2782218303382842
ACH-000550,-0.27719624482914124
ACH-000552,-0.23202341644944946
ACH-000556,-0.15216207146020908
ACH-000557,-0.17974828623524833
ACH-000569,-0.4189731960332143
ACH-000570,-0.18997937948774302
ACH-000571,-0.15146930285702725
ACH-000573,-0.10989758042001356
ACH-000576,-0.3095541767002228
ACH-000579,-0.04791911522960094
ACH-000580,-0.1051903411275916
ACH-000584,-0.11489506842113037
ACH-000585,-0.1223750662491114
ACH-000588,-0.3465045093498799
ACH-000589,-0.07955040062242047
ACH-000591,-0.1765941590238021
ACH-000593,-0.14953514169612397
ACH-000600,-0.2210363751560434
ACH-000601,-0.18112757464241055
ACH-000605,-0.17008311282048447
ACH-000606,-0.18386798432018792
ACH-000608,-0.13638996931659272
ACH-000614,-0.10376858205511326
ACH-000616,-0.13625812448139574
ACH-000618,-0.1811482736278168
ACH-000619,-0.2290667459514103
ACH-000620,-0.10251925235683797
ACH-000621,-0.04711014922060002
ACH-000622,-0.3381372581396541
ACH-000623,-0.12673567718419554
ACH-000624,-0.18860056791926189
ACH-000627,-0.1153464169665772
ACH-000630,-0.2179664918305161
ACH-000631,-0.4458546731817165
ACH-000632,0.0032816354596894035
ACH-000633,-0.15708840057832554
ACH-000637,-0.17742076446971633
ACH-000638,-0.1588870943302016
ACH-000646,-0.09303708413962597
ACH-000647,-0.12814772162171734
ACH-000648,-0.16384601824041672
ACH-000649,-0.18441689125510294
ACH-000651,-0.31199927273638844
ACH-000652,-0.4024097787648527
ACH-000653,-0.2596219230697463
ACH-000657,-0.16625410204613614
ACH-000658,-0.15619874910092255
ACH-000661,0.0632211241024515
ACH-000662,-0.1885193768769253
ACH-000663,-0.07274547033500714
ACH-000665,-0.1087853809576519
ACH-000671,-0.046248424362331016
ACH-000672,-0.3986390634605253
ACH-000673,-0.23037983126467895
ACH-000676,-0.2361373351651485
ACH-000677,-0.034693203245057126
ACH-000681,-0.01873734374983882
ACH-000683,-0.12361170935909542
ACH-000684,0.024409380902164823
ACH-000688,-0.2743814846027175
ACH-000693,-0.2824646163411248
ACH-000694,-0.1276522255920571
ACH-000695,-0.20556073997690125
ACH-000696,-0.12513470088342926
ACH-000697,-0.3938941369686752
ACH-000699,-0.06317311924014543
ACH-000701,-0.18744391064483032
ACH-000706,-0.0793408512504899
ACH-000711,-0.16300551637560584
ACH-000713,-0.20570342128665992
ACH-000714,-0.1514199076304405
ACH-000718,0.08371373201355221
ACH-000720,-0.15186235611649054
ACH-000721,-0.17199752282363212
ACH-000724,-0.03987437523269848
ACH-000725,-0.27845922027527265
ACH-000732,-0.1932616713816661
ACH-000734,-0.024047674054083867
ACH-000735,-0.12360209025121692
ACH-000736,-0.17878642254007393
ACH-000738,-0.05216887312799722
ACH-000746,-0.19474029617867086
ACH-000747,-0.21217437467271594
ACH-000748,-0.16478878456206222
ACH-000753,-0.0846875199556893
ACH-000756,-0.0968867405998023
ACH-000757,-0.2614145058225585
ACH-000758,-0.18714036753799207
ACH-000760,-0.11406744784071465
ACH-000762,-0.3726276481972764
ACH-000763,-0.4895548832849732
ACH-000764,-0.20860967490383175
ACH-000765,-0.15446501445476565
ACH-000766,-0.15777866984350558
ACH-000767,-0.09935092280543856
ACH-000768,-0.098659705093016
ACH-000769,-0.15015903995141233
ACH-000770,-0.1839400760378204
ACH-000771,-0.07188033529228582
ACH-000773,-0.17194041784333944
ACH-000776,-0.29047098655087594
ACH-000777,0.10063531161425353
ACH-000778,0.012554797064127508
ACH-000781,-0.1131359757762562
ACH-000782,-0.20864254766720672
ACH-000783,-0.2838825163451953
ACH-000784,-0.06971201514276833
ACH-000785,-0.14144195358531422
ACH-000787,-0.06690699616255398
ACH-000788,-0.20887525851608565
ACH-000791,-0.18738686517773864
ACH-000792,-0.04203504088790852
ACH-000794,-0.2373412529119095
ACH-000796,-0.27554571574689485
ACH-000798,-0.3097780594194485
ACH-000799,-0.3751497966315368
ACH-000800,-0.09112619424687
ACH-000802,-0.3042877967542508
ACH-000804,-0.08405858871190852
ACH-000805,-0.1521513826772733
ACH-000809,-0.21771912336910948
ACH-000810,0.11237573231034538
ACH-000811,-0.1226771753363642
ACH-000817,-0.04831295576024874
ACH-000819,-0.17153007553187435
ACH-000820,0.07079223556521408
ACH-000821,-0.08180996820433581
ACH-000822,-0.16003984625459602
ACH-000823,-0.19840081734644813
ACH-000824,-0.1648256232145552
ACH-000827,-0.11347248095877002
ACH-000829,-0.23101612070638355
ACH-000831,-0.24513329656267005
ACH-000832,-0.4733380504376714
ACH-000833,-0.2770295152624263
ACH-000834,-0.031034998821323382
ACH-000835,-0.12941845231597146
ACH-000836,0.2787320665493937
ACH-000837,-0.0444799827311578
ACH-000838,-0.02836147541484861
ACH-000839,-0.1552928251483421
ACH-000840,-0.16596464305577407
ACH-000841,-0.1919305817722236
ACH-000843,-0.3476224342876844
ACH-000846,-0.09277870782595334
ACH-000847,-0.17706311725926308
ACH-000848,-0.3245614061329666
ACH-000849,-0.10640088633768027
ACH-000851,-0.2083014748583286
ACH-000855,-0.1335488385079695
ACH-000856,-0.20427404363816296
ACH-000858,-0.1828189948102507
ACH-000859,-0.3030159346921459
ACH-000861,-0.08317631562844338
ACH-000862,-0.18955208546470625
ACH-000865,-0.08491094031033597
ACH-000866,-0.1349241320031468
ACH-000867,-0.16183292759312345
ACH-000869,-0.1775709472032667
ACH-000872,-0.07035896194289501
ACH-000873,-0.19428444278591891
ACH-000876,-0.016901685103772025
ACH-000878,-0.18634632343269505
ACH-000880,-0.25591226052510696
ACH-000881,-0.08710488760108874
ACH-000882,-0.04881420393125814
ACH-000884,-0.1830875017553553
ACH-000885,-0.22927863959478054
ACH-000887,-0.1669681179042045
ACH-000889,-0.10539199700242063
ACH-000896,-0.12149004458794352
ACH-000898,-0.27475393418364946
ACH-000900,-0.08364565393752818
ACH-000901,-0.1817067925694622
ACH-000905,-0.1379003113247082
ACH-000906,-0.23797081237144846
ACH-000907,-0.14575064068232813
ACH-000910,-0.14768767632431626
ACH-000911,-0.2919465041406264
ACH-000912,-0.10363070940247847
ACH-000913,-0.3039443169097324
ACH-000915,-0.12495138527971265
ACH-000916,-0.16951004438219328
ACH-000917,-0.17179107237378252
ACH-000920,-0.2279197315728895
ACH-000921,-0.12963611759041993
ACH-000924,-0.227910305305836
ACH-000926,-0.2286534224809877
ACH-000928,-0.04524231775387249
ACH-000929,-0.3054496703749826
ACH-000932,-0.2592256940649096
ACH-000935,0.15267111295001076
ACH-000936,-0.14139593315921012
ACH-000937,-0.18345408011724848
ACH-000938,-0.12652659975870656
ACH-000939,0.2781608655355559
ACH-000941,-0.1446696940151155
ACH-000943,-0.17812729542657374
ACH-000946,-0.2522597424472471
ACH-000947,-0.17209934621491035
ACH-000948,-0.16385322387839749
ACH-000950,-0.13898638881511033
ACH-000953,-0.1118503025381634
ACH-000954,-0.04737966766985915
ACH-000957,-0.08926767079898866
ACH-000958,-0.3950490730828632
ACH-000960,-0.09502838673605296
ACH-000963,-0.2274517485109786
ACH-000968,-0.05213062034114852
ACH-000969,-0.1617560531052194
ACH-000972,-0.5037715767297171
ACH-000973,-0.07267103489639501
ACH-000974,-0.17544785259336915
ACH-000978,-0.3370137070764275
ACH-000984,-0.206981235020214
ACH-000986,-0.11402636966618752
ACH-000988,0.02141753006749693
ACH-000993,-0.2084888071809929
ACH-000994,-0.06111249892438065
ACH-000996,-0.3210867944296887
ACH-001001,-0.10539550449361644
ACH-001020,0.250744626208277
ACH-001028,-0.22939788040063244
ACH-001031,-0.0443283290740488
ACH-001038,-0.14952170628576453
ACH-001048,-0.13029104632705746
ACH-001050,-0.0717013235387329
ACH-001053,0.20446650533729724
ACH-001054,-0.1990304615064071
ACH-001061,-0.1807618543316647
ACH-001067,-0.0259422536604346
ACH-001075,-0.15003126166347197
ACH-001096,-0.2476263858523032
ACH-001111,-0.2274157933295559
ACH-001119,-0.10721710843195427
ACH-001128,0.6722031779139923
ACH-001134,-0.03268034137028065
ACH-001151,-0.2076848449943844
ACH-001163,-0.09290836328278153
ACH-001164,-0.1035891026689995
ACH-001183,-0.11532551064607185
ACH-001192,-0.13342475323658304
ACH-001193,-0.14412614001618726
ACH-001196,0.04158080241968025
ACH-001197,-0.18711903148713746
ACH-001205,-0.26087976292509163
ACH-001211,0.08140968234097527
ACH-001212,-0.16799465004627742
ACH-001228,-0.003717406596684578
ACH-001232,-0.02581962532167096
ACH-001239,-0.13614004991594764
ACH-001270,-0.0637098200097744
ACH-001274,-0.255935346500988
ACH-001275,-0.027406703729876584
ACH-001277,-0.22159610164078725
ACH-001278,-0.3043820048886154
ACH-001280,-0.05620286475513324
ACH-001283,-0.08568564750826542
ACH-001289,0.013160516054875069
ACH-001300,-0.09961479392866712
ACH-001301,-0.12178923878616485
ACH-001302,-0.2253924698436154
ACH-001306,-0.04221852168936772
ACH-001318,0.07922046033312398
ACH-001322,-0.23540934314273984
ACH-001328,-0.2441928749721926
ACH-001332,-0.20847105371337274
ACH-001336,-0.15368617415523286
ACH-001346,-0.2006152963257985
ACH-001353,-0.11508072862538972
ACH-001354,-0.17019337851382854
ACH-001367,-0.08311768659936944
ACH-001368,-0.33272035928700405
ACH-001374,-0.08601191036954296
ACH-001377,-0.09605076408607774
ACH-001380,-0.2325866035685308
ACH-001391,-0.07929883542984527
ACH-001408,-0.2790349071708652
ACH-001430,-0.07457306479600981
ACH-001431,-0.07143684966035557
ACH-001450,-0.15768671322799796
ACH-001496,-0.036651339164090975
ACH-001500,-0.0229631632075443
ACH-001523,-0.11465699057046065
ACH-001532,-0.19612642330649355
ACH-001550,0.09391495120954024
ACH-001552,-0.20647572151722945
ACH-001554,-0.17467976334601648
ACH-001654,-0.14293808354221169
ACH-001735,-0.07356553892371298
ACH-001736,-0.22708844897354796
ACH-001737,-0.03227687251159046
ACH-001740,-0.2454627808389258
ACH-001745,-0.20830732635681315
ACH-001765,-0.08049872736938722
