,FKBP1B (2281)
ACH-000004,0.10274949382148953
ACH-000005,0.18171598327166055
ACH-000007,0.1882445046605976
ACH-000009,0.10492014785569263
ACH-000011,0.04511972904057896
ACH-000012,0.13477194221080427
ACH-000013,0.06810011567551634
ACH-000014,0.09388014409885166
ACH-000015,0.09196377995541108
ACH-000017,0.1546602967786596
ACH-000018,0.01592695943640719
ACH-000019,0.004276320986523421
ACH-000021,0.11666010625982125
ACH-000022,0.0957779782192661
ACH-000025,0.11405897178723863
ACH-000028,0.12380904948088875
ACH-000030,0.031953870212980094
ACH-000035,0.1081981396152955
ACH-000036,0.08642662384971755
ACH-000037,0.01373939906498219
ACH-000039,0.057908078513578376
ACH-000040,0.047985465393269734
ACH-000041,0.041346351549990175
ACH-000042,0.09605344332835117
ACH-000045,0.121400299522523
ACH-000047,0.15832491076090868
ACH-000052,0.1927606325905107
ACH-000053,0.05402491365202166
ACH-000054,0.0857806847593968
ACH-000055,0.11776506403013902
ACH-000060,0.07011059103170138
ACH-000067,0.09179766008524734
ACH-000070,0.17977558100590352
ACH-000075,-0.015136778971570753
ACH-000078,0.12743548791876785
ACH-000082,0.12414339053185325
ACH-000085,-0.1380279357204566
ACH-000086,0.1315485575505087
ACH-000087,0.11706219609306495
ACH-000092,-0.02265483841830643
ACH-000095,0.016813667528143696
ACH-000097,0.20218002785130365
ACH-000098,0.09428398625790878
ACH-000099,0.123368086650717
ACH-000108,0.10545823898960582
ACH-000113,0.07291256764107264
ACH-000116,0.10283614528761252
ACH-000118,0.2156865425281738
ACH-000120,0.0159533767266208
ACH-000123,0.1495852339772185
ACH-000127,0.1425680572162957
ACH-000128,0.2997154655516929
ACH-000132,0.18170032446425707
ACH-000133,0.05125578664550223
ACH-000137,0.13742331541946962
ACH-000138,0.12597204903897766
ACH-000142,0.22363021887916434
ACH-000143,0.16485198183372118
ACH-000146,0.1067355434465947
ACH-000148,0.1907905633064278
ACH-000150,0.2247896631413403
ACH-000152,0.07811074143944845
ACH-000153,0.23156073000495414
ACH-000159,0.05075638022927885
ACH-000160,-0.0035621729512109687
ACH-000163,0.18240887062401615
ACH-000167,0.12930940766757973
ACH-000168,0.06390723354719326
ACH-000169,0.1460312073703942
ACH-000178,0.09800964738189212
ACH-000183,0.15887900251232262
ACH-000188,0.13503400536853558
ACH-000189,0.0993292831264397
ACH-000190,0.06718923921538486
ACH-000198,0.06575785278926886
ACH-000203,0.20996152414555924
ACH-000204,0.2524462802622772
ACH-000206,0.04627131947930964
ACH-000207,0.2070165623347501
ACH-000208,-0.3172061123527773
ACH-000210,0.038996079383211917
ACH-000211,0.07670351645185601
ACH-000215,0.038486480670324834
ACH-000221,0.2220472621425512
ACH-000222,0.2994225908070246
ACH-000223,0.14351003492164968
ACH-000226,-0.03610917513433237
ACH-000227,-0.07041906872488929
ACH-000228,0.04447388822443868
ACH-000231,0.04681783027263586
ACH-000232,0.059684840611690174
ACH-000233,0.06329657020490882
ACH-000234,0.06767386827012503
ACH-000235,0.033512105120038785
ACH-000237,0.08885426181425993
ACH-000238,0.1722433532892045
ACH-000242,0.31868231059037416
ACH-000243,0.09319747544381247
ACH-000244,0.048229030145648014
ACH-000246,0.17577341198199245
ACH-000248,0.14232786347651472
ACH-000250,0.128517612090079
ACH-000251,0.28491815605585863
ACH-000252,-0.010155562417241632
ACH-000253,-0.006923403677712264
ACH-000255,0.14855540354161215
ACH-000256,0.15537125981837216
ACH-000257,0.242227562884508
ACH-000258,0.13522939364725373
ACH-000259,0.06354088455831113
ACH-000260,0.07185212596569608
ACH-000261,0.07347786600437138
ACH-000262,-0.017394887047676926
ACH-000263,-0.00912965323417907
ACH-000264,0.10120747596021586
ACH-000265,0.21155440316360408
ACH-000266,0.09000069051958455
ACH-000272,0.046548571713155816
ACH-000274,0.09816293016774308
ACH-000277,0.10952497630008008
ACH-000278,0.05849224563860592
ACH-000279,0.08525748412110228
ACH-000280,0.06025807421515138
ACH-000281,0.1774991115714248
ACH-000288,0.05556154159905174
ACH-000291,0.1703806274719144
ACH-000293,0.2576634046221364
ACH-000294,0.047960082151893256
ACH-000295,0.3020029231764313
ACH-000296,0.08826176215067022
ACH-000302,0.15601574160895254
ACH-000304,0.12112588806030035
ACH-000307,0.030399230848630974
ACH-000308,0.1588385125030061
ACH-000310,0.08996878270049356
ACH-000311,0.018853686015806243
ACH-000312,0.06489247389915992
ACH-000315,0.16258025977688398
ACH-000316,0.2570996305526649
ACH-000317,0.17191400441623902
ACH-000318,0.1465818579420158
ACH-000319,0.11968951050455945
ACH-000320,0.027983045948984167
ACH-000322,0.1383184106454481
ACH-000323,0.1427530865172594
ACH-000324,0.1146238352800552
ACH-000329,0.09164580048883578
ACH-000330,0.2562696710043429
ACH-000331,0.11648335874716655
ACH-000332,0.1464142334878837
ACH-000334,0.37873914929009816
ACH-000335,-0.07573992860872215
ACH-000336,0.201471239871137
ACH-000337,0.08005569906328318
ACH-000338,0.5441807852810155
ACH-000339,0.15290385205312176
ACH-000341,0.04208435600629151
ACH-000348,0.0639924717366242
