,LPPR2 (64748)
ACH-000004,-0.24467741346986305
ACH-000005,-0.310156791001609
ACH-000007,-0.05526603195974969
ACH-000009,-0.13672028282688298
ACH-000011,-0.14867401858845578
ACH-000012,-0.1668150752425049
ACH-000013,-0.2635491527279386
ACH-000014,-0.2141992706623392
ACH-000015,-0.2266392937886649
ACH-000017,-0.17870318636109542
ACH-000018,-0.2605730675635233
ACH-000019,-0.37504677607802006
ACH-000021,-0.2974115412666955
ACH-000022,-0.19769853494693904
ACH-000025,-0.06416628884440306
ACH-000028,-0.2489631415581041
ACH-000030,-0.2086286993071302
ACH-000035,-0.3117758492552102
ACH-000036,-0.1129534418045541
ACH-000037,-0.051361455009986665
ACH-000039,-0.16559631930730664
ACH-000040,-0.10487020381446334
ACH-000041,-0.264794712298133
ACH-000042,-0.16080958230490588
ACH-000045,-0.18918535404660475
ACH-000047,-0.09112737786433832
ACH-000052,-0.15044381974885618
ACH-000053,-0.1169751532024398
ACH-000054,-0.22717401588425945
ACH-000055,-0.14705953371381536
ACH-000060,0.020103089914105324
ACH-000067,-0.2187526319455084
ACH-000070,-0.08862700214432086
ACH-000075,-0.4277639714864883
ACH-000078,-0.16155541235310322
ACH-000082,-0.04768993763832202
ACH-000085,-0.14140614099217616
ACH-000086,-0.11132863742623222
ACH-000087,-0.023157109844330302
ACH-000092,-0.19354342184291187
ACH-000095,-0.20168256757147585
ACH-000097,-0.26218824015066355
ACH-000098,-0.1898416621935107
ACH-000099,-0.2914738475040275
ACH-000108,-0.21205151585651533
ACH-000113,-0.2694008052264638
ACH-000116,-0.2512446653642824
ACH-000118,-0.22469274925220356
ACH-000120,-0.20008627381247035
ACH-000123,-0.11057585300858744
ACH-000127,-0.33664759259843713
ACH-000128,-0.3404300786244226
ACH-000132,-0.2801446036851672
ACH-000133,-0.13757886469434652
ACH-000137,-0.3086399629684356
ACH-000138,-0.16178554148287902
ACH-000142,-0.14339440294869935
ACH-000143,-0.11424141547077
ACH-000146,-0.1957831784523016
ACH-000148,-0.18931135812933486
ACH-000150,-0.17763387797543734
ACH-000152,-0.1421234139694259
ACH-000153,0.14035006692216076
ACH-000159,-0.19266707167581326
ACH-000160,-0.11633216410969292
ACH-000163,-0.3824285309255321
ACH-000167,-0.32083709279953393
ACH-000168,-0.15556649541042306
ACH-000169,-0.11618668246974112
ACH-000178,-0.17523327745467565
ACH-000183,-0.37773707567455533
ACH-000188,-0.33593277194479626
ACH-000189,-0.181336579851024
ACH-000190,-0.13414169886514127
ACH-000198,-0.14863436544590236
ACH-000203,-0.4318441486407145
ACH-000204,-0.2625433316648987
ACH-000206,-0.1527393110040581
ACH-000207,-0.18494212893046436
ACH-000208,-0.13477499824475173
ACH-000210,-0.3534380008375245
ACH-000211,-0.17689111952479966
ACH-000215,-0.06501789892078418
ACH-000221,-0.0678771620531184
ACH-000222,-0.11096787576995112
ACH-000223,-0.2336498631996108
ACH-000226,-0.11628953104280297
ACH-000227,-0.2015423495287847
ACH-000228,-0.353498107644687
ACH-000231,-0.023381611200819826
ACH-000232,-0.08712853896905946
ACH-000233,-0.29250635364796296
ACH-000234,-0.2580889907960668
ACH-000235,-0.15125613718736308
ACH-000237,-0.3911106241460921
ACH-000238,-0.011723351582921777
ACH-000242,0.05814147290266807
ACH-000243,-0.3239745802604353
ACH-000244,-0.14267676851521074
ACH-000246,-0.09602956594569204
ACH-000248,-0.0402699941317285
ACH-000250,-0.1704234057666186
ACH-000251,-0.18472292571003784
ACH-000252,-0.06825304833442034
ACH-000253,-0.2264379515420233
ACH-000255,-0.2390473722516668
ACH-000256,-0.22396535969461265
ACH-000257,-0.06567561422995508
ACH-000258,-0.28670503517392665
ACH-000259,-0.1556798545852168
ACH-000260,-0.21562522839454001
ACH-000261,-0.1030754903581417
ACH-000262,-0.336272239251793
ACH-000263,-0.17044701862917475
ACH-000264,-0.11949462989649905
ACH-000265,-0.19624480034988226
ACH-000266,-0.12267448669417395
ACH-000272,-0.13993322636405922
ACH-000274,-0.2053451285271604
ACH-000277,-0.09230216549984356
ACH-000278,-0.33253523153323145
ACH-000279,-0.07975254911618478
ACH-000280,-0.194196212796454
ACH-000281,-0.19769224922611103
ACH-000288,-0.06406330338287786
ACH-000291,-0.15536758129738024
ACH-000293,-0.14578743777437406
ACH-000294,-0.2081821960201288
ACH-000295,-0.049199843653367575
ACH-000296,-0.02124851238167516
ACH-000302,-0.2510834916488727
ACH-000304,-0.3502672496677861
ACH-000307,-0.2531343613607078
ACH-000308,-0.20685776176890325
ACH-000310,-0.2139585388773579
ACH-000311,-0.2084914552880826
ACH-000312,-0.2963134766666675
ACH-000315,-0.3600698897470121
ACH-000316,-0.07054433933553039
ACH-000317,-0.035660595381713144
ACH-000318,-0.4289559468937576
ACH-000319,-0.3247527088647336
ACH-000320,-0.17967081492513642
ACH-000322,-0.1382243603151523
ACH-000323,-0.15835528274666355
ACH-000324,-0.07053818332022385
ACH-000329,-0.08752222791410695
ACH-000330,-0.21639827929948646
ACH-000331,-0.2515723764619552
ACH-000332,-0.2770448294491839
ACH-000334,-0.1997789788399531
ACH-000335,-0.14956159301886948
ACH-000336,-0.08562627630896051
ACH-000337,-0.21777207568983364
ACH-000338,0.040066725442941965
ACH-000339,-0.18893222363953316
ACH-000341,-0.22283521152485392
ACH-000348,-0.3002172580134308
ACH-000350,-0.08062829644695052
ACH-000352,-0.15246085857017652
ACH-000356,-0.27844235714627696
ACH-000361,-0.024928135836995186
ACH-000362,-0.2210592598007048
ACH-000363,-0.2098609286829551
ACH-000364,-0.26884466329424755
ACH-000365,-0.15166447504796354
ACH-000366,-0.25943741860651104
ACH-000368,-0.2066789254324772
ACH-000374,-0.11719809330423756
ACH-000375,-0.0764575847711778
