,YWHAG (7532)
ACH-000319,-0.3233301984695294
ACH-000320,-0.4079558155981648
ACH-000322,-0.3216285480992753
ACH-000323,-0.33472139636062503
ACH-000324,-0.1408918481533894
ACH-000329,-0.06005693809483564
ACH-000330,-0.04316824423376536
ACH-000331,-0.24787880223842015
ACH-000332,-0.1335464599058963
ACH-000334,-0.31167790487791264
ACH-000335,-0.13190663108601486
ACH-000336,-0.392335310750582
ACH-000337,-0.3950737293900414
ACH-000338,-0.029413858458484283
ACH-000339,-0.1846558459501237
ACH-000341,0.18959735489118376
ACH-000348,-0.21877089472185493
ACH-000350,-0.08447049569321502
ACH-000352,-0.20771815203826705
ACH-000356,-0.3900320482210362
ACH-000361,-0.10972403928008516
ACH-000362,-0.18306442119246966
ACH-000363,-0.3791891502891056
ACH-000364,-0.06786467457896912
ACH-000365,-0.40356251342233695
ACH-000366,-0.1456789255700004
ACH-000368,-0.1015772207962471
ACH-000374,-0.2915290397561544
ACH-000375,-0.1196237254554929
ACH-000376,-0.008620284816370529
ACH-000381,-0.159450431038983
ACH-000383,-0.21165826467021026
ACH-000387,-0.01892940209321641
ACH-000389,-0.068684118613274
ACH-000390,-0.06941816051657128
ACH-000393,-0.15272686758445236
ACH-000395,-0.3628974778771036
ACH-000396,-0.2327715544411749
ACH-000397,-0.1334243400965385
ACH-000401,-0.14019876783066734
ACH-000402,-0.4860078610840814
ACH-000403,-0.17561366886238966
ACH-000404,-0.01315526225132308
ACH-000406,-0.2058210791290996
ACH-000407,-0.0020965742160499483
ACH-000408,-0.11379098296546515
ACH-000410,-0.04750740723610513
ACH-000411,-0.2960648836250724
ACH-000414,-0.12640778187657795
ACH-000415,-0.2647181228306609
ACH-000416,-0.1344170705218286
ACH-000420,-0.038272947946720905
ACH-000421,-0.20832895562682255
ACH-000424,-0.3563205507552413
ACH-000425,-0.4363835000663375
ACH-000426,-0.03660687661867696
ACH-000427,-0.27234243739524805
ACH-000433,-0.27078746625005023
ACH-000435,-0.4626057491660224
ACH-000436,-0.2318772741142723
ACH-000444,-0.23432770283185855
ACH-000445,-0.1771363682305956
ACH-000448,-0.1705147857664191
ACH-000450,0.3099321417863558
ACH-000452,-0.10719291139647556
ACH-000454,0.02430501206584037
ACH-000458,-0.18516392745675064
ACH-000459,-0.2339968177565657
ACH-000460,-0.12847445664448234
ACH-000461,-0.17145952929294989
ACH-000463,-0.07518357367675893
ACH-000464,-0.15736569452420274
ACH-000466,-0.17583753474629152
ACH-000467,-0.2796645623984931
ACH-000468,-0.11871625700577455
ACH-000469,-0.08463835000419162
ACH-000470,-0.15516081477206062
ACH-000471,0.03108235339115855
ACH-000472,-0.16375102461635693
ACH-000473,-0.09703652356237376
ACH-000475,-0.2077453762181816
ACH-000476,-0.23083780634067075
ACH-000477,-0.03134597099217255
ACH-000479,-0.2336306480959037
ACH-000480,-0.17683763993387489
ACH-000481,-0.13812043529373133
ACH-000483,-0.0991841913832478
ACH-000484,-0.2536134144448603
ACH-000485,-0.13329564141229006
ACH-000486,-0.182338099456802
ACH-000487,0.12848770703699866
ACH-000488,-0.17731916916415252
ACH-000490,-0.1979615413352441
ACH-000491,-0.027667234051834626
ACH-000495,-0.2077168730658856
ACH-000496,0.030722052617440345
ACH-000499,0.07407363210229102
ACH-000500,-0.17687640686134715
ACH-000502,-0.16069121854743412
ACH-000503,-0.07318679128872914
ACH-000505,-0.19751003516086976
ACH-000507,-0.08775347546191603
ACH-000510,-0.1911608503110307
ACH-000511,-0.26614940145095506
ACH-000512,-0.1502874089501063
ACH-000516,-0.10474247977803096
ACH-000517,-0.06898781969791666
ACH-000518,-0.0993339366367262
ACH-000520,-0.10313815829770352
ACH-000521,-0.06434451690781266
ACH-000522,-0.2710546035645585
ACH-000524,-0.10474896623008036
ACH-000527,-0.2200762788540603
ACH-000528,-0.14242789451339713
ACH-000537,-0.04784157327388003
ACH-000541,0.04663349850004515
ACH-000542,-0.3121319937991226
ACH-000544,-0.2549983489108944
ACH-000545,-0.20696673189988207
ACH-000547,-0.2671370832838045
ACH-000548,-0.020449992596017413
ACH-000549,-0.02751574655659275
ACH-000550,-0.13334924788995856
ACH-000552,-0.3185795859394383
ACH-000556,-0.11470364100748486
ACH-000557,-0.09951648836337068
ACH-000569,-0.0951878018045844
ACH-000570,-0.16079749649628391
ACH-000571,-0.06518968200784102
ACH-000573,-0.13648964847074893
ACH-000576,-0.2293920827135984
ACH-000579,-0.16445581534964304
ACH-000580,-0.4431689484882845
ACH-000584,-0.09774002237946204
ACH-000585,0.013061200156988952
ACH-000588,-0.3178950578293685
ACH-000589,-0.14000514034735428
ACH-000591,-0.02317172973728639
ACH-000593,-0.2610364528199156
ACH-000600,-0.13099175692541898
ACH-000601,-0.198602903286033
ACH-000605,-0.10759788202762928
ACH-000606,-0.16694797053856528
ACH-000608,-0.04868243952154035
ACH-000614,-0.3105303010530699
ACH-000616,-0.30276843413252
ACH-000618,-0.17214094891505566
ACH-000619,-0.16273009340527253
ACH-000620,-0.0877372259298704
ACH-000621,-0.18929599294063912
ACH-000622,-0.26976104755376484
ACH-000623,-0.025040702269875082
ACH-000624,-0.21948118155282675
ACH-000627,-0.09136218671951248
ACH-000630,-0.15336229889570124
ACH-000631,-0.17342092786379215
ACH-000632,-0.1886150601875484
ACH-000633,-0.19277454725648507
ACH-000637,-0.1692706382777491
ACH-000638,-0.16536901366475634
ACH-000646,0.1761395203578169
ACH-000647,-0.16885790558510216
ACH-000648,-0.2865547784601701
ACH-000649,-0.33055318833463465
ACH-000651,-0.0440569027798224
ACH-000652,-0.07538466731772278
ACH-000653,-0.15367859477036128
ACH-000657,-0.20769571396524025
ACH-000658,0.05573372771754543
ACH-000661,-0.04535429319920364
ACH-000662,-0.2966126437623711
ACH-000663,-0.034949797093036965
ACH-000665,-0.2349024893248284
ACH-000671,-0.15701470927923727
ACH-000672,-0.3000660422626318
ACH-000673,-0.18374431556537035
ACH-000676,-0.1992205691815576
ACH-000677,-0.2481890481707597
ACH-000681,-0.09733795757311964
ACH-000683,-0.18125109900817304
ACH-000684,-0.3687707927137674
ACH-000688,-0.17057680425179422
ACH-000693,-0.1706491438341656
ACH-000694,-0.1682178380116822
ACH-000695,-0.16280515570820506
ACH-000696,-0.13017683503829675
ACH-000697,-0.2308558051374865
ACH-000699,-0.23412195260924465
ACH-000701,-0.07112687823780146
ACH-000706,-0.12912217268242354
ACH-000711,-0.18402172720451368
ACH-000713,-0.15671344896969555
ACH-000714,-0.21246996416665326
ACH-000718,-0.14087677302154367
ACH-000720,-0.10878680105385637
ACH-000721,-0.11668018089081778
ACH-000724,-0.17816273883676134
ACH-000725,-0.13802515541837654
ACH-000732,-0.322355731572018
ACH-000734,-0.3054920207920278
ACH-000735,-0.31741691435357594
ACH-000736,-0.18202749018156414
ACH-000738,-0.20306954808601016
ACH-000746,0.09381817088197376
ACH-000747,-0.1683843783146066
ACH-000748,-0.22561091815499065
ACH-000753,-0.07001027075893743
ACH-000756,-0.020483899338437774
ACH-000757,0.057200028368470386
ACH-000758,-0.23974111883358015
ACH-000760,-0.011674304230547824
ACH-000762,-0.051610398750813455
ACH-000763,-0.1445932989465582
ACH-000764,-0.012058030006596663
ACH-000765,-0.0961680050603267
ACH-000766,-0.2100635010719379
ACH-000767,-0.05756478340625661
ACH-000768,-0.2554694325780659
ACH-000769,-0.0050637552987507035
ACH-000770,-0.13088359446301295
ACH-000771,-0.0034651315021645124
ACH-000773,-0.29881781761154075
ACH-000776,0.011318554031453716
ACH-000777,0.10075789917448937
ACH-000778,-0.14214175405416193
ACH-000781,-0.06759720810945209
ACH-000782,-0.09579182902992033
ACH-000783,-0.14872846763476055
ACH-000784,-0.1420229743390558
ACH-000785,-0.10744508164633383
ACH-000787,0.033188985610022016
ACH-000788,-0.18000302820665068
ACH-000791,-0.15455150010181018
ACH-000792,-0.1213102666548784
ACH-000794,-0.10681898167182197
ACH-000796,-0.2055276194281631
ACH-000798,-0.14971662960255028
ACH-000799,-0.3931750649543113
ACH-000800,0.04972814136112096
ACH-000802,-0.05520284434414899
ACH-000804,0.08134195179542017
ACH-000805,-0.020340011451082957
ACH-000809,-0.3119813050313237
ACH-000810,-0.3805229694893757
ACH-000811,-0.3453402216227908
ACH-000817,-0.2027226684722845
ACH-000819,-0.16632084756395074
ACH-000820,-0.40973547884111455
ACH-000821,-0.11672319538250897
ACH-000822,-0.16497035595094
ACH-000823,-0.1897301466943998
ACH-000824,-0.1018977666439944
ACH-000827,-0.1510618125946423
ACH-000829,-0.09130637670706801
ACH-000831,-0.26195158238761
ACH-000832,-0.286992487823487
ACH-000833,-0.04082533392740437
ACH-000834,-0.09355515237394622
ACH-000835,-0.2224359614598404
ACH-000836,-0.19413207951311087
ACH-000837,-0.15630500682483636
ACH-000838,-0.17484055182116648
ACH-000839,-0.16202832566037453
ACH-000840,-0.13733410132529394
ACH-000841,-0.009651345236171545
ACH-000843,-0.21068926671974025
ACH-000846,-0.25905342936422754
ACH-000847,-0.311353871824713
ACH-000848,-0.26406912082663303
ACH-000849,-0.19494057133003395
ACH-000851,-0.24388637847364295
ACH-000855,-0.29965955467995314
ACH-000856,-0.2829599577275411
ACH-000858,0.035595948518816915
ACH-000859,0.058648737980684665
ACH-000861,-0.1165934195218195
ACH-000862,-0.0871468349775457
ACH-000865,-0.1064534248902885
ACH-000866,-0.1194025025065516
ACH-000867,-0.1832113270825414
ACH-000869,-0.18914569034199705
ACH-000872,-0.2701074679457247
ACH-000873,-0.25652212041039546
ACH-000876,-0.15721794765995606
ACH-000878,-0.19413466525447906
ACH-000880,-0.2383226311282717
ACH-000881,-0.2385020921542285
ACH-000882,-0.15836038538733424
ACH-000884,-0.09385037404854417
ACH-000885,-0.20370973433409106
ACH-000887,-0.23496196885728646
ACH-000889,-0.2639966584522793
ACH-000896,-0.12494361716618245
ACH-000898,-0.22206424408674005
ACH-000900,-0.11721221217579884
ACH-000901,-0.10889183960980356
ACH-000905,-0.11147619228234174
ACH-000906,-0.2178165313030341
ACH-000907,-0.25820256207832665
ACH-000910,-0.0598993708626129
ACH-000911,-0.2600845740362742
ACH-000912,-0.032844020646365005
ACH-000913,-0.14637194784657395
ACH-000915,-0.20879293311462985
ACH-000916,-0.3910643976215421
ACH-000917,-0.20551068365275954
ACH-000920,-0.2631690241553121
ACH-000921,-0.4844418026248345
ACH-000924,-0.17000220334256738
ACH-000926,-0.12209438225126355
ACH-000928,-0.36893929293513694
ACH-000929,-0.16959230776359427
ACH-000932,-0.3934984638806721
ACH-000935,-0.17289616415359552
ACH-000936,-0.16942450554854288
ACH-000937,-0.11074293112114084
ACH-000938,-0.11808506496550515
ACH-000939,-0.18742260005648093
ACH-000941,-0.19418261927051494
ACH-000943,-0.1825150975126818
ACH-000946,-0.3245596642414379
ACH-000947,-0.2551799746116675
ACH-000948,-0.22976144672789375
ACH-000950,-0.08704915908771546
ACH-000953,-0.19539351571758845
ACH-000954,-0.5960115196892992
ACH-000957,-0.06692022242775059
ACH-000958,-0.3006302158951665
ACH-000960,-0.17621970160781272
ACH-000963,-0.22072307080620893
ACH-000968,-0.058246515769101385
ACH-000969,-0.3161480667819739
ACH-000972,-0.2460796038679739
ACH-000973,-0.1293145337917014
ACH-000974,-0.19649539957914813
ACH-000978,-0.1968816453120769
ACH-000984,-0.3057581392847161
ACH-000986,-0.06631579387739106
ACH-000988,-0.1254806154174295
ACH-000993,-0.20073499198204411
ACH-000994,0.005428194731190937
ACH-000996,-0.2802710872872938
ACH-001001,-0.1741329570614044
ACH-001020,-0.4491737358095522
ACH-001028,-0.1979302796479909
ACH-001031,-0.14110914583117454
ACH-001038,-0.1644166346109505
ACH-001048,-0.1392047305970026
ACH-001050,-0.2549163218990371
ACH-001053,-0.2001204953888896
ACH-001054,-0.07128500730642974
ACH-001061,-0.2276413637752271
ACH-001067,-0.297968134921532
ACH-001075,-0.1155001861877938
ACH-001096,-0.054448983663668925
ACH-001111,-0.3310635890186115
ACH-001119,-0.22878242104476876
ACH-001128,-0.2700524766176637
ACH-001134,-0.2405621293020589
ACH-001151,-0.2384634089878375
ACH-001163,-0.2610011780950085
ACH-001164,-0.2799300814356209
ACH-001183,-0.08902842355926104
ACH-001192,-0.16602963257170794
ACH-001193,0.0016607997156604347
ACH-001196,-0.09695347744377908
ACH-001197,0.02314030758696373
ACH-001205,-0.09384508631106143
ACH-001211,0.11505546957515278
ACH-001212,-0.6005573703920104
ACH-001228,-0.1954042795794528
ACH-001232,-0.13861626784931624
ACH-001239,-0.1018712678073252
ACH-001270,-0.10374168103748517
ACH-001274,-0.24788143145734426
ACH-001275,-0.10751308113463667
ACH-001277,-0.01907064266918913
ACH-001278,-0.3035981730461737
ACH-001280,-0.1427305907964388
ACH-001283,-0.04543141527522988
ACH-001289,-0.18596131509551614
ACH-001300,-0.07422056142543287
ACH-001301,-0.015914165430707117
ACH-001302,0.002276849639805261
ACH-001306,-0.03073007022405675
ACH-001318,-0.04313792108957907
ACH-001322,0.14192627727364132
ACH-001328,-0.16240915952462245
ACH-001332,-0.3484244983666759
ACH-001336,-0.25471290942001873
ACH-001346,-0.13078962143230924
ACH-001353,-0.15450334712719282
ACH-001354,0.1282934081621176
ACH-001367,-0.16475305955552869
ACH-001368,-0.3250967955902738
ACH-001374,-0.0010678904866303588
ACH-001377,-0.20038822412166826
ACH-001380,-0.2704981713103185
ACH-001391,-0.2218721902260542
ACH-001408,-0.15490095220893724
ACH-001430,-0.010532598291949623
ACH-001431,-0.2278641355949256
ACH-001450,-0.2549262268672271
ACH-001496,-0.1920326199092864
ACH-001500,-0.1583347938131495
ACH-001523,-0.19579236175087925
ACH-001532,-0.3394970518300324
ACH-001550,-0.0917731804739929
ACH-001552,-0.03128119684094746
ACH-001554,-0.24164780264540606
ACH-001654,-0.19353336391017828
ACH-001735,-0.19615523880110894
ACH-001736,-0.20823177584041186
ACH-001737,-0.2715531714360869
ACH-001740,-0.08311450331687646
ACH-001745,-0.1778998894074327
ACH-001765,-0.1657988845679154
