,RFT1 (91869)
ACH-000004,-0.950731646085544
ACH-000005,-1.1315157341159792
ACH-000007,-0.9258844018027668
ACH-000009,-0.9012472688513404
ACH-000011,-0.5922751499433949
ACH-000012,-0.8320523471417323
ACH-000013,-0.8472791861212168
ACH-000014,-0.916770938588394
ACH-000015,-1.0091010409101302
ACH-000017,-0.7730756728306467
ACH-000018,-0.8800917185428961
ACH-000019,-0.7130772565055287
ACH-000021,-0.7557644295187809
ACH-000022,-0.7732497449341068
ACH-000025,-0.7605858846970592
ACH-000028,-0.9289219325172384
ACH-000030,-0.9682529684429586
ACH-000035,-0.8562744822605624
ACH-000036,-0.7882965184008376
ACH-000037,-0.6835103377109025
ACH-000039,-0.6227423694526698
ACH-000040,-0.8533010160296771
ACH-000041,-0.9067177304858152
ACH-000042,-1.0557689426245496
ACH-000045,-0.8084997698560169
ACH-000047,-0.8499463568267869
ACH-000052,-0.8700081148264794
ACH-000053,-0.6477271906615647
ACH-000054,-0.8575631796314709
ACH-000055,-0.9619708518696436
ACH-000060,-0.8726512653211526
ACH-000067,-1.0722462476024381
ACH-000070,-0.6226149286855946
ACH-000075,-0.8790451332007231
ACH-000078,-0.8771091064109763
ACH-000082,-0.6691684665832839
ACH-000085,-1.1578023481939592
ACH-000086,-0.8289634286802369
ACH-000087,-0.9331308698439016
ACH-000092,-0.9131578172659116
ACH-000095,-0.5718700461162216
ACH-000097,-0.8428221737230362
ACH-000098,-0.8481219939300756
ACH-000099,-0.6467018960069371
ACH-000108,-0.9037657247022788
ACH-000113,-0.7632462974357188
ACH-000116,-1.0216161546971532
ACH-000118,-0.8337633287880869
ACH-000120,-0.8763840497058795
ACH-000123,-0.7212845190260356
ACH-000127,-0.6723179607161031
ACH-000128,-0.7436089570193013
ACH-000132,-0.8236725512745908
ACH-000133,-0.7890208135031045
ACH-000137,-0.986933758900055
ACH-000138,-0.8429700062870406
ACH-000142,-0.8110924907286129
ACH-000143,-0.6770571081350683
ACH-000146,-0.4857025406281728
ACH-000148,-0.7777520131502292
ACH-000150,-0.9913226536087539
ACH-000152,-0.707041660306741
ACH-000153,-0.992185703180862
ACH-000159,-0.7278986031885171
ACH-000160,-0.8602521190615627
ACH-000163,-0.8877049691409381
ACH-000167,-1.0998786803870029
ACH-000168,-0.7851863772836544
ACH-000169,-1.2012150254899203
ACH-000178,-0.8764381502066761
ACH-000183,-0.7492641036505371
ACH-000188,-0.8127476478455092
ACH-000189,-1.0099366569018742
ACH-000190,-0.8807255603047948
ACH-000198,-0.8115261426082935
ACH-000203,-0.2761526171087564
ACH-000204,-0.7149504858373631
ACH-000206,-1.1843482955988616
ACH-000207,-0.870281481574598
ACH-000208,-0.8536997246596638
ACH-000210,-0.7100798337008313
ACH-000211,-0.857175364886581
ACH-000215,-0.7344959355686047
ACH-000221,-1.0551974970493003
ACH-000222,-0.9129440736602624
ACH-000223,-0.6210679876178522
ACH-000226,-0.6417853089872829
ACH-000227,-0.6976567954421041
ACH-000228,-1.1683818043384462
ACH-000231,-0.7374007545007218
ACH-000232,-0.7456384157272741
ACH-000233,-0.5063369127484418
ACH-000234,-1.058865057487541
ACH-000235,-0.8226828045104718
ACH-000237,-0.8360606215241067
ACH-000238,-0.989247748544984
ACH-000242,-1.161575747883107
ACH-000243,-0.9431236015946691
ACH-000244,-0.9646578642883776
ACH-000246,-0.911193146396535
ACH-000248,-0.9866526561768314
ACH-000250,-0.8921933466439499
ACH-000251,-0.9023982587542416
ACH-000252,-0.9112910611704818
ACH-000253,-0.8326039204834741
ACH-000255,-0.8237111846365276
ACH-000256,-0.7363624074068259
ACH-000257,-0.8257139748953014
ACH-000258,-0.6316589259351669
ACH-000259,-1.014945645078414
ACH-000260,-1.0741589756809196
ACH-000261,-0.9035421405962852
ACH-000262,-0.7473078159400877
ACH-000263,-0.895505573617562
ACH-000264,-0.8809183196928525
ACH-000265,-1.046791087900778
ACH-000266,-0.8398312877183183
ACH-000272,-1.112722990792913
ACH-000274,-0.8019251268458543
ACH-000277,-0.5895757765600218
ACH-000278,-0.6975508203083982
ACH-000279,-0.7084547503451865
ACH-000280,-1.0778095646590162
ACH-000281,-1.0219712948159323
ACH-000288,-0.8784770801542229
ACH-000291,-1.033681094875818
ACH-000293,-0.6689611988252026
ACH-000294,-0.8615840423491621
ACH-000295,-0.9476550239604852
ACH-000296,-1.032865811657881
ACH-000302,-0.5371660300423825
ACH-000304,-0.7143772335874227
ACH-000307,-0.9281452060367564
ACH-000308,-1.0800319147377502
ACH-000310,-0.544958950162025
ACH-000311,-0.94845077376498
ACH-000312,-0.9084309192266404
ACH-000315,-0.7533537630705668
ACH-000316,-1.0841285863305876
ACH-000317,-1.0666896617030843
ACH-000318,-0.9392573484613485
ACH-000319,-1.0858275234536774
ACH-000320,-0.8452078756110825
ACH-000322,-0.5457420056989103
ACH-000323,-0.9655989187416648
ACH-000324,-1.0253672783658747
ACH-000329,-0.7548615173259137
ACH-000330,-0.8428776362389178
ACH-000331,-1.012720561745818
ACH-000332,-0.9198049085326788
ACH-000334,-0.4948341729849962
ACH-000335,-0.6661379809137642
ACH-000336,-0.8659194574790918
ACH-000337,-0.9450101304746094
ACH-000338,-0.3659819952537445
ACH-000339,-0.826231187320216
ACH-000341,-0.4958783792442434
ACH-000348,-0.6745906000631444
ACH-000350,-0.9429432333624724
ACH-000352,-0.7354720258341806
ACH-000356,-0.6151836800529721
ACH-000361,-0.6380845929974546
ACH-000362,-0.7711805251469505
ACH-000363,-0.786841004618818
