,SDPR (8436)
ACH-000004,0.030410456064242062
ACH-000005,0.21665833536570608
ACH-000007,-0.052588622971556136
ACH-000009,0.011038620303951986
ACH-000011,-0.0178316418791808
ACH-000012,0.040115754446008116
ACH-000013,0.07012948551548746
ACH-000014,0.15985607710491634
ACH-000015,0.14165682928112375
ACH-000017,0.10629479154917833
ACH-000018,0.030345862828436924
ACH-000019,0.22789522140643534
ACH-000021,0.14298408891261682
ACH-000022,0.14090164358320167
ACH-000025,-0.0024432701434786985
ACH-000028,0.10395792058985806
ACH-000030,0.13027646888078848
ACH-000035,0.1907450838021007
ACH-000036,0.13554945226193993
ACH-000037,0.13125493585440148
ACH-000039,-0.007969427840757088
ACH-000040,0.1773216190944196
ACH-000041,-0.0820059304384293
ACH-000042,0.1410069520846611
ACH-000045,0.2731470956963518
ACH-000047,0.13299866088005854
ACH-000052,-0.061992749489507074
ACH-000053,0.01280636273883959
ACH-000054,0.06544837207567289
ACH-000055,0.32141687262195856
ACH-000060,0.1403135569659634
ACH-000067,0.1380824529244674
ACH-000070,0.0571637707012688
ACH-000075,-0.26135041757837085
ACH-000078,0.2175351398589944
ACH-000082,0.10639616079057472
ACH-000085,0.2261107948856157
ACH-000086,0.05281500788170373
ACH-000087,0.11357442822312415
ACH-000092,0.15177058810503902
ACH-000095,0.043689663930373684
ACH-000097,0.0055941308915437105
ACH-000098,0.04340849247810402
ACH-000099,0.13748480119430126
ACH-000108,-0.0046311115017366004
ACH-000113,0.16523679283884152
ACH-000116,0.10888703861444753
ACH-000118,0.13636946273519965
ACH-000120,0.17098032176577
ACH-000123,0.1354376569584856
ACH-000127,0.08103367431459277
ACH-000128,0.1058919764698662
ACH-000132,0.12484372879229115
ACH-000133,0.14569247240330307
ACH-000137,0.14936200912202247
ACH-000138,0.13377865293422386
ACH-000142,0.2477732084392573
ACH-000143,0.035957686487228975
ACH-000146,0.1501085775897149
ACH-000148,0.18259698433947325
ACH-000150,0.16846556582556946
ACH-000152,0.13766222679714046
ACH-000153,0.3021163779561092
ACH-000159,0.18188831656135931
ACH-000160,0.1927840267851988
ACH-000163,0.11418178113331187
ACH-000167,0.27521061027985666
ACH-000168,0.07014531209793166
ACH-000169,0.1984850113520284
ACH-000178,0.2175906397636789
ACH-000183,0.1298588065223823
ACH-000188,0.14984554283462967
ACH-000189,0.2432019888675617
ACH-000190,0.007913282352466322
ACH-000198,0.24440755822935997
ACH-000203,0.27792605657018865
ACH-000204,0.3123039316071968
ACH-000206,0.2367384061274958
ACH-000207,0.25107718727502165
ACH-000208,0.27044249920539565
ACH-000210,-0.0012458798504265216
ACH-000211,0.1472017360379459
ACH-000215,0.13395414521215915
ACH-000221,0.1572684343239617
ACH-000222,0.013637301983411872
ACH-000223,0.05782574934782823
ACH-000226,-0.0031043861303518853
ACH-000227,0.1245136072840748
ACH-000228,0.2087625229166952
ACH-000231,0.11057244681722464
