,KHDC1 (80759)
ACH-000004,-0.09185267513044676
ACH-000005,-0.26653210649242026
ACH-000007,-0.10788953654339084
ACH-000009,-0.1473328033049382
ACH-000011,-0.09684429496587192
ACH-000012,-0.20040036954340976
ACH-000013,-0.10842534210201987
ACH-000014,-0.1391193177915228
ACH-000015,0.06326055391579892
ACH-000017,-0.1452780384181441
ACH-000018,-0.14598034514584846
ACH-000019,-0.12060004955426624
ACH-000021,-0.3351015454311515
ACH-000022,0.0459813958296746
ACH-000025,-0.16315314071825207
ACH-000028,-0.08110633211052731
ACH-000030,-0.1777314226716704
ACH-000035,0.051111777516715695
ACH-000036,-0.1222593415819618
ACH-000037,0.031045774496924732
ACH-000039,0.029889612401194088
ACH-000040,-0.2915079279063017
ACH-000041,-0.09861181375561767
ACH-000042,-0.09397093765259457
ACH-000045,0.0002440656042131752
ACH-000047,-0.24731540079130102
ACH-000052,-0.35417398237663456
ACH-000053,-0.0015633613259770115
ACH-000054,-0.11267427364816232
ACH-000055,0.05267267240058286
ACH-000060,-0.15632620067199585
ACH-000067,-0.2081175634321182
ACH-000070,-0.06361302331359041
ACH-000075,0.15536034071412855
ACH-000078,-0.10533119257117582
ACH-000082,-0.036263050839791436
ACH-000085,0.13341556787204575
ACH-000086,-0.284656820678911
ACH-000087,-0.479094547648972
ACH-000092,-0.1407145190047797
ACH-000095,-0.08860705150428756
ACH-000097,-0.2662440847885791
ACH-000098,-0.12799590097277658
ACH-000099,-0.07319326765862436
ACH-000108,-0.20733911804761399
ACH-000113,-0.22891867777077185
ACH-000116,0.012818131582560434
ACH-000118,-0.1632181789119439
ACH-000120,-0.11499881258811467
ACH-000123,-0.1322842186213142
ACH-000127,-0.18319902240747826
ACH-000128,-0.005038759744931514
ACH-000132,-0.17613777342103035
ACH-000133,-0.09111984882079496
ACH-000137,0.0003921119467716123
ACH-000138,-0.0413034786131487
ACH-000142,-0.2110206918462673
ACH-000143,0.1795458885076003
ACH-000146,-0.15786111493222688
ACH-000148,-0.18902965563366575
ACH-000150,-0.2263743251406081
ACH-000152,-0.2474813737883015
ACH-000153,-0.25555039380337546
ACH-000159,-0.21382675704034165
ACH-000160,-0.025309068325350813
ACH-000163,0.005152847938013195
ACH-000167,-0.09533078972287712
ACH-000168,-0.1283977373713448
ACH-000169,-0.09634030605540786
ACH-000178,-0.05018384679299042
ACH-000183,-0.2988532564456374
ACH-000188,-0.017596930122445124
ACH-000189,-0.15791619086390793
ACH-000190,-0.17103602291510892
ACH-000198,-0.02125096014327304
ACH-000203,0.06162782007216045
ACH-000204,-0.003407303470307035
ACH-000206,-0.2609804500895658
ACH-000207,-0.07443531307226146
ACH-000208,0.07628683853083679
ACH-000210,-0.3870609420373319
ACH-000211,-0.1713223586857085
ACH-000215,-0.021651424719860916
ACH-000221,-0.3544875425236941
ACH-000222,-0.16651892671411905
ACH-000223,-0.2661736484801563
ACH-000226,-0.11973500618829197
ACH-000227,-0.1976558070597807
ACH-000228,-0.08123331311664135
ACH-000231,-0.1069558610699181
ACH-000232,-0.06290454754115872
ACH-000233,-0.282678538146208
ACH-000234,0.0116252552789494
ACH-000235,-0.18561526652067128
ACH-000237,-0.00952084307299078
ACH-000238,-0.14995867775624572
ACH-000242,-0.18433327431245533
ACH-000243,-0.06576148968023149
ACH-000244,-0.1436164456671314
ACH-000246,-0.08589122342990399
ACH-000248,-0.14469132281252828
ACH-000250,-0.0006080077786380907
ACH-000251,-0.0017870246336613488
ACH-000252,-0.1672189506785264
ACH-000253,-0.23148410404023595
ACH-000255,-0.10158394962249656
ACH-000256,-0.19322982539988245
ACH-000257,0.08932575454917986
ACH-000258,-0.11949882079301775
ACH-000259,-0.17755646444201265
ACH-000260,-0.017089480769122548
ACH-000261,-0.0043678321183920335
ACH-000262,0.0186382090998061
ACH-000263,-0.1798963054780528
ACH-000264,-0.051168946890958564
ACH-000265,-0.08255856407936472
ACH-000266,-0.10659185179256728
ACH-000272,-0.1841527392128192
